duration_frames,scan day,pause_trigger_t,session,pause_trigger,offset_word,rt,img,no,onset_img,word_label,response,correct_resp,word_score_pc,delay_frames_before,word_score_warriner,duration_measured_word,ID,condition,word,duration_measured_img,key_t,gender,onset_word,img_trigger,offset_img,word_trigger,age,delay_frames_after
42,Wednesday,1.372182676277589,1,31,0.8718094230862334,NA,image_stim_p.png,1,2.401440144632943,pos,NA,NA,-2.40140153221556,180,8.0,0.35171293863095343,2019102307,faceWord_exp,love,0.34612071712035686,NA,male,0.52009648445528,21,2.7475608617533,11,25,336
42,Wednesday,6.399142881098669,1,41,5.898756475013215,NA,image_stim_p.png,2,7.415461440104991,neu,NA,NA,-0.084559503577703879,180,5.1699999999999999,0.34622433624463156,2019102307,faceWord_exp,keyboard,0.3507267930544913,NA,male,5.5525321387685835,21,7.7661882331594825,13,25,336
42,Wednesday,11.417779876559507,1,41,10.917365239874925,NA,image_stim_p.png,3,13.736310975276865,neu,NA,NA,-0.31568469709749714,336,5.71,0.34632955928100273,2019102307,faceWord_exp,tourist,0.34895885293371975,NA,male,10.571035680593923,21,14.085269828210585,13,25,180
42,Wednesday,16.436412380775437,1,31,15.936025974689983,NA,image_stim_p.png,4,18.752678937802557,pos,NA,NA,-1.0613549170130714,336,6.3600000000000003,0.34811578516382724,2019102307,faceWord_exp,boat,0.35124200116842985,NA,male,15.587910189526156,21,19.103920938970987,11,25,180
42,Wednesday,21.455073115590494,1,42,20.95464147644816,NA,image_stim_n.png,5,23.7718468606472,neu,NA,NA,-0.27765762199903798,336,5.4199999999999999,0.34713316848501563,2019102307,faceWord_exp,man,0.3506969585432671,NA,male,20.607508307963144,22,24.12254381919047,13,25,180
42,Wednesday,26.473647233855445,1,41,25.97327975515509,NA,image_stim_p.png,6,28.790283354872372,neu,NA,NA,-1.0601571884744718,336,5.0499999999999998,0.34733463218435645,2019102307,faceWord_exp,fiddle,0.3508929685340263,NA,male,25.625945122970734,21,29.1411763234064,13,25,180
42,Wednesday,31.492244770692196,1,32,30.991895898478106,NA,image_stim_n.png,7,32.50869421695825,neg,NA,NA,1.9014187675556817,180,4.2300000000000004,0.3470478351227939,2019102307,faceWord_exp,alligator,0.35054329433478415,NA,male,30.64484806335531,22,32.85923751129303,12,25,336
42,Wednesday,36.510904863942415,1,31,36.01053417712683,NA,image_stim_p.png,8,37.53159563418012,pos,NA,NA,-1.7483058493195842,180,7.0899999999999999,0.3475935193710029,2019102307,faceWord_exp,woman,0.34639083250658587,NA,male,35.662940657755826,21,37.87798646668671,11,25,336
42,Wednesday,41.52958773408318,1,41,41.0291525661014,NA,image_stim_p.png,9,42.54583571664989,neu,NA,NA,-0.99907598381864693,180,5.7300000000000004,0.34790822624927387,2019102307,faceWord_exp,field,0.3507283970830031,NA,male,40.68124433985213,21,42.89656411373289,13,25,336
42,Wednesday,46.54816634359304,1,31,46.04776742623653,NA,image_stim_p.png,10,48.8650655222591,pos,NA,NA,-2.3673221107876317,336,7.25,0.34773531393148005,2019102307,faceWord_exp,garden,0.35059590585296974,NA,male,45.70003211230505,21,49.21566142811207,11,25,180
42,Wednesday,51.566760993155185,1,42,51.066375549533404,NA,image_stim_n.png,11,53.88363579090219,neu,NA,NA,0.37593565430378889,336,5.0499999999999998,0.34737024118658155,2019102307,faceWord_exp,fence,0.3506372892879881,NA,male,50.71900530834682,22,54.23427308019018,13,25,180
42,Wednesday,56.585382269346155,1,32,56.085012224153616,NA,image_stim_n.png,12,58.90204982890282,neg,NA,NA,3.2148840110758776,336,4.0,0.34700035641435534,2019102307,faceWord_exp,avalanche,0.35086922923801467,NA,male,55.73801186773926,22,59.25291905814083,12,25,180
42,Wednesday,61.604016698431224,1,32,61.10361296898918,NA,image_stim_n.png,13,62.62071380385896,neg,NA,NA,1.7036686386059527,180,4.2300000000000004,0.3471931584062986,2019102307,faceWord_exp,jury,0.35031680803513154,NA,male,60.756419810582884,22,62.97103061189409,12,25,336
42,Wednesday,66.62266203470062,1,32,66.12226953339996,NA,image_stim_n.png,14,68.93956666701706,neg,NA,NA,4.0104207171261717,336,2.6699999999999999,0.34791688789846376,2019102307,faceWord_exp,lonely,0.3505981514463201,NA,male,65.7743526455015,22,69.29016481846338,12,25,180
42,Wednesday,71.6412643835647,1,31,71.14089241361944,NA,image_stim_p.png,15,72.65774494764628,pos,NA,NA,-1.9273821271493088,180,6.3499999999999996,0.3480333390762098,2019102307,faceWord_exp,sled,0.3505144221126102,NA,male,70.79285907454323,21,73.00825936975889,11,25,336
42,Wednesday,76.65997355949366,1,42,76.15951401053462,NA,image_stim_n.png,16,78.97696994116995,neu,NA,NA,-0.80500434751341954,336,5.8899999999999997,0.34799997560912743,2019102307,faceWord_exp,famous,0.3504201063187793,NA,male,75.8115140349255,22,79.32739004748873,13,25,180
42,Wednesday,81.67851238953881,1,32,81.17812726669945,NA,image_stim_n.png,17,82.69491724431282,neg,NA,NA,0.58144638799329418,180,4.9500000000000002,0.34674082754645497,2019102307,faceWord_exp,sandpaper,0.3506318356958218,NA,male,80.831386439153,22,83.04554908000864,12,25,336
42,Wednesday,86.69713847775711,1,41,86.19673154031625,NA,image_stim_p.png,18,89.01421249349369,neu,NA,NA,0.26215401176465297,336,5.4100000000000001,0.34767468232894316,2019102307,faceWord_exp,school,0.35045924421865493,NA,male,85.8490568579873,21,89.36467173771234,13,25,180
42,Wednesday,91.71574595943093,1,31,91.21538521751063,NA,image_stim_p.png,19,92.732330463361,pos,NA,NA,-3.1501939707833047,180,8.4700000000000006,0.34798265231074765,2019102307,faceWord_exp,happy,0.35045411135070026,NA,male,90.86740256519988,21,93.0827845747117,11,25,336
42,Wednesday,96.7343832757324,1,31,96.23398211272433,NA,image_stim_p.png,20,99.05105179769453,pos,NA,NA,-1.4783411251765788,336,6.1399999999999997,0.34775777003960684,2019102307,faceWord_exp,limousine,0.35086345474701375,NA,male,95.88622434268473,21,99.40191525244154,11,25,180
42,Wednesday,101.75301930878777,1,31,101.25263097789139,NA,image_stim_p.png,21,104.07004039222375,pos,NA,NA,-1.6708771386143015,336,6.9000000000000004,0.3476098803221248,2019102307,faceWord_exp,pineapple,0.3505294998176396,NA,male,100.90502109756926,21,104.42056989204139,11,25,180
42,Wednesday,106.77162037440576,1,41,106.27126893575769,NA,image_stim_p.png,22,109.08840823476203,neu,NA,NA,-0.84555957359639744,336,5.8099999999999996,0.348000938014593,2019102307,faceWord_exp,whale,0.35072711389511824,NA,male,105.9232679977431,21,109.43913534865715,13,25,180
42,Wednesday,111.79028624208877,1,32,111.28988764551468,NA,image_stim_n.png,23,112.80635810428066,neg,NA,NA,2.1668511657678922,180,3.0800000000000001,0.34762399562168866,2019102307,faceWord_exp,aggressive,0.3509228031616658,NA,male,110.942263649893,22,113.15728090744233,12,25,336
42,Wednesday,116.80885618989123,1,31,116.30850443046074,NA,image_stim_p.png,24,117.82467910973355,pos,NA,NA,-1.8465637543339983,180,6.3700000000000001,0.3478671635966748,2019102307,faceWord_exp,wealthy,0.35122339468216524,NA,male,115.96063726686407,21,118.17590250441572,11,25,336
42,Wednesday,121.82752077432815,1,42,121.32714367151493,NA,image_stim_n.png,25,124.14463296555914,neu,NA,NA,0.11872473318936595,336,5.2199999999999998,0.3479650081717409,2019102307,faceWord_exp,noun,0.35040984069928527,NA,male,120.97917866334319,22,124.49504280625843,13,25,180
42,Wednesday,126.84611606557155,1,31,126.34574954921845,NA,image_stim_p.png,26,127.86236725613708,pos,NA,NA,-2.8031613090757777,180,7.21,0.348081459349487,2019102307,faceWord_exp,beach,0.3507595148985274,NA,male,125.99766808986897,21,128.2131267710356,11,25,336
42,Wednesday,131.86475883546518,1,42,131.3643589557032,NA,image_stim_n.png,27,134.181830284826,neu,NA,NA,-0.059164516999159061,336,5.2999999999999998,0.3478386122151278,2019102307,faceWord_exp,embassy,0.35045924416044727,NA,male,131.01652034348808,22,134.53228952898644,13,25,180
42,Wednesday,136.8833897357108,1,32,136.38301616167882,NA,image_stim_n.png,28,139.2001676511718,neg,NA,NA,0.20169636218389159,336,4.9000000000000004,0.34822999069001526,2019102307,faceWord_exp,plot,0.3507223018677905,NA,male,136.0347861709888,22,139.5508899530396,12,25,180
42,Wednesday,141.90199208451668,1,42,141.40167657571146,NA,image_stim_n.png,29,144.21876647119643,neu,NA,NA,-0.17528733847197087,336,5.7999999999999998,0.34799612598726526,2019102307,faceWord_exp,rocket,0.35074251238256693,NA,male,141.0536804497242,22,144.569508983579,13,25,180
42,Wednesday,146.92064896976808,1,32,146.4202667340869,NA,image_stim_n.png,30,147.93653412518324,neg,NA,NA,0.39704266876398803,180,4.21,0.3477106121717952,2019102307,faceWord_exp,policeman,0.35108865780057386,NA,male,146.0725561219151,22,148.28762278298382,12,25,336
42,Wednesday,151.9392606218462,1,41,151.43888929346576,NA,image_stim_p.png,31,154.25608152482891,neu,NA,NA,-0.18281188470513854,336,5.1399999999999997,0.3479210583027452,2019102307,faceWord_exp,spatula,0.35072198102716357,NA,male,151.09096823516302,21,154.60680350585608,13,25,180
42,Wednesday,156.9579133366351,1,32,156.45751249446766,NA,image_stim_n.png,32,159.27481508167693,neg,NA,NA,1.3014161644429498,336,4.5,0.3481834743870422,2019102307,faceWord_exp,gasp,0.35057152493391186,NA,male,156.10932902008062,22,159.62538660661085,12,25,180
42,Wednesday,161.97647879325086,1,32,161.47610586084193,NA,image_stim_n.png,33,164.2936634857324,neg,NA,NA,2.3815246085651838,336,3.3199999999999998,0.34785112348617986,2019102307,faceWord_exp,bribe,0.35037326923338696,NA,male,161.12825473735575,22,164.64403675496578,12,25,180
42,Wednesday,166.99514626490418,1,32,166.4947329114657,NA,image_stim_n.png,34,169.31198994477745,neg,NA,NA,0.75731787626703673,336,4.5499999999999998,0.3478828828665428,2019102307,faceWord_exp,meeting,0.35067610640544444,NA,male,166.14685002859915,22,169.6626660511829,12,25,180
42,Wednesday,172.01377331552794,1,32,171.51338370138546,NA,image_stim_n.png,35,174.3305582886096,neg,NA,NA,0.98843671158419,336,4.7300000000000004,0.3476878351648338,2019102307,faceWord_exp,commander,0.35072968032909557,NA,male,171.16569586622063,22,174.6812879689387,12,25,180
42,Wednesday,177.03239972452866,1,31,176.5320075440104,NA,image_stim_p.png,36,178.0485793762491,pos,NA,NA,-1.1648995537800455,180,6.1500000000000004,0.34824859723448753,2019102307,faceWord_exp,plum,0.3508207880659029,NA,male,176.18375894677592,21,178.399400164315,11,25,336
42,Wednesday,182.05099052446894,1,31,181.55060604319442,NA,image_stim_p.png,37,184.3674672068446,pos,NA,NA,-1.0543324261381863,336,6.4699999999999998,0.3482601460418664,2019102307,faceWord_exp,oak,0.3510344422538765,NA,male,181.20234589715255,21,184.71850164909847,11,25,180
42,Wednesday,187.06963906885358,1,41,186.56926357001066,NA,image_stim_p.png,38,188.0856073119794,neu,NA,NA,-1.3575770021145472,180,5.7999999999999998,0.34791047184262425,2019102307,faceWord_exp,tomato,0.35104791598860174,NA,male,186.22135309816804,21,188.436655227968,13,25,336
42,Wednesday,192.0882247359841,1,32,191.58785918203648,NA,image_stim_n.png,39,193.10444480873412,neg,NA,NA,4.3147751267138128,180,2.8900000000000001,0.34791881270939484,2019102307,faceWord_exp,deceit,0.35083779064007103,NA,male,191.2399403693271,22,193.4552825993742,12,25,336
42,Wednesday,197.10688482917612,1,41,196.60651253839023,NA,image_stim_p.png,40,198.12310907238862,neu,NA,NA,-0.59072855565778692,180,5.1600000000000001,0.34803975507384166,2019102307,faceWord_exp,truck,0.3507948031183332,NA,male,196.2584727833164,21,198.47390387550695,13,25,336
42,Wednesday,202.1255089925835,1,32,201.62510333838873,NA,image_stim_n.png,41,204.4425762714818,neg,NA,NA,3.3697994362845387,336,3.0499999999999998,0.3479653290123679,2019102307,faceWord_exp,envy,0.3504515449749306,NA,male,201.27713800937636,22,204.79302781645674,12,25,180
