age,onset_img,word_score_warriner,word_score_pc,duration_frames,img,pause_trigger_t,correct_resp,duration_measured_img,img_trigger,no,word_trigger,key_t,delay_frames_after,response,offset_word,duration_measured_word,condition,onset_word,delay_frames_before,offset_img,ID,word,session,word_label,pause_trigger,gender,rt,scan day
22,3.8767275999998674,5.62,-0.18776275500974607,42,image_stim_n.png,2.732249699998647,0,0.6879697999975178,22,1,13,4.264671899996756,60,b,1.7317351000019698,0.6911515000028885,faceWord_exp,1.0405835999990813,120,4.564697399997385,12345,speech,2,neu,42,female,0.38794429999688873,Monday
22,7.422167299999273,5.65,0.1106807997481866,42,image_stim_p.png,2.732249699998647,1,0.6881371999988914,21,2,13,7.781787499996426,120,b,6.261449600002379,0.6805339000056847,faceWord_exp,5.5809156999966945,60,8.110304499998165,12345,theory,2,neu,41,female,0.35962019999715267,Monday
22,12.907232899997325,2.35,4.537930167489568,42,image_stim_n.png,11.809217399997578,1,0.683784699998796,22,3,12,13.226494199996523,60,y,10.807767400001467,0.6814009000008809,faceWord_exp,10.126366500000586,120,13.591017599996121,12345,terrorist,2,neg,32,female,0.31926129999919794,Monday
22,17.368063499998243,4.43,-0.14866519221167074,42,image_stim_n.png,16.3065459999998,1,0.6844286999985343,22,4,12,17.807125300001644,60,y,15.306465599998774,0.6871006000001216,faceWord_exp,14.619364999998652,120,18.052492199996777,12345,van,2,neg,32,female,0.439061800003401,Monday
22,21.81550409999909,5.5,0.3495373155897487,42,image_stim_n.png,20.752522900002077,1,0.6825017000010121,22,5,13,22.150348199997097,60,y,19.750941799997236,0.6785987999974168,faceWord_exp,19.07234299999982,120,22.4980058000001,12345,winter,2,neu,42,female,0.33484409999800846,Monday
22,26.28341360000195,6.17,-1.3205598447631597,42,image_stim_p.png,25.21639580000192,1,0.6782418000002508,21,6,11,26.597329099997296,60,b,24.213248499996553,0.693080099998042,faceWord_exp,23.52016839999851,120,26.9616554000022,12345,chicken,2,pos,31,female,0.3139154999953462,Monday
22,30.730938499997137,7.0,-2.461915733068042,42,image_stim_p.png,29.659783600000083,0,0.6765845000045374,21,7,11,31.261255899997195,60,y,28.659932599999593,0.6782906000007642,faceWord_exp,27.98164199999883,120,31.407523000001675,12345,embrace,2,pos,31,female,0.5303174000000581,Monday
22,34.17109940000228,6.4,-1.7947555393350414,42,image_stim_p.png,29.659783600000083,1,0.6833852999989176,21,8,11,34.458611299996846,120,b,33.10605829999986,0.6880604000034509,faceWord_exp,32.41799789999641,60,34.854484700001194,12345,piano,2,pos,31,female,0.28751189999456983,Monday
22,39.61491179999575,4.8,0.2623575316864496,42,image_stim_n.png,38.55361239999911,1,0.6861076000059256,22,9,12,39.93757519999781,60,y,37.55230319999828,0.688372899996466,faceWord_exp,36.86393030000181,120,40.30101940000168,12345,hoe,2,neg,32,female,0.32266340000205673,Monday
22,43.063015100000484,5.07,0.3228926581020319,42,image_stim_n.png,38.55361239999911,1,0.6847694999960368,22,10,13,43.649668199999724,120,y,42.0008233999979,0.6861123999988195,faceWord_exp,41.31471099999908,60,43.74778459999652,12345,street,2,neu,42,female,0.5866530999992392,Monday
22,47.512969900002645,6.76,-1.2978987804410356,42,image_stim_p.png,38.55361239999911,1,0.6810083999953349,21,11,11,48.028638600000704,120,b,46.445300999999745,0.6851622000031057,faceWord_exp,45.76013879999664,60,48.19397829999798,12345,artist,2,pos,31,female,0.5156686999980593,Monday
22,51.96207090000098,8.53,-3.1565376907491283,42,image_stim_p.png,38.55361239999911,1,0.678029399998195,21,12,11,52.24314169999707,120,b,50.892831999997725,0.6836914000014076,faceWord_exp,50.20914059999632,60,52.640100299999176,12345,vacation,2,pos,31,female,0.28107079999608686,Monday
22,57.41817350000201,4.57,0.2032181950076048,42,image_stim_n.png,56.35507759999746,1,0.6838943999973708,22,13,12,58.03910899999755,60,y,55.35431199999584,0.6931788000001688,faceWord_exp,54.661133199995675,120,58.10206789999938,12345,lab,2,neg,32,female,0.6209354999955394,Monday
22,60.864894899998035,5.72,-0.5485436049411244,42,image_stim_p.png,56.35507759999746,1,0.6853293000021949,21,14,13,61.28428310000163,120,b,59.80179119999957,0.6885811000029207,faceWord_exp,59.11321009999665,60,61.55022420000023,12345,apartment,2,neu,41,female,0.41938820000359556,Monday
22,66.30781469999783,5.67,-0.32263149533554664,42,image_stim_n.png,65.24766149999778,1,0.6887678999992204,22,15,13,66.84659749999992,60,y,64.24706239999796,0.6804899999988265,faceWord_exp,63.56657239999913,120,66.99658259999705,12345,attribute,2,neu,42,female,0.5387828000020818,Monday
22,70.76319959999819,6.4,-1.0752281295040744,42,image_stim_p.png,69.69512689999829,1,0.6779569999998785,21,16,11,71.17614569999569,60,b,68.69421789999615,0.6855504999984987,faceWord_exp,68.00866739999765,120,71.44115659999807,12345,mercy,2,pos,31,female,0.4129460999974981,Monday
22,74.20708089999971,7.68,-1.3503642789447028,42,image_stim_p.png,69.69512689999829,1,0.6825768999988213,21,17,11,74.49181639999733,120,b,73.13994519999687,0.6855756000004476,faceWord_exp,72.45436959999643,60,74.88965779999853,12345,musical,2,pos,31,female,0.28473549999762326,Monday
22,78.65336450000177,7.28,-1.6425048482978826,42,image_stim_p.png,69.69512689999829,1,0.6826102999984869,21,18,11,79.13772379999864,120,b,77.58615640000062,0.6797661000018707,faceWord_exp,76.90639029999875,60,79.33597480000026,12345,knowledge,2,pos,31,female,0.4843592999968678,Monday
22,83.09702690000267,3.52,4.02985566434138,42,image_stim_n.png,69.69512689999829,1,0.6841376999946078,22,19,12,83.69961650000187,120,y,82.0326733999973,0.68345589999808,faceWord_exp,81.34921749999921,60,83.78116459999728,12345,problem,2,neg,32,female,0.6025895999991917,Monday
22,88.54268549999688,7.1,-2.5746228757417584,42,image_stim_p.png,87.47948390000238,1,0.6859390000026906,21,20,11,88.97967490000156,60,b,86.48122619999776,0.6892840000000433,faceWord_exp,85.79194219999772,120,89.22862449999957,12345,barbecue,2,pos,31,female,0.436989400004677,Monday
22,92.98860649999551,7.5,-1.7608811602119443,42,image_stim_p.png,91.92562429999816,1,0.6847860000052606,21,21,11,93.47612780000054,60,b,90.9254998999968,0.6838891000006697,faceWord_exp,90.24161079999612,120,93.67339250000077,12345,summer,2,pos,31,female,0.487521300005028,Monday
22,96.43624930000078,6.73,-2.2291915044129413,42,image_stim_p.png,91.92562429999816,1,0.6844406999953208,21,22,11,96.80631939999876,120,b,95.3731431999986,0.6864531000028364,faceWord_exp,94.68669009999576,60,97.1206899999961,12345,luck,2,pos,31,female,0.37007009999797447,Monday
22,101.88831850000133,5.97,-0.02119054453060663,42,image_stim_p.png,100.81880880000244,1,0.6947269999946002,21,23,13,102.40266449999763,60,b,99.81936940000014,0.6903005999993184,faceWord_exp,99.12906880000082,120,102.58304549999593,12345,power,2,neu,41,female,0.5143459999962943,Monday
22,105.34712209999998,5.86,0.10630403813009667,42,image_stim_n.png,100.81880880000244,1,0.6838500000012573,22,24,13,105.94755689999874,120,y,104.28101109999989,0.6865478000036092,faceWord_exp,103.59446329999628,60,106.03097210000124,12345,whole,2,neu,42,female,0.6004347999987658,Monday
22,109.82530540000153,4.52,2.373388118792564,42,image_stim_n.png,100.81880880000244,1,0.684190399995714,22,25,12,110.17884279999998,120,y,108.76049980000244,0.6825247000015224,faceWord_exp,108.07797510000091,60,110.50949579999724,12345,excuse,2,neg,32,female,0.35353739999845857,Monday
22,115.27036899999803,5.29,0.0657349158769076,42,image_stim_p.png,114.20953130000271,1,0.6857816000047023,21,26,13,115.6740370999978,60,b,113.20754129999841,0.6881100999962655,faceWord_exp,112.51943120000215,120,115.95615060000273,12345,camel,2,neu,41,female,0.40366809999977704,Monday
22,118.71812189999764,7.88,-1.8879163634684628,42,image_stim_p.png,114.20953130000271,1,0.683678699999291,21,27,11,119.07205119999708,120,b,117.65406549999898,0.6798083000030601,faceWord_exp,116.97425719999592,60,119.40180059999693,12345,joke,2,pos,31,female,0.3539292999994359,Monday
22,124.16516070000216,5.55,-0.09980687036967174,42,image_stim_p.png,123.09992889999558,1,0.6822590999945533,21,28,13,124.63340910000261,60,b,122.0995993999968,0.6856002999993507,faceWord_exp,121.41399909999745,120,124.84741979999671,12345,eggplant,2,neu,41,female,0.4682484000004479,Monday
22,127.62761899999896,5.5,-0.049892793833906636,42,image_stim_p.png,123.09992889999558,1,0.6842560000004596,21,29,13,127.9469831000024,120,b,126.56319799999619,0.6940617999935057,faceWord_exp,125.86913620000269,60,128.31187499999942,12345,nose,2,neu,41,female,0.3193641000034404,Monday
22,132.0784732999964,5.15,0.3296196251321362,42,image_stim_p.png,123.09992889999558,1,0.6791019000011147,21,30,13,132.42854149999766,120,b,131.0105395999999,0.6898935999997775,faceWord_exp,130.32064600000012,60,132.75757519999752,12345,pan,2,neu,41,female,0.35006820000126027,Monday
22,137.52408019999712,4.29,2.351878020671037,42,image_stim_n.png,136.45704059999844,1,0.6791259000019636,22,31,12,137.90582859999995,60,y,135.4553448000006,0.6866393000018434,faceWord_exp,134.76870549999876,120,138.20320609999908,12345,tired,2,neg,32,female,0.3817484000028344,Monday
22,141.96739289999823,6.36,-1.2502658664257256,42,image_stim_p.png,140.90355350000027,1,0.6833728999990853,21,32,11,142.4524395999979,60,b,139.90272430000186,0.6836123000030057,faceWord_exp,139.21911199999886,120,142.65076579999732,12345,day,2,pos,31,female,0.485046699999657,Monday
22,146.4146011999983,5.8,-0.5451009915059291,42,image_stim_n.png,145.34848699999566,0,0.6837248000010732,22,33,13,146.81555659999867,60,b,144.34806599999865,0.6864334999991115,faceWord_exp,143.66163249999954,120,147.09832599999936,12345,toaster,2,neu,42,female,0.40095540000038454,Monday
22,149.88167799999792,6.8,-1.926056195769395,42,image_stim_p.png,145.34848699999566,1,0.6778428000034182,21,34,11,150.26262080000015,120,b,148.8119450000013,0.6962006000030669,faceWord_exp,148.11574439999822,60,150.55952080000134,12345,fireworks,2,pos,31,female,0.3809428000022308,Monday
22,154.32744390000153,5.43,-0.34443889393116306,42,image_stim_p.png,145.34848699999566,1,0.695337400000426,21,35,13,154.72616749999725,120,b,153.2575629999992,0.682787500001723,faceWord_exp,152.5747754999975,60,155.02278130000195,12345,asparagus,2,neu,41,female,0.39872359999571927,Monday
22,159.79667959999642,4.1,1.472290472628449,42,image_stim_n.png,158.72158160000254,1,0.6888446000011754,22,36,12,160.22102489999816,60,y,157.72163269999874,0.688446499996644,faceWord_exp,157.0331862000021,120,160.4855241999976,12345,clang,2,neg,32,female,0.42434530000173254,Monday
