duration_measured_img,offset_word,delay_frames_after,condition,word,offset_img,age,session,gender,word_score_warriner,delay_frames_before,pause_trigger,img_trigger,scan day,key_t,pause_trigger_t,ID,onset_word,onset_img,img,rt,response,no,duration_measured_word,duration_frames,word_trigger,word_score_pc,correct_resp,word_label
0.6999929369194433,1.7253568889573216,180,faceWord_exp,debate,8.126629255944863,22,3,female,4.95,336,32,22,Monday,8.36359227495268,2.726430968963541,5,1.0264780309516937,7.42663631902542,image_stim_n.png,0.9369559559272602,y,1,0.698878858005628,42,12,1.239138220826116,1,neg
0.7012484690640122,11.825682507944293,336,faceWord_exp,symphony,15.55873558903113,22,3,female,7.15,180,31,21,Monday,15.862032053992152,12.826693768962286,5,11.135649587959051,14.857487119967118,image_stim_p.png,1.0045449340250343,b,2,0.6900329199852422,42,11,-1.9498998207384868,1,pos
0.7024896750226617,21.858653525006957,180,faceWord_exp,computer,28.19190056005027,22,3,female,6.84,336,31,21,Monday,28.16327064204961,22.859401370980777,5,21.166701182024553,27.48941088502761,image_stim_p.png,0.6738597570220008,b,3,0.6919523429824039,42,11,-1.728066945394655,1,pos
0.7022512659896165,31.89190198702272,180,faceWord_exp,sum,38.22507032298017,22,3,female,5.71,336,42,22,Monday,38.330180644989014,32.89254796993919,5,31.19942096702289,37.522819056990556,image_stim_n.png,0.8073615879984573,y,4,0.6924810199998319,42,13,0.1511721542964875,1,neu
0.7035256449598819,41.92526694294065,180,faceWord_exp,criminal,48.25846336095128,22,3,female,2.11,336,32,22,Monday,48.26232678897213,42.925615811022,5,41.23254616302438,47.5549377159914,image_stim_n.png,0.7073890729807317,y,5,0.6927207799162716,42,12,3.6129749181587063,1,neg
0.7029204969294369,51.95790086896159,336,faceWord_exp,volcano,55.69154323195107,22,3,female,4.59,180,32,22,Monday,56.17975014599506,52.958981049014255,5,51.26607398001943,54.988622735021636,image_stim_n.png,1.1911274109734222,y,6,0.6918268889421597,42,12,2.1987551193617842,1,neg
0.7033190990332514,61.991694723954424,336,faceWord_exp,cabinet,65.72469527099747,22,3,female,5.1,180,42,22,Monday,65.86303568200674,62.993174611008726,5,61.29798615805339,65.02137617196422,image_stim_n.png,0.8416595100425184,y,7,0.6937085659010336,42,13,0.05858023181365075,1,neu
0.7035645340802148,72.02469161094632,336,faceWord_exp,fountain,75.75791877903976,22,3,female,6.26,180,31,21,Monday,75.86292448895983,73.02536052896176,5,71.33221777202561,75.05435424495954,image_stim_p.png,0.8085702440002933,b,8,0.692473838920705,42,11,-2.0727743906520253,1,pos
0.6921038959408179,82.05804903397802,336,faceWord_exp,car,85.77449764998164,22,3,female,6.63,180,31,21,Monday,85.99517561402172,83.05949869798496,5,81.36359991098288,85.08239375404082,image_stim_p.png,0.9127818599808961,b,9,0.6944491229951382,42,11,-1.4106928476010352,1,pos
0.701034247991629,92.07458358304575,180,faceWord_exp,delirium,98.40763012401294,22,3,female,3.4,336,32,22,Monday,98.72851278004237,93.07507788296789,5,91.3836734900251,97.70659587602131,image_stim_n.png,1.0219169040210545,y,10,0.6909100930206478,42,12,3.4172209593162717,1,neg
0.7031937220599502,102.10777456697542,180,faceWord_exp,raspberry,108.44062422704883,22,3,female,7.3,336,31,21,Monday,108.445704045007,103.10939881694503,5,101.41472592204809,107.73743050498888,image_stim_p.png,0.7082735400181264,b,11,0.6930486449273303,42,11,-1.4443598905895143,1,pos
0.7034647580003366,112.54349863203242,336,faceWord_exp,radish,116.97409924597014,22,3,female,4.7,180,32,22,Monday,117.39534752094187,114.02483454893809,5,111.49698699696455,116.2706344879698,image_stim_n.png,1.1247130329720676,y,12,1.0465116350678727,42,12,0.33736940436804663,1,neg
0.7033012970350683,123.27378977602348,336,faceWord_exp,spiritual,127.00720505602658,22,3,female,5.82,180,41,21,Monday,127.16116072598379,124.27469272795133,5,122.58078428800218,126.30390375899151,image_stim_p.png,0.8572569669922814,b,13,0.6930054880212992,42,13,-1.5026706526379858,1,neu
0.7035768099594861,133.3073377739638,180,faceWord_exp,cyclone,139.64040767296683,22,3,female,3.47,336,32,22,Monday,139.81111181294546,134.3079007579945,5,132.61366133601405,138.93683086300734,image_stim_n.png,0.874280949938111,y,14,0.6936764379497617,42,12,3.583082910341294,1,neg
0.7035571489250287,143.34144150605425,336,faceWord_exp,agreement,147.07371584896464,22,3,female,6.75,180,31,21,Monday,147.3284739869414,144.34096217295155,5,142.64799005095847,146.3701587000396,image_stim_p.png,0.9583152869017795,b,15,0.6934514550957829,42,11,-1.2126784285084091,1,pos
0.7034641400678083,153.3737403129926,336,faceWord_exp,voter,157.1070492840372,22,3,female,4.85,180,32,22,Monday,157.59517178498209,154.37429668405093,5,152.67963949101977,156.4035851439694,image_stim_n.png,1.191586641012691,y,16,0.6941008219728246,42,12,-0.3331872788781821,1,neg
0.7015458280220628,163.40685076499358,180,faceWord_exp,cold,169.74108535202686,22,3,female,4.32,336,32,22,Monday,169.86228181701154,164.40850047697313,5,162.71696191001683,169.0395395240048,image_stim_n.png,0.8227422930067405,y,17,0.6898888549767435,42,12,1.7592404876513306,1,neg
0.7029811020474881,173.44011266797315,180,faceWord_exp,jam,179.77332667203154,22,3,female,5.81,336,42,22,Monday,180.07878537196666,174.44089145795442,5,172.7471196090337,179.07034556998406,image_stim_n.png,1.008439801982604,y,18,0.6929930589394644,42,13,-1.343270424679961,1,neu
0.6911286190152168,183.47416511899792,180,faceWord_exp,plane,189.79060127097182,22,3,female,5.72,336,42,22,Monday,189.92837065295316,184.4750868959818,5,182.78060361999087,189.0994726519566,image_stim_n.png,0.8288980009965599,y,19,0.6935614990070462,42,13,0.20373950943912453,1,neu
