offset_word,pause_trigger_t,duration_measured_word,correct_resp,word_score_pc,ID,gender,pause_trigger,no,response,age,offset_img,word_trigger,duration_measured_img,duration_frames,img_trigger,onset_img,word,delay_frames_before,rt,img,onset_word,word_label,scan day,condition,session,key_t,word_score_warriner,delay_frames_after
102.21323815800133,103.21430173399858,0.6950755220022984,0,-1.883093263099396,coronatimes,female,31,11,y,22,108.56617753700993,11,0.7033435110060964,42,21,107.86283402600384,choir,336,-4.345624316003523,image_stim_p.png,101.51816263599903,pos,Monday,faceWord_exp,4,103.51720971000032,6.15,180
112.26800917201035,113.26921074400889,0.6948254279996036,1,-1.3206920491180312,coronatimes,female,31,12,b,22,116.00306315500347,11,0.7035842649929691,42,21,115.2994788900105,harmonica,180,-2.7445710900065023,image_stim_p.png,111.57318374401075,pos,Monday,faceWord_exp,4,112.554907800004,6.32,336
122.30604974500602,123.30724624999857,0.6954087899939623,1,-1.5082836116280287,coronatimes,female,31,13,b,22,128.64261526500923,11,0.7038848490046803,42,21,127.93873041600455,kitchen,336,-3.7105635729967616,image_stim_p.png,121.61064095501206,pos,Monday,faceWord_exp,4,124.22816684300778,6.17,180
132.34418629400898,133.34519255701161,0.6958008799992967,1,0.4398740830446768,coronatimes,female,42,14,y,22,138.69730656400498,13,0.7034277589991689,42,22,137.9938788050058,hall,336,-4.045208501993329,image_stim_n.png,131.64838541400968,neu,Monday,faceWord_exp,4,133.94867030301248,5.89,180
142.41558677400462,143.4165564020077,0.694447207992198,0,-0.10198134801944247,coronatimes,female,32,15,b,22,146.16740485800256,12,0.7208249669929501,42,22,145.4465798910096,saw,180,-2.7770991459983634,image_stim_n.png,141.72113956601243,neg,Monday,faceWord_exp,4,142.66948074501124,4.16,336
152.47026435400767,153.47165141000005,0.6922665599995526,1,-2.8305869761860607,coronatimes,female,31,16,b,22,158.8058016730065,11,0.7003558639989933,42,21,158.1054458090075,gratitude,336,-5.130409154997324,image_stim_p.png,151.77799779400812,pos,Monday,faceWord_exp,4,152.97503665401018,6.67,180
162.50841719801247,163.50973872400937,0.6963086500036297,0,-0.6996261236875504,coronatimes,female,42,17,b,22,168.84481150101055,13,0.7039937860099599,42,22,168.1408177150006,bell,336,-5.245649128992227,image_stim_n.png,161.81210854800884,neu,Monday,faceWord_exp,4,162.89516858600837,5.67,180
172.54677797001204,173.54787030701118,0.6956103650009027,1,2.0765857872261098,coronatimes,female,32,18,y,22,178.89942640200024,12,0.7038335659890436,42,22,178.1955928360112,court,336,-3.077422654008842,image_stim_n.png,171.85116760501114,neg,Monday,faceWord_exp,4,175.11817018200236,3.52,180
182.6006181260018,183.6023865560128,0.6941768339893315,1,0.18094025084207666,coronatimes,female,41,19,b,22,186.33657697901072,13,0.7038308370101731,42,21,185.63274614200054,journalist,180,-0.7929446779889986,image_stim_p.png,181.90644129201246,neu,Monday,faceWord_exp,4,184.83980146401154,5.3,336
192.63969914300833,193.64037862200348,0.693697451002663,1,-0.3663992490442602,coronatimes,female,32,20,y,22,198.9923170020047,12,0.7033893570041982,42,22,198.2889276450005,expensive,336,-3.8286424679972697,image_stim_n.png,191.94600169200567,neg,Monday,faceWord_exp,4,194.46028517700324,3.36,180
202.6943866530055,203.69554325799982,0.6976507240033243,1,-1.5215329943370883,coronatimes,female,31,21,b,22,209.03065967500152,11,0.7040497879934264,42,21,208.3266098870081,bread,336,-4.878252670008806,image_stim_p.png,201.99673592900217,pos,Monday,faceWord_exp,4,203.44835721699928,6.52,180
212.73226013100066,213.73357637200388,0.6953761379991192,1,3.668156535681199,coronatimes,female,32,22,y,22,216.48407463400508,12,0.7032615799980704,42,22,215.780813054007,battle,180,-1.227770187004353,image_stim_n.png,212.03688399300154,neg,Monday,faceWord_exp,4,214.55304286700266,3.52,336
222.78694937100227,223.788360852006,0.6931775050034048,1,-0.9453395472380092,coronatimes,female,41,23,b,22,229.12246113701258,13,0.6999969390017213,42,21,228.42246419801086,team,336,-5.347812267005793,image_stim_p.png,222.09377186599886,neu,Monday,faceWord_exp,4,223.07465193100506,5.91,180
232.82502956299868,233.82638935399882,0.6947810399869923,1,-0.4066038871991289,coronatimes,female,41,24,b,22,236.56034017000638,13,0.7040026360045886,42,21,235.8563375340018,baseball,180,-2.726621534995502,image_stim_p.png,232.1302485230117,neu,Monday,faceWord_exp,4,233.1297159990063,5.79,336
242.86348612001166,243.86441640200792,0.6948402250127401,1,0.12602488928311428,coronatimes,female,41,25,b,22,246.59844062000047,13,0.7041424060007557,42,21,245.89429821399972,shoulder,180,-2.1107093509926926,image_stim_p.png,242.16864589499892,neu,Monday,faceWord_exp,4,243.78358886300703,5.1,336
252.90115776201128,253.90248997299932,0.6953948940063128,0,0.3545861367636661,coronatimes,female,41,26,y,22,256.6366186810046,13,0.7038076629978605,42,21,255.93281101800676,put,180,-1.2276472730009118,image_stim_p.png,252.20576286800497,neu,Monday,faceWord_exp,4,254.70516374500585,5.09,336
262.9392120900011,263.9404179250123,0.6948717310006032,0,-0.7774272008663468,coronatimes,female,42,27,b,22,266.67440216601244,13,0.7036101630073972,42,22,265.97079200300504,theme,180,-1.4272583370038774,image_stim_n.png,262.2443403590005,neu,Monday,faceWord_exp,4,264.54353366600117,5.43,336
272.9775174410024,273.9787218570127,0.6950374869920779,1,-1.2316584124512135,coronatimes,female,31,28,b,22,279.31397899700096,11,0.7038680109981215,42,21,278.61011098600284,banjo,336,-5.328951670991955,image_stim_p.png,272.28247995401034,pos,Monday,faceWord_exp,4,273.2811593150109,6.35,180
283.015494199004,284.0169104060042,0.6948358719964745,1,2.7437052692255306,coronatimes,female,32,29,y,22,289.36853129800875,12,0.7036778760084417,42,22,288.6648534220003,stampede,336,-3.828092714989907,image_stim_n.png,282.32065832700755,neg,Monday,faceWord_exp,4,284.8367607070104,4.48,180
293.06930880600703,294.0704473460064,0.691766446994734,1,3.803034067475641,coronatimes,female,32,30,y,22,296.82217699100147,12,0.7009217610029737,42,22,296.1212552299985,flood,180,-2.012665529997321,image_stim_n.png,292.3775423590123,neg,Monday,faceWord_exp,4,294.1085897000012,2.76,336
303.1242229430063,304.12542969800415,0.6940239800023846,1,-2.547043884761341,coronatimes,female,41,31,b,22,309.46162997500505,13,0.7038821790047223,42,21,308.75774779600033,circus,336,-3.7461830559914233,image_stim_p.png,302.43019896300393,neu,Monday,faceWord_exp,4,305.0115647400089,5.85,180
313.1634088920109,314.16441133301123,0.6953536580112996,1,-1.6859102219357711,coronatimes,female,31,32,b,22,319.49973436001164,11,0.7036893460026477,42,21,318.796045014009,truce,336,-3.8614241080067586,image_stim_p.png,312.4680552339996,pos,Monday,faceWord_exp,4,314.93462090600224,6.42,180
323.20133815500594,324.2025192310102,0.6951468430052046,1,-1.301667818567906,coronatimes,female,31,33,b,22,329.53753256000346,11,0.7040139599994291,42,21,328.833518600004,bicycle,336,-5.311908048999612,image_stim_p.png,322.50619131200074,pos,Monday,faceWord_exp,4,323.5216105510044,6.71,180
333.23941999601084,334.2405608609988,0.6952345150057226,0,4.5355840269859025,coronatimes,female,32,34,b,22,339.57576067800983,12,0.704023683007108,42,22,338.8717369950027,torment,336,-4.5955073989898665,image_stim_n.png,332.5441854810051,neg,Monday,faceWord_exp,4,334.27622959601285,2.53,180
343.27748411400535,344.2784004020068,0.6947757199959597,1,-0.5273916336755435,coronatimes,female,41,35,b,22,349.613857119999,13,0.7038120119977975,42,21,348.9100451080012,scientist,336,-5.078888989999541,image_stim_p.png,342.5827083940094,neu,Monday,faceWord_exp,4,343.8311561180017,5.83,180
353.3154732890107,354.3169502150122,0.6940076830069302,1,3.1835494020570807,coronatimes,female,32,36,y,22,357.0507132269995,12,0.7038678349927068,42,22,356.3468453920068,explosion,180,-2.1774236490018666,image_stim_n.png,352.62146560600377,neg,Monday,faceWord_exp,4,354.16942174300493,3.17,336
363.35369956200884,364.35387808299856,0.6921605780080426,1,0.6669259665908855,coronatimes,female,41,37,b,22,367.0878840210062,13,0.7003343910037074,42,21,366.38754963000247,businessman,180,-2.030785670998739,image_stim_p.png,362.6615389840008,neu,Monday,faceWord_exp,4,364.35676395900373,5.38,336
373.39165045101254,374.3928316470119,0.6953266180062201,1,-0.29144085929118746,coronatimes,female,41,38,b,22,377.12698313999863,13,0.7041321619908558,42,21,376.4228509780078,hand,180,-2.844717739004409,image_stim_p.png,372.6963238330063,neu,Monday,faceWord_exp,4,373.57813323900336,5.9,336
383.42989138800476,384.43126086800476,0.6950912430038443,1,0.0196438746392397,coronatimes,female,41,39,b,22,387.1650739850011,13,0.703874172992073,42,21,386.461199812009,worker,180,-2.8609701780078467,image_stim_p.png,382.7348001450009,neu,Monday,faceWord_exp,4,383.60022963400115,5.95,336
393.4679516340111,394.46892153299996,0.6952162420056993,1,-1.7294291477603156,coronatimes,female,31,40,b,22,397.20321685800445,11,0.7037968469958287,42,21,396.4994200110086,dog,180,-2.9782253200100968,image_stim_p.png,392.7727353920054,pos,Monday,faceWord_exp,4,393.5211946909985,7.0,336
403.50608003500383,404.5072791810089,0.6949822710012086,1,-2.93465986085152,coronatimes,female,31,41,b,22,407.2412921560026,11,0.7037961789901601,42,21,406.53749597701244,festival,180,-2.8780153850093484,image_stim_p.png,402.8110977640026,pos,Monday,faceWord_exp,4,403.6594805920031,6.84,336
413.54400592000457,414.5452277000004,0.6956994499923894,0,0.4395766978022416,coronatimes,female,42,42,b,22,417.27953195200826,13,0.7038966880063526,42,22,416.5756352640019,red,180,-3.111255698997411,image_stim_n.png,412.8483064700122,neu,Monday,faceWord_exp,4,413.4643795650045,5.67,336
423.5824605650123,424.5998420820106,0.695460818009451,1,-2.1205664047688315,coronatimes,female,31,43,b,22,429.9351864030032,11,0.7034872410004027,42,21,429.23169916200277,trust,336,-5.379772227999638,image_stim_p.png,422.88699974700285,pos,Monday,faceWord_exp,4,423.85192693400313,7.24,180
433.6370529140113,434.63805872001103,0.6936281960079214,0,-2.411716547027706,coronatimes,female,31,44,y,22,439.97362427400367,11,0.7015238530002534,42,21,439.2721004210034,flower,336,-5.4486844729981385,image_stim_p.png,432.94342471800337,pos,Monday,faceWord_exp,4,433.8234159480053,7.3,180
443.67519447499944,444.6762690100004,0.6947805769887054,0,0.42679466080263373,coronatimes,female,32,45,b,22,450.0116705850087,12,0.704218414000934,42,22,449.30745217100775,zone,336,-4.978634626997518,image_stim_n.png,442.98041389801074,neg,Monday,faceWord_exp,4,444.32881754401023,4.75,180
453.7132538290025,454.71442023600684,0.6950835159950657,1,-2.30162279277581,coronatimes,female,31,46,b,22,460.04958103300305,11,0.7040586789953522,42,21,459.3455223540077,heroism,336,-5.262316335007199,image_stim_p.png,453.01817031300743,pos,Monday,faceWord_exp,4,454.0832060190005,7.05,180
463.7502286390081,464.75098579800397,0.6941585239983397,1,3.4698173961771306,coronatimes,female,32,47,y,22,470.15357948400197,12,0.7035126589908032,42,22,469.45006682501116,animosity,336,-4.711601830000291,image_stim_n.png,463.0560701150098,neg,Monday,faceWord_exp,4,464.7384649950109,3.4,180
473.8727324920037,474.87395836701035,0.6953807760000927,0,0.7532200949518182,coronatimes,female,32,48,b,22,477.60803495399887,12,0.7037167099915678,42,22,476.9043182440073,loan,180,-0.6081916990078753,image_stim_n.png,473.1773517160036,neg,Monday,faceWord_exp,4,476.2961265449994,4.19,336
483.9109890850086,484.92867021501297,0.6951442950085038,1,2.8314410724962364,coronatimes,female,32,49,y,22,490.2639735679986,12,0.7035087819967885,42,22,489.56046478600183,denial,336,-5.162297971997759,image_stim_n.png,483.2158447900001,neg,Monday,faceWord_exp,4,484.39816681400407,3.57,180
493.9656077630061,494.98354243300855,0.6948230480047641,1,3.9974740190684885,coronatimes,female,32,50,y,22,500.31864772801055,12,0.7037609850085573,42,22,499.614886743002,accident,336,-4.994591722002951,image_stim_n.png,493.27078471500135,neg,Monday,faceWord_exp,4,494.62029502099904,2.55,180
504.0202601839992,505.02145127300173,0.6925187099986942,1,-2.303583541830637,coronatimes,female,31,51,b,22,510.3568292120035,11,0.7015879609971307,42,21,509.6552412510064,wonder,336,-4.846887455001706,image_stim_p.png,503.3277414740005,pos,Monday,faceWord_exp,4,504.80835379600467,6.68,180
514.0587010170129,515.0585776299995,0.6952914010034874,1,2.7422742606943906,coronatimes,female,32,52,y,22,517.7920467850054,12,0.7056492629926652,42,22,517.0863975220127,fallacy,180,-2.592127638999955,image_stim_n.png,513.3634096160094,neg,Monday,faceWord_exp,4,514.4942698830127,4.0,336
524.1120150510105,525.1309853740095,0.6943113800080027,1,2.8496222967354625,coronatimes,female,32,53,y,22,527.8648910160118,12,0.7040549740049755,42,22,527.1608360420068,empty,180,-2.960634493007092,image_stim_n.png,523.4177036710025,neg,Monday,faceWord_exp,4,524.2002015489998,3.78,336
534.1675263020006,535.1691708709986,0.694808556989301,1,4.2176174504439885,coronatimes,female,32,54,y,22,537.9197629380069,12,0.7037842569989152,42,22,537.215978681008,insult,180,-2.276567396009341,image_stim_n.png,533.4727177450113,neg,Monday,faceWord_exp,4,534.9394112849986,2.62,336
544.2227881400031,545.2239952310047,0.6953111829934642,0,-3.0311112754680245,coronatimes,female,31,55,y,22,547.9579614950053,11,0.7038400010060286,42,21,547.2541214939993,peace,180,-2.7943119909905363,image_stim_p.png,543.5274769570096,pos,Monday,faceWord_exp,4,544.4598095030087,7.75,336
554.2608601430111,555.262057771004,0.69520363000629,1,2.6978270877422883,coronatimes,female,32,56,y,22,557.9959565169993,12,0.7037662209913833,42,22,557.2921902960079,scream,180,-2.57825259299716,image_stim_n.png,553.5656565130048,neg,Monday,faceWord_exp,4,554.7139377030107,3.02,336
564.3156625460106,565.3157988099993,0.695247265000944,0,-0.05436507667908295,coronatimes,female,42,57,b,22,570.6521067880094,13,0.7036600860010367,42,22,569.9484467020084,mouth,336,-4.91022226199857,image_stim_n.png,563.6204152810096,neu,Monday,faceWord_exp,4,565.0382244400098,5.59,180
574.3536762170115,575.354797277003,0.6932101359998342,1,0.37753019343780747,coronatimes,female,41,58,b,22,578.0888787450094,13,0.7004939010075759,42,21,577.3883848440018,door,180,-3.014818761002971,image_stim_p.png,573.6604660810117,neu,Monday,faceWord_exp,4,574.3735660829989,5.43,336
584.3916836440039,585.3929826840031,0.6951194330031285,1,-2.066768843681998,coronatimes,female,31,59,b,22,590.7281442530075,11,0.7029370969976299,42,21,590.0252071560099,honey,336,-5.064069489002577,image_stim_p.png,583.6965642110008,pos,Monday,faceWord_exp,4,584.9611376670073,7.27,180
594.4297380589996,595.4478274520079,0.6953892949968576,0,0.1872293205875,coronatimes,female,41,60,y,22,600.7828020599991,13,0.7034338819939876,42,21,600.0793681780051,elevator,336,-5.045650229003513,image_stim_p.png,593.7343487640028,neu,Monday,faceWord_exp,4,595.0337179490016,5.95,180
