duration_frames,offset_img,duration_measured_img,word_score_pc,no,session,correct_resp,key_t,response,onset_img,rt,delay_frames_before,scan day,duration_measured_word,ID,word_score_warriner,delay_frames_after,condition,age,img_trigger,gender,pause_trigger,word,pause_trigger_t,onset_word,offset_word,img,word_label,word_trigger
42,108.32401868699526,0.7053542109933915,0.38949539348709145,11,6,1,108.19290249800542,b,107.61866447600187,0.5742380220035557,336,Monday,0.6939885160099948,001,5.29,180,faceWord_exp,20,21,female,41,era,102.98931406700285,101.29505364099168,101.98904215700168,image_stim_p.png,neu,13
42,118.34197029599454,0.6905896139942342,-3.0889019952949432,12,6,1,117.91180828800134,b,117.65138068200031,0.26042760600103065,336,Monday,0.6938267430086853,001,7.53,180,faceWord_exp,20,21,female,31,honeymoon,113.02526847699482,111.3304484209948,112.02427516400348,image_stim_p.png,pos,11
42,125.75977952699759,0.6902628389943857,-1.4048581699918157,13,6,1,125.46325083699776,b,125.0695166880032,0.39373414899455383,180,Monday,0.6935540530103026,001,7.11,336,faceWord_exp,20,21,female,31,blueberry,123.04302582300443,121.34847966699454,122.04203372000484,image_stim_p.png,pos,11
42,135.81202748499345,0.6914899900002638,-2.2232275900644445,14,6,1,135.49824019899825,b,135.1205374949932,0.3777027040050598,180,Monday,0.6962832550052553,001,7.48,336,faceWord_exp,20,21,female,31,home,133.06154430899187,131.36458832699282,132.06087158199807,image_stim_p.png,pos,11
42,145.82991694199154,0.6914440749969799,-0.8574934623041074,15,6,0,145.51570778399764,b,145.13847286699456,0.3772349170030793,180,Monday,0.6944343319919426,001,5.26,336,faceWord_exp,20,22,female,42,accordion,143.11372097500134,141.41831423700205,142.112748568994,image_stim_n.png,neu,13
42,155.84866176800278,0.6915214559994638,1.7380634654586231,16,6,1,155.75186288899567,y,155.15714031200332,0.5947225769923534,180,Monday,0.695002652995754,001,3.25,336,faceWord_exp,20,22,female,32,politician,153.13133803500386,151.4358224500029,152.13082510299864,image_stim_n.png,neg,12
42,168.46738268999616,0.6904516259965021,-0.9209473384247756,17,6,1,168.43684746000508,b,167.77693106399965,0.6599163960054284,336,Monday,0.6958442809991539,001,5.42,180,faceWord_exp,20,21,female,41,scooter,163.14961358999426,161.4532494879968,162.14909376899595,image_stim_p.png,neu,13
42,175.90196587699756,0.7053085899970029,0.597486551423763,18,6,1,175.62171167199267,b,175.19665728700056,0.4250543849921087,180,Monday,0.6933226639957866,001,5.9,336,faceWord_exp,20,21,female,41,medicine,173.16802267200546,171.47389113900135,172.16721380299714,image_stim_p.png,neu,13
42,188.53674586399575,0.705396324992762,-0.4928774877246448,19,6,0,181.95566392000183,y,187.83134953900299,-5.87568561900116,336,Monday,0.6947926029970404,001,5.89,180,faceWord_exp,20,21,female,41,chair,183.20354424499965,181.50759489099437,182.2023874939914,image_stim_p.png,neu,13
42,198.5551353070041,0.6933528869994916,-0.7656585604551551,20,6,1,198.39229587199225,b,197.8617824200046,0.5305134519876447,336,Monday,0.6945668349944754,001,5.89,180,faceWord_exp,20,21,female,41,audience,193.2382438939967,191.54220062600507,192.23676746099954,image_stim_p.png,neu,13
42,205.97350458700384,0.692301879011211,0.3271241198863318,21,6,1,205.726587379002,y,205.28120270799263,0.4453846710093785,180,Monday,0.6948402220004937,001,4.59,336,faceWord_exp,20,22,female,32,mayor,203.25720137100143,201.5601153549942,202.2549555769947,image_stim_n.png,neg,12
42,215.9914761109976,0.6911592300020857,2.52891321026023,22,6,1,215.91159970899753,y,215.30031688099552,0.611282828002004,180,Monday,0.6953321490000235,001,4.11,336,faceWord_exp,20,22,female,32,folly,213.27504862600472,211.57818172799307,212.2735138769931,image_stim_n.png,neg,12
42,228.61007837500074,0.6942294479958946,-1.6320665929887423,23,6,1,228.32904741899983,b,227.91584892700484,0.41319849199499004,336,Monday,0.695077393000247,001,6.68,180,faceWord_exp,20,21,female,31,forest,223.2932525590004,221.59726732800482,222.29234472100507,image_stim_p.png,pos,11
42,236.04452985699754,0.7049978870054474,-1.071197614358652,24,6,1,235.8647056750051,b,235.3395319699921,0.5251737050130032,180,Monday,0.6944525720027741,001,7.33,336,faceWord_exp,20,21,female,31,chipmunk,233.31116401200416,231.6155540710024,232.31000664300518,image_stim_p.png,pos,11
42,246.07965593600238,0.7056894550041761,3.1728286127179004,25,6,1,245.80151454500447,y,245.3739664809982,0.42754806400625966,180,Monday,0.6935984860028839,001,3.14,336,faceWord_exp,20,22,female,32,rumor,243.34639081799833,241.65193618299963,242.34553466900252,image_stim_n.png,neg,12
42,256.0993933889986,0.6938471369940089,0.07641955756997082,26,6,1,256.03461371599406,y,255.40554625200457,0.629067463989486,180,Monday,0.6971339769952465,001,5.1,336,faceWord_exp,20,22,female,42,role,253.38119741500122,251.6832352229976,252.38036919999286,image_stim_n.png,neu,13
42,268.7163828049961,0.6916996600048151,-1.8284590275958619,27,6,1,268.6051719090028,b,268.0246831449913,0.5804887640115339,336,Monday,0.6933172360004392,001,6.72,180,faceWord_exp,20,21,female,31,river,263.3995185370004,261.70517947600456,262.398496712005,image_stim_p.png,pos,11
42,276.1510283969983,0.7037460940046003,1.5036737146000605,28,6,1,275.95449056899815,y,275.4472823029937,0.5072082660044543,180,Monday,0.6957959099963773,001,3.68,336,faceWord_exp,20,22,female,32,bee,273.41772681499424,271.72133449099783,272.4171304009942,image_stim_n.png,neg,12
42,286.16938202899473,0.6905343569960678,0.1576901893660491,29,6,1,286.3884485449962,b,285.47884767199866,0.9096008729975438,180,Monday,0.6943597760109697,001,5.49,336,faceWord_exp,20,21,female,41,table,283.4523525639961,281.7574857589934,282.4518455350044,image_stim_p.png,neu,13
42,296.19038779399125,0.694557218987029,-2.3202480308548075,30,6,1,296.0235590939992,b,295.4958305750042,0.5277285189949907,180,Monday,0.6956428380071884,001,7.18,336,faceWord_exp,20,21,female,31,party,293.4708937520045,291.7745733259944,292.4702161640016,image_stim_p.png,pos,11
42,306.22255420699366,0.7030108159960946,0.6345811289687322,31,6,1,305.99571885900514,b,305.51954339099757,0.47617546800756827,180,Monday,0.6953141489939298,001,5.64,336,faceWord_exp,20,21,female,41,big,303.48908005899284,301.79385283800366,302.4891669869976,image_stim_p.png,neu,13
42,318.85873531000107,0.7050984039960895,0.4070035035588155,32,6,1,318.86134616199706,y,318.153636906005,0.7077092559920857,336,Monday,0.6950308200030122,001,5.21,180,faceWord_exp,20,22,female,42,church,313.5237268929923,311.8280317460012,312.5230625660042,image_stim_n.png,neu,13
42,326.2757673360029,0.6899419080000371,-0.1985745460766808,33,6,1,326.163685402993,b,325.58582542800286,0.5778599749901332,180,Monday,0.693990339001175,001,5.33,336,faceWord_exp,20,21,female,41,quantity,323.5587998800038,321.8647027039988,322.55869304299995,image_stim_p.png,neu,13
42,336.29619000399543,0.6940008999954443,-2.539279812815429,34,6,1,336.0485292279918,b,335.602189104,0.4463401239918312,180,Monday,0.6950682980095735,001,7.63,336,faceWord_exp,20,21,female,31,chocolate,333.5791897589952,331.8816095459915,332.5766778440011,image_stim_p.png,pos,11
42,348.93151589400077,0.7083884330058936,-1.2017878999114775,35,6,1,348.8342011880013,b,348.2231274609949,0.6110737270064419,336,Monday,0.6983150059968466,001,6.92,180,faceWord_exp,20,21,female,31,sun,343.59543636599847,341.8983288879972,342.59664389399404,image_stim_p.png,pos,11
42,356.3502805610042,0.6945858690014575,-0.1293625696653618,36,6,1,356.1861221839936,b,355.6556946920027,0.5304274919908494,180,Monday,0.6956357640010538,001,5.95,336,faceWord_exp,20,21,female,41,escalator,353.63034560499364,351.93499645299744,352.6306322169985,image_stim_p.png,neu,13
42,368.98305722400255,0.705503546007094,-0.3659926056186196,37,6,1,368.919976545003,b,368.27755367799546,0.6424228670075536,336,Monday,0.6973303139966447,001,5.8,180,faceWord_exp,20,21,female,41,finger,363.6484496740013,361.95221024499915,362.6495405589958,image_stim_p.png,neu,13
42,379.002190373998,0.6922947270068107,-1.613773182399739,38,6,1,378.80684165400453,b,378.3098956469912,0.4969460070133209,336,Monday,0.6937137140048435,001,6.38,180,faceWord_exp,20,21,female,31,hygiene,373.6833604199928,371.9886916389951,372.6824053529999,image_stim_p.png,pos,11
42,389.02219451499695,0.6945883019943722,3.587794463102913,39,6,1,388.87476918099856,y,388.3276062130026,0.5471629679959733,336,Monday,0.6958532930002548,001,1.94,180,faceWord_exp,20,22,female,32,prison,383.7044365460024,382.00636305600347,382.7022163490037,image_stim_n.png,neg,12
42,399.05574370600516,0.7074386380118085,-0.9476055713690849,40,6,1,398.89429478600505,b,398.34830506799335,0.5459897180116968,336,Monday,0.6941822279914049,001,5.81,180,faceWord_exp,20,21,female,41,satire,393.72305804799544,392.02621751600236,392.72039974399377,image_stim_p.png,neu,13
42,409.07379377799225,0.6943502590002026,4.673386290788297,41,6,1,408.7938909329969,y,408.37944351899205,0.414447414004826,336,Monday,0.6967024939949624,001,3.38,180,faceWord_exp,20,22,female,32,woe,403.75562028499553,402.05934959200385,402.7560520859988,image_stim_n.png,neg,12
42,416.5098303230043,0.7079393130115932,1.4290259416609457,42,6,1,416.43030906400236,y,415.8018910099927,0.6284180540096713,180,Monday,0.6962217660038732,001,3.94,336,faceWord_exp,20,22,female,32,lawyer,413.77504406099615,412.0794917049934,412.7757134709973,image_stim_n.png,neg,12
42,426.5450619829935,0.7092125149938511,-1.1812540207039297,43,6,1,426.43022972199833,b,425.83584946799965,0.5943802539986791,180,Monday,0.6977919570053928,001,6.32,336,faceWord_exp,20,21,female,31,elm,423.81154528900515,422.11167563199706,422.80946758900245,image_stim_p.png,pos,11
42,439.1635480859986,0.6941558319958858,-1.1818642926883074,44,6,0,439.08355414700054,y,438.46939225400274,0.6141618929977994,336,Monday,0.6969486909947591,001,5.33,180,faceWord_exp,20,21,female,41,prairie,433.8455329569988,432.14750749499945,432.8444561859942,image_stim_p.png,neu,13
42,449.213944506002,0.7061473270005081,-0.30581232848456497,45,6,1,449.1824720089935,y,448.5077971790015,0.674674829992,336,Monday,0.7084709189948626,001,5.78,180,faceWord_exp,20,22,female,42,advice,443.87888736100285,442.17027114400116,442.878742062996,image_stim_n.png,neu,13
42,456.6327355370013,0.6933291029999964,-1.5755240884938977,46,6,1,456.6356858359941,b,455.9394064340013,0.6962794019927969,180,Monday,0.6955343529989477,001,6.81,336,faceWord_exp,20,21,female,31,cheese,453.9164643789991,452.21809492999455,452.9136292829935,image_stim_p.png,pos,11
42,466.6665188969928,0.706838918995345,-1.313583728320736,47,6,1,466.70250329100236,b,465.95967997799744,0.7428233130049193,180,Monday,0.6996437370107742,001,7.15,336,faceWord_exp,20,21,female,31,girl,463.93460576300276,462.2339086379943,462.9335523750051,image_stim_p.png,pos,11
42,476.7033577179973,0.7084204809943913,-0.6912617476649511,48,6,1,476.6557332240045,y,475.9949372370029,0.6607959870016202,180,Monday,0.6941493099875515,001,5.84,336,faceWord_exp,20,22,female,42,soccer,473.9689650090004,472.27398642900516,472.9681357389927,image_stim_n.png,neu,13
42,489.3385713399912,0.7092250839923508,-2.3709211732995845,49,6,1,489.30799786400166,b,488.6293462559988,0.6786516080028377,336,Monday,0.6956545770080993,001,6.37,180,faceWord_exp,20,21,female,31,parade,484.0032873059972,482.30665002099704,483.00230459800514,image_stim_p.png,pos,11
42,499.3555906919937,0.6934509359998628,-0.15774590184623308,50,6,1,499.24259812799573,y,498.66213975599385,0.5804583720018854,336,Monday,0.6968563620030181,001,5.65,180,faceWord_exp,20,22,female,42,comb,494.03671684699657,492.3415559970017,493.0384123590047,image_stim_n.png,neu,13
42,509.3915596010047,0.7077135690051364,-2.2453726125286497,51,6,0,509.2103845959937,y,508.68384603199956,0.5265385639941087,336,Monday,0.6948809979949147,001,6.4,180,faceWord_exp,20,21,female,31,dinner,504.05670297199686,502.36176390400215,503.05664490199706,image_stim_p.png,pos,11
42,516.8430539069959,0.7074779069953365,-1.283661754694624,52,6,1,517.1114722609927,b,516.1355760000006,0.9758962609921582,180,Monday,0.7103678489947924,001,6.21,336,faceWord_exp,20,21,female,31,handshake,514.1091636990022,512.3984279260039,513.1087957749987,image_stim_p.png,pos,11
42,529.4617181259964,0.6945908070047153,1.5556418242275696,53,6,1,529.314375254995,y,528.7671273189917,0.5472479360032594,336,Monday,0.6955837880086619,001,3.19,180,faceWord_exp,20,22,female,32,old,524.1433885320002,522.4477975649934,523.143381353002,image_stim_n.png,neg,12
42,536.878854745999,0.6938084410066949,3.1738538072533196,54,6,1,536.7329647930019,y,536.1850463049923,0.5479184880096,180,Monday,0.6947753849963192,001,3.08,336,faceWord_exp,20,22,female,32,sin,534.1620093870006,532.4665401679958,533.1613155529922,image_stim_n.png,neg,12
42,549.5146397810022,0.7077317509974819,-2.035068499528653,55,6,1,549.4842590879998,b,548.8069080300047,0.6773510579951108,336,Monday,0.6943989629944554,001,6.67,180,faceWord_exp,20,21,female,31,dolphin,544.1800866529957,542.4852875799988,543.1796865429933,image_stim_p.png,pos,11
42,556.9323025259946,0.6951203189964872,0.8985553834191027,56,6,1,556.8172048800043,y,556.2371822069981,0.5800226730061695,180,Monday,0.6959443590021692,001,4.32,336,faceWord_exp,20,22,female,32,crow,554.2157615640026,552.5187407509948,553.2146851099969,image_stim_n.png,neg,12
42,569.568234306993,0.7081694099906599,1.346131993343653,57,6,1,569.5036550240038,y,568.8600648970023,0.6435901270015165,336,Monday,0.6941605149913812,001,4.42,180,faceWord_exp,20,22,female,32,protest,564.2338655899948,562.5387451120041,563.2329056269955,image_stim_n.png,neg,12
42,579.6031218839926,0.708066131992382,4.2219398121868315,58,6,1,579.4399009960034,y,578.8950557520002,0.544845244003227,336,Monday,0.6951495579996845,001,2.29,180,faceWord_exp,20,22,female,32,guilt,574.2695302749926,572.5730945719988,573.2682441299985,image_stim_n.png,neg,12
42,587.0207317210006,0.6938299500034191,0.5993691927879942,59,6,1,586.9068322090025,y,586.3269017709972,0.579930438005249,180,Monday,0.6943334640091052,001,4.75,336,faceWord_exp,20,22,female,32,rake,584.3030678310024,582.6080261079915,583.3023595720006,image_stim_n.png,neg,12
42,597.0720269669982,0.7049701590003679,1.421533554407035,60,6,,,,596.3670568079979,,180,Monday,0.7100504929985618,001,3.89,336,faceWord_exp,20,22,female,32,judge,594.3388518639986,592.6284395910043,593.3384900840028,image_stim_n.png,neg,12
