duration_measured_word,onset_img,word_label,word_score_pc,no,gender,duration_measured_img,response,session,word_score_warriner,duration_frames,word,delay_frames_before,key_t,offset_img,rt,correct_resp,age,scan day,ID,onset_word,offset_word,delay_frames_after,img,condition
0.4465819000033662,3.508598000044003,neu,-0.02119054453060663,1,male,0.46335559990257025,n,2,5.97,28,power,143,4.006112699978985,3.9719535999465734,0.49751469993498176,,22,Monday,1,0.6754659999860451,1.1220478999894112,143,image_stim_n.png,faceWord_exp
0.4584457000019029,9.20642169995699,neu,-0.18776275500974607,2,male,0.46385030006058514,n,2,5.62,28,speech,143,9.7207972999895,9.670272000017576,0.5143756000325084,,22,Monday,1,6.362675699987449,6.821121399989352,143,image_stim_n.png,faceWord_exp
0.4628159999847412,14.903971699997783,neg,0.2623575316864496,3,male,0.46463820000644773,n,2,4.8,28,hoe,143,15.46998920000624,15.36860990000423,0.5660175000084564,,22,Monday,1,12.056797900004312,12.519613899989054,143,image_stim_n.png,faceWord_exp
0.4604709999402985,20.602857299963944,neg,2.483224745184551,4,male,0.4650219000177458,n,2,3.57,28,cough,143,21.086101399967447,21.06787919998169,0.48324410000350326,,22,Monday,1,17.757436700048856,18.217907699989155,143,image_stim_n.png,faceWord_exp
0.4633247999008745,26.30187590001151,neg,0.2032181950076048,5,male,0.4647995999548584,n,2,4.57,28,lab,143,26.83384219999425,26.766675499966368,0.5319662999827415,,22,Monday,1,23.453499200055376,23.91682399995625,143,image_stim_n.png,faceWord_exp
0.46125589997973293,32.00175139994826,pos,-1.7539828459428422,6,male,0.4636825000634417,p,2,6.91,28,spaghetti,143,32.49962899996899,32.4654339000117,0.497877600020729,,22,Monday,1,29.154189400025643,29.615445300005376,143,image_stim_p.png,faceWord_exp
0.4596093000145629,37.69952150003519,neu,-0.06058349899147484,7,male,0.46434960002079606,n,2,5.48,28,business,143,38.19782440003473,38.163871100055985,0.498302899999544,,22,Monday,1,34.85424639994744,35.313855699962005,143,image_stim_n.png,faceWord_exp
0.4613734999438748,43.397440499975346,neg,2.373388118792564,8,male,0.46646530006546527,n,2,4.52,28,excuse,143,43.86482410004828,43.86390580004081,0.4673836000729352,,22,Monday,1,40.55157410004176,41.01294759998564,143,image_stim_n.png,faceWord_exp
0.4630835000425577,49.09821289998945,neu,-0.09980687036967174,9,male,0.46362080005928874,p,2,5.55,28,eggplant,143,49.562800199957564,49.56183370004874,0.464587299968116,,22,Monday,1,46.249675199971534,46.71275870001409,143,image_stim_p.png,faceWord_exp
0.46237840002868325,54.79509729996789,neu,-0.5485436049411244,10,male,0.4662264999933541,n,2,5.72,28,apartment,143,55.22819559997879,55.26132379996125,0.4330983000108972,,22,Monday,1,51.948037300026044,52.41041570005473,143,image_stim_n.png,faceWord_exp
0.46267339994665235,60.495386800030246,neu,-0.34443889393116306,11,male,0.4627456999151036,n,2,5.43,28,asparagus,143,60.860005100024864,60.95813249994535,0.3646182999946177,,22,Monday,1,57.64648290001787,58.109156299964525,143,image_stim_n.png,faceWord_exp
0.4640289000235498,66.19356030004565,neu,0.4272037094573085,12,male,0.46329149999655783,n,2,5.03,28,scissors,143,66.64104060002137,66.6568518000422,0.44748029997572303,,22,Monday,1,63.343073199968785,63.807102099992335,143,image_stim_n.png,faceWord_exp
