age,session,ID,word_trigger,gender,pause_trigger,condition,no,word_score_pc,rt,word_score_warriner,onset_img,onset_word,duration_measured_img,word,word_label,delay_frames_before,delay_frames_after,pause_trigger_t,key_t,img,response,img_trigger,correct_resp,scan day,offset_word,duration_frames,offset_img,duration_measured_word
24,2,clem,11,male,31,faceWord_exp,19,-1.3695211950901562,0.3756477999850176,7.59,187.55137720005587,181.1964201000519,0.6751289999810979,tree,pos,336,180,182.89472600002773,187.92702500004089,image_stim_p.png,b,21,1,Monday,181.89469650003593,42,188.22650620003697,0.6982763999840245
24,2,clem,12,male,32,faceWord_exp,20,4.537930167489568,0.49984679999761283,2.35,197.54137070005527,191.2279948000214,0.6826668999856338,terrorist,neg,336,180,192.92568820004817,198.04121750005288,image_stim_n.png,y,22,1,Monday,191.92560930002946,42,198.2240376000409,0.6976145000080578
24,2,clem,12,male,32,faceWord_exp,21,4.02985566434138,0.4050534999696538,3.52,207.53381620004075,201.22556470002746,0.687859199999366,problem,neg,336,180,202.92328010004712,207.9388697000104,image_stim_n.png,y,22,1,Monday,201.92314050003188,42,208.2216754000401,0.6975758000044152
24,2,clem,12,male,32,faceWord_exp,22,-0.14866519221167074,0.4837702000513673,4.43,217.53592059999937,211.22245170001406,0.6833393000415526,van,neg,336,180,212.92082190001383,218.01969080005074,image_stim_n.png,y,22,1,Monday,211.92077950004023,42,218.21925990004092,0.6983278000261635
24,2,clem,13,male,42,faceWord_exp,23,0.17918122123944408,0.46956679999129847,5.27,227.564399600029,221.22005310002714,0.6856088999775238,verb,neu,336,180,222.91844420001144,228.0339664000203,image_stim_n.png,y,22,1,Monday,221.91833660000702,42,228.25000850000652,0.6982834999798797
24,2,clem,12,male,32,faceWord_exp,24,0.16339675594021513,0.454603300022427,4.41,235.29770260001533,231.25090440001804,0.687110600003507,jaw,neg,180,336,233.2870773000177,235.75230590003775,image_stim_n.png,y,22,1,Monday,231.94913710001856,42,235.98481320001883,0.6982327000005171
24,2,clem,13,male,41,faceWord_exp,25,-0.32263149533554664,0.5207838000496849,5.67,247.95827709999867,241.64891890005674,0.6867762000183575,attribute,neu,336,180,243.34672890004003,248.47906090004835,image_stim_p.png,b,21,1,Monday,242.3466219000402,42,248.64505330001703,0.6977029999834485
24,2,clem,12,male,32,faceWord_exp,26,1.3393636650983416,0.3973573999828659,4.78,257.9958457000321,251.64651990000857,0.6801508999778889,heavy,neg,336,180,253.34434400004102,258.39320310001494,image_stim_n.png,y,22,1,Monday,252.3441697000526,42,258.67599660000997,0.6976498000440188
24,2,clem,13,male,42,faceWord_exp,27,0.0657349158769076,0.44861640001181513,5.29,265.393282700039,261.6774663000251,0.6808971000136808,camel,neu,180,336,263.37524700001813,265.8418991000508,image_stim_n.png,y,22,1,Monday,262.37512330000754,42,266.07417980005266,0.6976569999824278
24,2,clem,13,male,41,faceWord_exp,28,0.4272037094573085,0.32641769998008385,5.03,278.0286004000227,271.6750030000112,0.6758392000338063,scissors,neu,336,180,273.3727509000455,278.3550181000028,image_stim_p.png,y,21,0,Monday,272.37262500001816,42,278.7044396000565,0.6976220000069588
24,2,clem,12,male,32,faceWord_exp,29,1.0482300490198866,0.6346732000238262,4.75,288.0178819000139,281.706210000033,0.6840618000132963,ricochet,neg,336,180,283.4035424000467,288.6525551000377,image_stim_n.png,y,22,1,Monday,282.4035181000363,42,288.7019437000272,0.6973081000032835
24,2,clem,12,male,32,faceWord_exp,30,2.166481281776448,0.35220600001048297,4.35,295.41531440004474,291.7033379000495,0.6848592999740504,plea,neg,180,336,293.4011290000053,295.7675204000552,image_stim_n.png,y,22,1,Monday,292.4009969000472,42,296.1001737000188,0.6976589999976568
24,2,clem,13,male,42,faceWord_exp,31,-0.34443889393116306,0.7021820000372827,5.43,305.4128395000007,301.70093680004356,0.6848742000292987,asparagus,neu,180,336,303.3987373000127,306.115021500038,image_stim_n.png,y,22,1,Monday,302.39859730005264,42,306.09771370003,0.6976605000090785
24,2,clem,11,male,31,faceWord_exp,32,-2.7563434535584275,0.5540775000117719,7.21,318.04125280003063,311.6985251000151,0.6701179000083357,optimism,pos,336,180,313.39621440001065,318.5953303000424,image_stim_p.png,b,21,1,Monday,312.3961964000482,42,318.71137070003897,0.6976713000331074
24,2,clem,11,male,31,faceWord_exp,33,-1.3205598447631597,0.553739900002256,6.17,328.02237070002593,321.71275860001333,0.6865530000068247,chicken,pos,336,180,323.4105301000527,328.5761106000282,image_stim_p.png,b,21,1,Monday,322.4104266000213,42,328.70892370003276,0.6976680000079796
24,2,clem,13,male,42,faceWord_exp,34,-0.049892793833906636,0.43828050000593066,5.5,335.4192595000495,331.7100095000351,0.6878111999831162,nose,neu,180,336,333.4080859000096,335.85754000005545,image_stim_n.png,y,22,1,Monday,332.4079956000205,42,336.10707070003264,0.6979860999854282
24,2,clem,11,male,31,faceWord_exp,35,-1.7947555393350414,0.4704486000118777,6.4,345.4180629000184,341.7077358000097,0.6865686000091955,piano,pos,180,336,343.405600099999,345.8885115000303,image_stim_p.png,b,21,1,Monday,342.4055259000161,42,346.1046315000276,0.6977901000063866
24,2,clem,11,male,31,faceWord_exp,36,-2.2291915044129413,0.4870915000210516,6.73,358.0150550000253,351.7047164000105,0.6865594999981113,luck,pos,336,180,353.4032421000302,358.50214650004636,image_stim_p.png,b,21,1,Monday,352.4031187000219,42,358.7016145000234,0.6984023000113666
24,2,clem,12,male,32,faceWord_exp,37,3.4738609063027237,0.4388253000215627,2.29,365.41204770002514,361.70253700000467,0.6877060999977402,sick,neg,180,336,363.4008576000342,365.8508730000467,image_stim_n.png,b,22,0,Monday,362.400624300004,42,366.0997538000229,0.6980872999993153
24,2,clem,13,male,42,faceWord_exp,38,-0.5485436049411244,0.3705822000047192,5.72,378.0101049000514,371.7007015000563,0.6866205999976955,apartment,neu,336,180,373.39851600001566,378.3806871000561,image_stim_n.png,y,22,1,Monday,372.3982546000043,42,378.69672550004907,0.6975530999479815
24,2,clem,13,male,42,faceWord_exp,39,0.3228926581020319,0.48388680000789464,5.07,388.0109376000473,381.69816900003934,0.6833565999986604,street,neu,336,180,383.3958559000166,388.4948244000552,image_stim_n.png,y,22,1,Monday,382.39580230001593,42,388.694294200046,0.6976332999765873
24,2,clem,12,male,32,faceWord_exp,40,3.222893544100452,0.4121985999518074,2.95,395.41414570005145,391.6956310000387,0.6782432000036351,perjury,neg,180,336,393.3935196000384,395.82634430000326,image_stim_n.png,y,22,1,Monday,392.3934100000188,42,396.0923889000551,0.6977789999800734
24,2,clem,12,male,32,faceWord_exp,41,2.373388118792564,0.3739551999606192,4.52,408.0159818000393,401.7035221000551,0.6734100999892689,excuse,neg,336,180,403.3910822000471,408.3899369999999,image_stim_n.png,y,22,1,Monday,402.3908930000034,42,408.68939190002857,0.6873708999482915
24,2,clem,11,male,31,faceWord_exp,42,-3.1565376907491283,0.801572699972894,8.53,418.03594290005276,411.691270100011,0.6843462999677286,vacation,pos,336,180,413.38858330005314,418.83751560002565,image_stim_p.png,b,21,1,Monday,412.3884603000479,42,418.7202892000205,0.6971902000368573
24,2,clem,11,male,31,faceWord_exp,43,-1.5621536719325724,0.43682979996083304,6.81,428.0483650000533,421.7225846000365,0.6695113999885507,sailboat,pos,336,180,423.41958780004643,428.48519480001414,image_stim_p.png,b,21,1,Monday,422.4194362000562,42,428.71787640004186,0.6968516000197269
24,2,clem,12,male,32,faceWord_exp,44,0.2623575316864496,0.4164374999818392,4.8,438.03285480005434,431.7186098000384,0.6826445999904536,hoe,neg,336,180,433.4170166000258,438.4492923000362,image_stim_n.png,b,22,0,Monday,432.4169569000369,42,438.7154994000448,0.6983470999985002
24,2,clem,12,male,32,faceWord_exp,45,3.561717315569441,0.4511826999951154,4.76,445.4462752000545,441.7167591000325,0.6839887999813072,landslide,neg,180,336,443.4145425000461,445.89745790004963,image_stim_n.png,y,22,1,Monday,442.4145293000038,42,446.1302640000358,0.6977701999712735
24,2,clem,12,male,32,faceWord_exp,46,0.7321109855355353,0.4104911999893375,3.48,455.4514143000124,451.7302990000462,0.6763787000090815,axe,neg,180,336,453.4288190000225,455.86190550000174,image_stim_n.png,y,22,1,Monday,452.4286224000389,42,456.1277930000215,0.6983233999926597
24,2,clem,11,male,31,faceWord_exp,47,-1.3503642789447028,0.32679090002784505,7.68,465.46598310000263,461.72860320005566,0.6760733000119217,musical,pos,180,336,463.42636200005654,465.7927740000305,image_stim_p.png,b,21,1,Monday,462.42632240004605,42,466.14205640001455,0.697719199990388
24,2,clem,13,male,42,faceWord_exp,48,0.10630403813009667,0.5703592000063509,5.86,475.45298600004753,471.74295530002564,0.6866444000042975,whole,neu,180,336,473.4405595000135,476.0233452000539,image_stim_n.png,y,22,1,Monday,472.44050990004325,42,476.13963040005183,0.6975546000176109
24,2,clem,12,male,32,faceWord_exp,49,0.6502198887451732,0.45484349998878315,4.54,485.4495114000165,481.74119980004616,0.687647900020238,office,neg,180,336,483.43810660002055,485.9043549000053,image_stim_n.png,y,22,1,Monday,482.4380816000048,42,486.1371593000367,0.6968817999586463
24,2,clem,11,male,31,faceWord_exp,50,-1.926056195769395,0.2629241999820806,6.8,498.08853210002417,491.7379017000203,0.6788602999877185,fireworks,pos,336,180,493.43568830000004,498.35145630000625,image_stim_p.png,b,21,1,Monday,492.4355810000561,42,498.7673924000119,0.6976793000358157
24,2,clem,12,male,32,faceWord_exp,51,1.472290472628449,0.49828729999717325,4.1,508.1005817000405,501.7687318000244,0.6811055999714881,clang,neg,336,180,503.4665126000182,508.59886900003767,image_stim_n.png,y,22,1,Monday,502.46650180005236,42,508.781687300012,0.6977700000279583
24,2,clem,13,male,42,faceWord_exp,52,0.1106807997481866,0.5688807999831624,5.65,515.5115424000542,511.7839942999999,0.6849617999978364,theory,neu,180,336,513.480811800051,516.0804232000373,image_stim_n.png,y,22,1,Monday,512.4807797000394,42,516.196504200052,0.6967854000395164
24,2,clem,11,male,31,faceWord_exp,53,-1.6425048482978826,,7.28,525.5274195000529,521.7973275000113,0.6832664999528788,knowledge,pos,180,336,523.4951178000192,,image_stim_p.png,,21,,Monday,522.4949314000551,42,526.2106860000058,0.6976039000437595
24,2,clem,11,male,31,faceWord_exp,54,-2.461915733068042,0.5036201999755576,7.0,535.5219443000387,531.8112422000268,0.6863322000135668,embrace,pos,180,336,533.5092870000517,536.0255645000143,image_stim_p.png,b,21,1,Monday,532.5092091000406,42,536.2082765000523,0.6979669000138529
24,2,clem,11,male,31,faceWord_exp,55,-1.0752281295040744,0.4994895000127144,6.4,548.1730111000361,541.8094360000105,0.6822137999697588,mercy,pos,336,180,543.5068566000555,548.6725006000488,image_stim_p.png,b,21,1,Monday,542.506768900028,42,548.8552249000059,0.6973329000174999
24,2,clem,13,male,42,faceWord_exp,56,-0.02119054453060663,0.515723499993328,5.97,558.1708577000536,551.8565892000333,0.681901799980551,power,neu,336,180,553.5544579000561,558.6865812000469,image_stim_n.png,y,22,1,Monday,552.5543020000332,42,558.8527595000342,0.6977127999998629
24,2,clem,11,male,31,faceWord_exp,57,-1.7539828459428422,0.4321705999900587,6.91,565.5692256000475,561.854276099999,0.6817284999997355,spaghetti,pos,180,336,563.5520627000369,566.0013962000376,image_stim_p.png,b,21,1,Monday,562.5518193000462,42,566.2509541000472,0.697543200047221
24,2,clem,13,male,42,faceWord_exp,58,-0.09980687036967174,0.49362620001193136,5.55,575.6219617000315,571.8520445000031,0.676548300019931,eggplant,neu,180,336,573.5494953000452,576.1155879000435,image_stim_n.png,y,22,1,Monday,572.5494232000201,42,576.2985100000515,0.6973787000169978
24,2,clem,11,male,31,faceWord_exp,59,-1.2502658664257256,0.23695109999971464,6.36,588.2424615000491,581.898752100009,0.6696559999836609,day,pos,336,180,583.5971321000252,588.4794126000488,image_stim_p.png,b,21,1,Monday,582.596995000029,42,588.9121175000328,0.6982429000199772
24,2,clem,12,male,32,faceWord_exp,60,0.5494484707734639,0.5208474000100978,4.81,598.2560795000172,591.9132603000035,0.6702786000096239,stone,neg,336,180,593.6112479000003,598.7769269000273,image_stim_n.png,y,22,1,Monday,592.6112150000408,42,598.9263581000268,0.6979547000373714
