gender,word_score_pc,condition,img_trigger,age,pause_trigger_t,word_score_warriner,offset_img,duration_measured_img,scan day,onset_word,no,key_t,duration_measured_word,word_trigger,delay_frames_after,pause_trigger,offset_word,response,rt,delay_frames_before,duration_frames,onset_img,word_label,correct_resp,img,session,word,ID
female,-0.123291752025302,faceWord_exp,21,22,164.12002155091614,5.55,166.87033133895602,0.7036222709575668,Monday,162.4111819548998,17,166.6577284479281,0.7075815320713446,13,336,41,163.11876348697115,b,0.4910193799296394,180,42,166.16670906799845,neu,1,image_stim_p.png,3,faucet,pernille
female,3.6887696102955196,faceWord_exp,22,22,174.19067998195533,2.81,179.52540179993957,0.6941896399948746,Monday,172.48010803596117,18,179.34528009197675,0.7089802749687806,12,180,32,173.18908831092995,y,0.5140679320320487,336,42,178.8312121599447,neg,1,image_stim_n.png,3,malice,pernille
female,-2.0727743906520253,faceWord_exp,21,22,184.2443694829708,6.26,189.59610067494214,0.7046163199702278,Monday,182.5345832919702,19,189.4667415919248,0.7091859770007432,11,180,31,183.24376926897094,b,0.5752572369528934,336,42,188.8914843549719,pos,1,image_stim_p.png,3,fountain,pernille
female,0.30770997164376424,faceWord_exp,21,22,194.34861571190413,5.73,197.09912838798482,0.7094687010394409,Monday,192.6395158219384,20,197.03613089793362,0.7076724920189008,13,336,41,193.3471883139573,b,0.6464712109882385,180,42,196.38965968694538,neu,1,image_stim_p.png,3,reality,pernille
female,1.8802224749820768,faceWord_exp,22,22,204.41944803693332,3.95,207.16943994199391,0.7067259280011058,Monday,202.70873468893114,21,207.04018572391942,0.7091093000490218,12,336,32,203.41784398898017,b,0.5774717099266127,180,42,206.4627140139928,neg,0,image_stim_n.png,3,dusty,pernille
female,-1.4106928476010352,faceWord_exp,21,22,214.47313020389993,6.63,217.22358608292416,0.7092981030000374,Monday,212.77832082193345,22,217.14463655091822,0.6932896970538422,11,336,31,213.4716105189873,b,0.6303485709941015,180,42,216.51428797992412,pos,1,image_stim_p.png,3,car,pernille
female,-1.728066945394655,faceWord_exp,21,22,224.55998852697667,6.84,227.31080141395796,0.7085406880360097,Monday,222.8521723129088,23,227.16471311589703,0.7069169899914414,11,336,31,223.55908930290025,b,0.5624523899750784,180,42,226.60226072592195,pos,1,image_stim_p.png,3,computer,pernille
female,-2.098490136277324,faceWord_exp,21,22,234.64779222395737,7.11,239.99907926400192,0.7039859660435468,Monday,232.94038126897067,24,239.770760623971,0.7063904519891366,11,180,31,233.6467717209598,b,0.4756673260126263,336,42,239.29509329795837,pos,1,image_stim_p.png,3,rose,pernille
female,0.7962654471128737,faceWord_exp,22,22,244.71836018399335,4.57,247.46775334794074,0.7015229420503601,Monday,243.00839329895098,25,247.25638699997216,0.7083223200170323,12,336,32,243.716715618968,y,0.4901565940817818,180,42,246.76623040589038,neg,1,image_stim_n.png,3,reporter,pernille
female,-1.5026706526379858,faceWord_exp,22,22,254.8056081769755,5.82,260.1571804409614,0.709651826065965,Monday,253.0964290018892,26,260.1773055579979,0.707895812112838,13,180,42,253.80432481400203,y,0.729776943102479,336,42,259.4475286148954,neu,1,image_stim_n.png,3,spiritual,pernille
female,3.9847946241932393,faceWord_exp,22,22,264.85952342289966,3.23,267.5931024949532,0.6929637109860778,Monday,263.16203341889195,27,267.51422879996244,0.6955963470973074,12,336,32,263.85762976598926,y,0.6140900159953162,180,42,266.9001387839671,neg,1,image_stim_n.png,3,snub,pernille
female,-1.2126784285084091,faceWord_exp,21,22,274.89685315894894,6.75,280.24810256797355,0.7091321600601077,Monday,273.201369486982,28,280.10234298498835,0.6940923469373956,11,180,31,273.8954618339194,b,0.5633725770749152,336,42,279.53897040791344,pos,1,image_stim_p.png,3,agreement,pernille
female,-0.3331872788781821,faceWord_exp,22,22,284.98294299899135,4.85,287.73455960699357,0.7084391150856391,Monday,283.2563554679509,29,287.7389351329766,0.7267362310085446,12,336,32,283.98309169895947,y,0.7128146410686895,180,42,287.02612049190793,neg,1,image_stim_n.png,3,voter,pernille
female,0.5990623206044929,faceWord_exp,22,22,295.05481647490524,5.61,297.80514875391964,0.709575540968217,Monday,293.346434499952,30,297.75875794689637,0.7072601310210302,13,336,42,294.05369463097304,y,0.663184733944945,180,42,297.0955732129514,neu,1,image_stim_n.png,3,witness,pernille
female,-1.7878104403788575,faceWord_exp,21,22,305.1256327549927,5.4,307.87589049199596,0.7032107540871948,Monday,303.41849217994604,31,307.73014035995584,0.7058169259689748,13,336,41,304.124309105915,b,0.5574606220470741,180,42,307.17267973790877,neu,1,image_stim_p.png,3,harp,pernille
female,0.2046331385026182,faceWord_exp,21,22,315.2127062979853,5.48,320.56375160394236,0.7084801240125671,Monday,313.4862937509315,32,320.4015340239275,0.7237856909632683,13,180,41,314.2100794418948,b,0.5462625439977273,336,42,319.8552714799298,neu,1,image_stim_p.png,3,glass,pernille
female,-1.0930411682114536,faceWord_exp,21,22,325.2670929109445,6.62,330.60137284197845,0.6935009020380676,Monday,323.57159930397756,33,330.388644418912,0.6939901759615168,11,180,31,324.2655894799391,b,0.48077247897163033,336,42,329.9078719399404,pos,1,image_stim_p.png,3,goldfish,pernille
female,-1.4443598905895143,faceWord_exp,21,22,335.30389607395045,7.3,338.0537801729515,0.7085116120288149,Monday,333.60791861091275,34,337.7084194079507,0.694870493025519,11,336,31,334.30278910393827,b,0.3631508470280096,180,42,337.3452685609227,pos,1,image_stim_p.png,3,raspberry,pernille
female,4.2618443246155895,faceWord_exp,22,22,345.40784320491366,2.62,348.15826507890597,0.7092473499942571,Monday,343.66335987800267,35,347.912278138916,0.7428781039780006,12,336,32,344.40623798198067,y,0.4632604100042954,180,42,347.4490177289117,neg,1,image_stim_n.png,3,shame,pernille
female,3.6017940902369654,faceWord_exp,22,22,355.4786444719648,3.45,358.228509854991,0.7090468290261924,Monday,353.7713818139164,36,358.0983045649482,0.70587796298787,12,336,32,354.47725977690425,y,0.5788415389833972,180,42,357.5194630259648,neg,1,image_stim_n.png,3,grievance,pernille
female,-1.8894778219780863,faceWord_exp,21,22,365.5326016990002,7.0,368.2827879569959,0.7028798420215026,Monday,363.83584067597985,37,368.1202664889861,0.6954286940163001,11,336,31,364.53126936999615,b,0.5403583740117028,180,42,367.5799081149744,pos,1,image_stim_p.png,3,coffee,pernille
female,1.7592404876513306,faceWord_exp,22,22,375.61886007594876,4.32,380.9710378879681,0.6998796389671043,Monday,373.8972677739803,38,380.9251628309721,0.7038975280011073,12,180,32,374.6011653019814,y,0.654004581971094,336,42,380.271158249001,neg,1,image_stim_n.png,3,cold,pernille
female,-1.0048841857254538,faceWord_exp,21,22,385.6734989909455,5.89,391.0251794588985,0.6933044419856742,Monday,383.97756211296655,39,390.9122860849602,0.6944354299921542,13,180,41,384.6719975429587,y,0.5804110680473968,336,42,390.3318750169128,neu,0,image_stim_p.png,3,gum,pernille
female,0.20373950943912453,faceWord_exp,21,22,395.72777507000137,5.72,401.11242971289903,0.7078775549307466,Monday,394.03330187196843,40,400.89976735494565,0.6935477110091597,13,180,41,394.7268495829776,b,0.4952151969773695,336,42,400.4045521579683,neu,1,image_stim_p.png,3,plane,pernille
female,1.9197700017151131,faceWord_exp,22,22,405.83181032992434,4.18,408.58202936698217,0.7095073530217633,Monday,404.12128361000214,41,408.7522084329976,0.7092998499283567,12,336,32,404.8305834599305,y,0.8796864190371707,180,42,407.8725220139604,neg,1,image_stim_n.png,3,belch,pernille
female,2.411295736651624,faceWord_exp,22,22,415.95158869598527,3.37,418.7021465509897,0.7054563070414588,Monday,414.24189585994463,42,418.64206204295624,0.7085102769779041,12,336,32,414.95040613692254,b,0.6453717990079895,180,42,417.99669024394825,neg,0,image_stim_n.png,3,tobacco,pernille
female,-2.484088237918995,faceWord_exp,21,22,426.0228991539916,7.23,428.7731801419286,0.702622230979614,Monday,424.3130820048973,43,428.6598666768987,0.7084975300822407,11,336,31,425.02157953497954,b,0.5893087659496814,180,42,428.070557910949,pos,1,image_stim_p.png,3,butterfly,pernille
female,0.33736940436804663,faceWord_exp,22,22,436.09404572995845,4.7,441.44490676093847,0.7014527639839798,Monday,434.383456582902,44,441.365376966889,0.708391277003102,12,180,32,435.0918478599051,y,0.6219229699345306,336,42,440.7434539969545,neg,1,image_stim_n.png,3,radish,pernille
female,0.041184453360586966,faceWord_exp,22,22,446.16420326393563,4.6,451.5153671699809,0.7034659270429984,Monday,444.456950224936,45,451.3362107089488,0.7060866709798574,12,180,32,445.16303689591587,y,0.5243094660108909,336,42,450.8119012429379,neg,1,image_stim_n.png,3,cabbage,pernille
female,-0.23071750329615884,faceWord_exp,22,22,456.21805590193253,5.63,461.5693648039596,0.7090015939902514,Monday,454.52271342498716,46,461.3900590389967,0.693831407930702,13,180,42,455.21654483291786,y,0.5296958290273324,336,42,460.86036320996936,neu,1,image_stim_n.png,3,pen,pernille
female,-1.0841943171680315,faceWord_exp,21,22,466.27189834194724,6.75,469.02213445992675,0.7085186439799145,Monday,464.57560604589526,47,469.0263256409671,0.6955459240125492,11,336,31,465.2711519699078,b,0.7127098250202835,180,42,468.31361581594683,pos,1,image_stim_p.png,3,bird,pernille
female,3.583082910341294,faceWord_exp,22,22,476.34267171891406,3.47,479.09244512591977,0.7077138719614595,Monday,474.6341495119268,48,478.98008880089037,0.7071384000591934,12,336,32,475.341287911986,y,0.595357546932064,180,42,478.3847312539583,neg,1,image_stim_n.png,3,cyclone,pernille
female,-1.343270424679961,faceWord_exp,21,22,486.3966190399369,5.81,489.1467655429151,0.7094016469782218,Monday,484.70141153992154,49,488.9842872628942,0.6941326960222796,13,336,41,485.3955442359438,b,0.5469233669573441,180,42,488.43736389593687,neu,1,image_stim_p.png,3,jam,pernille
female,0.05858023181365075,faceWord_exp,21,22,496.46713909495156,5.1,501.8182916418882,0.7057079769438133,Monday,494.75706670293584,50,501.5552337989211,0.7087927360553294,13,180,41,495.4658594389912,b,0.4426501339767128,336,42,501.1125836649444,neu,1,image_stim_p.png,3,cabinet,pernille
female,-1.9498998207384868,faceWord_exp,21,22,506.5375300759915,7.15,509.28743581089657,0.7050684299319983,Monday,504.82686986296903,51,509.0752782919444,0.7098621990298852,11,336,31,505.5367320619989,b,0.49291091097984463,180,42,508.58236738096457,pos,1,image_stim_p.png,3,symphony,pernille
female,1.239138220826116,faceWord_exp,22,22,516.6084450329654,4.95,519.3587669029366,0.7005641739815474,Monday,514.9017387579661,52,519.1966397468932,0.7055667319800705,12,336,32,515.6073054899462,y,0.5384370179381222,180,42,518.6582027289551,neg,1,image_stim_n.png,3,debate,pernille
female,-1.2474567486001964,faceWord_exp,21,22,526.6787287619663,6.71,532.0138492299011,0.6933740479871631,Monday,524.9691455439897,53,531.7511851959862,0.7089466119650751,11,180,31,525.6780921559548,b,0.43071001407224685,336,42,531.3204751819139,pos,1,image_stim_p.png,3,advantage,pernille
female,3.4172209593162717,faceWord_exp,22,22,536.7329564579995,3.4,539.5829948718892,0.8049366029445082,Monday,535.0222859039204,54,539.288947236957,0.70959278405644,12,336,32,535.7318786879769,y,0.5108889680122957,180,42,538.7780582689447,neg,1,image_stim_n.png,3,delirium,pernille
female,2.3068979902815,faceWord_exp,22,22,546.9035478339065,3.28,552.2549168639816,0.7088781800121069,Monday,545.193183488911,55,551.9918329879874,0.709213801077567,12,180,32,545.9023972899886,b,0.44579430401790887,336,42,551.5460386839695,neg,0,image_stim_n.png,3,trial,pernille
female,-1.7760144816699572,faceWord_exp,21,22,556.9744159979746,7.18,559.7246401449665,0.708900426980108,Monday,555.2639262449229,56,559.5957130899187,0.708895095041953,11,336,31,555.9728213399649,b,0.579973371932283,180,42,559.0157397179864,pos,1,image_stim_p.png,3,island,pernille
female,-1.6019047514101912,faceWord_exp,21,22,567.0446161408909,7.25,572.3795584619511,0.6933433259837329,Monday,565.3339708069107,57,572.0341212679632,0.7098743059905246,11,180,31,566.0438451129012,b,0.34790613199584186,336,42,571.6862151359674,pos,1,image_stim_p.png,3,family,pernille
female,0.1511721542964875,faceWord_exp,22,22,577.0987617889186,5.71,579.8322019869229,0.6929784140083939,Monday,575.3886163169518,58,579.7360863839276,0.7089853179641068,13,336,42,576.0976016349159,y,0.5968628110131249,180,42,579.1392235729145,neu,1,image_stim_n.png,3,sum,pernille
female,-0.6884171372613734,faceWord_exp,22,22,587.1529265969293,5.95,589.9028320079669,0.7046093560056761,Monday,585.4454939019633,59,589.7065516739385,0.7062082979828119,13,336,42,586.1517021999462,y,0.5083290219772607,180,42,589.1982226519613,neu,1,image_stim_n.png,3,egg,pernille
female,-1.9950971558262764,faceWord_exp,21,22,597.2234528829576,7.0,599.9736556679709,0.7095093299867585,Monday,595.5135577099863,60,599.8270025959937,0.7090299499686807,11,336,31,596.222587659955,b,0.5628562580095604,180,42,599.2641463379841,pos,1,image_stim_p.png,3,park,pernille
