gender,word_score_pc,condition,img_trigger,age,pause_trigger_t,word_score_warriner,offset_img,duration_measured_img,scan day,onset_word,no,key_t,duration_measured_word,word_trigger,delay_frames_after,pause_trigger,offset_word,response,rt,delay_frames_before,duration_frames,onset_img,word_label,correct_resp,img,session,word,ID
female,0.5062695562835388,faceWord_exp,21,22,2.739479655981995,5.75,8.207857567933388,0.7152657660190016,Monday,1.0297314159106463,1,8.329475467908196,0.7089218189939857,13,180,41,1.738653234904632,b,0.8368836659938097,336,42,7.4925918019143865,neu,1,image_stim_p.png,3,year,pernille
female,0.41231466195915456,faceWord_exp,22,22,12.960355471936055,4.68,15.710379028925672,0.7001185999251902,Monday,11.255862447898835,2,15.531612552935258,0.7029869690304622,12,336,32,11.958849416929297,y,0.5213521239347756,180,42,15.010260429000482,neg,1,image_stim_n.png,3,foot,pernille
female,-1.100912149643323,faceWord_exp,21,22,23.031773912953213,6.32,28.382546616951004,0.7052232059650123,Monday,21.327638191985898,3,28.170504853944294,0.7023324799956754,11,180,31,22.029970671981573,b,0.4931814429583028,336,42,27.67732341098599,pos,1,image_stim_p.png,3,saxophone,pernille
female,-2.2287379941341,faceWord_exp,21,22,33.10203433397692,7.48,35.85160393791739,0.7010095299920067,Monday,31.399232677998953,4,35.73972801992204,0.700950347003527,11,336,31,32.10018302500248,b,0.5891336119966581,180,42,35.15059440792538,pos,1,image_stim_p.png,3,hope,pernille
female,2.1987551193617842,faceWord_exp,22,22,43.17266896599904,4.59,45.93949780694675,0.709058174979873,Monday,41.46296357491519,5,45.84418016090058,0.7085042720427737,12,336,32,42.17146784695797,b,0.6137405289337039,180,42,45.230439631966874,neg,0,image_stim_n.png,3,volcano,pernille
female,3.4211910580769755,faceWord_exp,22,22,53.25994450994767,3.0,55.99371622991748,0.695440721930936,Monday,51.54880613589194,6,55.99788424896542,0.7097807039972395,12,336,32,52.258586839889176,y,0.6996087409788743,180,42,55.298275507986546,neg,1,image_stim_n.png,3,tax,pernille
female,-3.230607919269787,faceWord_exp,21,22,63.31380012189038,8.21,66.06407342397142,0.6996202659793198,Monday,61.60419053293299,7,66.03407439496368,0.7083648690022528,11,336,31,62.31255540193524,b,0.6696212369715795,180,42,65.3644531579921,pos,1,image_stim_p.png,3,joy,pernille
female,0.07332602516344529,faceWord_exp,21,22,73.40144083299674,5.7,76.15153541695327,0.7083657219773158,Monday,71.70133640395943,8,75.98916984396055,0.6985949480440468,13,336,41,72.39993135200348,b,0.5460001489846036,180,42,75.44316969497595,neu,1,image_stim_p.png,3,jungle,pernille
female,-1.6804307003665144,faceWord_exp,21,22,83.4551594229415,6.29,88.80646229197737,0.7089926910120994,Monday,81.76006234798115,9,88.66065911890473,0.6937370030209422,11,180,31,82.45379935100209,b,0.5631895179394633,336,42,88.09746960096527,pos,1,image_stim_p.png,3,flute,pernille
female,-0.1793860699809707,faceWord_exp,21,22,93.52549419598654,5.34,98.87708411889616,0.7063071199227124,Monday,91.81978689192329,10,98.66476635297295,0.7046231870772317,13,180,41,92.52441007900052,b,0.4939893539994955,336,42,98.17077699897345,neu,1,image_stim_p.png,3,patent,pernille
female,-1.9002611819546853,faceWord_exp,21,22,103.72985182190314,7.11,109.08103912393562,0.7080604749498889,Monday,102.01938627695199,11,108.88487779395655,0.7092804879648611,11,180,31,102.72866676491685,b,0.5118991449708119,336,42,108.37297864898574,pos,1,image_stim_p.png,3,couple,pernille
female,-0.945340141786388,faceWord_exp,22,22,113.80019369989168,5.58,116.55073029897176,0.7043643509969115,Monday,112.09010494989343,12,116.30455928191077,0.7091026810230687,13,336,42,112.7992076309165,b,0.4581933339359239,180,42,115.84636594797485,neu,0,image_stim_n.png,3,tuba,pernille
female,3.6129749181587063,faceWord_exp,22,22,123.87127479992341,2.11,126.60463398892898,0.6931179449893534,Monday,122.16357784997672,13,126.4753529028967,0.70620857400354,12,336,32,122.86978642398026,y,0.5638368589570746,180,42,125.91151604393963,neg,1,image_stim_n.png,3,criminal,pernille
female,0.13339963708933658,faceWord_exp,21,22,133.90845895197708,5.65,139.25948078394867,0.7095934329554439,Monday,132.21378636697773,14,139.17950262397062,0.6933388250181451,13,180,41,132.90712519199587,b,0.6296152729773894,336,42,138.54988735099323,neu,1,image_stim_p.png,3,pencil,pernille
female,0.6016604903777263,faceWord_exp,22,22,143.962316075922,5.24,146.7125429220032,0.7084069000557065,Monday,142.26705331297126,15,146.899536391953,0.6939782559638843,13,336,42,142.96103156893514,y,0.8954003700055182,180,42,146.0041360219475,neu,1,image_stim_n.png,3,toe,pernille
female,-0.4971407339658378,faceWord_exp,21,22,154.0329352079425,5.68,159.38423465797678,0.707626837072894,Monday,152.32289250090253,16,159.2046793239424,0.7089156780857593,13,180,41,153.03180817898829,b,0.5280715030385181,336,42,158.67660782090388,neu,1,image_stim_p.png,3,cafeteria,pernille
