onset_word,age,img,gender,word_score_warriner,word_score_pc,onset_img,word_trigger,correct_resp,pause_trigger_t,offset_img,ID,word_label,duration_measured_img,delay_frames_before,duration_frames,key_t,session,word,rt,offset_word,condition,duration_measured_word,pause_trigger,delay_frames_after,no,response,scan day,img_trigger
1.0364842999988468,22,image_stim_p.png,female,5.9,0.597486551423763,3.921024399998714,13,1,2.7318489999961457,4.612653199998022,12345,neu,0.6916287999993074,120,42,4.315390499999921,6,medicine,0.3943661000012071,1.73257829999784,faceWord_exp,0.6960939999989932,41,60,1,b,Monday,21
5.646668800000043,22,image_stim_n.png,female,5.78,-0.30581232848456497,7.485382899998513,13,1,2.7318489999961457,8.176326699998754,12345,neu,0.690943800000241,60,42,8.044071600001189,6,advice,0.5586887000026763,6.3279877999957534,faceWord_exp,0.6813189999957103,42,120,2,y,Monday,22
10.185182499997609,22,image_stim_n.png,female,3.19,1.5556418242275696,11.976287099998444,12,1,2.7318489999961457,12.657245099995635,12345,neg,0.6809579999971902,60,42,12.492821200001345,6,old,0.5165341000029002,10.874269699997967,faceWord_exp,0.6890872000003583,32,120,3,y,Monday,22
14.676848499999323,22,image_stim_n.png,female,4.42,1.346131993343653,16.43764189999638,12,1,2.7318489999961457,17.11948670000129,12345,neg,0.6818448000049102,60,42,16.987661799998023,6,protest,0.5500199000016437,15.373115399997914,faceWord_exp,0.6962668999985908,32,120,4,y,Monday,22
19.14387749999878,22,image_stim_p.png,female,5.05,-0.441124933220443,21.874928600002022,13,1,20.832953299999645,22.564160599999013,12345,neu,0.6892319999969914,120,42,22.30063230000087,6,bugle,0.4257036999988486,19.83319389999815,faceWord_exp,0.6893163999993703,41,60,5,b,Monday,21
23.582731499998772,22,image_stim_n.png,female,2.53,3.7741942061665816,25.325613399996655,12,1,20.832953299999645,26.01178919999802,12345,neg,0.6861758000013651,60,42,25.65241529999912,6,lost,0.3268019000024651,24.264116999998805,faceWord_exp,0.6813855000000331,32,120,6,y,Monday,22
28.028774699996575,22,image_stim_n.png,female,4.55,0.7240429444440241,30.777969499999017,12,1,29.725560200000473,31.456341400000383,12345,neg,0.6783719000013662,120,42,31.259479000000283,6,law,0.48150950000126613,28.726018100001966,faceWord_exp,0.6972434000053909,32,60,7,y,Monday,22
32.49093189999985,22,image_stim_p.png,female,6.38,-1.613773182399739,34.23121320000064,11,1,29.725560200000473,34.92092070000217,12345,pos,0.689707500001532,60,42,34.70916369999759,6,hygiene,0.4779504999969504,33.190089499999885,faceWord_exp,0.699157600000035,31,120,8,b,Monday,21
36.94202360000054,22,image_stim_p.png,female,5.26,-0.8574934623041074,38.68375779999769,13,1,29.725560200000473,39.36955959999614,12345,neu,0.685801799998444,60,42,39.37158139999519,6,accordion,0.6878235999975004,37.63457919999928,faceWord_exp,0.692555599998741,41,120,9,b,Monday,21
41.38254359999701,22,image_stim_n.png,female,5.21,0.4070035035588155,44.12160469999799,13,1,43.06498840000131,44.81227729999955,12345,neu,0.6906726000015624,120,42,44.717293900001096,6,church,0.5956892000031075,42.06455229999847,faceWord_exp,0.682008700001461,42,60,10,y,Monday,22
45.81891519999772,22,image_stim_n.png,female,3.08,3.1738538072533196,47.56204430000071,12,1,43.06498840000131,48.24315989999741,12345,neg,0.6811155999967013,60,42,47.87999509999645,6,sin,0.3179507999957423,46.51187409999693,faceWord_exp,0.692958899999212,32,120,11,y,Monday,22
50.27835239999695,22,image_stim_p.png,female,6.21,-1.283661754694624,52.049397700000554,11,1,43.06498840000131,52.74027229999774,12345,pos,0.690874599997187,60,42,52.45931959999871,6,handshake,0.4099218999981531,50.973732599995856,faceWord_exp,0.6953801999989082,31,120,12,b,Monday,21
54.74735399999918,22,image_stim_n.png,female,3.25,1.7380634654586231,56.51519449999614,12,1,43.06498840000131,57.20219489999727,12345,neg,0.687000400001125,60,42,56.837441700001364,6,politician,0.3222472000052221,55.437839400001394,faceWord_exp,0.6904854000022169,32,120,13,y,Monday,22
59.216166400001384,22,image_stim_p.png,female,7.18,-2.3202480308548075,60.99002559999644,11,1,43.06498840000131,61.68379830000049,12345,pos,0.6937727000040468,60,42,61.47142470000108,6,party,0.48139910000463715,59.90184030000091,faceWord_exp,0.6856738999995287,31,120,14,b,Monday,21
63.70584950000193,22,image_stim_n.png,female,4.11,2.52891321026023,66.47204490000149,12,1,65.39739510000072,67.16080879999936,12345,neg,0.6887638999978662,120,42,66.89776229999552,6,folly,0.4257173999940278,64.39849680000043,faceWord_exp,0.6926472999984981,32,60,15,y,Monday,22
68.18529649999982,22,image_stim_n.png,female,1.94,3.587794463102913,70.954327499996,12,1,69.87668789999589,71.64142319999519,12345,neg,0.6870956999991904,120,42,71.47921479999786,6,prison,0.5248873000018648,68.87668940000003,faceWord_exp,0.6913929000002099,32,60,16,y,Monday,22
72.6467272000009,22,image_stim_p.png,female,6.81,-1.5755240884938977,75.41605939999863,11,1,74.3407120999982,76.10397809999995,12345,pos,0.6879187000013189,120,42,75.84090309999738,6,cheese,0.42484369999874616,73.33815540000069,faceWord_exp,0.6914281999997911,31,60,17,b,Monday,21
77.11056689999532,22,image_stim_p.png,female,7.11,-1.4048581699918157,78.86216640000202,11,1,74.3407120999982,79.55150219999632,12345,pos,0.6893357999942964,60,42,79.39047339999524,6,blueberry,0.5283069999932195,77.80345359999774,faceWord_exp,0.6928867000024184,31,120,18,b,Monday,21
81.56361009999819,22,image_stim_p.png,female,5.95,-0.1293625696653618,84.3253476999962,13,1,83.25122489999922,85.01278900000034,12345,neu,0.6874413000041386,120,42,84.88430079999671,6,escalator,0.5589531000005081,82.24853389999771,faceWord_exp,0.6849237999995239,41,60,19,b,Monday,21
86.0272965999975,22,image_stim_p.png,female,7.0,-1.1380831950062478,88.78640230000019,11,1,87.71276940000098,89.47834169999987,12345,pos,0.6919393999996828,120,42,89.11344770000142,6,pumpkin,0.32704540000122506,86.71106119999604,faceWord_exp,0.6837645999985398,31,60,20,b,Monday,21
90.4944966999974,22,image_stim_n.png,female,5.89,-0.7656585604551551,93.24197550000099,13,1,92.1934936999969,93.92248309999559,12345,neu,0.6805075999945984,120,42,93.64546490000066,6,audience,0.40348939999967115,91.19090789999609,faceWord_exp,0.6964111999986926,42,60,21,y,Monday,22
94.93911239999579,22,image_stim_p.png,female,6.92,-1.2017878999114775,96.67645379999885,11,1,92.1934936999969,97.36983099999634,12345,pos,0.6933771999974851,60,42,97.15526970000064,6,sun,0.4788159000017913,95.61959119999665,faceWord_exp,0.6804788000008557,31,120,22,b,Monday,21
99.3844448000018,22,image_stim_n.png,female,5.65,-0.15774590184623308,101.14790979999816,13,0,92.1934936999969,101.83246409999992,12345,neu,0.6845543000017642,60,42,101.46820519999892,6,comb,0.3202954000007594,100.06689679999545,faceWord_exp,0.6824519999936456,42,120,23,b,Monday,22
103.8526772999976,22,image_stim_p.png,female,7.15,-1.313583728320736,106.61810590000096,11,1,105.54766949999612,107.3119641000012,12345,pos,0.6938582000002498,120,42,107.06522219999897,6,girl,0.44711629999801517,104.54681649999839,faceWord_exp,0.6941392000007909,31,60,24,b,Monday,21
108.33381989999907,22,image_stim_p.png,female,5.84,-0.6912617476649511,111.12043850000191,13,1,110.02848429999722,111.80923839999741,12345,neu,0.6887998999955016,120,42,111.64522659999784,6,soccer,0.5247880999959307,109.0283786,faceWord_exp,0.6945587000009255,41,60,25,b,Monday,21
112.81578299999819,22,image_stim_n.png,female,3.38,4.673386290788297,115.58294310000201,12,1,114.50974919999862,116.27098639999895,12345,neg,0.6880432999969344,120,42,116.12314589999733,6,woe,0.5402027999953134,113.50707949999924,faceWord_exp,0.6912965000010445,32,60,26,y,Monday,22
117.286689200002,22,image_stim_p.png,female,5.49,0.1576901893660491,119.0616005999982,13,1,114.50974919999862,119.75220329999865,12345,neu,0.6906027000004542,60,42,119.42323069999838,6,table,0.36163010000018403,117.98695079999743,faceWord_exp,0.7002615999954287,41,120,27,b,Monday,21
121.76940299999842,22,image_stim_p.png,female,6.37,-2.3709211732995845,123.52188680000108,11,1,114.50974919999862,124.21447149999585,12345,pos,0.692584699994768,60,42,124.01961909999955,6,parade,0.4977322999984608,122.4490020000012,faceWord_exp,0.6795990000027814,31,120,28,b,Monday,21
126.22894729999825,22,image_stim_n.png,female,3.14,3.1728286127179004,128.00070169999526,12,1,114.50974919999862,128.69418149999547,12345,neg,0.6934798000002047,60,42,128.51429030000145,6,rumor,0.5135886000061873,126.91388870000083,faceWord_exp,0.6849414000025718,32,120,29,y,Monday,22
130.71303929999704,22,image_stim_p.png,female,5.29,0.38949539348709145,132.49237189999985,13,1,114.50974919999862,133.1736660999959,12345,neu,0.6812941999960458,60,42,132.82727049999812,6,era,0.33489859999826876,131.40844300000026,faceWord_exp,0.6954037000032258,41,120,30,b,Monday,21
135.1960500999994,22,image_stim_p.png,female,6.4,-2.2453726125286497,136.9893265999999,11,1,114.50974919999862,137.67088749999675,12345,pos,0.681560899996839,60,42,137.55538700000034,6,dinner,0.5660604000004241,135.92241179999837,faceWord_exp,0.7263616999989608,31,120,31,b,Monday,21
139.6917104000022,22,image_stim_p.png,female,7.33,-1.071197614358652,141.44412870000087,11,1,114.50974919999862,142.1331749000019,12345,pos,0.6890462000010302,60,42,141.96741279999696,6,chipmunk,0.5232840999960899,140.38466530000005,faceWord_exp,0.6929548999978579,31,120,32,b,Monday,21
144.13827219999803,22,image_stim_n.png,female,4.32,0.8985553834191027,146.91378919999988,12,1,145.83030940000026,147.5967595999973,12345,neg,0.6829703999974299,120,42,147.2337903000007,6,crow,0.32000110000080895,144.83133950000047,faceWord_exp,0.6930673000024399,32,60,33,y,Monday,22
148.6200256000011,22,image_stim_p.png,female,7.63,-2.539279812815429,150.38286539999535,11,1,145.83030940000026,151.07494420000148,12345,pos,0.6920788000061293,60,42,150.74604929999623,6,chocolate,0.36318390000087675,149.30959659999644,faceWord_exp,0.6895709999953397,31,120,34,b,Monday,21
153.09349819999625,22,image_stim_n.png,female,5.42,-0.9209473384247756,155.8448356000008,13,0,154.7734872000001,156.5381705999971,12345,neu,0.6933349999962957,120,42,156.22115330000088,6,scooter,0.37631770000007236,153.7757727999997,faceWord_exp,0.6822746000034385,42,60,35,b,Monday,22
157.55792089999886,22,image_stim_n.png,female,2.29,4.2219398121868315,160.29988669999875,12,0,159.25746549999894,160.98355949999677,12345,neg,0.6836727999980212,120,42,160.70360559999972,6,guilt,0.40371890000096755,158.25279669999873,faceWord_exp,0.6948757999998634,32,60,36,b,Monday,22
161.99301209999976,22,image_stim_p.png,female,7.53,-3.0889019952949432,164.74906069999997,11,1,163.68396660000144,165.43014169999515,12345,pos,0.6810809999951744,120,42,165.08354490000056,6,honeymoon,0.3344842000005883,162.68258799999603,faceWord_exp,0.6895758999962709,31,60,37,b,Monday,21
166.43776939999952,22,image_stim_n.png,female,5.64,0.6345811289687322,168.19197189999977,13,1,163.68396660000144,168.8793102999989,12345,neu,0.6873383999991347,60,42,168.7325303999969,6,big,0.5405584999971325,167.12891130000207,faceWord_exp,0.6911419000025489,42,120,38,y,Monday,22
170.8914222999956,22,image_stim_n.png,female,3.68,1.5036737146000605,173.64557839999907,12,0,172.57605820000026,174.33926899999642,12345,neg,0.6936905999973533,120,42,174.04184430000169,6,bee,0.39626590000261785,171.57459799999924,faceWord_exp,0.6831757000036305,32,60,39,b,Monday,22
175.36025479999807,22,image_stim_n.png,female,3.89,1.421533554407035,178.094522899999,12,1,177.03965310000058,178.80297839999548,12345,neg,0.7084554999964894,120,42,178.35542500000156,6,judge,0.26090210000256775,176.03840990000026,faceWord_exp,0.6781551000021864,32,60,40,y,Monday,22
179.82218450000073,22,image_stim_p.png,female,6.68,-1.6320665929887423,181.59459349999815,11,1,177.03965310000058,182.28241799999523,12345,pos,0.6878244999970775,60,42,182.2512160999977,6,forest,0.6566225999995368,180.5176050000009,faceWord_exp,0.6954205000001821,31,120,41,b,Monday,21
184.29102899999998,22,image_stim_n.png,female,5.8,-0.3659926056186196,186.048939100001,13,1,177.03965310000058,186.7312765999959,12345,neu,0.682337499994901,60,42,186.5142244000017,6,finger,0.46528530000068713,184.9818948999964,faceWord_exp,0.6908658999964246,42,120,42,y,Monday,22
188.74860179999814,22,image_stim_p.png,female,6.61,-1.0219663684796234,190.47972560000198,11,1,177.03965310000058,191.15885700000217,12345,pos,0.6791314000001876,60,42,191.14282529999764,6,camera,0.6630996999956551,189.42797649999557,faceWord_exp,0.6793746999974246,31,120,43,b,Monday,21
193.16723659999843,22,image_stim_n.png,female,4.75,0.5993691927879942,195.96680239999841,12,0,194.89114279999922,196.6553688999993,12345,neg,0.6885665000008885,120,42,196.45670170000085,6,rake,0.48989930000243476,193.89137299999857,faceWord_exp,0.724136400000134,32,60,44,b,Monday,22
197.66879779999726,22,image_stim_p.png,female,7.48,-2.2232275900644445,199.42071869999927,11,1,194.89114279999922,200.10153010000067,12345,pos,0.6808114000014029,60,42,199.73821809999936,6,home,0.3174994000000879,198.35399889999826,faceWord_exp,0.6852011000009952,31,120,45,b,Monday,21
202.12119389999862,22,image_stim_p.png,female,5.81,-0.9476055713690849,203.89339669999754,13,0,194.89114279999922,204.58135509999556,12345,neu,0.6879583999980241,60,42,202.6016729999974,6,satire,-1.2917237000001478,202.81615769999917,faceWord_exp,0.6949638000005507,41,120,46,y,Monday,21
206.58789129999786,22,image_stim_p.png,female,5.89,-0.4928774877246448,208.3531731999974,13,1,194.89114279999922,209.0435901000019,12345,neu,0.6904169000044931,60,42,208.99682459999894,6,chair,0.643651400001545,207.2793262999985,faceWord_exp,0.691435000000638,41,120,47,b,Monday,21
211.0568553999983,22,image_stim_p.png,female,6.32,-1.1812540207039297,213.81324199999654,11,1,212.74287080000067,214.49243159999605,12345,pos,0.6791895999995177,120,42,214.17613890000212,6,elm,0.3628969000055804,211.74244239999825,faceWord_exp,0.6855869999999413,31,60,48,b,Monday,21
215.5365365999969,22,image_stim_p.png,female,6.72,-1.8284590275958619,218.29427349999605,11,1,217.22424630000023,218.98610409999674,12345,pos,0.6918306000006851,120,42,218.5754029000018,6,river,0.2811294000057387,216.22246509999968,faceWord_exp,0.6859285000027739,31,60,49,b,Monday,21
220.00277839999762,22,image_stim_n.png,female,2.79,3.2726955917764444,221.75811229999817,12,1,217.22424630000023,222.44967570000154,12345,neg,0.6915634000033606,60,42,222.33767090000038,6,gunshot,0.5795586000022013,220.68524849999812,faceWord_exp,0.6824701000005007,32,120,50,y,Monday,22
224.46440589999838,22,image_stim_p.png,female,6.73,-1.87678309604286,227.22368479999568,11,1,226.149035800001,227.91153259999555,12345,pos,0.6878477999998722,120,42,227.53310369999963,6,read,0.3094189000039478,225.1491040999972,faceWord_exp,0.6846981999988202,31,60,51,b,Monday,21
228.93010279999726,22,image_stim_n.png,female,4.59,0.3271241198863318,230.68872679999913,12,1,226.149035800001,231.37615269999515,12345,neg,0.6874258999960148,60,42,231.16382149999845,6,mayor,0.4750946999993175,229.6131893999991,faceWord_exp,0.6830866000018432,32,120,52,y,Monday,22
233.39080229999672,22,image_stim_p.png,female,5.24,0.06851316647377265,235.14774200000102,13,1,226.149035800001,235.83989460000157,12345,neu,0.6921526000005542,60,42,235.6592970999991,6,analogy,0.5115550999980769,234.07562499999767,faceWord_exp,0.6848227000009501,41,120,53,b,Monday,21
237.855289799998,22,image_stim_n.png,female,3.94,1.4290259416609457,239.61145250000118,12,1,226.149035800001,240.30371999999625,12345,neg,0.6922674999950686,60,42,240.22397890000138,6,lawyer,0.6125264000002062,238.53804200000013,faceWord_exp,0.6827522000021418,32,120,54,y,Monday,22
242.33170339999924,22,image_stim_p.png,female,5.33,-0.1985745460766808,245.06215130000055,13,1,244.01758020000125,245.74937520000094,12345,neu,0.6872239000003901,120,42,245.50094009999884,6,quantity,0.43878879999829223,243.01695610000024,faceWord_exp,0.6852527000010014,41,60,55,b,Monday,21
246.76510029999918,22,image_stim_n.png,female,2.07,4.494524106175375,249.5320225999967,12,1,248.44601200000034,250.21084469999914,12345,neg,0.678822100002435,120,42,249.96495409999625,6,funeral,0.4329314999995404,247.44747769999958,faceWord_exp,0.682377400000405,32,60,56,y,Monday,22
251.23371880000195,22,image_stim_p.png,female,5.33,-1.1818642926883074,252.99187330000132,13,1,248.44601200000034,253.67568100000062,12345,neu,0.6838076999993064,60,42,253.5110519000009,6,prairie,0.5191785999995773,251.92590389999532,faceWord_exp,0.6921850999933667,41,120,57,b,Monday,21
255.69018839999626,22,image_stim_n.png,female,2.86,2.6698720582687456,258.4446616999994,12,1,257.3721130999984,259.13741460000165,12345,neg,0.6927529000022332,120,42,258.98883399999613,6,fee,0.5441722999967169,256.37307480000163,faceWord_exp,0.6828864000053727,32,60,58,y,Monday,22
260.15393819999736,22,image_stim_n.png,female,5.1,0.07641955756997082,261.90668780000124,13,0,257.3721130999984,262.6011509999953,12345,neu,0.6944631999940611,60,42,262.3042148999957,6,role,0.3975270999944769,260.8354384999984,faceWord_exp,0.681500300001062,42,120,59,b,Monday,22
264.61827249999624,22,image_stim_p.png,female,6.67,-2.035068499528653,267.3614435999989,11,1,266.297788099997,268.0630081999989,12345,pos,0.7015645999999833,120,42,265.0839758000002,6,dolphin,-2.2774677999987034,265.30067459999555,faceWord_exp,0.6824020999993081,31,60,60,b,Monday,21
