duration_measured_word,scan day,no,word,ID,delay_frames_before,onset_word,onset_img,correct_resp,offset_word,word_label,img,gender,offset_img,rt,condition,response,session,pause_trigger,age,delay_frames_after,duration_measured_img,word_trigger,key_t,word_score_pc,word_score_warriner,img_trigger,duration_frames,pause_trigger_t
0.7061010999968858,Monday,1,tax,T1572,180,1.0216341000013927,4.762152700001025,1,1.7277351999982784,neg,image_stim_n.png,female,5.46023779999814,0.4826364999971702,faceWord_exp,y,3,32,20,336,0.6980850999971153,12,5.244789199998195,3.4211910580769755,3.0,22,42,2.7283490000008896
0.6903438999979699,Monday,2,tobacco,T1572,180,11.06860880000022,14.789025800000672,1,11.75895269999819,neg,image_stim_n.png,female,15.491504000001441,0.43695389999993495,faceWord_exp,y,3,32,20,336,0.702478200000769,12,15.225979700000607,2.411295736651624,3.37,22,42,12.759740299999976
0.693756000000576,Monday,3,debate,T1572,336,21.0964727999999,27.419661700001598,1,21.790228800000477,neg,image_stim_n.png,female,28.12226400000145,0.5704816999968898,faceWord_exp,y,3,32,20,180,0.7026022999998531,12,27.990143399998487,1.239138220826116,4.95,22,42,22.790904199999204
0.6919295999978203,Monday,4,pen,T1572,180,31.129551300000458,34.85322939999969,1,31.821480899998278,neu,image_stim_p.png,female,35.55436510000072,0.6019338000005519,faceWord_exp,b,3,41,20,336,0.7011357000010321,13,35.45516320000024,-0.23071750329615884,5.63,21,42,32.822260000000824
0.6928100000004633,Monday,5,reporter,T1572,336,41.160017599999264,47.48223689999941,1,41.85282759999973,neg,image_stim_n.png,female,48.18486389999816,0.7209896000022127,faceWord_exp,y,3,32,20,180,0.7026269999987562,12,48.20322650000162,0.7962654471128737,4.57,22,42,42.85354649999863
0.6896644000007655,Monday,6,dusty,T1572,336,51.1944739999999,57.51395279999997,1,51.884138400000666,neg,image_stim_n.png,female,58.21612589999859,0.6532977999995637,faceWord_exp,y,3,32,20,180,0.7021730999986175,12,58.167250599999534,1.8802224749820768,3.95,22,42,52.88495730000068
0.6919699999998556,Monday,7,glass,T1572,180,61.22338529999979,64.94537399999899,1,61.915355299999646,neu,image_stim_n.png,female,65.64791599999808,0.5868969000002835,faceWord_exp,y,3,42,20,336,0.7025419999990845,13,65.53227089999928,0.2046331385026182,5.48,22,42,62.91587480000089
0.691990799998166,Monday,8,pencil,T1572,336,71.25468140000157,77.57609560000128,1,71.94667219999974,neu,image_stim_n.png,female,78.27874959999826,0.6203516999994463,faceWord_exp,y,3,42,20,180,0.7026539999969827,13,78.19644730000073,0.13339963708933658,5.65,22,42,72.94716690000132
0.6926344000021345,Monday,9,raspberry,T1572,180,81.28518619999886,85.007656400001,1,81.977820600001,pos,image_stim_p.png,female,85.71104950000154,0.5706285999985994,faceWord_exp,b,3,31,20,336,0.7033931000005396,11,85.5782849999996,-1.4443598905895143,7.3,21,42,82.97875579999891
0.6948150999996869,Monday,10,car,T1572,180,91.31448860000091,95.03896959999838,1,92.0093037000006,pos,image_stim_p.png,female,95.74179960000038,0.6042651000025216,faceWord_exp,b,3,31,20,336,0.7028300000019954,11,95.6432347000009,-1.4106928476010352,6.63,21,42,93.00992620000034
0.6905722000010428,Monday,11,goldfish,T1572,180,101.3498440000003,105.07090519999838,1,102.04041620000135,pos,image_stim_p.png,female,105.77308149999953,0.5368932000019413,faceWord_exp,b,3,31,20,336,0.702176300001156,11,105.60779840000032,-1.0930411682114536,6.62,21,42,103.0411626999994
