word_trigger,delay_frames_before,duration_measured_word,response,duration_frames,gender,onset_word,scan day,delay_frames_after,age,no,img,word_score_pc,duration_measured_img,pause_trigger,ID,session,offset_img,key_t,word,rt,correct_resp,onset_img,offset_word,img_trigger,word_label,word_score_warriner,pause_trigger_t,condition
11,180,0.698893955006497,k,42,female,342.3647361599942,Wednesday,336,20,35,image_stim_p.png,-2.1205664047688315,0.7048941070024739,31,jules,4,346.79830858700007,346.6003112440012,trust,0.5068967640036135,0,346.0934144799976,343.0636301150007,21,pos,7.24,344.06408568500046,faceWord_exp
13,180,0.6979518349980935,l,42,female,352.40333558899874,Wednesday,336,20,36,image_stim_n.png,-0.9031069202434168,0.7049369449960068,42,jules,4,356.8363860039972,356.6722701139952,boy,0.5408210549940122,0,356.13144905900117,353.10128742399684,22,neu,5.84,354.1022947839956,faceWord_exp
12,336,0.6966728960032924,l,42,female,362.4426800969959,Wednesday,180,20,37,image_stim_n.png,3.1835494020570807,0.7047075349983061,32,jules,4,369.47568201299873,369.2620716550009,explosion,0.4910971770004835,0,368.7709744780004,363.1393529929992,22,neg,3.17,364.140416010996,faceWord_exp
12,180,0.6941922240002896,l,42,female,372.4832954739977,Wednesday,336,20,38,image_stim_n.png,1.95458394600482,0.7011654169982648,32,jules,4,376.91256399199483,376.68144404899795,snake,0.4700454740013811,0,376.21139857499657,373.177487697998,22,neg,4.03,374.17861101200106,faceWord_exp
12,336,0.696863884004415,l,42,female,382.5187259499944,Wednesday,180,20,39,image_stim_n.png,2.6978270877422883,0.7044974100062973,32,jules,4,389.55190683600085,389.3376146699957,scream,0.49020524400111753,0,388.84740942599456,383.2155898339988,22,neg,3.02,384.21654663099616,faceWord_exp
11,336,0.6968695700052194,k,42,female,392.556771562995,Wednesday,180,20,40,image_stim_p.png,-1.301667818567906,0.7048866789991735,31,jules,4,399.58998575199803,399.4252929669965,bicycle,0.540193893997639,0,398.88509907299886,393.2536411330002,21,pos,6.71,394.254649262999,faceWord_exp
11,336,0.6969098199988366,k,42,female,402.5948237269986,Wednesday,180,20,41,image_stim_p.png,-1.7974288604529352,0.7048009600039222,31,jules,4,409.62809554900014,409.48017818999506,bonfire,0.5568836009988445,0,408.9232945889962,403.2917335469974,21,pos,6.53,404.29279776499607,faceWord_exp
12,336,0.6970746870065341,l,42,female,412.6327688819947,Wednesday,180,20,42,image_stim_n.png,0.060511318752979076,0.7050670349999564,32,jules,4,419.66614955000114,419.4170137589972,pig,0.4559312439960195,0,418.9610825150012,413.32984356900124,22,neg,4.83,414.33091660599894,faceWord_exp
13,180,0.6972162370002479,l,42,female,422.6707481229969,Wednesday,336,20,43,image_stim_n.png,-0.29144085929118746,0.7057056459962041,42,jules,4,427.1032478729976,426.9044869249992,hand,0.5069446979978238,0,426.3975422270014,423.36796435999713,22,neu,5.9,424.36895402299706,faceWord_exp
12,336,0.6967928180019953,l,42,female,432.7092138809967,Wednesday,180,20,44,image_stim_n.png,4.2176174504439885,0.7060656920002657,32,jules,4,439.7423804680002,439.56048322199786,insult,0.5241684459979297,0,439.0363147759999,433.4060066989987,22,neg,2.62,434.4071978569991,faceWord_exp
