word_score_pc,word_trigger,key_t,condition,duration_measured_img,word_label,session,word_score_warriner,word,pause_trigger_t,onset_img,pause_trigger,duration_frames,ID,offset_word,onset_word,delay_frames_after,response,duration_measured_word,gender,rt,no,scan day,img_trigger,offset_img,age,img,correct_resp,delay_frames_before
0.10630403813009667,13,5.36194799997611,faceWord_exp,0.6965218000113964,neu,2,5.86,whole,2.711032300023362,4.74748159997398,42,42,Dolly,1.7095229999977164,1.0144208999699913,336,y,0.6951021000277251,female,0.6144664000021294,1,Monday,22,5.444003399985377,23,image_stim_n.png,1,180
1.0482300490198866,12,17.987818200024776,faceWord_exp,0.6865036999806762,neg,2,4.75,ricochet,12.751608500024304,17.38434910000069,32,42,Dolly,11.750049999973271,11.054368400014937,180,y,0.6956815999583341,female,0.6034691000240855,2,Monday,22,18.070852799981367,23,image_stim_n.png,1,336
-0.18776275500974607,13,25.60996209998848,faceWord_exp,0.6862512999796309,neu,2,5.62,speech,22.840911799983587,24.889363099995535,41,42,Dolly,21.822922000021208,21.07828159997007,336,b,0.7446404000511393,female,0.7205989999929443,3,Monday,21,25.575614399975166,23,image_stim_p.png,1,180
0.16339675594021513,12,38.08386439998867,faceWord_exp,0.6928065000101924,neg,2,4.41,jaw,32.91466950002359,37.54174640000565,32,42,Dolly,31.91356919996906,31.217575900023803,180,y,0.6959932999452576,female,0.5421179999830201,4,Monday,22,38.23455290001584,23,image_stim_n.png,1,336
-0.5451009915059291,13,48.22593760001473,faceWord_exp,0.6978652999969199,neu,2,5.8,toaster,42.93854050000664,47.60999809997156,42,42,Dolly,41.93657439999515,41.243568899983075,180,y,0.6930055000120774,female,0.6159395000431687,5,Monday,22,48.30786339996848,23,image_stim_n.png,1,336
-2.461915733068042,11,58.114132300019264,faceWord_exp,0.6830264999880455,pos,2,7.0,embrace,53.011719100002665,57.648881800007075,31,42,Dolly,52.01023299997905,51.317491699999664,180,b,0.6927412999793887,female,0.46525050001218915,6,Monday,21,58.33190829999512,23,image_stim_p.png,1,336
-1.926056195769395,11,68.25577809999231,faceWord_exp,0.6853710999712348,pos,2,6.8,fireworks,63.08533279999392,67.71901870000875,31,42,Dolly,62.08355310000479,61.386768299969845,180,b,0.6967848000349477,female,0.5367593999835663,7,Monday,21,68.40438979997998,23,image_stim_p.png,1,336
0.1106807997481866,13,75.74416070000734,faceWord_exp,0.6905612999689765,neu,2,5.65,theory,73.12523289996898,75.15290350001305,42,42,Dolly,72.12270720000379,71.43819469999289,336,y,0.6845125000108965,female,0.5912571999942884,8,Monday,22,75.84346479998203,23,image_stim_n.png,1,180
-2.7563434535584275,11,88.3026613999973,faceWord_exp,0.687309600005392,pos,2,7.21,optimism,83.14901940000709,87.78196529997513,31,42,Dolly,82.14800039998954,81.45122889999766,180,y,0.6967714999918826,female,0.5206961000221781,9,Monday,21,88.46927489998052,23,image_stim_p.png,0,336
3.4296451702105397,12,95.87373440002557,faceWord_exp,0.6853854999644682,neg,2,2.53,angry,93.23935920000076,95.27201100002276,32,42,Dolly,92.23816210002406,91.51424889999907,336,y,0.723913200024981,female,0.6017234000028111,10,Monday,22,95.95739649998723,23,image_stim_n.png,1,180
0.3296196251321362,13,108.38336989999516,faceWord_exp,0.6877919000107795,neu,2,5.15,pan,103.31309389998205,107.94529830000829,41,42,Dolly,102.30385939998087,101.59741679998115,180,b,0.7064425999997184,female,0.43807159998686984,11,Monday,21,108.63309020001907,23,image_stim_p.png,1,336
0.0657349158769076,13,118.40613489999669,faceWord_exp,0.697697399999015,neu,2,5.29,camel,113.33685999998124,117.97500099998433,41,42,Dolly,112.33538649999537,111.64396720001241,180,b,0.6914192999829538,female,0.4311339000123553,12,Monday,21,118.67269839998335,23,image_stim_p.png,1,336
0.3495373155897487,13,125.91100680001546,faceWord_exp,0.684875299979467,neu,2,5.5,winter,123.37768510001479,125.41014110000106,41,42,Dolly,122.37550690001808,121.6814233000041,336,b,0.6940836000139825,female,0.5008657000144012,13,Monday,21,126.09501639998052,23,image_stim_p.png,1,180
-2.5746228757417584,11,136.00049010000657,faceWord_exp,0.6930068000219762,pos,2,7.1,barbecue,133.43421450001188,135.47475459997077,31,42,Dolly,132.43205339997075,131.70321429998148,336,b,0.7288390999892727,female,0.5257355000358075,14,Monday,21,136.16776139999274,23,image_stim_p.png,1,180
4.02985566434138,12,148.89508599997498,faceWord_exp,0.6939796000369824,neg,2,3.52,problem,143.609304099984,148.23312699998496,32,42,Dolly,142.60548019997077,141.89638019999256,180,y,0.709099999978207,female,0.66195899999002,15,Monday,22,148.92710660002194,23,image_stim_n.png,1,336
0.7321109855355353,12,156.1500868999865,faceWord_exp,0.6933769000461325,neg,2,3.48,axe,153.62995349999983,155.67216999997618,32,42,Dolly,152.62987449998036,151.94351399998413,336,b,0.6863604999962263,female,0.47791690001031384,16,Monday,22,156.3655469000223,23,image_stim_n.png,0,180
-1.2978987804410356,11,166.39017849997617,faceWord_exp,0.6904028000426479,pos,2,6.76,artist,163.70401029998902,165.7656836999813,31,42,Dolly,162.70414549997076,162.0055413999944,336,b,0.6986040999763645,female,0.6244947999948636,17,Monday,21,166.45608650002396,23,image_stim_p.png,1,180
0.2032181950076048,12,179.11523679998936,faceWord_exp,0.6893481999868527,neg,2,4.57,lab,173.84555059997365,178.4741143999854,32,42,Dolly,172.84375790000195,172.0958487999742,180,y,0.7479091000277549,female,0.641122400003951,18,Monday,22,179.16346259997226,23,image_stim_n.png,1,336
2.351878020671037,12,186.46840519999387,faceWord_exp,0.6927478000288829,neg,2,4.29,tired,183.89005990000442,185.90868009999394,32,42,Dolly,182.88419579999754,182.18641859997297,336,y,0.697777200024575,female,0.5597250999999233,19,Monday,22,186.60142790002283,23,image_stim_n.png,1,180
-1.3695211950901562,11,196.4600277999998,faceWord_exp,0.6863788000191562,pos,2,7.59,tree,193.9084608000121,195.93940719997045,31,42,Dolly,192.90719170001103,192.21351410000352,336,b,0.6936776000075042,female,0.5206206000293605,20,Monday,21,196.6257859999896,23,image_stim_p.png,1,180
3.561717315569441,12,206.71855009999126,faceWord_exp,0.6969795000040904,neg,2,4.76,landslide,203.94814310001675,205.98498130001826,32,42,Dolly,202.94724020001013,202.2505572999944,336,y,0.6966829000157304,female,0.7335687999729998,21,Monday,22,206.68196080002235,23,image_stim_n.png,1,180
-0.32263149533554664,13,216.6243932999787,faceWord_exp,0.6916272999951616,neu,2,5.67,attribute,213.98868549999315,216.01538539998,42,42,Dolly,212.98738690000027,212.29620859998977,336,y,0.6911783000105061,female,0.6090078999986872,22,Monday,22,216.70701269997517,23,image_stim_n.png,1,180
