word_score_pc,word_trigger,key_t,condition,duration_measured_img,word_label,session,word_score_warriner,word,pause_trigger_t,onset_img,pause_trigger,duration_frames,ID,offset_word,onset_word,delay_frames_after,response,duration_measured_word,gender,rt,no,scan day,img_trigger,offset_img,age,img,correct_resp,delay_frames_before
-1.5621536719325724,11,229.23246749996906,faceWord_exp,0.6904548999737017,pos,2,6.81,sailboat,224.01242099999217,228.64120710000861,31,42,Dolly,223.01076099998318,222.3176678000018,180,b,0.6930931999813765,female,0.5912603999604471,23,Monday,21,229.33166199998232,23,image_stim_p.png,1,336
-2.2291915044129413,11,236.63854409998748,faceWord_exp,0.6940873000421561,pos,2,6.73,luck,234.0352124000201,236.0591181999771,31,42,Dolly,233.03372210002271,232.33741889998782,336,b,0.6963032000348903,female,0.5794259000103921,24,Monday,21,236.75320550001925,23,image_stim_p.png,1,180
0.5494484707734639,12,246.6272459999891,faceWord_exp,0.6850233000004664,neg,2,4.81,stone,244.0585878000129,246.0924980000127,32,42,Dolly,243.0575290999841,242.36215569998603,336,y,0.6953733999980614,female,0.5347479999763891,25,Monday,22,246.77752130001318,23,image_stim_n.png,1,180
-0.8400509032218062,13,256.7519679000252,faceWord_exp,0.687392899999395,neu,2,5.94,store,254.0833409000188,256.11340450000716,42,42,Dolly,253.08191180002177,252.38318890001392,336,y,0.6987229000078514,female,0.6385634000180289,26,Monday,22,256.80079740000656,23,image_stim_n.png,1,180
-0.6680004122251881,13,266.7411343000131,faceWord_exp,0.6949702000129037,neu,2,5.82,monkey,264.17347979999613,266.2127029999974,42,42,Dolly,263.1570178999682,262.46308379998663,336,y,0.6939340999815613,female,0.5284313000156544,27,Monday,22,266.9076732000103,23,image_stim_n.png,1,180
-1.7947555393350414,11,279.45348929998,faceWord_exp,0.6839981999946758,pos,2,6.4,piano,274.2464184999699,278.88263509998797,31,42,Dolly,273.24537869996857,272.5606947999913,180,b,0.6846838999772444,female,0.5708541999920271,28,Monday,21,279.56663329998264,23,image_stim_p.png,1,336
-1.0752281295040744,11,286.8929427000112,faceWord_exp,0.6980898000183515,pos,2,6.4,mercy,284.2706765999901,286.3070561999921,31,42,Dolly,283.26743880001595,282.5777216000133,336,b,0.689717200002633,female,0.5858865000191145,29,Monday,21,287.0051460000104,23,image_stim_p.png,1,180
2.166481281776448,12,299.5983980000019,faceWord_exp,0.6994744999683462,neg,2,4.35,plea,294.31133150000824,298.94816610001726,32,42,Dolly,293.30861720000394,292.6180800999864,180,y,0.6905371000175364,female,0.6502318999846466,30,Monday,22,299.6476405999856,23,image_stim_n.png,1,336
0.650019808676411,13,309.6217361000017,faceWord_exp,0.6916165999718942,neu,2,5.19,highway,304.36699100001715,308.99547470000107,42,42,Dolly,303.3654688000097,302.6567766999942,180,y,0.7086921000154689,female,0.6262614000006579,31,Monday,22,309.68709129997296,23,image_stim_n.png,1,336
-0.02119054453060663,13,319.7613695000182,faceWord_exp,0.6891838999581523,neu,2,5.97,power,314.3913882999914,319.0209392000106,42,42,Dolly,313.3891760999686,312.7027405999834,180,y,0.6864354999852367,female,0.7404303000075743,32,Monday,22,319.71012309996877,23,image_stim_n.png,1,336
0.4272037094573085,13,329.78575480001746,faceWord_exp,0.6977701000287198,neu,2,5.03,scissors,324.4652786999941,329.1034423999954,42,42,Dolly,323.4631510999752,322.7377891999786,180,y,0.725361899996642,female,0.682312400022056,33,Monday,22,329.8012125000241,23,image_stim_n.png,1,336
2.373388118792564,12,337.2393829000066,faceWord_exp,0.6979936000425369,neg,2,4.52,excuse,334.5041228000191,336.5736492999713,32,42,Dolly,333.5035331000108,332.82050169998547,336,y,0.6830314000253566,female,0.6657336000353098,34,Monday,22,337.27164290001383,23,image_stim_n.png,1,180
0.17918122123944408,13,347.2643315999885,faceWord_exp,0.6921096000005491,neu,2,5.27,verb,344.5794162999955,346.6710084999795,42,42,Dolly,343.57699759997195,342.89223569998285,336,y,0.6847618999890983,female,0.5933231000090018,35,Monday,22,347.36311809998006,23,image_stim_n.png,1,180
-1.7608811602119443,11,359.9558910999913,faceWord_exp,0.6986256999662146,pos,2,7.5,summer,354.66862140002195,359.32317410001997,31,42,Dolly,353.6667350999778,352.97321879997617,180,b,0.6935163000016473,female,0.6327169999713078,36,Monday,21,360.0217997999862,23,image_stim_p.png,1,336
3.4738609063027237,12,367.44361979997484,faceWord_exp,0.6985339000239037,neg,2,2.29,sick,364.75905589998,366.79432719998294,32,42,Dolly,363.75748279999243,363.0620991999749,336,y,0.6953836000175215,female,0.6492925999918953,37,Monday,22,367.49286110000685,23,image_stim_n.png,1,180
-0.14866519221167074,12,380.1036464999779,faceWord_exp,0.6873897999757901,neg,2,4.43,van,374.834175499971,379.4650738000055,32,42,Dolly,373.83117060002405,373.139371199999,180,y,0.6917994000250474,female,0.6385726999724284,38,Monday,22,380.1524635999813,23,image_stim_n.png,1,336
1.472290472628449,12,390.1770189999952,faceWord_exp,0.6943854999844916,neg,2,4.1,clang,384.8722179000033,389.5314278000151,32,42,Dolly,383.8554578999756,383.15841279999586,180,y,0.6970450999797322,female,0.6455911999801174,39,Monday,22,390.2258132999996,23,image_stim_n.png,1,336
-1.7539828459428422,11,400.0666968000005,faceWord_exp,0.6936903000460006,pos,2,6.91,spaghetti,394.9304536000127,399.5551890999777,31,42,Dolly,393.9284302999731,393.2388264000183,180,b,0.6896038999548182,female,0.5115077000227757,40,Monday,21,400.2488794000237,23,image_stim_p.png,1,336
-3.1565376907491283,11,407.58675339998445,faceWord_exp,0.686015400046017,pos,2,8.53,vacation,404.9522268999717,407.0001114999759,31,42,Dolly,403.95098129997496,403.2539881999837,336,b,0.6969930999912322,female,0.5866419000085443,41,Monday,21,407.6861269000219,23,image_stim_p.png,1,180
-0.5485436049411244,13,417.5791693999781,faceWord_exp,0.6843168999766931,neu,2,5.72,apartment,415.01008039998123,417.0440872000181,41,42,Dolly,414.008335200022,413.3170620999881,336,b,0.6912731000338681,female,0.5350821999600157,42,Monday,21,417.7284040999948,23,image_stim_p.png,1,180
-2.0702836690965865,11,430.25354000000516,faceWord_exp,0.6976796999806538,pos,2,6.95,restaurant,425.05003859999124,429.70490910002263,31,42,Dolly,424.0318859000108,423.34433049999643,180,b,0.6875554000143893,female,0.5486308999825269,43,Monday,21,430.4025888000033,23,image_stim_p.png,1,336
4.537930167489568,12,437.59290260000853,faceWord_exp,0.6988648000406101,neg,2,2.35,terrorist,435.1074887000141,437.1432905999827,32,42,Dolly,434.105954699975,433.41157320002094,336,y,0.6943814999540336,female,0.4496120000258088,44,Monday,22,437.84215540002333,23,image_stim_n.png,1,180
-0.34443889393116306,13,450.21796570002334,faceWord_exp,0.688327899959404,neu,2,5.43,asparagus,445.14895220001927,449.77894330001436,41,42,Dolly,444.1457499000244,443.45723709999584,180,b,0.6885128000285476,female,0.4390224000089802,45,Monday,21,450.46727119997377,23,image_stim_p.png,1,336
-0.09980687036967174,13,457.8569248999702,faceWord_exp,0.6955214999616146,neu,2,5.55,eggplant,455.170883600018,457.19367150001926,42,42,Dolly,454.1693208999932,453.48132079996867,336,y,0.6880001000245102,female,0.6632533999509178,46,Monday,22,457.8891929999809,23,image_stim_n.png,1,180
3.222893544100452,12,470.3986153000151,faceWord_exp,0.6969019999960437,neg,2,2.95,perjury,465.2278709000093,469.95004139997764,32,42,Dolly,464.22719860001234,463.530989699997,180,y,0.6962089000153355,female,0.44857390003744513,47,Monday,22,470.6469433999737,23,image_stim_n.png,1,336
-1.8879163634684628,11,478.0874338999856,faceWord_exp,0.683792199997697,pos,2,7.88,joke,475.36756659997627,477.4024072000175,31,42,Dolly,474.3666268999805,473.6578422000166,336,b,0.7087846999638714,female,0.685026699968148,48,Monday,21,478.0861994000152,23,image_stim_p.png,1,180
-1.2502658664257256,11,490.5793897000258,faceWord_exp,0.6968275999533944,pos,2,6.36,day,485.3921945000184,490.08201850001933,31,42,Dolly,484.3900208999985,483.6955508000101,180,b,0.6944700999883935,female,0.4973712000064552,49,Monday,21,490.7788460999727,23,image_stim_p.png,1,336
0.6502198887451732,12,498.15026029996807,faceWord_exp,0.6877067000023089,neg,2,4.54,office,495.51702590001514,497.5789489999879,32,42,Dolly,494.5141580000054,493.82249599997886,336,y,0.6916620000265539,female,0.5713112999801524,50,Monday,22,498.2666556999902,23,image_stim_n.png,1,180
-1.3503642789447028,11,510.6921794000082,faceWord_exp,0.6958598999772221,pos,2,7.68,musical,505.5726278999937,510.2128428000142,31,42,Dolly,504.57075850002,503.87579000002006,180,b,0.694968499999959,female,0.47933659999398515,51,Monday,21,510.9087026999914,23,image_stim_p.png,1,336
-0.049892793833906636,13,520.8496650999878,faceWord_exp,0.6963147999485955,neu,2,5.5,nose,515.6126316000009,520.2355395000195,41,42,Dolly,514.6111175999977,513.918365199992,180,b,0.6927524000057019,female,0.6141255999682471,52,Monday,21,520.9318542999681,23,image_stim_p.png,1,336
1.3393636650983416,12,530.6562407999882,faceWord_exp,0.6834206000203267,neg,2,4.78,heavy,525.6363203999936,530.271606699971,32,42,Dolly,524.6350492999773,523.9434500000207,180,y,0.6915992999565788,female,0.3846341000171378,53,Monday,22,530.9550272999913,23,image_stim_n.png,1,336
2.483224745184551,12,538.3944362999755,faceWord_exp,0.6828803999815136,neg,2,3.57,cough,535.660421299981,537.694075700012,32,42,Dolly,534.658051699982,533.9664141000248,336,y,0.6916375999571756,female,0.7003605999634601,54,Monday,22,538.3769560999935,23,image_stim_n.png,1,180
-1.6425048482978826,11,550.9551526000141,faceWord_exp,0.6999866999685764,pos,2,7.28,knowledge,545.6824815999717,550.3199381000013,31,42,Dolly,544.6814733999781,543.985333300021,180,b,0.6961400999571197,female,0.6352145000128075,55,Monday,21,551.0199247999699,23,image_stim_p.png,1,336
-1.3205598447631597,11,558.2928025000147,faceWord_exp,0.6954598000156693,pos,2,6.17,chicken,555.7238045000122,557.7461012999993,31,42,Dolly,554.721284499974,554.0259444999974,336,b,0.6953399999765679,female,0.5467012000153773,56,Monday,21,558.441561100015,23,image_stim_p.png,1,180
-0.06058349899147484,13,568.4488862999715,faceWord_exp,0.6917942999862134,neu,2,5.48,business,565.7633887999691,567.7894157000119,42,42,Dolly,564.7616712999879,564.0664286999963,336,y,0.6952425999916159,female,0.6594705999596044,57,Monday,22,568.4812099999981,23,image_stim_n.png,1,180
0.2623575316864496,12,578.5230033000116,faceWord_exp,0.6873800999601372,neg,2,4.8,hoe,575.837936499971,577.8844056000235,32,42,Dolly,574.8356390999979,574.1266757000121,336,y,0.7089633999858052,female,0.6385976999881677,58,Monday,22,578.5717856999836,23,image_stim_n.png,1,180
-2.4114282062334524,11,591.3312557999743,faceWord_exp,0.6952936999732628,pos,2,6.48,carnival,585.8772456999868,590.517805600015,31,42,Dolly,584.8753168000258,584.1847217999748,180,b,0.690595000050962,female,0.813450199959334,59,Monday,21,591.2130992999882,23,image_stim_p.png,1,336
0.3228926581020319,13,601.220303900016,faceWord_exp,0.6955068000243045,neu,2,5.07,street,595.9173978000181,600.5577981999959,42,42,Dolly,594.9160583000048,594.2241077999934,180,y,0.6919505000114441,female,0.6625057000201195,60,Monday,22,601.2533050000202,23,image_stim_n.png,1,336
