img,duration_measured_word,word_label,response,ID,delay_frames_before,age,no,gender,offset_img,scan day,word_score_warriner,onset_img,duration_measured_img,duration_frames,pause_trigger,rt,pause_trigger_t,condition,session,key_t,delay_frames_after,word_score_pc,offset_word,onset_word,img_trigger,word_trigger,correct_resp,word
image_stim_n.png,0.6937508980045095,neg,y,5,180,22,47,female,499.2023311080411,Monday,2.05,498.4986658130074,0.7036652950337157,42,32,0.7746730130165815,496.4697517689783,faceWord_exp,1,499.273338826024,336,3.457530661450998,495.4692218520213,494.7754709540168,22,12,1,victim
image_stim_p.png,0.6939337779767811,neu,b,5,336,22,48,female,513.3361419340363,Monday,5.81,512.6327430829406,0.7033988510956988,42,41,0.8478923010407016,508.0038723410107,faceWord_exp,1,513.4806353839813,180,-0.8455595735963974,507.00238320301287,506.3084494250361,21,13,1,whale
image_stim_n.png,0.6933237890480086,neg,y,5,336,22,49,female,523.4030062300153,Monday,3.16,522.6988358319504,0.704170398064889,42,32,0.9088056400651112,518.0695090299705,faceWord_exp,1,523.6076414720155,180,3.648586845460279,517.068916260032,516.375592470984,22,12,1,hurricane
image_stim_n.png,0.6933906020130962,neg,y,5,180,22,50,female,530.8352248499868,Monday,4.0,530.1324465059442,0.7027783440425992,42,32,0.8226162610808387,528.1026800810359,faceWord_exp,1,530.9550627670251,336,3.2148840110758776,527.1021250609774,526.4087344589643,22,12,1,avalanche
image_stim_p.png,0.693758913083002,pos,b,5,180,22,51,female,540.8684857819462,Monday,8.47,540.164864619961,0.7036211619852111,42,31,0.8412029399769381,538.1358773210086,faceWord_exp,1,541.006067559938,336,-3.1501939707833047,537.135295841028,536.441536927945,21,11,1,happy
image_stim_p.png,0.6946694710059091,neu,b,5,180,22,52,female,550.8849387699738,Monday,5.89,550.1958354179515,0.6891033520223573,42,41,0.810160972061567,548.1690813399618,faceWord_exp,1,551.005996390013,336,-0.8050043475134195,547.1694521210156,546.4747826500097,21,13,1,famous
image_stim_p.png,0.6922581950202584,pos,b,5,336,22,53,female,563.518103459035,Monday,7.13,562.8185179500142,0.6995855090208352,42,31,0.8377476279856637,558.1856185629731,faceWord_exp,1,563.6562655779999,180,-1.5151286486205269,557.1860195100307,556.4937613150105,21,11,1,lake
image_stim_n.png,0.6937645070720464,neu,y,5,336,22,54,female,573.5514106969349,Monday,5.05,572.8475995400222,0.7038111569127068,42,42,0.9073590389452875,568.2197649209993,faceWord_exp,1,573.7549585789675,180,0.3759356543037889,567.2181205740198,566.5243560669478,22,13,1,fence
image_stim_p.png,0.6934556040214375,pos,b,5,336,22,55,female,583.5844787509413,Monday,7.05,582.8809409929672,0.703537757974118,42,31,0.973131131962873,578.2520075850189,faceWord_exp,1,583.8540721249301,180,-2.146343780688921,577.2514619380236,576.5580063340021,21,11,1,lemonade
image_stim_n.png,0.6939253589371219,neg,y,5,180,22,56,female,591.0179473250173,Monday,3.32,590.3139641470043,0.7039831780130044,42,32,0.6915809919591993,588.2852134909481,faceWord_exp,1,591.0055451389635,336,2.3815246085651838,587.2846311859321,586.590705826995,22,12,1,bribe
image_stim_p.png,0.6938010320300236,neu,b,5,336,22,57,female,603.6841814039508,Monday,5.41,602.947269293014,0.736912110936828,42,41,0.7071486900094897,598.3183962589828,faceWord_exp,1,603.6544179830234,180,0.26215401176465297,597.317855144036,596.624054112006,21,13,1,school
image_stim_n.png,0.6935387990670279,neg,y,5,180,22,58,female,611.6351899349829,Monday,4.23,610.6667767829495,0.9684131520334631,42,32,1.173180932062678,608.3848942059558,faceWord_exp,1,611.8399577150121,336,1.7036686386059527,607.3843956720084,606.6908568729414,22,12,1,jury
image_stim_p.png,1.0768281819764525,pos,b,5,180,22,59,female,623.2672924590297,Monday,6.37,622.5637955439743,0.7034969150554389,42,31,0.5411928250687197,620.4676538789645,faceWord_exp,1,623.104988369043,336,-1.8465637543339983,619.2361808499554,618.159352667979,21,11,1,wealthy
image_stim_p.png,1.0344024139922112,pos,b,5,336,22,60,female,637.4166835199576,Monday,7.0,636.7169679449871,0.6997155749704689,42,31,0.7387369059724733,632.0345956219826,faceWord_exp,1,637.4557048509596,180,-2.1296901000704778,630.670313508017,629.6359110940248,21,11,1,zoo
