onset_img,age,offset_img,key_t,word_trigger,rt,scan day,delay_frames_after,duration_frames,gender,delay_frames_before,word,response,no,correct_resp,word_score_pc,img_trigger,word_label,duration_measured_img,pause_trigger_t,pause_trigger,img,word_score_warriner,ID,offset_word,onset_word,duration_measured_word,condition,session
4.772005700040609,20,5.448699300002772,5.965434400015511,12,1.193428699974902,Tuesday,336,42,female,180,policeman,y,1,1,0.397042668763988,22,neg,0.6766935999621637,2.70023170002969,32,image_stim_n.png,4.21,Maria,1.6994443000294268,1.0092332999920473,0.6902110000373796,faceWord_exp,1
14.823242200014647,20,15.497938700020313,15.845976300013717,11,1.0227340999990702,Tuesday,336,42,female,180,woman,b,2,1,-1.7483058493195842,21,pos,0.6746965000056662,12.746916300035082,31,image_stim_p.png,7.09,Maria,11.746678800031077,11.05165840004338,0.6950203999876976,faceWord_exp,1
24.828191100037657,20,25.51056610001251,26.077509700029623,12,1.249318599991966,Tuesday,336,42,female,180,hospital,y,3,1,2.561630339716405,22,neg,0.6823749999748543,22.794161600002553,32,image_stim_n.png,3.52,Maria,21.794633799989242,21.104014999989886,0.6906187999993563,faceWord_exp,1
37.510568400030024,20,38.190290400001686,38.14151210000273,12,0.630943699972704,Tuesday,180,42,female,336,avalanche,y,4,1,3.2148840110758776,22,neg,0.6797219999716617,32.80877070000861,32,image_stim_n.png,4.0,Maria,31.808887400024105,31.11814770003548,0.6907396999886259,faceWord_exp,1
47.50716520001879,20,48.18805270001758,47.93829520000145,13,0.4311299999826588,Tuesday,180,42,female,336,fiddle,y,5,1,-1.0601571884744718,22,neu,0.6808874999987893,42.88923420000356,42,image_stim_n.png,5.05,Maria,41.88960530003533,41.195453400025144,0.6941519000101835,faceWord_exp,1
54.91087950003566,20,55.586245400016196,55.57010900002206,13,0.6592294999863952,Tuesday,336,42,female,180,embassy,y,6,1,-0.05916451699915906,22,neu,0.6753658999805339,52.88781179999933,42,image_stim_n.png,5.3,Maria,51.88733639998827,51.19802270003129,0.6893136999569833,faceWord_exp,1
64.91217220004182,20,65.58395060000475,65.33537250000518,13,0.42320029996335506,Tuesday,336,42,female,180,school,y,7,1,0.26215401176465297,22,neu,0.6717783999629319,62.88513830001466,42,image_stim_n.png,5.41,Maria,61.88427680003224,61.18896739999764,0.6953094000346027,faceWord_exp,1
74.90995400003158,20,75.58159549999982,75.36583419999806,13,0.45588019996648654,Tuesday,336,42,female,180,noun,y,8,1,0.11872473318936595,22,neu,0.6716414999682456,72.88234310003463,42,image_stim_n.png,5.22,Maria,71.88236270000925,71.18781740003033,0.6945452999789268,faceWord_exp,1
84.90549850004027,20,85.5794087999966,85.36335480003618,13,0.4578562999959104,Tuesday,336,42,female,180,whale,y,9,1,-0.8455595735963974,22,neu,0.6739102999563329,82.87987639999483,42,image_stim_n.png,5.81,Maria,81.88005640002666,81.1854042999912,0.6946521000354551,faceWord_exp,1
97.58692100003827,20,98.25913010002114,97.95975119998911,11,0.3728301999508403,Tuesday,180,42,female,336,zoo,y,10,0,-2.1296901000704778,21,pos,0.6722090999828652,92.87831450003432,31,image_stim_p.png,7.0,Maria,91.87707350001438,91.18578330002492,0.691290199989453,faceWord_exp,1
