no,ID,condition,img,word_score_pc,onset_img,duration_frames,pause_trigger,session,word_label,gender,pause_trigger_t,duration_measured_img,correct_resp,word_score_warriner,img_trigger,delay_frames_before,onset_word,offset_img,response,delay_frames_after,duration_measured_word,scan day,word_trigger,rt,offset_word,key_t,word,age
44,KKF,faceWord_exp,image_stim_p.png,-1.6859102219357711,435.78305097999873,42,31,4,pos,female,433.7538814489999,0.7040775120003673,1,6.42,21,180,432.05981971799883,436.4871284919991,b,336,0.6939138980014832,Monday,11,0.307037439000851,432.7537336160003,436.0900884189996,truce,21
45,KKF,faceWord_exp,image_stim_p.png,-2.066768843681998,445.8123710259988,42,31,4,pos,female,443.78747804999875,0.6913427650015365,1,7.27,21,180,442.09262872100044,446.50371379100034,b,336,0.6941431579998607,Monday,11,0.5120923700014828,442.7867718790003,446.3244633960003,honey,21
46,KKF,faceWord_exp,image_stim_n.png,2.7422742606943906,458.4302463799995,42,32,4,neg,female,453.80299238299995,0.6894830410001305,1,4.0,22,336,452.1075545659987,459.11972942099965,y,180,0.6962218530006794,Monday,12,0.3264538380008162,452.8037764189994,458.75670021800033,fallacy,21
47,KKF,faceWord_exp,image_stim_n.png,2.0765857872261098,468.44658604100005,42,32,4,neg,female,463.8206004120002,0.6890308239999285,1,3.52,22,336,462.12428066899884,469.135616865,y,180,0.695612206000078,Monday,12,0.42526672199892346,462.8198928749989,468.87185276299897,court,21
48,KKF,faceWord_exp,image_stim_p.png,0.3545861367636661,475.86344028999883,42,41,4,neu,female,473.83685090200015,0.6890412150005432,1,5.09,21,180,472.1393206239991,476.5524815049994,b,336,0.6971168960008072,Monday,13,0.49348817999998573,472.8364375199999,476.3569284699988,put,21
49,KKF,faceWord_exp,image_stim_n.png,-0.9453395472380092,488.47983265699986,42,42,4,neu,female,483.85361327099963,0.6899781680003798,0,5.91,22,336,482.15669650999916,489.16981082500024,b,180,0.6962866260000737,Monday,13,0.24232154299897957,482.85298313599924,488.72215419999884,team,21
50,KKF,faceWord_exp,image_stim_p.png,0.4398740830446768,498.49632810500043,42,41,4,neu,female,493.87008231300024,0.6894521399990481,1,5.89,21,336,492.17246919399986,499.1857802449995,b,180,0.6967709029995603,Monday,13,0.41006233299958694,492.8692400969994,498.906390438,hall,21
51,KKF,faceWord_exp,image_stim_n.png,-0.6996261236875504,505.9124229810004,42,42,4,neu,female,503.88631269100006,0.690229019999606,1,5.67,22,180,502.1899343589994,506.602652001,y,336,0.6951565170002141,Monday,13,0.4934865279992664,502.8850908759996,506.4059095089997,bell,21
52,KKF,faceWord_exp,image_stim_n.png,4.5355840269859025,518.5327658909991,42,32,4,neg,female,513.90304019,0.7032238960000541,1,2.53,22,336,512.2099929729993,519.2359897869992,y,180,0.6930550930010213,Monday,12,0.2893017050009803,512.9030480660003,518.8220675960001,torment,21
53,KKF,faceWord_exp,image_stim_n.png,-0.5273916336755435,528.5625009569994,42,42,4,neu,female,523.935964156999,0.6898778979993949,0,5.83,22,336,522.2402315759991,529.2523788549988,b,180,0.6956893879996642,Monday,13,0.39200774100027047,522.9359209639988,528.9545086979997,scientist,21
54,KKF,faceWord_exp,image_stim_p.png,-1.2094761189992442,538.5790382750001,42,31,4,pos,female,533.9527362339995,0.690064373999121,1,6.73,21,336,532.2571110400004,539.2691026489993,b,180,0.6953616020000482,Monday,11,0.49281572200015944,532.9524726420004,539.0718539970003,parent,21
55,KKF,faceWord_exp,image_stim_p.png,-2.93465986085152,548.5950277979991,42,31,4,pos,female,543.969324968999,0.690542248001293,1,6.84,21,336,542.2734153210004,549.2855700460004,b,180,0.6953213739998318,Monday,11,0.3437450159999571,542.9687366950002,548.9387728139991,festival,21
56,KKF,faceWord_exp,image_stim_p.png,-2.303583541830637,558.6119209799999,42,31,4,pos,female,553.9857773509993,0.6903281459999562,1,6.68,21,336,552.289799188,559.3022491259999,b,180,0.6955584610004735,Monday,11,0.29294506599944725,552.9853576490004,558.9048660459994,wonder,21
57,KKF,faceWord_exp,image_stim_n.png,-0.3663992490442602,568.6279991069987,42,32,4,neg,female,564.0019320009997,0.6910983160014439,1,3.36,22,336,562.3055187640002,569.3190974230001,y,180,0.696784874999139,Monday,12,0.39368255300178134,563.0023036389994,569.0216816600005,expensive,21
58,KKF,faceWord_exp,image_stim_n.png,-0.7774272008663468,578.6454411359991,42,42,4,neu,female,574.0191185919994,0.6896336059999157,1,5.43,22,336,572.3229420009993,579.335074741999,y,180,0.6958313800005271,Monday,13,0.4585421200008568,573.0187733809998,579.103983256,theme,21
59,KKF,faceWord_exp,image_stim_p.png,-1.2316584124512135,588.6642280220003,42,31,4,pos,female,584.0357302609991,0.7043032269994001,1,6.35,21,336,582.3418963000004,589.3685312489997,b,180,0.6931718749983702,Monday,11,0.3737924399993062,583.0350681749987,589.0380204619996,banjo,21
60,KKF,faceWord_exp,image_stim_p.png,-0.05436507667908295,598.6945196500001,42,41,4,neu,female,594.0685331749992,0.6904051019992039,1,5.59,21,336,592.372728368,599.3849247519993,b,180,0.6951705889987352,Monday,13,0.558760040999914,593.0678989569988,599.253279691,mouth,21
