duration_measured_word,pause_trigger_t,offset_img,scan day,onset_img,word_label,condition,img,age,gender,rt,correct_resp,ID,response,delay_frames_before,key_t,delay_frames_after,no,offset_word,duration_frames,pause_trigger,word_trigger,word,session,img_trigger,word_score_pc,onset_word,word_score_warriner,duration_measured_img
0.7030162770533934,2.7191605290863663,8.123453813022934,Monday,7.411535002058372,neg,faceWord_exp,image_stim_n.png,22,male,0.6488240959588438,1,orm,y,336,8.060359098017216,180,1,1.7177826120750979,42,32,12,office,2,22,0.6502198887451732,1.0147663350217044,4.54,0.711918810964562
0.6922149859601632,12.82423348503653,15.539944368996657,Monday,14.850753716076724,pos,faceWord_exp,image_stim_p.png,22,male,0.39209387090522796,1,orm,b,180,15.242847586981952,336,2,11.823302733013406,42,31,11,summer,2,21,-1.7608811602119443,11.131087747053243,7.5,0.6891906529199332
0.69387211301364,22.84066786605399,28.156796485069208,Monday,27.466901606996544,neu,faceWord_exp,image_stim_n.png,22,male,0.6262437889818102,1,orm,y,336,28.093145395978354,180,3,21.840434471028857,42,42,13,nose,2,22,-0.049892793833906636,21.146562358015217,5.5,0.6898948780726641
0.6910012600710616,32.85730711603537,38.18997397099156,Monday,37.48438989906572,neu,faceWord_exp,image_stim_n.png,22,male,0.5751285179285333,1,orm,y,336,38.05951841699425,180,4,31.856621463084593,42,42,13,asparagus,2,22,-0.34443889393116306,31.165620203013532,5.43,0.7055840719258413
0.6941130879567936,42.8900043850299,45.606542407069355,Monday,44.91578717902303,pos,faceWord_exp,image_stim_p.png,22,male,0.49274763104040176,1,orm,b,180,45.40853481006343,336,5,41.890158178983256,42,31,11,barbecue,2,21,-2.5746228757417584,41.19604509102646,7.1,0.6907552280463278
0.6941532080527395,52.90693775098771,55.622843545046635,Monday,54.93222084001172,neu,faceWord_exp,image_stim_n.png,22,male,0.5436492620501667,1,orm,y,180,55.47587010206189,336,6,51.9066548490664,42,42,13,street,2,22,0.3228926581020319,51.21250164101366,5.07,0.6906227050349116
0.6923226049402729,62.922633877024055,65.63958695204929,Monday,64.94976930099074,pos,faceWord_exp,image_stim_p.png,22,male,0.49283785303123295,1,orm,b,180,65.44260715402197,336,7,61.922130919992924,42,31,11,knowledge,2,21,-1.6425048482978826,61.22980831505265,7.28,0.6898176510585472
0.6955620989901945,72.94047557900194,75.65637630701531,Monday,74.96655369806103,neg,faceWord_exp,image_stim_n.png,22,male,0.3755563449813053,1,orm,y,180,75.34211004304234,336,8,71.94002795801498,42,32,12,stone,2,22,0.5494484707734639,71.24446585902479,4.81,0.6898226089542732
0.6956175419036299,82.95644542598166,85.6724471510388,Monday,84.98165242699906,neu,faceWord_exp,image_stim_n.png,22,male,0.4939025330822915,0,orm,b,180,85.47555496008135,336,9,81.95583904499654,42,42,13,scissors,2,22,0.4272037094573085,81.26022150309291,5.03,0.6907947240397334
0.6927935959538445,92.97325197898317,98.30579301598482,Monday,97.60022283601575,neu,faceWord_exp,image_stim_n.png,22,male,0.5083604720421135,0,orm,b,336,98.10858330805786,180,10,91.97282249398995,42,42,13,whole,2,22,0.10630403813009667,91.28002889803611,5.86,0.7055701799690723
0.6934464629739523,103.00660378206521,105.7224189590197,Monday,105.03146296006162,pos,faceWord_exp,image_stim_p.png,22,male,0.6427289139246568,0,orm,y,180,105.67419187398627,336,11,102.00597895600367,42,31,11,vacation,2,21,-3.1565376907491283,101.31253249302972,8.53,0.6909559989580885
0.6957440039841458,113.0229799170047,115.73795953707304,Monday,115.04791461408604,neg,faceWord_exp,image_stim_n.png,22,male,0.6105035259388387,1,orm,y,180,115.65841814002488,336,12,112.02219809300732,42,32,12,hoe,2,22,0.2623575316864496,111.32645408902317,4.8,0.6900449229869992
0.6956182610010728,123.03922775399406,128.3554638189962,Monday,127.66453063406516,neg,faceWord_exp,image_stim_n.png,22,male,0.4103802749887109,1,orm,y,336,128.07491090905387,180,13,122.03893269703258,42,32,12,problem,2,22,4.02985566434138,121.3433144360315,3.52,0.6909331849310547
1.0646512979874387,133.58905935508665,138.90532653906848,Monday,138.21469761698972,neu,faceWord_exp,image_stim_p.png,22,male,0.6425248270388693,1,orm,b,336,138.8572224440286,180,14,132.5277442720253,42,41,13,monkey,2,21,-0.6680004122251881,131.46309297403786,5.82,0.6906289220787585
0.6955600229557604,143.60587362898514,146.32184197101742,Monday,145.6311234299792,neg,faceWord_exp,image_stim_n.png,22,male,0.6934534260071814,1,orm,y,180,146.32457685598638,336,15,142.60524440999143,42,32,12,clang,2,22,1.472290472628449,141.90968438703567,4.1,0.6907185410382226
0.692438205005601,153.62224087608047,158.955041501089,Monday,158.2496816579951,pos,faceWord_exp,image_stim_p.png,22,male,0.5746524760033935,1,orm,b,336,158.8243341339985,180,16,152.62197062605992,42,31,11,spaghetti,2,21,-1.7539828459428422,151.92953242105432,6.91,0.7053598430939019
0.6959015099564567,163.6556222870713,168.97152045799885,Monday,168.28013229102362,neg,faceWord_exp,image_stim_n.png,22,male,0.3274966470198706,1,orm,y,336,168.6076289380435,180,17,162.6550377929816,42,32,12,angry,2,22,3.4296451702105397,161.95913628302515,2.53,0.69138816697523
0.6952999810455367,173.67214743304066,178.98828920803498,Monday,178.29758434498217,neg,faceWord_exp,image_stim_n.png,22,male,0.6431408140342683,1,orm,y,336,178.94072515901644,180,18,172.67153718008194,42,32,12,ricochet,2,22,1.0482300490198866,171.9762371990364,4.75,0.6907048630528152
0.6962614790536463,183.6881741520483,189.00465700903442,Monday,188.31417722906917,pos,faceWord_exp,image_stim_p.png,22,male,0.5592435779981315,1,orm,b,336,188.8734208070673,180,19,182.6882523400709,42,31,11,luck,2,21,-2.2291915044129413,181.99199086101726,6.73,0.6904797799652442
0.6934574480401352,193.7048124470748,196.42121502605733,Monday,195.7303107510088,neg,faceWord_exp,image_stim_n.png,22,male,0.5435192410368472,1,orm,y,180,196.27382999204565,336,20,192.70457390707452,42,32,12,perjury,2,22,3.222893544100452,192.01111645903438,2.95,0.6909042750485241
0.6961312989005819,203.7217552070506,206.4377148890635,Monday,205.74697560700588,pos,faceWord_exp,image_stim_p.png,22,male,0.42609526100568473,1,orm,b,180,206.17307086801156,336,21,202.7212754819775,42,31,11,day,2,21,-1.2502658664257256,202.02514418307692,6.36,0.6907392820576206
