duration_measured_word,pause_trigger_t,offset_img,scan day,onset_img,word_label,condition,img,age,gender,rt,correct_resp,ID,response,delay_frames_before,key_t,delay_frames_after,no,offset_word,duration_frames,pause_trigger,word_trigger,word,session,img_trigger,word_score_pc,onset_word,word_score_warriner,duration_measured_img
0.6953625530004501,213.7381024970673,216.4542708150111,Monday,215.76409213407896,neg,faceWord_exp,image_stim_n.png,22,male,0.2758845059433952,1,orm,y,180,216.03997664002236,336,22,212.73777971498203,42,32,12,terrorist,2,22,4.537930167489568,212.04241716198158,2.35,0.6901786809321493
0.6930752010084689,223.75449939607643,229.08740804507397,Monday,228.38240851799492,pos,faceWord_exp,image_stim_p.png,22,male,0.42443619400728494,1,orm,b,336,228.8068447120022,180,23,222.75416159105953,42,31,11,fireworks,2,21,-1.926056195769395,222.06108639005106,6.8,0.7049995270790532
0.69425283302553,233.78794951806776,236.5039894450456,Monday,235.81319804198574,neg,faceWord_exp,image_stim_n.png,22,male,0.5263980260351673,1,orm,y,180,236.3395960680209,336,24,232.7870586240897,42,32,12,axe,2,22,0.7321109855355353,232.09280579106417,3.48,0.6907914030598477
0.6953138260869309,243.80449282203335,249.11968605301809,Monday,248.42927517101634,pos,faceWord_exp,image_stim_p.png,22,male,0.4268942070193589,1,orm,b,336,248.8561693780357,180,25,242.80408199608792,42,31,11,mercy,2,21,-1.0752281295040744,242.10876817000099,6.4,0.6904108820017427
0.6961495290743187,253.82096090901177,256.5371579020284,Monday,255.84644006798044,neu,faceWord_exp,image_stim_p.png,22,male,0.5599681590683758,1,orm,b,180,256.4064082270488,336,26,252.82062184705865,42,41,13,camel,2,21,0.0657349158769076,252.12447231798433,5.29,0.6907178340479732
0.6963638609740883,263.83762012503576,266.5535996120889,Monday,265.8622831160901,neg,faceWord_exp,image_stim_n.png,22,male,0.5104296089848503,1,orm,y,180,266.37271272507496,336,27,262.8371712550288,42,32,12,excuse,2,22,2.373388118792564,262.1408073940547,4.52,0.6913164959987625
0.6947839469648898,273.85421547607984,279.16967544308864,Monday,278.47927336301655,neu,faceWord_exp,image_stim_n.png,22,male,0.52551772701554,1,orm,y,336,279.0047910900321,180,28,272.8529690949945,42,42,13,business,2,22,-0.06058349899147484,272.1581851480296,5.48,0.69040208007209
0.6956811350537464,283.870681031025,286.5866208120715,Monday,285.895375680062,neg,faceWord_exp,image_stim_n.png,22,male,0.5775700099766254,1,orm,y,180,286.4729456900386,336,29,282.8701986280503,42,32,12,cough,2,22,2.483224745184551,282.17451749299653,3.57,0.6912451320094988
0.6942168530076742,293.8867958430201,299.21987126301974,Monday,298.5142380230827,neg,faceWord_exp,image_stim_n.png,22,male,0.5583018499892205,1,orm,y,336,299.07253987307195,180,30,292.8867310900241,42,32,12,jaw,2,22,0.16339675594021513,292.19251423701644,4.41,0.7056332399370149
0.6953180760610849,303.9203584709903,309.23663746903185,Monday,308.54561719007324,neu,faceWord_exp,image_stim_p.png,22,male,0.40916434093378484,1,orm,b,336,308.95478153100703,180,31,302.9199630940566,42,41,13,winter,2,21,0.3495373155897487,302.2246450179955,5.5,0.6910202789586037
0.696589072002098,313.93628679506946,316.65289975504857,Monday,315.96155001199804,neu,faceWord_exp,image_stim_n.png,22,male,0.5434216110734269,1,orm,y,180,316.50497162307147,336,32,312.9364443049999,42,42,13,store,2,22,-0.8400509032218062,312.2398552329978,5.94,0.6913497430505231
0.6954389059683308,323.9532395720016,329.269432257046,Monday,328.57924499106593,neu,faceWord_exp,image_stim_p.png,22,male,0.359102597925812,1,orm,b,336,328.93834758899175,180,33,322.95299854304176,42,41,13,toaster,2,21,-0.5451009915059291,322.2575596370734,5.8,0.6901872659800574
0.696279856027104,333.9700179840438,336.6859792370815,Monday,335.9954734070925,neu,faceWord_exp,image_stim_p.png,22,male,0.8426430519903079,0,orm,y,180,336.8381164590828,336,34,332.9694332180079,42,41,13,pan,2,21,0.3296196251321362,332.2731533619808,5.15,0.6905058299889788
0.6954043670557439,343.9864148279885,349.3025071360171,Monday,348.611925629084,neu,faceWord_exp,image_stim_p.png,22,male,0.4100429399404675,1,orm,b,336,349.02196856902447,180,35,342.98602450906765,42,41,13,apartment,2,21,-0.5485436049411244,342.2906201420119,5.72,0.6905815069330856
0.6957744070095941,354.0031844819896,356.7189725569915,Monday,356.0275998330908,neu,faceWord_exp,image_stim_p.png,22,male,0.6101121949031949,1,orm,b,180,356.637712027994,336,36,353.0026348250685,42,41,13,speech,2,21,-0.18776275500974607,352.30686041805893,5.62,0.691372723900713
0.6965364599600434,364.01929235004354,369.3352462820476,Monday,368.64521261898335,pos,faceWord_exp,image_stim_p.png,22,male,0.4914416950196028,1,orm,b,336,369.13665431400295,180,37,363.0191806909861,42,31,11,tree,2,21,-1.3695211950901562,362.32264423102606,7.59,0.6900336630642414
0.6931765850167722,374.03554909001105,379.3692173480522,Monday,378.66418597404845,neu,faceWord_exp,image_stim_p.png,22,male,0.6239387430250645,1,orm,b,336,379.2881247170735,180,38,373.03568985906895,42,41,13,attribute,2,21,-0.32263149533554664,372.3425132740522,5.67,0.7050313740037382
0.6950973969651386,384.0692279380746,389.38549305906054,Monday,388.6943588569993,pos,faceWord_exp,image_stim_p.png,22,male,0.3269413000671193,1,orm,b,336,389.02130015706643,180,39,383.06863285799045,42,31,11,optimism,2,21,-2.7563434535584275,382.3735354610253,7.21,0.691134202061221
0.6957896910607815,394.08553589705843,399.40199179400224,Monday,398.71111428109,neu,faceWord_exp,image_stim_n.png,22,male,0.35989694099407643,0,orm,b,336,399.07101122208405,180,40,393.0853457270423,42,42,13,power,2,22,-0.02119054453060663,392.3895560359815,5.97,0.690877512912266
0.6965196969686076,404.10182530106977,406.81862698309124,Monday,406.12668403901625,neg,faceWord_exp,image_stim_n.png,22,male,0.6441182780545205,1,orm,y,180,406.7708023170708,336,41,403.1019201070303,42,32,12,van,2,22,-0.14866519221167074,402.4054004100617,4.43,0.6919429440749809
0.6946355589898303,414.11880926799495,419.43511633505113,Monday,418.7437249950599,neu,faceWord_exp,image_stim_n.png,22,male,0.4604958100244403,1,orm,y,336,419.20422080508433,180,42,413.11740838503465,42,42,13,highway,2,22,0.650019808676411,412.4227728260448,5.19,0.6913913399912417
0.6960900130216032,424.1355362170143,429.45163456897717,Monday,428.76059009798337,neg,faceWord_exp,image_stim_n.png,22,male,0.5596441070083529,1,orm,y,336,429.3202342049917,180,43,423.1348069780506,42,32,12,plea,2,22,2.166481281776448,422.438716965029,4.35,0.691044470993802
0.6955995049793273,434.1513006440364,439.467586594983,Monday,438.7767910970142,neg,faceWord_exp,image_stim_n.png,22,male,0.47688957198988646,1,orm,y,336,439.2536806690041,180,44,433.1513563040644,42,32,12,tired,2,22,2.351878020671037,432.45575679908507,4.29,0.6907954979687929
0.6936994179850444,444.16836294706445,449.5011054390343,Monday,448.7956945480546,neg,faceWord_exp,image_stim_n.png,22,male,0.6242313940310851,1,orm,y,336,449.4199259420857,180,45,443.16790572705213,42,32,12,landslide,2,22,3.561717315569441,442.4742063090671,4.76,0.7054108909796923
0.6953809540718794,454.2018218630692,456.9179859000724,Monday,456.22649392904714,neg,faceWord_exp,image_stim_n.png,22,male,0.8095629200106487,1,orm,y,180,457.0360568490578,336,46,453.20143038907554,42,32,12,heavy,2,22,1.3393636650983416,452.50604943500366,4.78,0.6914919710252434
0.695810828008689,464.21805344102904,469.53412977803964,Monday,468.8435588700231,neu,faceWord_exp,image_stim_p.png,22,male,0.6089164270088077,1,orm,b,336,469.4524752970319,180,47,463.21753465908114,42,41,13,verb,2,21,0.17918122123944408,462.52172383107245,5.27,0.6905709080165252
0.6958011318929493,474.23457934707403,479.5509039880708,Monday,478.8604689560598,pos,faceWord_exp,image_stim_p.png,22,male,0.4929139530286193,1,orm,b,336,479.3533829090884,180,48,473.23434974998236,42,31,11,sailboat,2,21,-1.5621536719325724,472.5385486180894,6.81,0.6904350320110098
0.6959511929890141,484.25110793998465,486.9676904140506,Monday,486.27590038103517,pos,faceWord_exp,image_stim_p.png,22,male,0.5425995440455154,1,orm,b,180,486.8184999250807,336,49,483.25088045198936,42,31,11,restaurant,2,21,-2.0702836690965865,482.55492925900035,6.95,0.6917900330154225
0.6957022619899362,494.2678226220887,496.98403926799074,Monday,496.2915884220274,neu,faceWord_exp,image_stim_n.png,22,male,0.5606732430169359,1,orm,y,180,496.85226166504435,336,50,493.26749536802527,42,42,13,theory,2,22,0.1106807997481866,492.57179310603533,5.65,0.6924508459633216
0.6958413480315357,504.2843023430323,509.6005169090349,Monday,508.90980231703725,neg,faceWord_exp,image_stim_n.png,22,male,0.6598255819408223,1,orm,y,336,509.56962789897807,180,51,503.28371196903754,42,32,12,lab,2,22,0.2032181950076048,502.587870621006,4.57,0.6907145919976756
0.6926904190331697,514.3002875110833,519.6338107240153,Monday,518.9284710810753,neu,faceWord_exp,image_stim_n.png,22,male,0.5409974500071257,1,orm,y,336,519.4694685310824,180,52,513.2999114820268,42,42,13,eggplant,2,22,-0.09980687036967174,512.6072210629936,5.55,0.7053396429400891
0.6958877149736509,524.3338771070121,529.6499835019931,Monday,528.9575410730904,pos,faceWord_exp,image_stim_p.png,22,male,0.4947704649530351,1,orm,b,336,529.4523115380434,180,53,523.3336421659915,42,31,11,artist,2,21,-1.2978987804410356,522.6377544510178,6.76,0.6924424289027229
0.6958954849978909,534.3504704090301,537.0664036800154,Monday,536.3753307660809,pos,faceWord_exp,image_stim_p.png,22,male,0.5591600979678333,1,orm,b,180,536.9344908640487,336,54,533.3501888089813,42,31,11,piano,2,21,-1.7947555393350414,532.6542933239834,6.4,0.6910729139344767
0.6958227320574224,544.3661562210182,549.6830549960723,Monday,548.9918122780509,pos,faceWord_exp,image_stim_p.png,22,male,0.4940910879522562,1,orm,b,336,549.4859033660032,180,55,543.3664770710748,42,31,11,joke,2,21,-1.8879163634684628,542.6706543390173,7.88,0.6912427180213854
0.6958141890354455,554.383267496014,559.6997956970008,Monday,559.0088794250041,pos,faceWord_exp,image_stim_p.png,22,male,0.4096500800224021,1,orm,b,336,559.4185295050265,180,56,553.3830295520602,42,31,11,musical,2,21,-1.3503642789447028,552.6872153630247,7.68,0.6909162719966844
0.6957006099401042,564.3996797830332,569.7161906610709,Monday,569.0259078260278,pos,faceWord_exp,image_stim_p.png,22,male,0.5931868980405852,1,orm,b,336,569.6190947240684,180,57,563.3996406149818,42,31,11,embrace,2,21,-2.461915733068042,562.7039400050417,7.0,0.6902828350430354
0.6956103639677167,574.4165610390482,577.1327099580085,Monday,576.4424723070115,pos,faceWord_exp,image_stim_p.png,22,male,0.5095049520023167,1,orm,b,180,576.9519772590138,336,58,573.41626326798,42,31,11,carnival,2,21,-2.4114282062334524,572.7206529040122,6.48,0.6902376509970054
0.6940509229898453,584.4331005960703,589.7658059250098,Monday,589.0607596000191,neg,faceWord_exp,image_stim_n.png,22,male,0.44094909098930657,1,orm,y,336,589.5017086910084,180,59,583.432802965981,42,32,12,sick,2,22,3.4738609063027237,582.7387520429911,2.29,0.7050463249906898
0.6958328849868849,594.4660144270165,597.1825574199902,Monday,596.4914920370793,pos,faceWord_exp,image_stim_p.png,22,male,0.5602508049923927,1,orm,b,180,597.0517428420717,336,60,593.4657176720211,42,31,11,chicken,2,21,-1.3205598447631597,592.7698847870342,6.17,0.6910653829108924
