word_score_pc,duration_measured_word,offset_img,pause_trigger,response,key_t,delay_frames_before,ID,onset_word,age,delay_frames_after,gender,duration_measured_img,onset_img,session,scan day,word_trigger,no,word_label,condition,duration_frames,pause_trigger_t,img,img_trigger,rt,word_score_warriner,correct_resp,offset_word,word
2.6978270877422883,0.6867092999746092,410.67273049999494,32,,,180,B12,404.4905937000294,22,336,male,0.7512083000037819,409.92152219999116,4,Monday,12,28,neg,faceWord_exp,24,406.68991590000223,image_stim_n.png,22,,3.02,,405.17730300000403,scream
-0.29144085929118746,0.5927929999888875,429.5547177999979,41,b,430.75436640001135,336,B12,419.4014634999912,22,180,male,0.6228827000013553,428.93183509999653,4,Monday,13,29,neu,faceWord_exp,24,421.5894199000322,image_stim_p.png,21,1.8225313000148162,5.9,1,419.9942564999801,hand
4.5355840269859025,0.597111799987033,440.3375707999803,32,y,441.2865285000298,180,B12,434.06826269999146,22,336,male,0.6236617999966256,439.7139089999837,4,Monday,12,30,neg,faceWord_exp,24,436.3706242000335,image_stim_n.png,22,1.5726195000461303,2.53,1,434.6653744999785,torment
-0.9453395472380092,0.7731697999988683,455.47400069999276,42,b,456.97225230000913,180,B12,448.9624799999874,22,336,male,0.629897799983155,454.8441029000096,4,Monday,13,31,neu,faceWord_exp,24,451.2971724999952,image_stim_n.png,22,2.128149399999529,5.91,0,449.7356497999863,team
-0.9031069202434168,0.6185795999481343,474.71999640000286,41,b,475.0217924999888,336,B12,464.4085090000299,22,180,male,0.6209808000130579,474.0990155999898,4,Monday,13,32,neu,faceWord_exp,24,466.5345457000076,image_stim_p.png,21,0.9227768999990076,5.84,1,465.027088599978,boy
2.0765857872261098,0.5916319999960251,485.5030212000129,32,y,486.6580382999964,180,B12,479.61753430002136,22,336,male,0.6176295999903232,484.88539160002256,4,Monday,12,33,neg,faceWord_exp,24,481.72591039998224,image_stim_n.png,22,1.7726466999738477,3.52,1,480.2091663000174,court
-2.411716547027706,0.5964912000345066,500.70479909999995,31,b,501.1007467000163,180,B12,494.7129400999984,22,336,male,0.6182198000024073,500.08657929999754,4,Monday,11,34,pos,faceWord_exp,24,496.826821500028,image_stim_p.png,21,1.0141674000187777,7.3,1,495.3094313000329,flower
0.060511318752979076,0.6510632000281475,519.2022666999837,32,y,519.9051334999967,336,B12,509.10842529998627,22,180,male,0.6852269999799319,518.5170397000038,4,Monday,12,35,neg,faceWord_exp,24,511.26057139999466,image_stim_n.png,22,1.3880937999929301,4.83,1,509.7594885000144,pig
-1.301667818567906,0.5898116999887861,534.6013059000252,31,b,535.2026119999937,336,B12,523.9352642000304,22,180,male,0.607062200026121,533.9942436999991,4,Monday,11,36,pos,faceWord_exp,24,526.280954100017,image_stim_p.png,21,1.2083682999946177,6.71,1,524.5250759000191,bicycle
0.37753019343780747,0.7723881999845617,545.8089496000321,41,b,545.9730651000282,180,B12,539.5781738000223,22,336,male,0.6692060000495985,545.1397435999825,4,Monday,13,37,neu,faceWord_exp,24,542.0210572999786,image_stim_p.png,21,0.833321500045713,5.43,1,540.3505620000069,door
0.42679466080263373,0.6137194000184536,564.4230989000062,32,y,565.5847453000024,336,B12,554.5029114999925,22,180,male,0.6436301000067033,563.7794687999994,4,Monday,12,38,neg,faceWord_exp,24,556.6367452000268,image_stim_n.png,22,1.8052765000029467,4.75,1,555.1166309000109,zone
-1.5215329943370883,0.6761883000144735,574.9133114999859,31,b,575.4657013000106,180,B12,569.0070044000167,22,336,male,0.6193233999656513,574.2939881000202,4,Monday,11,39,pos,faceWord_exp,24,571.1991654000012,image_stim_p.png,21,1.1717131999903359,6.52,1,569.6831927000312,bread
-3.0311112754680245,0.6885068000410683,594.3387879999937,31,b,595.5638297999976,336,B12,583.9484515999793,22,180,male,0.6676481000031345,593.6711398999905,4,Monday,11,40,pos,faceWord_exp,24,586.131258199981,image_stim_p.png,21,1.892689900007099,7.75,1,584.6369584000204,peace
-1.3206920491180312,0.6156257999828085,605.5445798999863,31,b,605.6207430000068,180,B12,599.1574981000158,22,336,male,0.7378551999572664,604.806724700029,4,Monday,11,41,pos,faceWord_exp,24,601.4328875999781,image_stim_p.png,21,0.8140182999777608,6.32,1,599.7731238999986,harmonica
1.95458394600482,0.6198747000307776,620.5618432000047,32,y,621.7140282000182,180,B12,614.3381448999862,22,336,male,0.5952107000048272,619.9666324999998,4,Monday,12,42,neg,faceWord_exp,24,616.4710171000334,image_stim_n.png,22,1.7473957000183873,4.03,1,614.958019600017,snake
4.2176174504439885,0.6166619999567047,635.3731784999836,32,y,635.7224020999856,180,B12,628.9711003000266,22,336,male,0.7255726999719627,634.6476058000117,4,Monday,12,43,neg,faceWord_exp,24,631.265335300006,image_stim_n.png,22,1.0747962999739684,2.62,1,629.5877622999833,insult
-2.066768843681998,0.5876443999586627,653.247971499979,31,b,653.3337268999894,180,B12,644.5165072000236,22,336,male,0.9478140999563038,652.3001574000227,4,Monday,11,44,pos,faceWord_exp,24,646.9036522000097,image_stim_p.png,21,1.0335694999666885,7.27,1,645.1041515999823,honey
2.7422742606943906,0.5922335999784991,672.896117700031,32,b,674.9312072999892,336,B12,662.3279909000266,22,180,male,0.6197140000294894,672.2764037000015,4,Monday,12,45,neg,faceWord_exp,24,664.5655714999884,image_stim_n.png,22,2.6548035999876447,4.0,0,662.9202245000051,fallacy
0.7532200949518182,0.6914420999819413,687.8991249999963,32,y,689.4605648000143,336,B12,677.7181653000298,22,180,male,0.6038658000179566,687.2952591999783,4,Monday,12,46,neg,faceWord_exp,24,679.9701042000088,image_stim_n.png,22,2.1653056000359356,4.19,1,678.4096074000117,loan
3.9974740190684885,0.6315789999789558,702.9414350999868,32,,,336,B12,692.8207709999988,22,180,male,0.6777737999800593,702.2636613000068,4,Monday,12,47,neg,faceWord_exp,24,695.0458228000207,image_stim_n.png,22,,2.55,,693.4523499999777,accident
0.3545861367636661,0.5943557000136934,718.848306800006,41,y,719.7476022000192,336,B12,707.9078380999854,22,180,male,0.6208951000007801,718.2274117000052,4,Monday,13,48,neu,faceWord_exp,24,710.385722099978,image_stim_p.png,21,1.520190500013996,5.09,0,708.5021937999991,put
3.4698173961771306,0.5906451999908313,729.7162357000052,32,y,730.8337468000245,180,B12,723.5763730999897,22,336,male,0.6650771999848075,729.0511585000204,4,Monday,12,49,neg,faceWord_exp,24,725.6684747000108,image_stim_n.png,22,1.7825883000041358,3.4,1,724.1670182999806,animosity
0.1872293205875,0.7105985000380315,744.6408660000307,42,y,746.497758499987,180,B12,738.5875567999901,22,336,male,0.5943127000355162,744.0465532999951,4,Monday,13,50,neu,faceWord_exp,24,740.792794500012,image_stim_n.png,22,2.4512051999918185,5.95,1,739.2981553000282,elevator
-0.3663992490442602,0.5902796000009403,759.1237680999911,32,y,760.6438445000094,180,B12,753.110793400032,22,336,male,0.7423768999869935,758.3813912000041,4,Monday,12,51,neg,faceWord_exp,24,755.2750530000194,image_stim_n.png,22,2.2624533000052907,3.36,1,753.7010730000329,expensive
0.19555716741692625,0.6546162000158802,777.9422537999926,32,b,779.4112885000068,336,B12,767.9715636000037,22,180,male,0.6162174000055529,777.3260363999871,4,Monday,12,52,neg,faceWord_exp,24,770.2911222000257,image_stim_n.png,22,2.0852521000197157,4.95,0,768.6261798000196,majority
0.12602488928311428,0.6156401999760419,788.6085840000305,42,y,789.6430099999998,180,B12,782.5161397000193,22,336,male,0.6171508000115864,787.991433200019,4,Monday,13,53,neu,faceWord_exp,24,784.7164937999914,image_stim_n.png,22,1.6515767999808304,5.1,1,783.1317798999953,shoulder
-0.6996261236875504,0.592694399994798,803.3747742000269,41,b,804.9805026000249,180,B12,797.2211726999958,22,336,male,0.6273123000282794,802.7474618999986,4,Monday,13,54,neu,faceWord_exp,24,799.5493309000158,image_stim_p.png,21,2.233040700026322,5.67,1,797.8138670999906,bell
-1.2316584124512135,0.5912976999534294,818.6855700000306,31,,,180,B12,812.6900414000265,22,336,male,0.7289196000201628,817.9566504000104,4,Monday,11,55,pos,faceWord_exp,24,814.7804572000168,image_stim_p.png,21,,6.35,,813.28133909998,banjo
-1.2094761189992442,0.6159163000411354,833.7406910000136,31,,,180,B12,827.663837799977,22,336,male,0.6202421000343747,833.1204488999792,4,Monday,11,56,pos,faceWord_exp,24,829.874370799982,image_stim_p.png,21,,6.73,,828.2797541000182,parent
0.29188517290671034,0.7066632999922149,853.53954540001,42,b,850.3300072000129,336,B12,843.1999104000279,22,180,male,0.6180570999858901,852.9214883000241,4,Monday,13,57,neu,faceWord_exp,24,845.5298561999807,image_stim_n.png,22,-2.5914811000111513,5.89,0,843.9065737000201,guard
0.4395766978022416,0.6999841000069864,868.3728729999857,41,b,869.6421885000309,336,B12,858.0448022999917,22,180,male,0.7491015999694355,867.6237714000163,4,Monday,13,58,neu,faceWord_exp,24,860.3901976000052,image_stim_p.png,21,2.0184171000146307,5.67,1,858.7447863999987,red
3.803034067475641,0.7104911999776959,883.410300699994,32,y,884.2045439999783,336,B12,873.0953718000092,22,180,male,0.6625910999719054,882.7477096000221,4,Monday,12,59,neg,faceWord_exp,24,875.3063377999933,image_stim_n.png,22,1.4568343999562785,2.76,1,873.8058629999869,flood
-0.4880378396985329,0.5875539999688044,898.6211488000117,42,y,899.3700126000331,336,B12,888.5913590000127,22,180,male,0.6171419000020251,898.0040069000097,4,Monday,13,60,neu,faceWord_exp,24,890.7542290000129,image_stim_n.png,22,1.3660057000233792,5.68,1,889.1789129999815,chestnut
