key_t,gender,condition,duration_frames,session,img,duration_measured_img,word_label,delay_frames_before,rt,response,word_score_warriner,ID,word_trigger,word,onset_img,age,word_score_pc,offset_word,scan day,correct_resp,img_trigger,offset_img,no,duration_measured_word,pause_trigger_t,delay_frames_after,pause_trigger,onset_word
2.1504781551193446,female,faceWord_exp,42,3,image_stim_p.png,0.7038194688502699,pos,180,-2.7019257720094174,b,6.75,ssk23,11,agreement,4.852403927128762,21,-1.2126784285084091,1.712756940163672,Monday,1,21,5.556223395979032,1,0.6999174382071942,2.7157826060429215,336,31,1.0128395019564778
11.976752432994545,female,faceWord_exp,42,3,image_stim_p.png,0.7002916410565376,pos,336,-5.546621534973383,b,8.21,ssk23,11,joy,17.523373967967927,21,-3.230607919269787,11.873580923071131,Monday,1,21,18.223665609024465,2,0.6953662030864507,12.876915598055348,180,31,11.17821471998468
22.170451353071257,female,faceWord_exp,42,3,image_stim_n.png,0.7003884429577738,neg,336,-5.413313576951623,y,4.95,ssk23,12,debate,27.58376493002288,21,1.239138220826116,21.933531180024147,Monday,1,22,28.284153372980654,3,0.6947824580129236,22.936240073060617,180,32,21.238748722011223
32.73131560604088,female,faceWord_exp,42,3,image_stim_n.png,0.6896347480360419,neg,180,-2.2993852959480137,y,4.59,ssk23,12,volcano,35.030700901988894,21,2.1987551193617842,31.99310109205544,Monday,1,22,35.720335650024936,4,0.69113494688645,32.99689281312749,336,32,31.30196614516899
42.08975910907611,female,faceWord_exp,42,3,image_stim_n.png,0.6910321959294379,neg,180,-2.9827398769557476,b,3.95,ssk23,12,dusty,45.07249898603186,21,1.8802224749820768,42.03729928703979,Monday,0,22,45.7635311819613,5,0.6958264100831002,43.039979823166505,336,32,41.341472876956686
52.26662191003561,female,faceWord_exp,42,3,image_stim_n.png,0.7026625329162925,neu,336,-5.461760475067422,y,5.55,ssk23,13,faucet,57.72838238510303,21,-0.123291752025302,52.080179809127,Monday,1,22,58.431044918019325,6,0.6967271310277283,53.08396635600366,180,42,51.383452678099275
63.2293800660409,female,faceWord_exp,42,3,image_stim_n.png,0.69106409791857,neg,336,-4.5541511150076985,y,2.11,ssk23,12,criminal,67.7835311810486,21,3.6129749181587063,62.1407217590604,Monday,1,22,68.47459527896717,7,0.6957794909831136,63.143808842170984,180,32,61.444942268077284
72.11984445597045,female,faceWord_exp,42,3,image_stim_p.png,0.6913088071160018,pos,180,-3.0997449089773,y,7.23,ssk23,11,butterfly,75.21958936494775,21,-2.484088237918995,72.18407457298599,Monday,0,21,75.91089817206375,8,0.6948513810057193,73.18746147700585,336,31,71.48922319198027
82.79947212897241,female,faceWord_exp,42,3,image_stim_n.png,0.7016524269711226,neg,180,-2.4699879351537675,b,4.57,ssk23,12,reporter,85.26946006412618,21,0.7962654471128737,82.22824654704891,Monday,0,22,85.9711124910973,9,0.6946464499924332,83.2305460141506,336,32,81.53360009705648
92.35840793908574,female,faceWord_exp,42,3,image_stim_n.png,0.6908697499893606,neg,336,-5.572275748942047,y,3.28,ssk23,12,trial,97.93068368802778,21,2.3068979902815,92.28777316212654,Monday,1,22,98.62155343801714,10,0.6951324180699885,93.2913588131778,180,32,91.59264074405655
102.65265438403003,female,faceWord_exp,42,3,image_stim_p.png,0.6911295321770012,pos,180,-2.7146076399367303,b,7.48,ssk23,11,hope,105.36726202396676,21,-2.2287379941341,102.33199167111889,Monday,1,21,106.05839155614376,11,0.6951341570820659,103.33566930703819,336,31,101.63685751403682
112.61139634996653,female,faceWord_exp,42,3,image_stim_p.png,0.6901456799823791,pos,180,-2.800085188122466,b,7.18,ssk23,11,island,115.41148153808899,21,-1.7760144816699572,112.37562537798658,Monday,1,21,116.10162721807137,12,0.6976430299691856,113.37811219505966,336,31,111.6779823480174
122.40481985802762,female,faceWord_exp,42,3,image_stim_n.png,0.6922308469656855,neg,180,-3.0482936170883477,y,2.62,ssk23,12,shame,125.45311347511597,21,4.2618443246155895,122.41829094802961,Monday,1,22,126.14534432208166,13,0.697814917890355,123.42197091598064,336,32,121.72047603013925
133.2007081611082,female,faceWord_exp,42,3,image_stim_n.png,0.7031237480696291,neu,336,-4.908501321915537,b,5.63,ssk23,13,pen,138.10920948302373,21,-0.23071750329615884,132.4625421629753,Monday,0,22,138.81233323109336,14,0.6965428579133004,133.4660447810311,180,42,131.765999305062
143.0778027169872,female,faceWord_exp,42,3,image_stim_n.png,0.6909362289588898,neg,180,-2.4795762421563268,y,3.45,ssk23,12,grievance,145.55737895914353,21,3.6017940902369654,142.5223138721194,Monday,1,22,146.24831518810242,15,0.6983313199598342,143.5253529699985,336,32,141.82398255215958
152.8693294499535,female,faceWord_exp,42,3,image_stim_p.png,0.703228625934571,neu,180,-2.736804410116747,b,5.24,ssk23,13,toe,155.60613386007026,21,0.6016604903777263,152.56568744010292,Monday,1,21,156.30936248600483,16,0.6961232491303235,153.5689091400709,336,41,151.8695641909726
162.9121842579916,female,faceWord_exp,42,3,image_stim_n.png,0.6913513529580086,neg,180,-2.7488940020557493,y,2.81,ssk23,12,malice,165.66107826004736,21,3.6887696102955196,162.62637264095247,Monday,1,22,166.35242961300537,17,0.6986931099090725,163.62941455212422,336,32,161.9276795310434
172.87274356395938,female,faceWord_exp,42,3,image_stim_n.png,0.6906661880202591,neg,336,-5.439945455174893,b,4.85,ssk23,12,voter,178.31268901913427,21,-0.3331872788781821,172.66949118697084,Monday,0,22,179.00335520715453,18,0.6985165278892964,173.67267215414904,180,32,171.97097465908155
182.89888045703992,female,faceWord_exp,42,3,image_stim_p.png,0.6922408891841769,pos,180,-2.8482386339455843,b,7.0,ssk23,11,coffee,185.7471190909855,21,-1.8894778219780863,182.7131233359687,Monday,1,21,186.43935998016968,19,0.6985211749561131,183.71622927905992,336,31,182.0146021610126
192.90939905517735,female,faceWord_exp,42,3,image_stim_p.png,0.6898400911595672,pos,180,-2.883429953828454,b,6.29,ssk23,11,flute,195.7928290090058,21,-1.6804307003665144,192.75609589298256,Monday,1,21,196.48266910016537,20,0.6983628938905895,193.75980429095216,336,31,192.05773299909197
202.9361611979548,female,faceWord_exp,42,3,image_stim_n.png,0.6914867351297289,neg,336,-5.505549530033022,b,4.6,ssk23,12,cabbage,208.4417107279878,21,0.041184453360586966,202.79989211214706,Monday,0,22,209.13319746311754,21,0.6969444861169904,203.8031085911207,180,32,202.10294762603007
213.07988493796438,female,faceWord_exp,42,3,image_stim_n.png,0.7052986910566688,neg,180,-2.801478835986927,b,4.7,ssk23,12,radish,215.8813637739513,21,0.33736940436804663,212.8436037041247,Monday,0,22,216.58666246500798,22,0.6973101440817118,213.84688285714947,336,32,212.14629356004298
223.04219776997343,female,faceWord_exp,42,3,image_stim_n.png,0.7010124211665243,neu,336,-5.511606069980189,b,5.1,ssk23,13,cabinet,228.55380383995362,21,0.05858023181365075,222.9042137269862,Monday,0,22,229.25481626112014,23,0.6957025909796357,223.90690228599124,180,42,222.20851113600656
