session,ID,pause_trigger,img,onset_word,response,word_label,condition,word_score_pc,scan day,offset_word,age,onset_img,word_trigger,delay_frames_after,offset_img,word_score_warriner,word,img_trigger,no,gender,delay_frames_before,duration_measured_img,rt,pause_trigger_t,correct_resp,duration_measured_word,duration_frames,key_t
5,orm,31,image_stim_p.png,1.0143548909109086,b,pos,faceWord_exp,-2.547338598571031,Wednesday,1.723241593921557,22,7.388948627980426,11,180,8.090261378907599,7.25,tulip,21,1,male,336,0.7013127509271726,0.6528399009257555,2.7232614419190213,1,0.7088867030106485,42,8.041788528906181
5,orm,41,image_stim_p.png,11.097572810947895,b,neu,faceWord_exp,0.002541127499528235,Wednesday,11.79031278588809,22,14.817684474983253,13,336,15.506725851912051,5.84,umbrella,21,2,male,180,0.6890413769287989,0.5085956559050828,12.79078976798337,1,0.6927399749401957,42,15.326280130888335
5,orm,31,image_stim_p.png,21.11257922789082,b,pos,faceWord_exp,-2.1428059827362134,Wednesday,21.806847785948776,22,27.43438966490794,11,180,28.139850684907287,6.85,awe,21,3,male,336,0.7054610199993476,0.4415818069828674,22.807300755986944,1,0.6942685580579564,42,27.875971471890807
5,orm,42,image_stim_n.png,31.147100639995188,y,neu,faceWord_exp,-0.32385553549685003,Wednesday,31.83993478899356,22,37.46745018195361,13,180,38.173119631945156,5.79,carrot,22,4,male,336,0.7056694499915466,0.4906958229839802,32.83990889694542,1,0.6928341489983723,42,37.95814600493759
5,orm,32,image_stim_n.png,41.18022349092644,y,neg,faceWord_exp,2.9843905620469613,Wednesday,41.87313666695263,22,44.8991526409518,12,336,45.58987452695146,3.12,mosquito,22,5,male,180,0.6907218859996647,0.643064302043058,42.87355116591789,1,0.6929131760261953,42,45.542216942994855
5,orm,42,image_stim_n.png,51.19391233997885,y,neu,faceWord_exp,-0.8220066925000616,Wednesday,51.889705167966895,22,57.51579067099374,13,180,58.20627224689815,5.58,dime,22,6,male,336,0.6904815759044141,0.7761608039727435,52.889878285932355,1,0.6957928279880434,42,58.29195147496648
5,orm,42,image_stim_n.png,61.20984113996383,y,neu,faceWord_exp,-0.2527650722021685,Wednesday,61.90622943989001,22,67.53206050093286,13,180,68.22270099190064,5.44,arm,22,7,male,336,0.6906404909677804,0.5092658289941028,62.906616505933926,1,0.6963882999261841,42,68.04132632992696
5,orm,31,image_stim_p.png,71.22706710896455,b,pos,faceWord_exp,-1.2320142343270626,Wednesday,71.9228886429919,22,77.54869085596874,11,180,78.2392801999813,7.0,water,21,8,male,336,0.690589344012551,0.5602243050234392,72.9231076039141,1,0.6958215340273455,42,78.10891516099218
5,orm,31,image_stim_p.png,81.24499426595867,b,pos,faceWord_exp,-1.1429809241505904,Wednesday,81.93924992193934,22,87.56564903596882,11,180,88.25577820499893,7.05,book,21,9,male,336,0.690129169030115,0.476536170928739,82.93917365197558,1,0.694255655980669,42,88.04218520689756
5,orm,32,image_stim_n.png,91.26225400494877,y,neg,faceWord_exp,3.659937177091274,Wednesday,91.95593707996886,22,94.98373265494592,12,336,95.67241171596106,2.9,curse,22,10,male,180,0.6886790610151365,0.6745135609526187,92.95626055297907,1,0.6936830750200897,42,95.65824621589854
5,orm,32,image_stim_n.png,101.27760183496866,y,neg,faceWord_exp,1.5300907112092572,Wednesday,101.97225333098322,22,104.99722041690256,12,336,105.68884379894007,3.9,ant,22,11,male,180,0.6916233820375055,0.7607942140894011,102.9727120049065,1,0.6946514960145578,42,105.75801463099197
5,orm,31,image_stim_p.png,112.4621078389464,b,pos,faceWord_exp,-1.7441234463665167,Wednesday,113.15567617490888,22,118.78149388090242,11,180,119.47229185397737,7.05,cherry,21,12,male,336,0.6907979730749503,0.4765319280559197,114.15603875298984,1,0.6935683359624818,42,119.25802580895834
5,orm,42,image_stim_n.png,122.47819876088761,y,neu,faceWord_exp,-0.41434578466507305,Wednesday,123.17197870695964,22,129.38101278897375,13,180,130.0719119819114,5.79,engineer,22,13,male,336,0.6908991929376498,0.6428753299405798,124.17263961595017,1,0.6937799460720271,42,130.02388811891433
5,orm,31,image_stim_p.png,133.07866060489323,b,pos,faceWord_exp,-1.295378487470534,Wednesday,133.77201809897088,22,136.79819619993214,11,336,137.48841839295346,7.18,television,21,14,male,180,0.6902221930213273,0.7595619660569355,134.77244098088704,1,0.6933574940776452,42,137.55775816598907
5,orm,32,image_stim_n.png,143.38068057596684,y,neg,faceWord_exp,0.5712560851538326,Wednesday,144.44376306491904,22,150.16414898098446,12,180,150.8548658399377,4.5,election,22,15,male,336,0.6907168589532375,0.5768959149718285,145.53868314193096,1,1.0630824889522046,42,150.7410448959563
5,orm,42,image_stim_n.png,154.38333336089272,y,neu,faceWord_exp,0.08756588783899029,Wednesday,155.10515724599827,22,158.13232058798894,13,336,158.82175593194552,5.61,mushroom,22,16,male,180,0.6894353439565748,0.5580781879834831,156.10507123998832,1,0.7218238851055503,42,158.69039877597243
5,orm,41,image_stim_p.png,164.42555569589604,b,neu,faceWord_exp,-1.1343736111597311,Wednesday,165.1215226999484,22,168.14769414591137,13,336,168.83818603493273,5.57,rum,21,17,male,180,0.6904918890213594,0.4598695900058374,166.12218440289143,1,0.6959670040523633,42,168.6075637359172
5,orm,41,image_stim_p.png,174.4424436109839,b,neu,faceWord_exp,0.14106522732466809,Wednesday,175.13814919698052,22,178.1640619529644,13,336,178.8545971759595,5.43,editor,21,18,male,180,0.690535222995095,0.5429846449987963,176.1386055209441,1,0.6957055859966204,42,178.7070465979632
5,orm,41,image_stim_p.png,184.4580513649853,b,neu,faceWord_exp,0.07992973296861662,Wednesday,185.15452768094838,22,188.180277516949,13,336,188.87108820397407,5.38,clue,21,19,male,180,0.6908106870250776,0.5270306509919465,186.15492346591782,1,0.696476315963082,42,188.70730816794094
5,orm,31,image_stim_p.png,194.47596144489944,b,pos,faceWord_exp,-2.249771083793789,Wednesday,195.1710301298881,22,200.79691713792272,11,180,201.48793488391675,6.62,intellect,21,20,male,336,0.6910177459940314,0.9426403670804575,196.17146134690847,1,0.6950686849886551,42,201.73955750500318
5,orm,42,image_stim_n.png,205.00910678389482,b,neu,faceWord_exp,0.19443075193465506,Wednesday,205.82578462199308,22,211.84657788695768,13,180,212.5376867079176,5.25,stapler,22,21,male,336,0.6911088209599257,0.8935520970262587,207.22139739594422,0,0.8166778380982578,42,212.74012998398393
5,orm,41,image_stim_p.png,215.54197371494956,b,neu,faceWord_exp,0.2374341841762725,Wednesday,216.23759290995076,22,219.26353815896437,13,336,219.954079705989,5.59,number,21,22,male,180,0.6905415470246226,0.5589532490121201,217.23801275191363,1,0.6956191950011998,42,219.82249140797649
5,orm,31,image_stim_p.png,226.19426077092066,b,pos,faceWord_exp,-1.211925852261804,Wednesday,226.887460050988,22,232.51577808498405,11,180,233.22048077289946,6.41,morning,21,23,male,336,0.7047026879154146,0.5244463429553434,227.887510525994,1,0.693199280067347,42,233.0402244279394
5,orm,41,image_stim_p.png,236.22500990098342,b,neu,faceWord_exp,0.4587040848007746,Wednesday,236.92058919696137,22,243.96361669991165,13,180,244.65364107792266,5.64,company,21,24,male,336,0.6900243780110031,0.5423389910720289,237.94260820292402,1,0.6955792959779501,42,244.50595569098368
5,orm,31,image_stim_p.png,248.82965290395077,b,pos,faceWord_exp,-2.625984580876632,Wednesday,249.80821911699604,22,253.2625549879158,11,336,253.9537374319043,7.64,spring,21,25,male,180,0.6911824439885095,0.643029801081866,251.23755947093014,1,0.9785662130452693,42,253.90558478899766
