offset_word,onset_img,rt,word_label,onset_word,duration_frames,response,scan day,word_trigger,duration_measured_word,img_trigger,pause_trigger_t,word_score_warriner,word_score_pc,age,session,duration_measured_img,gender,offset_img,condition,pause_trigger,delay_frames_before,word,key_t,no,correct_resp,delay_frames_after,ID,img
312.3936178449985,318.01737897099883,0.546747989999858,neu,311.6982471679985,42,b,Monday,13,0.6953706770000281,21,313.39435584799867,5.4,-1.7878104403788575,20,3,0.6942016230023,female,318.71158059400113,faceWord_exp,41,336,harp,318.5641269609987,32,1,180,001,image_stim_p.png
322.41174863999913,328.03787612499946,0.4282459390014992,neu,321.7156839220006,42,b,Monday,13,0.6960647179985244,22,323.4126431119985,5.68,-0.4971407339658378,20,3,0.6921484500016959,female,328.73002457500115,faceWord_exp,42,336,cafeteria,328.46612206400096,33,0,180,001,image_stim_n.png
332.4300505300016,338.0561034099992,0.8114843870025652,neu,331.7345354069985,42,b,Monday,13,0.6955151230031333,21,333.4309564110008,5.71,0.1511721542964875,20,3,0.692138509999495,female,338.7482419199987,faceWord_exp,41,336,sum,338.86758779700176,34,1,180,001,image_stim_p.png
342.44828158499877,345.4748116230003,0.5435479759980808,neg,341.7532293309996,42,y,Monday,12,0.6950522539991653,22,343.44889856900045,4.85,-0.3331872788781821,20,3,0.6911738950002473,female,346.1659855180005,faceWord_exp,32,180,voter,346.01835959899836,35,1,336,001,image_stim_n.png
352.4665134989991,355.4917485039987,0.4962912139999389,neu,351.77100264800174,42,b,Monday,13,0.6955108509973797,21,353.46730557000046,5.73,0.30770997164376424,20,3,0.6925343639995845,female,356.18428286799826,faceWord_exp,41,180,reality,355.9880397179986,36,1,336,001,image_stim_p.png
362.4847294600004,365.5125949079993,0.5093609450013901,neu,361.79135185799896,42,b,Monday,13,0.6933776020014193,21,363.48560735999854,5.82,-1.5026706526379858,20,3,0.706622960002278,female,366.2192178680016,faceWord_exp,41,180,spiritual,366.0219558530007,37,1,336,001,image_stim_p.png
372.5195995879985,378.14500054499877,0.46178657700147596,neu,371.8246345430016,42,y,Monday,13,0.694965044996934,22,373.52004536800086,5.34,-0.1793860699809707,20,3,0.6926801650006382,female,378.8376807099994,faceWord_exp,42,336,patent,378.60678712200024,38,1,180,001,image_stim_n.png
382.5378479329993,385.5633620000008,0.6123938989985618,neu,381.8412289939988,42,y,Monday,13,0.6966189390004729,22,383.53868045999843,5.55,-0.123291752025302,20,3,0.6920736510001007,female,386.2554356510009,faceWord_exp,42,180,faucet,386.17575589899934,39,1,336,001,image_stim_n.png
392.55605093399936,395.58216561000154,0.6286172129985061,neu,391.8603449930015,42,b,Monday,13,0.6957059409978683,21,393.556918708,5.81,-1.343270424679961,20,3,0.6916468849994999,female,396.27381249500104,faceWord_exp,41,180,jam,396.21078282300005,40,1,336,001,image_stim_p.png
402.57426943799874,405.59877978700024,0.5960364050006319,neg,401.8788133320013,42,y,Monday,12,0.6954561059974367,22,403.57482651399914,3.23,3.9847946241932393,20,3,0.6931972729980771,female,406.2919770599983,faceWord_exp,32,180,snub,406.19481619200087,41,1,336,001,image_stim_n.png
412.59217149899996,415.618346012001,0.41164897799899336,pos,411.89629481999873,42,b,Monday,11,0.6958766790012305,21,413.5930417189993,6.75,-1.2126784285084091,20,3,0.6919047979972675,female,416.31025080999825,faceWord_exp,31,180,agreement,416.02999499,42,1,336,001,image_stim_p.png
422.6106769700018,425.63437030099885,0.4800537250011985,neg,421.91606067799876,42,y,Monday,12,0.6946162920030474,22,423.61148780499934,3.0,3.4211910580769755,20,3,0.6940030120022129,female,426.32837331300107,faceWord_exp,32,180,tax,426.11442402600005,43,1,336,001,image_stim_n.png
432.6293031560017,438.25383379699997,0.3454157310006849,pos,431.93545209900185,42,b,Monday,11,0.6938510569998471,21,433.6295363649988,6.26,-2.0727743906520253,20,3,0.6931842730009521,female,438.9470180700009,faceWord_exp,31,336,fountain,438.59924952800066,44,1,180,001,image_stim_p.png
442.64713642599963,448.2733508609999,0.5285406750008406,pos,441.95026490500095,42,b,Monday,11,0.696871520998684,21,443.64800148499853,6.75,-1.0841943171680315,20,3,0.6919039860003977,female,448.9652548470003,faceWord_exp,31,336,bird,448.80189153600077,45,1,180,001,image_stim_p.png
452.6653510360011,455.69100533600067,0.5447846059978474,neg,451.9703837519992,42,y,Monday,12,0.6949672840019048,22,453.66623230500045,4.59,2.1987551193617842,20,3,0.6920389799997793,female,456.38304431600045,faceWord_exp,32,180,volcano,456.2357899419985,46,1,336,001,image_stim_n.png
462.68356790799953,465.70627778799826,0.4644790580023255,neg,461.98752215700006,42,b,Monday,12,0.696045750999474,22,463.684209559,4.32,1.7592404876513306,20,3,0.6949184320001223,female,466.4011962199984,faceWord_exp,32,180,cold,466.1707568460006,47,0,336,001,image_stim_n.png
472.7017685669998,478.3276233760007,-5.789104538001993,neu,472.005687623001,42,y,Monday,13,0.6960809439988225,22,473.70262127300157,5.75,0.5062695562835388,20,3,0.6923610839985486,female,479.01998445999925,faceWord_exp,42,336,year,472.5385188379987,48,1,180,001,image_stim_n.png
482.71998927000095,488.3458154100008,0.5456704169992008,neu,482.02520676399945,42,y,Monday,13,0.694782506001502,22,483.72085543999856,5.1,0.05858023181365075,20,3,0.6923146970002563,female,489.03813010700105,faceWord_exp,42,336,cabinet,488.891485827,49,1,180,001,image_stim_n.png
492.73820894000164,498.36475040799996,0.660588758000813,pos,492.0434633959994,42,b,Monday,11,0.6947455440022168,21,493.7387647159994,6.84,-1.728066945394655,20,3,0.6914955719985301,female,499.0562459799985,faceWord_exp,31,336,computer,499.0253391660008,50,1,180,001,image_stim_p.png
502.75644948899935,505.78212565300055,0.4782945330007351,pos,502.059834099,42,b,Monday,11,0.6966153899993515,21,503.7573317419992,8.21,-3.230607919269787,20,3,0.6918151620011486,female,506.4739408150017,faceWord_exp,31,180,joy,506.2604201860013,51,1,336,001,image_stim_p.png
512.7746610850008,515.8023015780018,0.6265272929995263,pos,512.0806203259999,42,b,Monday,11,0.6940407590009272,21,513.775536142999,6.63,-1.4106928476010352,20,3,0.7067887379998865,female,516.5090903160017,faceWord_exp,31,180,car,516.4288288710013,52,1,336,001,image_stim_p.png
522.8094830230002,528.4358421010002,0.6279119389982952,neg,522.1144289069998,42,y,Monday,12,0.6950541160003922,22,523.8101485119987,4.18,1.9197700017151131,20,3,0.6917303109985369,female,529.1275724119987,faceWord_exp,32,336,belch,529.0637540399985,53,1,180,001,image_stim_n.png
532.8277381789994,538.4539565230007,0.6450649439975678,neu,532.1314716170018,42,y,Monday,13,0.6962665619976178,22,533.8286157729999,5.24,0.6016604903777263,20,3,0.692052053000225,female,539.1460085760009,faceWord_exp,42,336,toe,539.0990214669982,54,1,180,001,image_stim_n.png
542.8459675119993,548.471729588,0.4624650500009011,pos,542.1506308120006,42,b,Monday,11,0.6953366999987338,21,543.8468320610009,7.11,-2.098490136277324,20,3,0.6924494010017952,female,549.1641789890018,faceWord_exp,31,336,rose,548.9341946380009,55,1,180,001,image_stim_p.png
552.8640886829999,558.489685034001,0.47842596599730314,neg,552.1687923960017,42,b,Monday,12,0.6952962869982002,22,553.8649085340003,3.28,2.3068979902815,20,3,0.6926215210005466,female,559.1823065550016,faceWord_exp,32,336,trial,558.9681109999983,56,0,180,001,image_stim_n.png
562.8824054959987,568.5088024489996,0.4781757250020746,neu,562.185691521001,42,y,Monday,13,0.6967139749976923,22,563.8832684549998,5.95,-0.6884171372613734,20,3,0.6916587380001147,female,569.2004611869997,faceWord_exp,42,336,egg,568.9869781740017,57,1,180,001,image_stim_n.png
572.9006005779993,575.926201975999,0.4784552650016849,pos,572.2058540860016,42,b,Monday,11,0.6947464919976483,21,573.901508373001,6.62,-1.0930411682114536,20,3,0.6922794109996175,female,576.6184813869986,faceWord_exp,31,180,goldfish,576.4046572410007,58,1,336,001,image_stim_p.png
582.9188003089985,585.9429524539992,0.5294288299992331,pos,582.2253099920017,42,b,Monday,11,0.6934903169967583,21,583.9196084899995,7.11,-1.9002611819546853,20,3,0.6934833609993802,female,586.6364358149985,faceWord_exp,31,180,couple,586.4723812839984,59,1,336,001,image_stim_p.png
592.9370450509996,595.9633786060003,0.44431401299880235,pos,592.2410009570012,42,b,Monday,11,0.6960440939983528,21,593.9379337739992,6.32,-1.100912149643323,20,3,0.691347346000839,female,596.6547259520012,faceWord_exp,31,180,saxophone,596.4076926189991,60,1,336,001,image_stim_p.png
