onset_img,word,condition,word_score_warriner,word_label,rt,scan day,duration_measured_img,no,gender,delay_frames_before,duration_frames,pause_trigger,word_trigger,duration_measured_word,ID,img_trigger,offset_img,session,correct_resp,onset_word,key_t,delay_frames_after,img,age,word_score_pc,offset_word,pause_trigger_t,response
4.859363143041264,apricot,faceWord_exp,5.95,neu,0.5873850319767371,Monday,0.7020046300021932,1,male,180,42,41,13,0.6995505419909023,km,21,5.561367773043457,5,1,1.0433295220136642,5.446748175018001,336,image_stim_p.png,21,-1.2450836009557775,1.7428800640045665,2.7430805260082707,b
17.519196434004698,election,faceWord_exp,4.5,neg,0.5998540010186844,Monday,0.6982535819988698,2,male,336,42,32,12,0.6939388320315629,km,22,18.217450016003568,5,1,11.187039131007623,18.119050435023382,180,image_stim_n.png,21,0.5712560851538326,11.880977963039186,12.882041372999083,y
27.55338635703083,spring,faceWord_exp,7.64,pos,0.5870796929812059,Monday,0.7020012579741888,3,male,336,42,31,11,0.6938364780507982,km,21,28.25538761500502,5,1,21.22526288899826,28.140466050012037,180,image_stim_p.png,21,-2.625984580876632,21.919099367049057,22.920186954026576,b
34.99142480804585,engineer,faceWord_exp,5.79,neu,0.5903164239716716,Monday,0.7009427439770661,4,male,180,42,41,13,0.6948072739760391,km,21,35.692367552022915,5,1,31.262362452049274,35.58174123201752,336,image_stim_p.png,21,-0.41434578466507305,31.957169726025313,32.95833599800244,b
47.63072490104241,number,faceWord_exp,5.59,neu,0.46987222298048437,Monday,0.7009488740004599,5,male,336,42,41,13,0.6936083940090612,km,21,48.33167377504287,5,1,41.30186457303353,48.1005971240229,180,image_stim_p.png,21,0.2374341841762725,41.99547296704259,42.996357269003056,b
55.0697696430143,dread,faceWord_exp,3.0,neg,0.5509211639873683,Monday,0.70172576099867,6,male,180,42,32,12,0.6935286690131761,km,22,55.77149540401297,5,1,51.339972114015836,55.620690807001665,336,image_stim_n.png,21,4.006417686109669,52.03350078302901,53.03449372999603,y
67.70655950001674,editor,faceWord_exp,5.43,neu,0.5372641760041006,Monday,0.7013389900093898,7,male,336,42,41,13,0.6952168850111775,km,21,68.40789849002613,5,1,61.37622979702428,68.24382367602084,180,image_stim_p.png,21,0.14106522732466809,62.07144668203546,63.07251654204447,b
75.1430396240321,stapler,faceWord_exp,5.25,neu,0.6232203840045258,Monday,0.7016170030110516,8,male,180,42,41,13,0.6947956660296768,km,21,75.84465662704315,5,1,71.41476730501745,75.76626000803662,336,image_stim_p.png,21,0.19443075193465506,72.10956297104713,73.1107309430372,b
87.78252835205058,company,faceWord_exp,5.64,neu,0.5873514099512249,Monday,0.7013369079795666,9,male,336,42,42,13,0.6943119220086373,km,22,88.48386526003014,5,1,81.4534119500313,88.3698797620018,180,image_stim_n.png,21,0.4587040848007746,82.14772387203993,83.14854380203178,y
95.21956876805052,army,faceWord_exp,4.65,neg,0.6552774209994823,Monday,0.7014311589882709,10,male,180,42,32,12,0.697090033965651,km,22,95.92099992703879,5,1,91.48878515703836,95.87484618905,336,image_stim_n.png,21,1.399169263323496,92.18587519100402,93.18682119000005,y
107.85795197502011,ambulance,faceWord_exp,3.71,neg,0.804484301013872,Monday,0.7023393749841489,11,male,336,42,32,12,0.6946492620045319,km,22,108.56029135000426,5,1,101.52920032700058,108.66243627603399,180,image_stim_n.png,21,2.2468136409924253,102.22384958900511,103.22488326905295,y
117.90027807903243,grief,faceWord_exp,2.33,neg,0.5526169819640927,Monday,0.6979146939702332,12,male,336,42,32,12,0.6921849380014464,km,22,118.59819277300267,5,1,111.56974036002066,118.45289506099652,180,image_stim_n.png,21,4.735833249102137,112.2619252980221,113.26304633001564,y
127.93527731503127,banker,faceWord_exp,4.89,neg,0.6202136059873737,Monday,0.7011223919689655,13,male,336,42,32,12,0.694320123991929,km,22,128.63639970700024,5,1,121.60567621001974,128.55549092101865,180,image_stim_n.png,21,0.8708146708303101,122.29999633401167,123.30112943204585,y
137.97309104900341,desk,faceWord_exp,5.56,neu,0.5560514330281876,Monday,0.7013941170298494,14,male,336,42,42,13,0.6955412940005772,km,22,138.67448516603326,5,1,131.6425500040059,138.5291424820316,180,image_stim_n.png,21,0.16108323717668446,132.33809129800647,133.33912511303788,y
148.01076115702745,carrot,faceWord_exp,5.79,neu,0.6201734729693271,Monday,0.7018082449794747,15,male,336,42,41,13,0.6952786960173398,km,21,148.71256940200692,5,1,141.68102668400388,148.63093462999677,180,image_stim_p.png,21,-0.32385553549685003,142.37630538002122,143.37727709201863,b
155.44776648201514,mushroom,faceWord_exp,5.61,neu,0.5209649620228447,Monday,0.7016473570256494,16,male,180,42,42,13,0.6941948370076716,km,22,156.1494138390408,5,1,151.72019921900937,155.96873144403799,336,image_stim_n.png,21,0.08756588783899029,152.41439405601704,153.4154812199995,y
165.4868606730015,arm,faceWord_exp,5.44,neu,-1.1105364609975368,Monday,0.7007201350061223,17,male,180,42,42,13,0.6942947719944641,km,22,166.18758080800762,5,1,161.75772817304824,164.37632421200396,336,image_stim_n.png,21,-0.2527650722021685,162.4520229450427,163.45359400904272,y
175.5273933520075,jealousy,faceWord_exp,2.58,neg,0.7202875690418296,Monday,0.6985044020111673,18,male,180,42,32,12,0.6912372579681687,km,22,176.22589775401866,5,1,171.79924763803137,176.24768092104932,336,image_stim_n.png,21,3.693241029119933,172.49048489599954,173.4915472730063,y
188.16409699001815,bed,faceWord_exp,7.16,pos,0.6529855100088753,Monday,0.7009217499871738,19,male,336,42,31,11,0.695766156015452,km,21,188.86501874000533,5,1,181.83288871101104,188.81708250002703,180,image_stim_p.png,21,-1.962809513975644,182.5286548670265,183.52963786904002,b
198.20160740299616,mob,faceWord_exp,3.7,neg,0.5706149300094694,Monday,0.701530623016879,20,male,336,42,32,12,0.69572600297397,km,22,198.90313802601304,5,1,191.8709220100427,198.77222233300563,180,image_stim_n.png,21,2.490397821352158,192.56664801301667,193.56746816303348,y
205.63904776703566,mandolin,faceWord_exp,5.7,neu,0.6864215899840929,Monday,0.7008690660004504,21,male,180,42,41,13,0.6947011449956335,km,21,206.3399168330361,5,1,201.91008955502184,206.32546935701976,336,image_stim_p.png,21,-1.4097678477610591,202.60479070001747,203.60562062903773,b
218.27805650501978,tulip,faceWord_exp,7.25,pos,0.5560666400124319,Monday,0.7011581860133447,22,male,336,42,31,11,0.6950119020184502,km,21,218.97921469103312,5,1,211.9477887910325,218.8341231450322,180,image_stim_p.png,21,-2.547338598571031,212.64280069305096,213.64406237500953,b
228.31594193703495,awe,faceWord_exp,6.85,pos,0.6532252029865049,Monday,0.7012328800046816,23,male,336,42,31,11,0.695085814979393,km,21,229.01717481703963,5,1,221.985997247044,228.96916714002145,180,image_stim_p.png,21,-2.1428059827362134,222.6810830620234,223.68190892704297,b
235.75299784401432,water,faceWord_exp,7.0,pos,0.539870756037999,Monday,0.7011334950220771,24,male,180,42,31,11,0.6952996359905228,km,21,236.4541313390364,5,1,232.02372341701994,236.29286860005232,336,image_stim_p.png,21,-1.2320142343270626,232.71902305301046,233.72053766302997,b
