img_trigger,word_score_warriner,rt,delay_frames_before,response,duration_measured_word,scan day,age,pause_trigger,pause_trigger_t,onset_img,duration_measured_img,condition,duration_frames,ID,word_trigger,delay_frames_after,onset_word,word_label,offset_word,correct_resp,no,gender,img,session,offset_img,key_t,word,word_score_pc
22,4.23,0.5128018020004674,336,y,0.7100312250004208,Monday,22,32,2.8069652749982197,7.562305749997904,0.7086488810018636,faceWord_exp,42,01,12,180,1.0936204700010421,neg,1.803651695001463,1,1,female,image_stim_n.png,1,8.270954630999768,8.075107551998371,alligator,1.9014187675556817
21,5.3,0.4685443390008004,180,b,0.7064894169998297,Monday,22,41,13.00153064999904,15.059078343998408,0.699159187002806,faceWord_exp,42,01,13,336,11.291457537001406,neu,11.997946954001236,1,2,female,image_stim_p.png,1,15.758237531001214,15.527622682999208,embassy,-0.05916451699915906
21,6.47,0.5587146729994856,180,b,0.6942488130007405,Monday,22,31,23.078240766000818,25.130418651999207,0.7037335919994803,faceWord_exp,42,01,11,336,21.380938319998677,pos,22.075187132999417,1,3,female,image_stim_p.png,1,25.834152243998687,25.689133324998693,oak,-1.0543324261381863
22,4.95,0.6575421569978062,336,y,0.6921565659977205,Monday,22,32,33.154936520000774,37.813553690000845,0.7047690539984615,faceWord_exp,42,01,12,180,31.45948352800042,neg,32.15164009399814,1,4,female,image_stim_n.png,1,38.518322743999306,38.47109584699865,sandpaper,0.5814463879932942
22,3.05,0.4010818409988133,180,y,0.6928958710013831,Monday,22,32,43.231673754999065,45.272971905000304,0.6990430559999368,faceWord_exp,42,01,12,336,41.53559535699969,neg,42.228491228001076,1,5,female,image_stim_n.png,1,45.97201496100024,45.67405374599912,envy,3.3697994362845387
22,4.21,0.6176159310016374,180,y,0.6958098800023436,Monday,22,32,53.29202433699902,55.33355787999972,0.6988860839992412,faceWord_exp,42,01,12,336,51.592888842998946,neg,52.28869872300129,1,6,female,image_stim_n.png,1,56.03244396399896,55.951173811001354,policeman,0.397042668763988
21,7.68,0.5519741409989365,336,b,0.6966278839972802,Monday,22,31,63.35212004400091,68.00032683400059,0.6991126690008969,faceWord_exp,42,01,11,180,61.65224511500128,pos,62.34887299899856,1,7,female,image_stim_p.png,1,68.69943950300149,68.55230097499953,new,-1.2313279950095668
22,3.63,0.6212199029978365,336,y,0.6970449029977317,Monday,22,32,73.47990996199951,80.01486115800071,0.9523168519990577,faceWord_exp,42,01,12,180,71.7121492160004,neg,72.40919411899813,1,8,female,image_stim_n.png,1,80.96717800999977,80.63608106099855,tornado,3.6605330306018913
22,4.0,0.4701023259985959,180,y,0.8611827950007864,Monday,22,32,87.24955288599813,89.5071638570007,1.0182870899989211,faceWord_exp,42,01,12,336,85.38488585699815,neg,86.24606865199894,1,9,female,image_stim_n.png,1,90.52545094699963,89.9772661829993,avalanche,3.2148840110758776
22,4.65,1.2176338270000997,336,y,0.6935146190007799,Monday,22,32,99.49997364500086,104.41672859399841,0.6964191380029661,faceWord_exp,42,01,12,180,97.58473267199952,neg,98.2782472910003,1,10,female,image_stim_n.png,1,105.11314773200138,105.63436242099851,diplomat,0.13451130194660302
22,4.8,1.3665348780014028,180,y,1.0121079700002156,Monday,22,32,110.96418314299808,113.2591964969979,0.8628504410007736,faceWord_exp,42,01,12,336,108.5632145899981,neg,109.57532255999831,1,11,female,image_stim_n.png,1,114.12204693799868,114.6257313749993,mouse,1.5906822936049958
21,5.81,0.567854974000511,336,b,0.9822803330025636,Monday,22,41,123.41451491200132,130.08624400400004,1.0473551450013474,faceWord_exp,42,01,13,180,121.01076234499851,neu,121.99304267800107,1,12,female,image_stim_p.png,1,131.13359914900138,130.65409897800055,whale,-0.8455595735963974
22,3.52,0.8233147799983271,336,y,1.0642888900001708,Monday,22,32,137.93526399799885,144.5198552740003,1.1025135419986327,faceWord_exp,42,01,12,180,135.51759492999918,neg,136.58188381999935,1,13,female,image_stim_n.png,1,145.62236881599893,145.34317005399862,hospital,2.561630339716405
22,4.9,0.6865030549997755,180,y,1.0320533670019358,Monday,22,32,152.39051875299992,155.4329262600004,1.0018509490000724,faceWord_exp,42,01,12,336,150.02121551899836,neg,151.0532688860003,1,14,female,image_stim_n.png,1,156.43477720900046,156.11942931500016,plot,0.2016963621838916
21,6.85,0.5987174889996822,336,b,0.6972385410008428,Monday,22,31,164.4561485669983,170.82884714600004,0.8956090440005937,faceWord_exp,42,01,11,180,162.688188281998,pos,163.38542682299885,1,15,female,image_stim_p.png,1,171.72445619000064,171.42756463499973,moral,-1.1443669013398097
22,5.14,1.4709304120005982,336,y,0.6970186629987438,Monday,22,42,176.43774742299865,181.08535609599858,0.6992619180018664,faceWord_exp,42,01,13,180,174.73751297700073,neu,175.43453163999948,1,16,female,image_stim_n.png,1,181.78461801400044,182.55628650799918,spatula,-0.18281188470513854
21,5.44,0.7664901049975015,336,b,0.9273843920018408,Monday,22,41,187.182907118,191.83440478600096,0.6958292300005269,faceWord_exp,42,01,13,180,184.936290231999,neu,185.86367462400085,1,17,female,image_stim_p.png,1,192.5302340160015,192.60089489099846,bridge,0.1935892361901769
22,4.23,0.7867639730029623,336,y,0.6962492379971081,Monday,22,32,197.2434254510008,201.89082816899827,0.6996561330015538,faceWord_exp,42,01,12,180,195.5439592110015,neg,196.2402084489986,1,18,female,image_stim_n.png,1,202.59048430199982,202.67759214200123,jury,1.7036686386059527
21,5.22,0.6186378879974654,336,b,0.9318965209968155,Monday,22,41,207.63774844300133,212.28500698800053,0.6995495230003144,faceWord_exp,42,01,13,180,205.6038722250014,neu,206.5357687459982,1,19,female,image_stim_p.png,1,212.98455651100085,212.903644875998,noun,0.11872473318936595
21,5.8,0.5180111070003477,336,b,0.6967163529989193,Monday,22,41,217.6977772229984,222.3460211419988,0.6987963259998651,faceWord_exp,42,01,13,180,215.99776227300026,neu,216.69447862599918,1,20,female,image_stim_p.png,1,223.04481746799866,222.86403224899914,rocket,-0.17528733847197087
21,7.05,0.5686661990002904,336,b,0.6968226310018508,Monday,22,31,228.19279100600033,233.67546685499838,0.6995874189997267,faceWord_exp,42,01,11,180,226.49247131299853,pos,227.18929394400038,1,21,female,image_stim_p.png,1,234.3750542739981,234.24413305399867,lemonade,-2.146343780688921
21,7.13,0.4708741439972073,180,b,0.9992488679999951,Monday,22,31,240.77397610900152,243.68500536500142,1.0521212369967543,faceWord_exp,42,01,11,336,238.3064656530005,pos,239.30571452100048,1,22,female,image_stim_p.png,1,244.73712660199817,244.15587950899862,lake,-1.5151286486205269
22,3.16,0.7372311280014401,180,y,1.092225395997957,Monday,22,32,255.41537500599952,258.4573472049997,0.9203205830017396,faceWord_exp,42,01,12,336,252.89985802299998,neg,253.99208341899794,1,23,female,image_stim_n.png,1,259.3776677880014,259.1945783330011,hurricane,3.648586845460279
22,4.73,0.4974770110020472,180,y,0.6938511650005239,Monday,22,32,267.21324902299966,269.25892423799814,0.6947766740013321,faceWord_exp,42,01,12,336,265.51632328900087,neg,266.2101744540014,1,24,female,image_stim_n.png,1,269.9537009119995,269.7564012490002,commander,0.98843671158419
21,6.37,0.41724215999784064,336,b,0.6967388529992604,Monday,22,31,277.273709142999,281.92184621100023,0.6988523149993853,faceWord_exp,42,01,11,180,275.5738385299992,pos,276.27057738299845,1,25,female,image_stim_p.png,1,282.6206985259996,282.33908837099807,wealthy,-1.8465637543339983
22,5.88,0.9355426799993438,180,y,0.6971504260000074,Monday,22,42,287.33400934699966,289.3746611790011,0.699305630998424,faceWord_exp,42,01,13,336,285.6335099780008,neu,286.3306604040008,1,26,female,image_stim_n.png,1,290.07396680999955,290.31020385900047,hamster,-1.1856791528275217
22,5.17,0.6849454529983632,336,y,0.6967120380031702,Monday,22,42,297.39387836899914,302.0418470250006,0.6992291179994936,faceWord_exp,42,01,13,180,295.6939212289981,neu,296.39063326700125,1,27,female,image_stim_n.png,1,302.7410761430001,302.72679247799897,keyboard,-0.08455950357770388
22,5.42,0.8187136849992385,336,y,0.6976027189994056,Monday,22,42,307.45422826399954,312.1022217280006,0.6989741249999497,faceWord_exp,42,01,13,180,305.7534965119994,neu,306.4510992309988,1,28,female,image_stim_n.png,1,312.80119585300054,312.9209354129998,treaty,-0.7213913907893977
22,2.89,0.6521299880005245,180,y,0.7049651279994578,Monday,22,32,317.5313808430001,319.5718513770007,0.69930289200056,faceWord_exp,42,01,12,336,315.8228831609995,neg,316.52784828899894,1,29,female,image_stim_n.png,1,320.2711542690013,320.22398136500124,deceit,4.314775126713813
22,5.26,1.0025088319998758,336,y,0.6964864879992092,Monday,22,42,327.5916679430011,332.23906446399997,0.6994238260012935,faceWord_exp,42,01,13,180,325.8917970580005,neu,326.58828354599973,1,30,female,image_stim_n.png,1,332.93848829000126,333.24157329599984,corkscrew,-0.3369766028281135
21,8.37,0.5492398730020795,336,b,0.694251846998668,Monday,22,31,337.6516005129997,342.3024729309982,0.6962504510011058,faceWord_exp,42,01,11,180,335.954397128,pos,336.64864897499865,1,31,female,image_stim_p.png,1,342.9987233819993,342.8517128040003,fun,-3.2613064969771037
21,6.36,0.6699671959977422,180,b,0.6974807939986931,Monday,22,31,347.7116491989982,349.7521051830008,0.699261456997192,faceWord_exp,42,01,11,336,346.0109062369993,pos,346.708387030998,1,32,female,image_stim_p.png,1,350.451366639998,350.42207237899856,boat,-1.0613549170130714
21,5.05,0.6665672050003195,180,b,0.6974958989994775,Monday,22,41,357.7719111309998,359.8158426580012,0.6966318409977248,faceWord_exp,42,01,13,336,356.071599117,neu,356.7690950159995,1,33,female,image_stim_p.png,1,360.5124744989989,360.4824098630015,fiddle,-1.0601571884744718
22,3.08,0.6519571080025344,336,y,0.6957789019979828,Monday,22,32,367.832122298998,372.4813765629988,0.6977581600003759,faceWord_exp,42,01,12,180,366.133260093,neg,366.829038994998,1,34,female,image_stim_n.png,1,373.17913472299915,373.1333336710013,aggressive,2.166851165767892
21,6.35,1.1526832269992155,180,b,0.6976802999997744,Monday,22,31,377.89234795000084,379.93454022199876,0.6977760350018798,faceWord_exp,42,01,11,336,376.19203655599995,pos,376.8897168559997,1,35,female,image_stim_p.png,1,380.63231625700064,381.087223448998,sled,-1.9273821271493088
21,6.15,1.065689058003045,336,b,0.6971008959990286,Monday,22,31,387.9527477929987,392.6038552389982,0.6959339320019353,faceWord_exp,42,01,11,180,386.25204391700026,pos,386.9491448129993,1,36,female,image_stim_p.png,1,393.29978917100016,393.66954429700127,plum,-1.1648995537800455
22,5.73,0.9688294760017016,336,y,0.6970145480008796,Monday,22,42,398.01276318999953,402.6627345509987,0.696990722000919,faceWord_exp,42,01,13,180,396.31266391700046,neu,397.00967846500134,1,37,female,image_stim_n.png,1,403.35972527299964,403.6315640270004,field,-0.9990759838186469
21,8.47,0.831687352998415,180,b,0.6951038869992772,Monday,22,31,408.073131172001,410.1187391610001,0.6941882020000776,faceWord_exp,42,01,11,336,406.37471964200085,pos,407.06982352900013,1,38,female,image_stim_p.png,1,410.8129273630002,410.95042651399854,happy,-3.1501939707833047
22,3.32,0.7003018649993464,336,y,0.6969667550001759,Monday,22,32,418.13311681599953,422.7837442589989,0.6962791730002209,faceWord_exp,42,01,12,180,416.43278413900043,neg,417.1297508940006,1,39,female,image_stim_n.png,1,423.48002343199914,423.48404612399827,bribe,2.3815246085651838
21,6.14,1.6019453080007224,180,b,0.6954727570009709,Monday,22,31,428.1939052179987,430.23850175199914,0.6948799050005618,faceWord_exp,42,01,11,336,426.49490803200024,pos,427.1903807890012,1,40,female,image_stim_p.png,1,430.9333816569997,431.84044705999986,limousine,-1.4783411251765788
21,7.21,0.9666262920000008,180,b,0.6977483850023418,Monday,22,31,438.253900877,440.2986808200003,0.6949770059982256,faceWord_exp,42,01,11,336,436.5530327029992,pos,437.25078108800153,1,41,female,image_stim_p.png,1,440.9936578259985,441.2653071120003,beach,-2.8031613090757777
21,7.78,0.5351875769993057,336,b,0.815662451001117,Monday,22,31,448.8316344650011,453.9138352400005,0.6995301229981123,faceWord_exp,42,01,11,180,446.61285178899925,pos,447.42851424000037,1,42,female,image_stim_p.png,1,454.6133653629986,454.4490228169998,kiss,-2.8785481086132907
21,5.05,0.5856611550007074,336,b,0.6973240950028412,Monday,22,41,459.32639830599874,463.9738660969997,0.6996313589988858,faceWord_exp,42,01,13,180,457.6258771959983,neu,458.32320129100117,1,43,female,image_stim_p.png,1,464.6734974559986,464.5595272520004,fence,0.3759356543037889
21,5.16,0.5522612380009377,180,b,0.6972460169999977,Monday,22,41,469.3865244289991,471.42766839899923,0.6990652150016103,faceWord_exp,42,01,13,336,467.68612574800136,neu,468.38337176500136,1,44,female,image_stim_p.png,1,472.12673361400084,471.97992963700017,truck,-0.5907285556577869
22,5.89,0.7064581840022583,180,y,0.6946479010002804,Monday,22,42,479.4467764510009,481.50040683399857,0.7033823400015535,faceWord_exp,42,01,13,336,477.74889950500074,neu,478.443547406001,1,45,female,image_stim_n.png,1,482.2037891740001,482.2068650180008,famous,-0.8050043475134195
22,5.8,0.8539907689992106,336,y,0.697045965000143,Monday,22,42,489.5237631130003,494.1707521040007,0.7003477489997749,faceWord_exp,42,01,13,180,487.8234667969991,neu,488.52051276199927,1,46,female,image_stim_n.png,1,494.8710998530005,495.0247428729999,tomato,-1.3575770021145472
21,6.9,0.5015390459993796,336,b,0.6967231820017332,Monday,22,31,499.58407432199965,504.86707355399994,0.6989229440005147,faceWord_exp,42,01,11,180,497.88400013299906,pos,498.5807233150008,1,47,female,image_stim_p.png,1,505.56599649800046,505.3686125999993,pineapple,-1.6708771386143015
21,5.41,1.3709973969998828,336,b,0.697371796999505,Monday,22,41,510.3811946290007,515.3613752050005,0.6996316179975111,faceWord_exp,42,01,13,180,508.5788870670003,neu,509.27625886399983,1,48,female,image_stim_p.png,1,516.061006822998,516.7323726020004,school,0.26215401176465297
22,2.05,0.4688403660002223,336,y,0.6973664280012599,Monday,22,32,520.7741731969982,525.4216216479981,0.6996968230014318,faceWord_exp,42,01,12,180,519.0732388369979,neg,519.7706052649992,1,49,female,image_stim_n.png,1,526.1213184709995,525.8904620139983,victim,3.457530661450998
22,5.71,0.7860844270035159,336,b,1.048164480998821,Monday,22,42,531.6361421549991,536.2843111849979,0.8837425690035161,faceWord_exp,42,01,13,180,529.4525390460003,neu,530.5007035269991,0,50,female,image_stim_n.png,1,537.1680537540014,537.0703956120014,tourist,-0.31568469709749714
21,8.0,0.8190371569980925,336,b,0.697581332999107,Monday,22,31,542.0808672979983,546.7286839230001,0.6994324730003427,faceWord_exp,42,01,11,180,540.3800386830007,pos,541.0776200159999,1,51,female,image_stim_p.png,1,547.4281163960004,547.5477210799982,love,-2.40140153221556
21,7.09,0.6498277880018577,180,b,0.6953427779990307,Monday,22,31,552.1411293310011,554.1849059419983,0.6968162970006233,faceWord_exp,42,01,11,336,550.442481738999,pos,551.1378245169981,1,52,female,image_stim_p.png,1,554.8817222389989,554.8347337300002,woman,-1.7483058493195842
22,2.67,0.5687666519988852,336,y,0.8450114990009752,Monday,22,32,562.618896046999,567.7173700189996,0.7332008820012561,faceWord_exp,42,01,12,180,560.7707744379986,neg,561.6157859369996,1,53,female,image_stim_n.png,1,568.4505709010009,568.2861366709985,lonely,4.010420717126172
22,4.5,0.4521368329988036,336,y,0.9313582540016796,Monday,22,32,574.0333112379994,578.680713220001,0.6991023529990343,faceWord_exp,42,01,12,180,572.0983642659994,neg,573.0297225200011,1,54,female,image_stim_n.png,1,579.3798155730001,579.1328500529999,gasp,1.3014161644429498
22,5.67,0.8695619230020384,336,y,0.6973989780017291,Monday,22,42,584.0933207890012,588.7408843499979,0.6992337070005306,faceWord_exp,42,01,13,180,582.3924029869995,neu,583.0898019650012,1,55,female,image_stim_n.png,1,589.4401180569985,589.610446273,beer,-0.9222259722889368
21,6.45,1.0872407410024607,180,b,0.6982252279995009,Monday,22,31,594.1534545079994,596.561559976999,0.9187758040025074,faceWord_exp,42,01,11,336,592.45213238,pos,593.1503576079995,1,56,female,image_stim_p.png,1,597.4803357810015,597.6488007180014,pie,-2.2727319315779937
21,5.42,0.4676990299994941,336,b,0.9317788330008625,Monday,22,41,605.3330238950002,609.9807702770013,0.6996567159985716,faceWord_exp,42,01,13,180,603.3984203629989,neu,604.3301991959997,1,57,female,image_stim_p.png,1,610.6804269929999,610.4484693070008,man,-0.277657621999038
21,7.0,1.1044010069999786,180,b,0.6962177720015461,Monday,22,31,615.3932127150001,617.4336254000009,0.69974317499873,faceWord_exp,42,01,11,336,613.6939330829991,pos,614.3901508550007,1,58,female,image_stim_p.png,1,618.1333685749996,618.5380264070009,zoo,-2.1296901000704778
21,7.25,0.906643278998672,336,b,0.6948589439998614,Monday,22,31,625.4700434349979,630.5179023769997,1.0025694110008772,faceWord_exp,42,01,11,180,623.7720856749984,pos,624.4669446189982,1,59,female,image_stim_p.png,1,631.5204717880006,631.4245456559984,garden,-2.3673221107876317
22,4.55,0.8031370749995403,336,y,0.729251787000976,Monday,22,32,637.5693220409994,642.216916161,0.699553662998369,faceWord_exp,42,01,12,180,635.8366977849983,neg,636.5659495719992,1,60,female,image_stim_n.png,1,642.9164698239983,643.0200532359995,meeting,0.7573178762670367
