scan day,offset_img,rt,no,response,gender,onset_word,key_t,age,duration_measured_img,correct_resp,word_trigger,img,duration_measured_word,duration_frames,img_trigger,word_score_pc,offset_word,word_label,delay_frames_after,condition,onset_img,delay_frames_before,pause_trigger,session,ID,word,pause_trigger_t,word_score_warriner
Monday,121.46423249500367,0.5547040509991348,11,y,female,111.0246711869986,121.032474489999,22,0.986462056003802,1,12,image_stim_n.png,1.131573009006388,42,22,2.1399531488678094,112.15624419600499,neg,180,faceWord_exp,120.47777043899987,336,32,5,01,vice,113.62554175300465,3.81
Monday,129.31663637300517,0.6345455199989374,12,y,female,124.87981748000311,129.25430983000115,22,0.6968720630029566,1,13,image_stim_n.png,0.6935394319953048,42,22,-0.4963231956276321,125.57335691199842,neu,336,faceWord_exp,128.6197643100022,180,42,5,01,hairbrush,126.57683876000374,5.95
Monday,143.9056115860003,1.1511694889995852,13,b,female,135.25850862300285,144.36022570700152,22,0.6965553679983714,1,11,image_stim_p.png,1.0447668380002142,42,21,-2.9544920916265727,136.30327546100307,pos,180,faceWord_exp,143.20905621800193,336,31,5,01,friendly,137.4557588720054,7.84
Monday,154.38309881500027,1.0688979989936342,14,b,female,146.92105686599825,154.75542041099834,22,0.6965764029955608,1,13,image_stim_p.png,0.9130345690064132,42,21,-0.32385553549685003,147.83409143500467,neu,180,faceWord_exp,153.6865224120047,336,41,5,01,carrot,149.03682943600143,5.79
Monday,164.4438449349982,0.7182787230049144,15,b,female,157.3981339680031,164.46514677600499,22,0.6969768819981255,1,13,image_stim_p.png,0.6953711999958614,42,21,-0.2527650722021685,158.09350516799896,neu,180,faceWord_exp,163.74686805300007,336,41,5,01,arm,159.09679189699818,5.44
Monday,171.89705890999903,0.5335405180012458,16,b,female,167.45922635400348,171.734455566002,22,0.69614386199828,1,11,image_stim_p.png,0.6944499449964496,42,21,-2.625984580876632,168.15367629899993,pos,336,faceWord_exp,171.20091504800075,180,31,5,01,spring,169.1570315889985,7.64
Monday,185.23262556300324,0.41313248899678,17,b,female,178.19160051300423,184.95243082399975,22,0.6933272280002711,1,11,image_stim_p.png,0.6907455799955642,42,21,-1.2320142343270626,178.8823460929998,pos,180,faceWord_exp,184.53929833500297,336,31,5,01,water,179.8856718310053,7.0
Monday,192.6859406299991,0.9519327899979544,18,b,female,188.24843601400062,192.94062490999931,22,0.6972485099977348,1,11,image_stim_p.png,0.6942318790024729,42,21,-1.178487968131687,188.9426678930031,pos,336,faceWord_exp,191.98869212000136,180,31,5,01,tangerine,189.94592964099866,6.81
Monday,205.35299198899884,0.48277410399896326,19,b,female,198.30737914099882,205.13907373400434,22,0.6966923589934595,1,13,image_stim_p.png,0.6953886580013204,42,21,0.5156614996478043,199.00276779900014,neu,180,faceWord_exp,204.65629963000538,336,41,5,01,bus,200.00619639700017,5.12
Monday,215.41329438800312,1.6016705639995052,20,b,female,208.36884311200265,216.31830837600137,22,0.69665657600126,1,11,image_stim_p.png,0.6941224629990757,42,21,-2.3591802685249372,209.06296557500173,pos,180,faceWord_exp,214.71663781200186,336,31,5,01,applause,210.06635262000054,7.12
Monday,223.58508703199914,0.4678010159987025,21,y,female,218.42905716899986,223.35526899700199,22,0.6976190509958542,1,12,image_stim_n.png,0.6941157360051875,42,22,0.7498341013103271,219.12317290500505,neg,336,faceWord_exp,222.88746798100328,180,32,5,01,dictation,220.27680589500233,4.26
Monday,235.41619764400093,0.9384003910017782,22,b,female,229.69147121800052,235.338191421004,22,1.0164066139986971,1,13,image_stim_p.png,0.6951450170017779,42,21,-1.235914274808286,230.3866162350023,neu,336,faceWord_exp,234.39979103000223,180,41,5,01,corn,231.390086256004,5.95
Monday,248.85263428400503,0.5998540929940646,23,b,female,241.8068091610039,248.75540867399832,22,0.6970797030007816,1,11,image_stim_p.png,0.6952763459994458,42,21,-2.1428059827362134,242.50208550700336,pos,180,faceWord_exp,248.15555458100425,336,31,5,01,awe,243.50582185199892,6.85
Monday,258.9123955739997,1.6349588249941007,24,b,female,251.87019836900436,259.8541203659988,22,0.6932340329949511,1,11,image_stim_p.png,0.6924016929988284,42,21,-1.410303556989907,252.56260006200318,pos,180,faceWord_exp,258.2191615410047,336,31,5,01,tea,253.56584668099822,6.56
Monday,269.4576306650051,1.1017567079979926,25,b,female,262.41300420200423,269.86259032900125,22,0.6967970440018689,1,13,image_stim_p.png,0.6942180609985371,42,21,-1.4097678477610591,263.10722226300277,neu,180,faceWord_exp,268.76083362100326,336,41,5,01,mandolin,264.11060750300385,5.7
Monday,276.9275051020013,0.5743750050023664,26,y,female,272.47384732900537,276.7979766120043,22,0.7039034949993948,1,12,image_stim_n.png,0.6936638179977308,42,22,3.17672342877373,273.1675111470031,neg,336,faceWord_exp,276.2236016070019,180,32,5,01,dangerous,274.1706640090051,2.33
Monday,286.9876823939994,0.9019145660058712,27,y,female,282.550118940002,287.1932074280048,22,0.6963895320004667,1,13,image_stim_n.png,0.6941934610003955,42,22,0.19443075193465506,283.2443124010024,neu,336,faceWord_exp,286.29129286199895,180,42,5,01,stapler,284.2474286180004,5.25
Monday,297.04799976000504,0.516175539996766,28,y,female,292.6097525090008,296.8678553389982,22,0.6963199610036099,1,12,image_stim_n.png,0.6948878890034393,42,22,4.0294120701769724,293.30464039800427,neg,336,faceWord_exp,296.35167979900143,180,32,5,01,dead,294.3073446310009,2.02
Monday,309.73185208400537,0.8753529889945639,29,b,female,302.66962308200164,309.90325313599897,22,0.7039519370009657,1,11,image_stim_p.png,0.695307160000084,42,21,-1.962809513975644,303.3649302420017,pos,180,faceWord_exp,309.0279001470044,336,31,5,01,bed,304.3681797120007,7.16
Monday,320.3100129960003,0.6069847510007094,30,y,female,312.74658408699906,320.21390127199993,22,0.7030964750010753,1,12,image_stim_n.png,0.6951061540021328,42,22,3.227422121163128,313.4416902410012,neg,180,faceWord_exp,319.6069165209992,336,32,5,01,riot,314.4452378700007,3.15
Monday,330.87160454499826,0.5454459239990683,31,y,female,323.4273439239987,330.725017155004,22,0.6920333139933064,1,12,image_stim_n.png,1.0451252530037891,42,22,3.659937177091274,324.4724691770025,neg,180,faceWord_exp,330.17957123100496,336,32,5,01,curse,325.5247408110008,2.9
Monday,340.94853268700535,0.7422968699975172,32,b,female,333.8871608660047,340.98631651100004,22,0.7045130460028304,1,13,image_stim_p.png,0.6945598689999315,42,21,0.002541127499528235,334.58172073500464,neu,180,faceWord_exp,340.2440196410025,336,41,5,01,umbrella,335.58429440799955,5.84
Monday,351.0088235190051,0.5996459320012946,33,b,female,343.964120622004,350.9116555560031,22,0.696813895003288,1,13,image_stim_p.png,0.6941720169998007,42,21,0.4587040848007746,344.6582926390038,neu,180,faceWord_exp,350.3120096240018,336,41,5,01,company,345.66186672000185,5.64
Monday,358.46208427600504,0.8197839749991545,34,y,female,354.02354197100067,358.5849086180024,22,0.6969596330018248,1,12,image_stim_n.png,0.6951246280004852,42,22,1.399169263323496,354.71866659900115,neg,336,faceWord_exp,357.7651246430032,180,32,5,01,army,355.7220503999997,4.65
Monday,368.52222105200053,0.7676988879975397,35,y,female,364.08410864300095,368.5928923829997,22,0.6970275569983642,1,12,image_stim_n.png,0.6946663220005576,42,22,4.735833249102137,364.7787749650015,neg,336,faceWord_exp,367.82519349500217,180,32,5,01,grief,365.7822881350003,2.33
Monday,381.189305908003,0.43160190499474993,36,b,female,374.1455624250011,380.925224917999,22,0.6956828949987539,1,11,image_stim_p.png,0.6934689350018743,42,21,-1.295378487470534,374.839031360003,pos,180,faceWord_exp,380.49362301300425,336,31,5,01,television,375.84235975400225,7.18
Monday,391.24957958899904,0.6509353229994304,37,b,female,384.2054126350049,391.20326328399824,22,0.697251628000231,1,13,image_stim_p.png,0.6938837629932095,42,21,0.3309936143559913,384.8992963979981,neu,180,faceWord_exp,390.5523279609988,336,41,5,01,newspaper,385.90269203400385,5.11
Monday,398.7197986730025,0.820078877004562,38,y,female,394.26720360699983,398.8403905130035,22,0.6994870370035642,1,12,image_stim_n.png,0.6924118340029963,42,22,2.490397821352158,394.9596154410028,neg,336,faceWord_exp,398.02031163599895,180,32,5,01,mob,395.96286508400226,3.7
Monday,408.77958668100473,0.6171706280001672,39,y,female,404.3407791260033,408.6996850180003,22,0.6970722910045879,0,11,image_stim_p.png,0.6956535939971218,42,21,-1.1429809241505904,405.03643272000045,pos,336,faceWord_exp,408.08251439000014,180,31,5,01,book,406.03940048599907,7.05
Monday,418.83982809699955,0.5176899340003729,40,y,female,414.4016646349992,418.66075065900077,22,0.6967673719991581,1,12,image_stim_n.png,0.6949313930017524,42,22,4.006417686109669,415.09659602800093,neg,336,faceWord_exp,418.1430607250004,180,32,5,01,dread,416.0999036630019,3.0
Monday,428.9003593140005,0.401355408001109,41,b,female,424.4622402380046,428.604196666005,22,0.6975180559966248,1,13,image_stim_p.png,0.6944853709937888,42,21,0.14106522732466809,425.1567256089984,neu,336,faceWord_exp,428.2028412580039,180,41,5,01,editor,426.1602614209987,5.43
Monday,441.5670820419982,0.5334074729980784,42,b,female,434.52250228800403,441.40339480400144,22,0.6970947109948611,1,11,image_stim_p.png,0.6945954979964881,42,21,-1.211925852261804,435.2170977860005,pos,180,faceWord_exp,440.86998733100336,336,31,5,01,morning,436.22043767500145,6.41
Monday,449.0205197980031,0.8027033550024498,43,b,female,444.58352453300176,449.12511387400446,22,0.6981092790010734,1,11,image_stim_p.png,0.6937147499993443,42,21,-2.249771083793789,445.2772392830011,pos,336,faceWord_exp,448.322410519002,180,31,5,01,intellect,446.2807483020006,6.62
Monday,461.68784260399843,0.5012371379998513,44,y,female,454.6434609400021,461.491828885999,22,0.6972508559993003,1,12,image_stim_n.png,0.6940381570020691,42,22,1.0236166268558873,455.3374990970042,neg,180,faceWord_exp,460.99059174799913,336,32,5,01,hierarchy,456.34074337399943,4.95
Monday,475.5413163810008,1.4166857559976052,45,b,female,465.6411297259983,476.26527281900053,22,0.6927293179978733,1,11,image_stim_p.png,1.144857741004671,42,21,-1.8816288507581482,466.785987467003,pos,180,faceWord_exp,474.8485870630029,336,31,5,01,theater,468.3411459400013,6.14
Monday,486.6396334550009,0.9386707129960996,46,y,female,478.55703613300284,486.44116517699877,22,1.13713899099821,1,12,image_stim_n.png,0.6941443830000935,42,22,0.8708146708303101,479.25118051600293,neg,180,faceWord_exp,485.50249446400267,336,32,5,01,banker,480.25446009200095,4.89
Monday,494.1075517050049,1.118733910996525,47,y,female,489.6701838480003,494.52944902500167,22,0.6968365909997374,1,13,image_stim_n.png,0.6943308170011733,42,22,-0.41434578466507305,490.3645146650015,neu,336,faceWord_exp,493.41071511400514,180,42,5,01,engineer,491.3676200539994,5.79
Monday,506.7748226680051,1.0022169029980432,48,y,female,499.7292765430029,507.07992714000284,22,0.6971124310002779,1,12,image_stim_n.png,0.6952941950003151,42,22,0.1828236131989572,500.42457073800324,neg,180,faceWord_exp,506.0777102370048,336,32,5,01,cab,501.42796521700075,4.81
Monday,520.0942975450016,0.7481388989981497,49,y,female,509.92448207700363,519.8817484009996,22,0.9606880430001183,1,13,image_stim_n.png,1.1131110389978858,42,22,-1.2450836009557775,511.0375931160015,neu,180,faceWord_exp,519.1336095020015,336,42,5,01,apricot,512.475620023004,5.95
Monday,528.5162034640016,1.6195520569963264,50,y,female,524.078237280999,529.4387837620015,22,0.6969717589963693,1,12,image_stim_n.png,0.6946199340018211,42,22,3.0668244091236065,524.7728572150008,neg,336,faceWord_exp,527.8192317050052,180,32,5,01,whine,525.7762011119994,2.82
Monday,542.4710133289991,0.781477222997637,51,y,female,534.1375858969986,542.222903599999,22,1.0295869519977714,1,12,image_stim_n.png,0.6956148320023203,42,22,1.5300907112092572,534.833200729001,neg,180,faceWord_exp,541.4414263770013,336,32,5,01,ant,535.8363629189989,3.9
Monday,553.7178254030005,0.5235395790004986,52,y,female,546.9549857910024,553.1709595360007,22,1.0704054460002226,1,12,image_stim_n.png,1.081973767002637,42,22,2.9843905620469613,548.036959558005,neg,336,faceWord_exp,552.6474199570002,180,32,5,01,mosquito,549.5246297980048,3.12
Monday,569.0076695690004,0.870066574003431,53,y,female,560.2246417950009,569.1810411140032,22,0.6966950290006935,1,13,image_stim_n.png,0.6947361190032098,42,22,0.16108323717668446,560.9193779140041,neu,180,faceWord_exp,568.3109745399997,336,42,5,01,desk,562.1579158950044,5.56
Monday,579.7546653410027,0.434849191995454,54,b,female,572.0229669920009,579.3072525559983,22,0.882261976999871,1,11,image_stim_p.png,0.6945135519999894,42,21,-1.7441234463665167,572.7174805440009,pos,180,faceWord_exp,578.8724033640028,336,31,5,01,cherry,573.7209470630041,7.05
Monday,590.3154209109998,0.7517834300015238,55,b,female,583.052042629999,590.1519948370042,22,0.9152095039971755,1,13,image_stim_p.png,0.695003202999942,42,21,-0.8220066925000616,583.747045832999,neu,180,faceWord_exp,589.4002114070026,336,41,5,01,dime,584.750371959999,5.58
Monday,597.9849994169999,0.5500784610048868,56,b,female,593.5473201030036,597.8385177220043,22,0.696560156000487,1,11,image_stim_p.png,0.6944939099994372,42,21,-2.547338598571031,594.241814013003,pos,336,faceWord_exp,597.2884392609994,180,31,5,01,tulip,595.2450654400018,7.25
Monday,608.0452941359981,0.4163900459971046,57,b,female,603.6077484280031,607.7647232939999,22,0.6969608879953739,1,11,image_stim_p.png,0.6941681829994195,42,21,-2.641671297166366,604.3019166110025,pos,336,faceWord_exp,607.3483332480027,180,31,5,01,peaceful,605.3053013690005,8.0
Monday,621.1965655780004,0.6708711390019744,58,y,female,613.666877487005,621.1677359860041,22,0.6997007309983019,1,13,image_stim_n.png,0.6952170809963718,42,22,0.07992973296861662,614.3620945680013,neu,180,faceWord_exp,620.4968648470021,336,42,5,01,clue,615.3653162699993,5.38
Monday,629.0347003470015,0.8465073600018513,59,b,female,624.5911807080047,629.1884317160002,22,0.6927759910031455,1,11,image_stim_p.png,0.7001364239986287,42,21,-1.2397352233188434,625.2913171320033,pos,336,faceWord_exp,628.3419243559983,180,31,5,01,wit,626.2946955950028,7.25
Monday,639.0951008410048,0.735821225993277,60,y,female,634.657442460004,639.1340653189982,22,0.6968567479998455,1,13,image_stim_n.png,0.6941530789990793,42,22,0.08756588783899029,635.351595539003,neu,336,faceWord_exp,638.3982440930049,180,42,5,01,mushroom,636.3549027219997,5.61
