img,correct_resp,word_label,delay_frames_after,no,duration_measured_img,scan day,gender,response,word_score_pc,word_trigger,word_score_warriner,age,ID,offset_img,word,img_trigger,delay_frames_before,onset_img,pause_trigger_t,onset_word,pause_trigger,offset_word,duration_frames,session,condition,key_t,duration_measured_word,rt
image_stim_p.png,1,pos,336,42,0.6921351489982044,Monday,female,b,-2.8785481086132907,11,7.78,20,001,416.31559719600045,kiss,21,180,415.62346204700225,413.5990341079996,411.90267696900264,31,412.5980884060009,42,1,faceWord_exp,416.20193596399986,0.6954114369982562,0.5784739169976092
image_stim_p.png,1,pos,336,43,0.6924261690001003,Monday,female,b,-1.1648995537800455,11,6.15,20,001,426.33408855200105,plum,21,180,425.64166238300095,423.6172207590025,421.9208050540001,31,422.6160221150021,42,1,faceWord_exp,426.2705557320005,0.6952170610020403,0.6288933489995543
image_stim_p.png,1,pos,180,44,0.6951936049990763,Monday,female,b,-2.8031613090757777,11,7.21,20,001,438.95266345100026,beach,21,336,438.2574698460012,433.6351535270005,431.9389555170019,31,432.6345701829996,42,1,faceWord_exp,438.772744848,0.6956146659977094,0.5152750019988162
image_stim_p.png,1,pos,180,45,0.7071434410026995,Monday,female,b,-1.1443669013398097,11,6.85,20,001,448.98747653300234,moral,21,336,448.28033309199964,443.65362432000256,441.95895180500156,31,442.6527308190016,42,1,faceWord_exp,448.79006102900166,0.6937790140000288,0.509727937002026
image_stim_n.png,1,neg,180,46,0.6926137510017725,Monday,female,y,4.010420717126172,12,2.67,20,001,459.005846318003,lonely,22,336,458.31323256700125,453.688476577001,451.9927240680008,32,452.6874535390016,42,1,faceWord_exp,458.6416556240001,0.6947294710007554,0.3284230569988722
image_stim_n.png,1,neg,180,47,0.6922840949991951,Monday,female,y,0.7573178762670367,12,4.55,20,001,469.02395143800095,meeting,22,336,468.33166734300175,463.7064199030028,462.00962378900294,32,462.7057292850004,42,1,faceWord_exp,468.709636622003,0.6961054959974717,0.3779692790012632
image_stim_n.png,1,neg,180,48,0.6919299639994279,Monday,female,y,3.648586845460279,12,3.16,20,001,479.04228633300227,hurricane,22,336,478.35035636900284,473.7267102650003,472.0295373150002,32,472.72404518900294,42,1,faceWord_exp,478.7453540380011,0.6945078740027384,0.3949976689982577
image_stim_n.png,1,neu,336,49,0.692389218002063,Monday,female,y,-0.8050043475134195,13,5.89,20,001,486.46006702900195,famous,22,180,485.7676778109999,483.74317117100145,482.0460688100029,42,482.74229882200234,42,1,faceWord_exp,486.246192239003,0.6962300119994325,0.47851442800310906
image_stim_n.png,1,neu,336,50,0.6950837590011361,Monday,female,y,-0.08455950357770388,13,5.17,20,001,496.478215217001,keyboard,22,180,495.78313145799984,493.7613335220012,492.064375396003,42,492.76051214200197,42,1,faceWord_exp,496.21392446400205,0.696136745998956,0.4307930060022045
image_stim_p.png,0,pos,180,51,0.6923500699995202,Monday,female,y,-1.4783411251765788,11,6.14,20,001,509.0969554050025,limousine,21,336,508.404605335003,503.77940409000075,502.08369875100107,31,502.7787352030027,42,1,faceWord_exp,508.8502961209997,0.6950364520016592,0.4456907859967032
image_stim_n.png,1,neg,336,52,0.6910642729999381,Monday,female,y,4.314775126713813,12,2.89,20,001,516.5147672860003,deceit,22,180,515.8237030130003,513.7978129860021,512.1031797160031,32,512.7970006450014,42,1,faceWord_exp,516.4683217910024,0.6938209289983206,0.6446187780020409
image_stim_p.png,1,pos,336,53,0.6949696589981613,Monday,female,b,-1.7483058493195842,11,7.09,20,001,526.5329083200013,woman,21,180,525.8379386610031,523.8158917630026,522.1194413789999,31,522.814772978003,42,1,faceWord_exp,526.185174178001,0.6953315990031115,0.34723551699789823
image_stim_n.png,1,neu,180,54,0.6928957370000717,Monday,female,y,-1.0601571884744718,13,5.05,20,001,539.1516076970001,fiddle,22,336,538.4587119600001,533.8342686560027,532.1379866790012,42,532.8333754440027,42,1,faceWord_exp,538.9379587390031,0.6953887650015531,0.47924677900300594
image_stim_n.png,1,neg,336,55,0.6932779270027822,Monday,female,y,3.6605330306018913,12,3.63,20,001,546.5693702900026,tornado,22,180,545.8760923629998,543.8524249990005,542.1564078930023,32,542.8515995260022,42,1,faceWord_exp,546.3062242530032,0.6951916329999221,0.4301318900033948
image_stim_p.png,1,pos,336,56,0.6946571089974896,Monday,female,b,-1.0543324261381863,11,6.47,20,001,556.5875448879997,oak,21,180,555.8928877790022,553.8704161280002,552.1736758530024,31,552.8697056980018,42,1,faceWord_exp,556.3065185300002,0.6960298449994298,0.4136307509979815
image_stim_n.png,0,neu,336,57,0.6920437539993145,Monday,female,b,-0.9990759838186469,13,5.73,20,001,566.6057954320022,field,22,180,565.9137516780029,563.888837581002,562.1929297250026,42,562.8880393489999,42,1,faceWord_exp,566.2582604010022,0.6951096239972685,0.3445087229993078
image_stim_n.png,1,neu,180,58,0.6914527609987999,Monday,female,y,-0.18281188470513854,13,5.14,20,001,579.2243517930001,spatula,22,336,578.5328990320013,573.9071578350013,572.2113535770004,42,572.9062381590011,42,1,faceWord_exp,579.1104542390021,0.6948845820006682,0.5775552070008416
image_stim_n.png,1,neg,180,59,0.6911381720019563,Monday,female,y,1.9014187675556817,12,4.23,20,001,589.2425216750016,alligator,22,336,588.5513835029997,583.9247758160018,582.2296330650024,32,582.924335376003,42,1,faceWord_exp,588.8786648660025,0.694702311000583,0.3272813630028395
image_stim_p.png,1,neu,336,60,0.6914879600008135,Monday,female,b,0.1935892361901769,13,5.44,20,001,596.6602415720008,bridge,21,180,595.968753612,593.9435751140009,592.2472977020007,41,592.9425449510018,42,1,faceWord_exp,596.3469089790015,0.6952472490011132,0.3781553670014546
