onset_img,duration_measured_word,delay_frames_after,word,word_label,onset_word,rt,key_t,img_trigger,pause_trigger,gender,word_score_pc,duration_frames,no,word_trigger,word_score_warriner,offset_img,response,offset_word,age,session,img,ID,delay_frames_before,condition,scan day,pause_trigger_t,correct_resp,duration_measured_img
478.1800584580051,0.6951943690073676,180,vice,neg,471.86966533301165,0.6227391780121252,478.8027976360172,22,32,female,2.1399531488678094,42,48,12,3.81,478.8830668780138,y,472.564859702019,23,5,image_stim_n.png,1,336,faceWord_exp,Monday,473.56292873900384,1,0.7030084200087003
488.1920590829686,0.6960277020116337,180,mob,neg,481.8780317939818,0.72098006302258,488.9130391459912,22,32,female,2.490397821352158,42,49,12,3.7,488.89275097998325,y,482.5740594959934,23,5,image_stim_n.png,1,336,faceWord_exp,Monday,483.57298981997883,1,0.7006918970146216
495.60826719598845,0.694956753985025,336,morning,pos,491.88849077699706,0.6358434199937619,496.2441106159822,21,31,female,-1.211925852261804,42,50,11,6.41,496.3084745549713,y,492.5834475309821,23,5,image_stim_p.png,1,180,faceWord_exp,Monday,493.58191858499777,0,0.7002073589828797
505.61781012197025,0.6947672099922784,336,spring,pos,501.89916437497595,-1.607527265965473,504.0102828560048,21,31,female,-2.625984580876632,42,51,11,7.64,506.31803714396665,b,502.59393158496823,23,5,image_stim_p.png,1,180,faceWord_exp,Monday,503.59193376096664,1,0.7002270219963975
515.6281873129774,0.6947653280221857,336,army,neg,511.90888690698193,0.7019634839962237,516.3301507969736,22,32,female,1.399169263323496,42,52,12,4.65,516.3281153989956,y,512.6036522350041,23,5,image_stim_n.png,1,180,faceWord_exp,Monday,513.6020709199947,1,0.6999280860181898
525.6365239020088,0.6938619170105085,336,company,neu,521.9188080579625,0.7539460089756176,526.3904699109844,22,42,female,0.4587040848007746,42,53,13,5.64,526.3382997380104,y,522.612669974973,23,5,image_stim_n.png,1,180,faceWord_exp,Monday,523.6105962310103,1,0.701775836001616
538.2416460610111,0.6949386909836903,180,mushroom,neu,531.9275693499949,0.6682250580051914,538.9098711190163,21,41,female,0.08756588783899029,42,54,13,5.61,538.9412751629716,b,532.6225080409786,23,5,image_stim_p.png,1,336,faceWord_exp,Monday,533.620595143002,1,0.6996291019604541
545.6562132270192,0.6956148070166819,336,riot,neg,541.9375944519998,0.5871798669686541,546.2433930939878,22,32,female,3.227422121163128,42,55,12,3.15,546.3576493560104,y,542.6332092590164,23,5,image_stim_n.png,1,180,faceWord_exp,Monday,543.6312001249753,1,0.7014361289911903
555.6727474909858,0.6921453109825961,336,awe,pos,551.9500519830035,0.7124678349937312,556.3852153259795,21,31,female,-2.1428059827362134,42,56,11,6.85,556.3678553429781,b,552.6421972939861,23,5,image_stim_p.png,1,180,faceWord_exp,Monday,553.6412379539688,1,0.6951078519923612
568.2693053029943,0.6927819810225628,180,mosquito,neg,561.9590705189621,0.6199723079917021,568.889277610986,22,32,female,2.9843905620469613,42,57,12,3.12,568.9710910060094,y,562.6518524999847,23,5,image_stim_n.png,1,336,faceWord_exp,Monday,563.6498244149843,1,0.7017857030150481
575.6843632789678,0.6958079200121574,336,desk,neu,571.9666654809844,0.8047273060074076,576.4890905849752,21,41,female,0.16108323717668446,42,58,13,5.56,576.3858819240122,b,572.6624734009965,23,5,image_stim_p.png,1,180,faceWord_exp,Monday,573.660248036962,1,0.7015186450444162
588.2868683519773,0.6922948959982023,180,hairbrush,neu,581.9792764289887,0.5715919469948858,588.8584602989722,21,41,female,-0.4963231956276321,42,59,13,5.95,588.9897383569623,b,582.6715713249869,23,5,image_stim_p.png,1,336,faceWord_exp,Monday,583.6702877469943,1,0.7028700049850158
595.7056474660058,0.6961552450084127,336,cab,neg,591.9849016540102,0.5865471899742261,596.29219465598,22,32,female,0.1828236131989572,42,60,12,4.81,596.4059256089968,y,592.6810568990186,23,5,image_stim_n.png,1,180,faceWord_exp,Monday,593.6786001799628,1,0.7002781429910101
