duration_frames,onset_img,word,duration_measured_word,img_trigger,word_trigger,age,pause_trigger,no,word_score_pc,word_score_warriner,word_label,img,response,pause_trigger_t,scan day,correct_resp,offset_word,ID,delay_frames_after,duration_measured_img,delay_frames_before,rt,session,key_t,gender,offset_img,condition,onset_word
24,570.6605924000032,ticket,0.6266361000016332,21,13,22,41,38,-0.7502239645266248,5.28,neu,image_stim_p.png,b,562.9604832999757,Monday,1,561.4417535999673,B12,180,0.6499297000118531,336,1.2428100999677554,5,571.903402499971,female,571.3105221000151,faceWord_exp,560.8151174999657
24,581.4422809999669,drum,0.5920081000076607,21,11,22,31,39,-1.4373817092238501,6.05,pos,image_stim_p.png,b,578.2040760999662,Monday,1,576.4433046000195,B12,336,0.6272796000121161,180,1.5265961000113748,5,582.9688770999783,female,582.069560599979,faceWord_exp,575.8512965000118
24,596.9023622999666,hairbrush,0.7639455999596976,22,13,22,42,40,-0.4963231956276321,5.95,neu,image_stim_n.png,b,593.2673024999676,Monday,0,591.6934131999733,B12,336,0.9541555000469089,180,2.429387000040151,5,599.3317493000068,female,597.8565178000135,faceWord_exp,590.9294676000136
24,616.80268969998,morning,0.8846030999557115,21,11,22,31,41,-1.211925852261804,6.41,pos,image_stim_p.png,b,609.6262894999818,Monday,1,608.1104941999656,B12,180,0.6149740000255406,336,1.9683393000159413,5,618.7710289999959,female,617.4176637000055,faceWord_exp,607.2258911000099
24,632.1671183999861,awe,0.7158246000180952,21,11,22,31,42,-2.1428059827362134,6.85,pos,image_stim_p.png,b,624.6905157999718,Monday,1,623.1012519000215,B12,180,0.61750310001662,336,1.6857562999939546,5,633.85287469998,female,632.7846215000027,faceWord_exp,622.3854273000034
24,642.7497217999771,curse,0.617117399990093,22,12,22,32,43,3.659937177091274,2.9,neg,image_stim_n.png,y,639.5381861000205,Monday,1,637.9414104999742,B12,336,0.6154426000430249,180,1.316626699990593,5,644.0663484999677,female,643.3651644000201,faceWord_exp,637.3242930999841
24,657.146827300021,corn,0.5894590999814682,22,13,22,42,44,-1.235914274808286,5.95,neu,image_stim_n.png,y,654.048218699987,Monday,1,652.4725343000027,B12,336,0.7967006999533623,180,1.8337185999844223,5,658.9805459000054,female,657.9435279999743,faceWord_exp,651.8830752000213
24,677.0904442999745,umbrella,0.7982933000312187,21,13,22,41,45,0.002541127499528235,5.84,neu,image_stim_p.png,b,669.7336417000042,Monday,1,668.0904852999956,B12,180,0.7987865000031888,336,1.4917065000045113,5,678.582150799979,female,677.8892307999777,faceWord_exp,667.2921919999644
24,692.0110294999904,intellect,0.5897905000019819,21,11,22,31,46,-2.249771083793789,6.62,pos,image_stim_p.png,b,684.7488251000177,Monday,1,683.172897099983,B12,180,0.6214119999785908,336,1.4705541000002995,5,693.4815835999907,female,692.632441499969,faceWord_exp,682.583106599981
24,702.8826730999863,peaceful,0.7134935000212863,21,11,22,31,47,-2.641671297166366,8.0,pos,image_stim_p.png,b,699.6129973999923,Monday,1,698.0194323000032,B12,336,0.6158217000192963,180,1.617375100031495,5,704.5000482000178,female,703.4984948000056,faceWord_exp,697.305938799982
