key_t,onset_word,img_trigger,word_score_warriner,ID,pause_trigger,duration_frames,word,scan day,pause_trigger_t,word_trigger,offset_word,session,correct_resp,response,condition,no,offset_img,word_label,delay_frames_before,delay_frames_after,gender,rt,duration_measured_img,age,img,word_score_pc,onset_img,duration_measured_word
226.48412725602975,221.18145654600812,22,5.42,1,42,42,man,Monday,222.91085958003532,13,221.87628947099438,1,1,y,faceWord_exp,23,225.99869220500113,neu,180,336,female,1.1878506889916025,0.7024156379629858,23,image_stim_n.png,-0.277657621999038,225.29627656703815,0.6948329249862581
235.99389776703902,231.5888606479857,21,7.78,1,31,42,kiss,Monday,233.28237371402793,11,232.284153288987,1,1,b,faceWord_exp,24,235.9915351929958,pos,180,336,female,0.6896717420313507,0.6873091679881327,23,image_stim_p.png,-2.8785481086132907,235.30422602500767,0.6952926410012878
248.58423243300058,241.58192988700466,21,8.47,1,31,42,happy,Monday,243.27546870999504,11,242.27748151501874,1,1,b,faceWord_exp,25,248.5790729779983,pos,336,180,female,0.6923115859972313,0.6871521309949458,23,image_stim_p.png,-3.1501939707833047,247.89192084700335,0.6955516280140728
258.62504252803046,251.57608056103345,22,4.65,1,32,42,diplomat,Monday,253.26860027801013,12,252.2704247990041,1,1,y,faceWord_exp,26,258.58858051302377,neg,336,180,female,0.7396967750391923,0.7032347600325011,23,image_stim_n.png,0.13451130194660302,257.88534575299127,0.6943442379706539
265.8909633930307,261.5854156620335,21,7.25,1,31,42,garden,Monday,263.2783094450133,11,262.2801081750076,1,1,b,faceWord_exp,27,265.98790824599564,pos,180,336,female,0.5895203720428981,0.6864652250078507,23,image_stim_p.png,-2.3673221107876317,265.3014430209878,0.694692512974143
276.2021568870405,271.5781899699941,21,5.05,1,41,42,fence,Monday,273.2714017670369,13,272.27324399200734,1,1,b,faceWord_exp,28,275.99756387103116,neu,180,336,female,0.9044006670010276,0.6998076509917155,23,image_stim_p.png,0.3759356543037889,275.29775622003945,0.6950540220132098
288.53782862302614,281.58839111198904,22,4.73,1,32,42,commander,Monday,283.2811547080055,12,282.2829612400383,1,1,y,faceWord_exp,29,288.60138952499256,neg,336,180,female,0.6372704009991139,0.7008313029655255,23,image_stim_n.png,0.98843671158419,287.90055822202703,0.6945701280492358
295.9227108390187,291.59791876899544,22,4.21,1,32,42,policeman,Monday,293.2909067830187,12,292.292725701991,1,1,y,faceWord_exp,30,296.0004586650175,neg,180,336,female,0.6100195380277,0.687767364026513,23,image_stim_n.png,0.397042668763988,295.312691300991,0.6948069329955615
305.86355570703745,301.5939255800331,21,6.36,1,31,42,boat,Monday,303.28379411099013,11,302.28579174599145,1,1,b,faceWord_exp,31,306.01026687200647,pos,180,336,female,0.5545667120022699,0.7012778769712895,23,image_stim_p.png,-1.0613549170130714,305.3089889950352,0.6918661659583449
315.90583743702155,311.60084079403896,22,3.16,1,32,42,hurricane,Monday,313.29383413802134,12,312.2955599609995,1,1,y,faceWord_exp,32,316.0032208650373,neg,180,336,female,0.5901346320169978,0.687518060032744,23,image_stim_n.png,3.648586845460279,315.31570280500455,0.6947191669605672
326.1155082830228,321.5938290359918,21,7.05,1,31,42,lemonade,Monday,323.28683453501435,11,322.28869109699735,1,1,b,faceWord_exp,33,326.01306932698935,pos,180,336,female,0.8046636059880257,0.7022246499545872,23,image_stim_p.png,-2.146343780688921,325.31084467703477,0.6948620610055514
338.4725145190023,331.50378824799554,21,6.85,1,31,42,moral,Monday,333.19699417299125,11,332.1986944510136,1,1,b,faceWord_exp,34,338.5170675840345,pos,336,180,female,0.6563000669702888,0.7008531320025213,23,image_stim_p.png,-1.1443669013398097,337.816214452032,0.6949062030180357
346.0183931320207,341.4972717780038,22,4.95,1,32,42,sandpaper,Monday,343.1899636950111,12,342.19186319201253,1,1,y,faceWord_exp,35,345.8995820310083,neg,180,336,female,0.8065658460254781,0.6877547450130805,23,image_stim_n.png,0.5814463879932942,345.21182728599524,0.6945914140087552
358.70732538198354,351.49000261200126,22,3.32,1,32,42,bribe,Monday,353.18313423200743,12,352.1848123910022,1,1,y,faceWord_exp,36,358.4865979850292,neg,336,180,female,0.90786441299133,0.6871370160370134,23,image_stim_n.png,2.3815246085651838,357.7994609689922,0.6948097790009342
368.4158808729844,361.48316959902877,22,5.41,1,42,42,school,Monday,363.1762547150138,13,362.178002080007,1,1,y,faceWord_exp,37,368.4797548879869,neu,336,180,female,0.6235789739876054,0.6874529889901169,23,image_stim_n.png,0.26215401176465297,367.7923018989968,0.6948324809782207
375.78399839502526,371.4763352780137,22,2.67,1,32,42,lonely,Monday,373.16915165202226,12,372.1710586230038,1,1,y,faceWord_exp,38,375.8955195370363,neg,180,336,female,0.5914989990415052,0.7030201410525478,23,image_stim_n.png,4.010420717126172,375.19249939598376,0.6947233449900523
388.31943388900254,381.49029254500056,21,7.0,1,31,42,zoo,Monday,383.1790534449974,11,382.1808017960284,1,1,b,faceWord_exp,39,388.4992615340161,pos,336,180,female,0.5175378900021315,0.697365535015706,23,image_stim_p.png,-2.1296901000704778,387.8018959990004,0.6905092510278337
398.4945368790068,391.49562221299857,22,2.05,1,32,42,victim,Monday,393.1886902829865,12,392.1905851510237,1,1,y,faceWord_exp,40,398.5089972940041,neg,336,180,female,0.6879338459693827,0.7023942609666847,23,image_stim_n.png,3.457530661450998,397.8066030330374,0.6949629380251281
408.4384165839874,401.50504356599413,21,6.35,1,31,42,sled,Monday,403.1985622050124,11,402.20034698798554,1,1,b,faceWord_exp,41,408.50212309899507,pos,336,180,female,0.6235101229976863,0.6872166380053386,23,image_stim_p.png,-1.9273821271493088,407.81490646098973,0.6953034219914116
418.4149030119879,411.49870608898345,22,5.05,1,42,42,fiddle,Monday,413.1916521100211,13,412.1938549450133,1,1,y,faceWord_exp,42,418.4951934660203,neu,336,180,female,0.6072886809706688,0.687579135003034,23,image_stim_n.png,-1.0601571884744718,417.80761433101725,0.6951488560298458
428.42418930801796,421.4907992359949,21,6.45,1,31,42,pie,Monday,423.184697914985,11,422.1865552699892,1,1,b,faceWord_exp,43,428.48822763503995,pos,336,180,female,0.6235162719967775,0.6875545990187675,23,image_stim_p.png,-2.2727319315779937,427.8006730360212,0.6957560339942575
438.354222776019,431.4847381209838,21,5.81,1,41,42,whale,Monday,433.17792437499156,13,432.1796825840138,1,1,b,faceWord_exp,44,438.4814243490109,neu,336,180,female,0.5608874100144021,0.6880889830063097,23,image_stim_p.png,-0.8455595735963974,437.7933353660046,0.6949444630299695
445.83352976699825,441.4777224640129,22,4.9,1,32,42,plot,Monday,443.170996033994,12,442.17279842402786,1,1,y,faceWord_exp,45,445.88050054298947,neg,180,336,female,0.6402007539873011,0.6871715299785137,23,image_stim_n.png,0.2016963621838916,445.19332901301095,0.6950759600149468
458.38953700399725,451.47122240101453,22,5.14,1,42,42,spatula,Monday,453.1640164850396,13,452.1659047410358,1,1,y,faceWord_exp,46,458.467642565025,neu,336,180,female,0.6092627659672871,0.6873683269950561,23,image_stim_n.png,-0.18281188470513854,457.78027423802996,0.6946823400212452
468.31394773098873,461.46414838102646,22,2.89,1,32,42,deceit,Monday,463.157253413985,12,462.1590260140365,1,1,y,faceWord_exp,47,468.47744535503443,neg,336,180,female,0.540141056990251,0.7036386810359545,23,image_stim_n.png,4.314775126713813,467.7738066739985,0.6948776330100372
478.32340326800477,471.47695730399573,21,6.9,1,31,42,pineapple,Monday,473.166879196011,11,472.16863315098453,1,1,b,faceWord_exp,48,478.48712943302235,pos,336,180,female,0.5376610059756786,0.7013871709932573,23,image_stim_p.png,-1.6708771386143015,477.7857422620291,0.6916758469888009
488.36646202701377,481.4839710909873,22,5.26,1,42,42,corkscrew,Monday,483.1765113589936,13,482.1784624310094,1,1,y,faceWord_exp,49,488.48029435100034,neu,336,180,female,0.5746116330265068,0.688443957013078,23,image_stim_n.png,-0.3369766028281135,487.79185039398726,0.6944913400220685
495.8846085250261,491.4767517520231,22,5.17,1,42,42,keyboard,Monday,493.1697407180327,13,492.17156708199764,1,1,y,faceWord_exp,50,495.8791706330376,neu,180,336,female,0.6934279369888827,0.6879900450003333,23,image_stim_n.png,-0.08455950357770388,495.19118058803724,0.6948153299745172
505.808761377004,501.4696913360385,22,4.8,1,32,42,mouse,Monday,503.16292326600524,12,502.16442154702963,1,1,y,faceWord_exp,51,505.88907109800493,neg,180,336,female,0.6203114459640346,0.7006211669649929,23,image_stim_n.png,1.5906822936049958,505.18844993103994,0.6947302109911107
515.7688270839863,511.4794774919865,21,5.42,1,41,42,treaty,Monday,513.1726667410112,13,512.1742193690152,1,1,b,faceWord_exp,52,515.8820716179907,neu,180,336,female,0.5748572879820131,0.6881018219864927,23,image_stim_p.png,-0.7213913907893977,515.1939697960042,0.6947418770287186
525.8815148170106,521.4728371180245,21,5.88,1,41,42,hamster,Monday,523.165799732029,13,522.1673481710022,1,1,b,faceWord_exp,53,525.8753408379853,neu,180,336,female,0.693713515996933,0.6875395369715989,23,image_stim_p.png,-1.1856791528275217,525.1878013010137,0.6945110529777594
535.9046100850101,531.4664759149891,22,3.08,1,32,42,aggressive,Monday,533.1589498760295,12,532.1604633120005,1,1,y,faceWord_exp,54,535.8684315099963,neg,180,336,female,0.7229526679730043,0.6867740929592401,23,image_stim_n.png,2.166851165767892,535.1816574170371,0.6939873970113695
545.9163092030212,541.4584816090064,21,5.22,1,41,42,noun,Monday,543.1519551480305,13,542.1535280219978,1,0,y,faceWord_exp,55,545.8779079610249,neu,180,336,female,0.7390652850153856,0.70066404301906,23,image_stim_p.png,0.11872473318936595,545.1772439180058,0.6950464129913598
555.7247414889862,551.4710151740001,21,5.3,1,41,42,embassy,Monday,553.1617944990285,13,552.1632379930234,1,1,b,faceWord_exp,56,555.8879201959935,neu,180,336,female,0.5379960189457051,0.7011747259530239,23,image_stim_p.png,-0.05916451699915906,555.1867454700405,0.6922228190233
565.834107859002,561.4790002990048,22,5.44,1,42,42,bridge,Monday,563.1710224919952,13,562.1731010710355,1,1,y,faceWord_exp,57,565.8808107670047,neu,180,336,female,0.6406145959626883,0.6873175039654598,23,image_stim_n.png,0.1935892361901769,565.1934932630393,0.6941007720306516
578.3875808450393,571.471191419987,21,7.68,1,31,42,new,Monday,573.1645679820213,11,572.1661239489913,1,1,b,faceWord_exp,58,578.4681618339964,pos,336,180,female,0.6072419480187818,0.6878229369758628,23,image_stim_p.png,-1.2313279950095668,577.7803388970206,0.6949325290042907
588.6470364970155,581.4648163000238,22,3.52,1,32,42,hospital,Monday,583.1577723069931,12,582.1592632510001,1,1,y,faceWord_exp,59,588.4777410440147,neg,336,180,female,0.8721865490078926,0.7028910960070789,23,image_stim_n.png,2.561630339716405,587.7748499480076,0.6944469509762712
595.7967940320377,591.4745256140013,21,5.89,1,41,42,famous,Monday,593.1674790520337,13,592.1689860569895,1,1,b,faceWord_exp,60,595.876986614021,neu,180,336,female,0.6075022810255177,0.6876948630088009,23,image_stim_p.png,-0.8050043475134195,595.1892917510122,0.694460442988202
