offset_word,ID,gender,condition,no,offset_img,word,correct_resp,onset_word,key_t,img_trigger,word_score_warriner,rt,duration_measured_img,word_trigger,response,pause_trigger,word_label,delay_frames_before,word_score_pc,session,pause_trigger_t,age,duration_frames,scan day,delay_frames_after,duration_measured_word,onset_img,img
202.62586297199596,km,male,faceWord_exp,21,206.36099089303752,boy,1,201.93017953203525,206.19947430799948,21,5.84,0.5407483089948073,0.7022648940328509,13,b,41,neu,180,-0.9031069202434168,4,203.62693501199828,21,42,Monday,336,0.6956834399607033,205.65872599900467,image_stim_p.png
212.6639580480405,km,male,faceWord_exp,22,216.39910704502836,door,1,211.9674265870126,216.5509340520366,22,5.43,0.8534166570170783,0.7015896500088274,13,y,42,neu,180,0.37753019343780747,4,213.66512397798942,21,42,Monday,336,0.6965314610279165,215.69751739501953,image_stim_n.png
222.7021147920168,km,male,faceWord_exp,23,229.0383208200219,torment,1,222.0070284300018,228.95957927400013,22,2.53,0.6222169809625484,0.7009585269843228,12,y,32,neg,336,4.5355840269859025,4,223.7029236489907,21,42,Monday,180,0.6950863620149903,228.3373622930376,image_stim_n.png
232.74005051603308,km,male,faceWord_exp,24,239.0764975459897,insult,1,232.04735036502825,238.94547311402857,22,2.62,0.5670781420194544,0.6981025739805773,12,y,32,neg,336,4.2176174504439885,4,233.74123072600923,21,42,Monday,180,0.6927001510048285,238.37839497200912,image_stim_n.png
242.7781154870172,km,male,faceWord_exp,25,246.51342223602114,theme,1,242.08282818901353,246.41889474802883,22,5.43,0.6066305820131674,0.7011580700054765,13,y,42,neu,180,-0.7774272008663468,4,243.77969349903287,21,42,Monday,336,0.6952872980036773,245.81226416601567,image_stim_n.png
252.81632036104565,km,male,faceWord_exp,26,259.1526097590104,elevator,1,252.12274950003484,258.98881825304125,21,5.95,0.5378741540480405,0.70166566001717,13,b,41,neu,336,0.1872293205875,4,253.81736344099045,21,42,Monday,180,0.6935708610108122,258.4509440989932,image_stim_p.png
262.85444509703666,km,male,faceWord_exp,27,266.5897760610096,accident,1,262.15963940502843,267.0583843869972,22,2.55,1.1690756579628214,0.7004673319752328,12,y,32,neg,180,3.9974740190684885,4,263.8554808089975,21,42,Monday,336,0.6948056920082308,265.8893087290344,image_stim_n.png
272.8955282010138,km,male,faceWord_exp,28,279.2289100390044,banjo,1,272.19696312601445,279.0481246919953,21,6.35,0.5205643609515391,0.7013497079606168,11,b,31,pos,336,-1.2316584124512135,4,273.893439906009,21,42,Monday,180,0.698565074999351,278.5275603310438,image_stim_p.png
282.930714820046,km,male,faceWord_exp,29,286.66575116303284,majority,1,282.2356647460256,286.5844025230035,22,4.95,0.6197597589925863,0.7011083990219049,12,y,32,neg,180,0.19555716741692625,4,283.9316809820011,21,42,Monday,336,0.6950500740204006,285.96464276401093,image_stim_n.png
292.9687260790379,km,male,faceWord_exp,30,299.3050429910072,bread,1,292.2735617790022,299.14054228103487,21,6.52,0.5369486720301211,0.7014493820024654,11,b,31,pos,336,-1.5215329943370883,4,293.96978758100886,21,42,Monday,180,0.6951643000356853,298.60359360900475,image_stim_p.png
303.0068417000002,km,male,faceWord_exp,31,309.3427796839969,pig,1,302.31353241502075,309.34515171701787,22,4.83,0.6998023019987158,0.6974302689777687,12,y,32,neg,336,0.060511318752979076,4,304.0079086520127,21,42,Monday,180,0.6933092849794775,308.64534941501915,image_stim_n.png
313.04480228899047,km,male,faceWord_exp,32,316.7801700520213,trust,1,312.3492763329996,316.6484910460422,21,7.24,0.5698710550204851,0.7015500609995797,11,b,31,pos,180,-2.1205664047688315,4,314.0460491760168,21,42,Monday,336,0.6955259559908882,316.0786199910217,image_stim_p.png
323.08325630699983,km,male,faceWord_exp,33,326.8181735959952,dog,1,322.3873251280165,326.6725988080143,21,7.0,0.5556700919987634,0.7012448799796402,11,b,31,pos,180,-1.7294291477603156,4,324.0839998120209,21,42,Monday,336,0.6959311789833009,326.11692871601554,image_stim_p.png
333.1210579110193,km,male,faceWord_exp,34,336.85620419704355,bicycle,1,332.426119700016,336.82573346199933,21,6.71,0.6706252800067887,0.7010960150510073,11,b,31,pos,180,-1.301667818567906,4,334.1221280359896,21,42,Monday,336,0.6949382110033184,336.15510818199255,image_stim_p.png
343.1591243669973,km,male,faceWord_exp,35,346.89423460600665,guard,1,342.46396529802587,346.8129604210262,22,5.89,0.6204588719992898,0.7017330569797195,13,y,42,neu,180,0.29188517290671034,4,344.1601609790232,21,42,Monday,336,0.6951590689714067,346.19250154902693,image_stim_n.png
353.19741639099084,km,male,faceWord_exp,36,356.93241100001615,circus,1,352.50224134803284,356.95120558002964,21,5.85,0.7199608189985156,0.7011662389850244,13,b,41,neu,180,-2.547043884761341,4,354.1983928530244,21,42,Monday,336,0.6951750429579988,356.2312447610311,image_stim_p.png
363.23545371199725,km,male,faceWord_exp,37,366.9704618609976,festival,1,362.540370688017,366.92596487904666,21,6.84,0.6568459830014035,0.7013429649523459,11,b,31,pos,180,-2.93465986085152,4,364.23636051401263,21,42,Monday,336,0.6950830239802599,366.26911889604526,image_stim_p.png
373.2734700909932,km,male,faceWord_exp,38,379.6097688890295,expensive,1,372.58097156102303,379.9788490840001,22,3.36,1.067433746997267,0.6983535520266742,12,y,32,neg,336,-0.3663992490442602,4,374.2744368960266,21,42,Monday,180,0.6924985299701802,378.91141533700284,image_stim_n.png
383.3115361999953,km,male,faceWord_exp,39,389.647876550036,truce,1,382.61626455700025,389.56736990303034,21,6.42,0.6209125529858284,0.7014191999915056,11,b,31,pos,336,-1.6859102219357711,4,384.3125885790214,21,42,Monday,180,0.6952716429950669,388.9464573500445,image_stim_p.png
393.3496354109957,km,male,faceWord_exp,40,397.084758092009,hall,0,392.6541259899968,396.905609605019,22,5.89,0.5224527950049378,0.7016012819949538,13,b,42,neu,180,0.4398740830446768,4,394.3513573660166,21,42,Monday,336,0.6955094209988602,396.38315681001404,image_stim_n.png
403.3876507070381,km,male,faceWord_exp,41,409.72403248300543,flood,1,402.69261207903037,409.94297342799837,22,2.76,0.9205830249702558,0.7016420799773186,12,y,32,neg,336,3.803034067475641,4,404.3888772299979,21,42,Monday,180,0.695038628007751,409.0223904030281,image_stim_n.png
413.4259374990361,km,male,faceWord_exp,42,417.1610752620036,zone,1,412.7314220460248,417.2995620990405,22,4.75,0.8391817550291307,0.700694917992223,12,y,32,neg,180,0.42679466080263373,4,414.42681200802326,21,42,Monday,336,0.6945154530112632,416.46038034401136,image_stim_n.png
423.4638696819893,km,male,faceWord_exp,43,427.1990395890316,parent,1,422.7692142869928,427.1020426049945,21,6.73,0.6049934439943172,0.7019904280314222,11,b,31,pos,180,-1.2094761189992442,4,424.4649660050054,21,42,Monday,336,0.6946553949965164,426.4970491610002,image_stim_p.png
433.50195113400696,km,male,faceWord_exp,44,437.2371557250153,team,1,432.8077161940164,437.1092558600358,21,5.91,0.5736059219925664,0.7015057869721204,13,b,41,neu,180,-0.9453395472380092,4,434.5029889810248,21,42,Monday,336,0.6942349399905652,436.5356499380432,image_stim_p.png
443.53987308201613,km,male,faceWord_exp,45,449.87627998000244,empty,1,442.8474586880184,449.96186954004224,22,3.78,0.7833346310071647,0.6977450709673576,12,y,32,neg,336,2.8496222967354625,4,444.54116456001066,21,42,Monday,180,0.6924143939977512,449.1785349090351,image_stim_n.png
453.5781483440078,km,male,faceWord_exp,46,459.91451242903713,fallacy,0,452.88323237601435,459.8842448249925,22,4.0,0.6708718899753876,0.7011394940200262,12,b,32,neg,336,2.7422742606943906,4,454.57933137303917,21,42,Monday,180,0.6949159679934382,459.2133729350171,image_stim_n.png
463.6163966470049,km,male,faceWord_exp,47,467.3513846010319,baseball,1,462.92143538204255,467.31982815504307,21,5.79,0.669604231021367,0.7011606770101935,13,b,41,neu,180,-0.4066038871991289,4,464.61742542503634,21,42,Monday,336,0.6949612649623305,466.6502239240217,image_stim_p.png
473.65436088404385,km,male,faceWord_exp,48,477.3895623270073,battle,1,472.95908971800236,477.2913923020242,22,3.52,0.602705194032751,0.7008752190158702,12,y,32,neg,180,3.668156535681199,4,474.655389778025,21,42,Monday,336,0.6952711660414934,476.6886871079914,image_stim_n.png
483.6923759719939,km,male,faceWord_exp,49,487.4276400410454,animosity,1,482.997585161007,487.36540708801476,22,3.4,0.6390984319732524,0.7013313850038685,12,y,32,neg,180,3.4698173961771306,4,484.6929704960203,21,42,Monday,336,0.6947908109868877,486.7263086560415,image_stim_n.png
493.7305206590099,km,male,faceWord_exp,50,497.46551378502045,bell,1,493.03507199604064,497.36788057902595,21,5.67,0.6019529899931513,0.6995861959876493,13,b,41,neu,180,-0.6996261236875504,4,494.7317423960194,21,42,Monday,336,0.6954486629692838,496.7659275890328,image_stim_p.png
503.7686543900054,km,male,faceWord_exp,51,507.50367287901463,scientist,1,503.0738715000334,507.30558512400603,22,5.83,0.5032300389721058,0.7013177939807065,13,y,42,neu,180,-0.5273916336755435,4,504.7697907250258,21,42,Monday,336,0.6947828899719752,506.8023550850339,image_stim_n.png
513.8068232240039,km,male,faceWord_exp,52,517.5415549970348,loan,1,513.113633083005,517.4126713530277,22,4.19,0.5689303299877793,0.6978139739949256,12,y,32,neg,180,0.7532200949518182,4,514.8078776760376,21,42,Monday,336,0.6931901409989223,516.8437410230399,image_stim_n.png
523.8448386699893,km,male,faceWord_exp,53,527.57995510404,denial,1,523.1495650840225,527.6154024680145,22,3.57,0.7364276180160232,0.7009802540414967,12,y,32,neg,180,2.8314410724962364,4,524.8458292100113,21,42,Monday,336,0.6952735859667882,526.8789748499985,image_stim_n.png
533.8829713890445,km,male,faceWord_exp,54,537.6181283399928,flower,1,533.187736714026,537.4698976009968,21,7.3,0.5536683920072392,0.7018991310033016,11,b,31,pos,180,-2.411716547027706,4,534.8841219579917,21,42,Monday,336,0.6952346750185825,536.9162292089895,image_stim_p.png
543.9206390730105,km,male,faceWord_exp,55,547.6560197760118,bay,1,543.2251966440235,547.7940543970326,21,7.23,0.8391721660154872,0.7011375449947082,11,b,31,pos,180,-1.17416436554964,4,544.9218318519997,21,42,Monday,336,0.6954424289870076,546.9548822310171,image_stim_p.png
553.9591880160151,km,male,faceWord_exp,56,557.6942637549946,harmonica,1,553.2643181300373,557.7292356290272,21,6.32,0.7362602759967558,0.7012884019641206,11,b,31,pos,180,-1.3206920491180312,4,554.9601495580282,21,42,Monday,336,0.6948698859778233,556.9929753530305,image_stim_p.png
563.9970703250146,km,male,faceWord_exp,57,567.7323101439979,snake,1,563.3021327329916,567.701942366024,22,4.03,0.6709439450060017,0.7013117229798809,12,y,32,neg,180,1.95458394600482,4,564.9982410250232,21,42,Monday,336,0.6949375920230523,567.030998421018,image_stim_n.png
574.0353356460109,km,male,faceWord_exp,58,580.3717371440143,businessman,1,573.3408998720115,580.1756582150119,22,5.38,0.5054243829799816,0.7015033119823784,13,y,42,neu,336,0.6669259665908855,4,575.0363465530099,21,42,Monday,180,0.6944357739994302,579.670233832032,image_stim_n.png
584.0733653230127,km,male,faceWord_exp,59,587.8085847990005,court,1,583.3805150690023,587.660128189018,22,3.52,0.5495992429787293,0.6980558529612608,12,y,32,neg,180,2.0765857872261098,4,585.0745308350306,21,42,Monday,336,0.6928502540104091,587.1105289460393,image_stim_n.png
594.1114539290429,km,male,faceWord_exp,60,600.4477920010104,red,1,593.4159532749909,600.3860549320234,22,5.67,0.6395570029853843,0.7012940719723701,13,y,42,neu,336,0.4395766978022416,4,595.1123974730144,21,42,Monday,180,0.6955006540520117,599.746497929038,image_stim_n.png
