word_score_warriner,condition,img_trigger,duration_measured_img,pause_trigger,ID,gender,no,delay_frames_after,duration_measured_word,key_t,word_score_pc,word_trigger,onset_word,word,duration_frames,img,pause_trigger_t,offset_word,correct_resp,delay_frames_before,word_label,offset_img,rt,scan day,onset_img,response,session,age
4.81,faceWord_exp,22,0.691975164001633,32,001,female,14,336,0.6954552779970982,135.72402042600152,0.1828236131989572,12,131.37454564600193,cab,42,image_stim_n.png,133.07086437800172,132.07000092399903,1,180,neg,135.78777786800129,0.6282177220018639,Monday,135.09580270399965,y,5,20
6.56,faceWord_exp,21,0.6917778770002769,31,001,female,15,180,0.6960015099975863,148.04323882799872,-1.410303556989907,11,141.39211602300202,tea,42,image_stim_p.png,143.08881042800203,142.0881175329996,1,336,pos,148.4064573930009,0.32855931199810584,Monday,147.71467951600061,b,5,20
4.65,faceWord_exp,22,0.6917315419996157,32,001,female,16,336,0.6955811150000955,155.71075065699915,1.399169263323496,12,151.41086451400042,army,42,image_stim_n.png,153.1071691670004,152.10644562900052,1,180,neg,155.82415987700006,0.5783223219987121,Monday,155.13242833500044,y,5,20
7.51,faceWord_exp,21,0.6909524029979366,31,001,female,17,180,0.69422153800042,168.24551455899928,-1.6872526925643307,11,161.4304069280006,cash,42,image_stim_p.png,163.12556122599926,162.124628466001,1,336,pos,168.4427983659989,0.49366859599831514,Monday,167.75184596300096,b,5,20
2.33,faceWord_exp,22,0.6952459330022975,32,001,female,18,336,0.6961506890002056,175.62935232699965,3.17672342877373,12,171.44670109000072,dangerous,42,image_stim_n.png,173.14361746000213,172.14285177900092,1,180,neg,175.86075149500175,0.4638467650001985,Monday,175.16550556199945,y,5,20
7.25,faceWord_exp,21,0.6931693639999139,31,001,female,19,336,0.6946674179998809,185.7152148560017,-1.2397352233188434,11,181.46643723099987,wit,42,image_stim_p.png,183.16197740500138,182.16110464899975,1,180,pos,185.8789330869986,0.5294511330030218,Monday,185.18576372299867,b,5,20
6.81,faceWord_exp,21,0.6938480759999948,31,001,female,20,180,0.6947189909988083,192.06624380599897,-1.178487968131687,11,191.48465624500022,tangerine,42,image_stim_p.png,193.1802585000005,192.17937523599903,0,336,pos,198.4974813890003,-5.737389507001353,Monday,197.80363331300032,y,5,20
5.95,faceWord_exp,22,0.6949918339996657,42,001,female,21,336,0.6956791890006571,205.6348034069997,-1.2450836009557775,13,201.501766622001,apricot,42,image_stim_n.png,203.19828158100063,202.19744581100167,0,180,neu,205.91541074799898,0.4143844930003979,Monday,205.2204189139993,b,5,20
6.85,faceWord_exp,21,0.691948127001524,31,001,female,22,336,0.6953711540008953,215.82013487800214,-2.1428059827362134,11,211.5204280629987,awe,42,image_stim_p.png,213.21647110599952,212.21579921699959,1,180,pos,215.93351213300048,0.5785708720031835,Monday,215.24156400599895,b,5,20
5.61,faceWord_exp,22,0.6941586950015335,42,001,female,23,180,0.6947795119995135,228.3213705369999,0.08756588783899029,13,221.53928642699975,mushroom,42,image_stim_n.png,223.23492474199884,222.23406593899927,1,336,neu,228.55213167300099,0.4633975590004411,Monday,227.85797297799945,y,5,20
6.14,faceWord_exp,21,0.7073254370006907,31,001,female,24,180,0.6935462129986263,238.40676669200184,-1.8816288507581482,11,231.55862015599996,theater,42,image_stim_p.png,233.25304718700136,232.2521663689986,1,336,pos,238.58713261700177,0.526959512000758,Monday,237.87980718000108,b,5,20
3.7,faceWord_exp,22,0.6917718349977804,32,001,female,25,336,0.695570380998106,245.8917999260011,2.490397821352158,12,241.59157417000097,mob,42,image_stim_n.png,243.28806252700087,242.28714455099907,1,180,neg,246.004933840999,0.5786379199998919,Monday,245.31316200600122,y,5,20
5.12,faceWord_exp,22,0.6915046610010904,42,001,female,26,180,0.6955283679999411,258.5422881580016,0.5156614996478043,13,251.6098499590007,bus,42,image_stim_n.png,253.3062571670016,252.30537832700065,1,336,neu,258.62347880699963,0.610314012003073,Monday,257.93197414599854,y,5,20
5.79,faceWord_exp,21,0.692661353998119,41,001,female,27,180,0.6949188140060869,268.56135367700335,-0.41434578466507305,13,261.62832359899767,engineer,42,image_stim_p.png,263.32403288099886,262.32324241300375,1,336,neu,268.6418022439975,0.6122127870039549,Monday,267.9491408899994,b,5,20
4.5,faceWord_exp,22,0.6918327620005584,32,001,female,28,336,0.6947443349999958,275.9293279929989,0.5712560851538326,12,271.6471108839978,election,42,image_stim_n.png,273.3427316439993,272.3418552189978,1,180,neg,276.0596069780004,0.5615537769990624,Monday,275.3677742159998,y,5,20
2.33,faceWord_exp,22,0.6923506279999856,32,001,female,29,336,0.6945387660016422,285.7808655179979,4.735833249102137,12,281.6654888740013,grief,42,image_stim_n.png,283.360971408998,282.36002764000295,1,180,neg,286.0778919479999,0.39532419799797935,Monday,285.3855413199999,y,5,20
3.15,faceWord_exp,22,0.6911116880000918,32,001,female,30,336,0.6968783409975003,295.966189427003,3.227422121163128,12,291.6812655180038,riot,42,image_stim_n.png,293.37915771499684,292.3781438590013,1,180,neg,296.09583711600135,0.5614639990017167,Monday,295.40472542800126,y,5,20
5.44,faceWord_exp,21,0.7068884849941242,41,001,female,31,180,0.6943579180006054,308.651004045998,-0.2527650722021685,13,301.7021236310029,arm,42,image_stim_p.png,303.397414553001,302.3964815490035,1,336,neu,308.7313580409973,0.6265344899948104,Monday,308.02446955600317,b,5,20
3.71,faceWord_exp,22,0.6911566739945556,32,001,female,32,336,0.6948300969961565,315.86943063000217,2.2468136409924253,12,311.7368641110006,ambulance,42,image_stim_n.png,313.4323011009983,312.43169420799677,1,180,neg,316.1492374809968,0.4113498229999095,Monday,315.45808080700226,y,5,20
5.95,faceWord_exp,22,0.695319318001566,42,001,female,33,336,0.695981301003485,325.93698576399765,-1.235914274808286,13,321.75358520900045,corn,42,image_stim_n.png,323.45030351899914,322.44956651000393,0,180,neu,326.16742137700203,0.46488370499719167,Monday,325.47210205900046,b,5,20
5.43,faceWord_exp,22,0.6925065779942088,42,001,female,34,180,0.6940104569948744,338.5889481060003,0.14106522732466809,13,331.773852352002,editor,42,image_stim_n.png,333.4686407400004,332.46786280899687,1,336,neu,338.78610421899793,0.49535046499659074,Monday,338.0935976410037,y,5,20
4.89,faceWord_exp,22,0.6947805539966794,32,001,female,35,180,0.6948943759998656,348.5901759710032,0.8708146708303101,12,341.79120564799814,banker,42,image_stim_n.png,343.48693288600043,342.486100023998,1,336,neg,348.80428593899705,0.480670586002816,Monday,348.1095053850004,y,5,20
7.84,faceWord_exp,21,0.6926755659951596,31,001,female,36,180,0.6947983720019693,358.7256906609982,-2.9544920916265727,11,351.80937891099893,friendly,42,image_stim_p.png,353.50515205600095,352.5041772830009,1,336,pos,358.82255937199807,0.5958068549953168,Monday,358.1298838060029,b,5,20
2.82,faceWord_exp,22,0.6925165639986517,32,001,female,37,336,0.6954549580041203,366.1261847429996,3.0668244091236065,12,361.8270763399996,whine,42,image_stim_n.png,363.52344203399844,362.52253129800374,1,180,neg,366.2403108770013,0.5783904299969436,Monday,365.54779431300267,y,5,20
4.26,faceWord_exp,22,0.7045186940013082,32,001,female,38,180,0.6935074550056015,378.6780087799998,0.7498341013103271,12,371.8472125319968,dictation,42,image_stim_n.png,373.5416274820018,372.5407199870024,1,336,neg,378.87556056700123,0.5069669069998781,Monday,378.1710418729999,y,5,20
5.84,faceWord_exp,22,0.6923086259994307,42,001,female,39,336,0.6946122079971246,386.1796906239979,0.002541127499528235,13,381.8809706760003,umbrella,42,image_stim_n.png,383.57624254999973,382.5755828839974,1,180,neu,386.29351027499797,0.5784889749993454,Monday,385.60120164899854,y,5,20
7.0,faceWord_exp,21,0.6924824329980765,31,001,female,40,180,0.6951164790007169,398.83228518700344,-1.2320142343270626,11,391.8987974720003,water,42,image_stim_p.png,393.59478994899837,392.593913951001,1,336,pos,398.9121711109983,0.6125965090031968,Monday,398.21968867800024,b,5,20
7.12,faceWord_exp,21,0.6913218480040086,31,001,female,41,336,0.6947468750004191,406.03338954799983,-2.3591802685249372,11,401.91745222699683,applause,42,image_stim_p.png,403.6130496199985,402.61219910199725,1,180,pos,406.32973817900347,0.3949732170003699,Monday,405.63841633099946,b,5,20
4.95,faceWord_exp,22,0.7065253289983957,32,001,female,42,180,0.6945071689988254,418.9020604969992,1.0236166268558873,12,411.93583408900304,hierarchy,42,image_stim_n.png,413.63104659200326,412.63034125800186,1,336,neg,418.965208884998,0.6433769409995875,Monday,418.2586835559996,y,5,20
7.05,faceWord_exp,21,0.691973599998164,31,001,female,43,180,0.6949588520001271,428.76957171600225,-1.7441234463665167,11,421.9702529319984,cherry,42,image_stim_p.png,423.66613202499866,422.66521178399853,1,336,pos,428.98348132499814,0.4780639910022728,Monday,428.291507725,b,5,20
3.81,faceWord_exp,22,0.7071436429978348,32,001,female,44,180,0.6954193779965863,438.9045788910007,2.1399531488678094,12,431.9880801140025,vice,42,image_stim_n.png,433.68439915199997,432.6834994919991,1,336,neg,439.01823891000095,0.5934836239975994,Monday,438.3110952670031,y,5,20
5.25,faceWord_exp,21,0.6916862540019793,41,001,female,45,180,0.6950414900056785,448.8731629469985,0.19443075193465506,13,442.0232999689979,stapler,42,image_stim_p.png,443.71895855200273,442.71834145900357,1,336,neu,449.03661018500134,0.5282390159991337,Monday,448.34492393099936,b,5,20
2.02,faceWord_exp,22,0.6917043269932037,32,001,female,46,336,0.6952713620048598,456.2575819069971,4.0294120701769724,12,452.0413753219982,dead,42,image_stim_n.png,453.73750529000245,452.73664668400306,1,180,neg,456.45414463299676,0.4951416009935201,Monday,455.76244030600355,y,5,20
5.95,faceWord_exp,22,0.6927816969982814,42,001,female,47,180,0.6944277250004234,468.92603632999817,-0.4963231956276321,13,462.06035818300006,hairbrush,42,image_stim_n.png,463.755718567998,462.7547859080005,1,336,neu,469.07270069399965,0.5461173329968005,Monday,468.37991899700137,y,5,20
5.38,faceWord_exp,22,0.7049456830063718,42,001,female,48,180,0.6965214490046492,478.8443653180002,0.07992973296861662,13,472.07646780699724,clue,42,image_stim_n.png,473.7737640580017,472.7729892560019,1,336,neu,479.1079269480033,0.44138405300327577,Monday,478.4029812649969,y,5,20
5.64,faceWord_exp,21,0.7054378149987315,41,001,female,49,336,0.6947206479962915,486.36249621000024,0.4587040848007746,13,482.1132339090036,company,42,image_stim_p.png,483.8088387960015,482.8079545569999,1,180,neu,486.5422584780026,0.5256755469963537,Monday,485.8368206630039,b,5,20
3.0,faceWord_exp,22,0.6948938419955084,32,001,female,50,180,0.6950909790029982,499.0134272880023,4.006417686109669,12,492.14777675799996,dread,42,image_stim_n.png,493.8437400510011,492.84286773700296,1,336,neg,499.1609440609973,0.547377069000504,Monday,498.4660502190018,y,5,20
8.0,faceWord_exp,21,0.6920263979991432,31,001,female,51,336,0.694807532003324,506.3990084340039,-2.641671297166366,11,502.1659199040005,peaceful,42,image_stim_p.png,503.86174705399753,502.8607274360038,1,180,pos,506.5789252859977,0.5121095460053766,Monday,505.88689888799854,b,5,20
5.79,faceWord_exp,21,0.7069205209991196,41,001,female,52,180,0.693691848005983,519.1010445249995,-0.32385553549685003,13,512.1856245559975,carrot,42,image_stim_p.png,513.8801590229996,512.8793164040035,1,336,neu,519.2141787040018,0.5937863419967471,Monday,518.5072581830027,b,5,20
6.62,faceWord_exp,21,0.6916370039980393,31,001,female,53,336,0.6946900799957803,526.5018006820028,-2.249771083793789,11,522.2195396110037,intellect,42,image_stim_p.png,523.9150965560038,522.9142296909995,1,180,pos,526.6319582799988,0.5614794060020358,Monday,525.9403212760008,b,5,20
5.58,faceWord_exp,22,0.6920670519975829,42,001,female,54,180,0.6965369869940332,539.3536220070018,-0.8220066925000616,13,532.2358763130032,dime,42,image_stim_n.png,533.9332621909998,532.9324132999973,1,336,neu,539.2506635190002,0.7950255399991875,Monday,538.5585964670026,y,5,20
3.12,faceWord_exp,22,0.691870012000436,32,001,female,55,336,0.6932510990009177,546.5719136199987,2.9843905620469613,12,542.2574196479982,mosquito,42,image_stim_n.png,543.9514050029975,542.9506707469991,1,180,neg,546.668438009001,0.5953456229981384,Monday,545.9765679970005,y,5,20
5.56,faceWord_exp,22,0.691451593003876,42,001,female,56,336,0.6951908880000701,556.5735089770023,0.16108323717668446,13,552.2736596100003,desk,42,image_stim_n.png,553.9695637900004,552.9688504980004,1,180,neu,556.6864246920013,0.5785358780049137,Monday,555.9949730989974,y,5,20
5.7,faceWord_exp,22,0.6933271100060665,42,001,female,57,336,0.6964333789946977,566.5248389379994,-1.4097678477610591,13,562.290655335004,mandolin,42,image_stim_n.png,563.9877832290003,562.9870887139987,1,180,neu,566.7049032490031,0.5132627990024048,Monday,566.011576138997,y,5,20
5.11,faceWord_exp,22,0.6931374970008619,42,001,female,58,180,0.6942594220017781,579.076214888999,0.3309936143559913,13,572.3110898469968,newspaper,42,image_stim_n.png,574.0060059500029,573.0053492689985,1,336,neu,579.3235562960035,0.4457960899962927,Monday,578.6304187990027,y,5,20
7.05,faceWord_exp,21,0.6931439249965479,31,001,female,59,180,0.6938429880028707,589.0110750949971,-1.1429809241505904,11,582.3297056390002,book,42,image_stim_p.png,584.0243808480009,583.023548627003,1,336,pos,589.3416552109993,0.3625638089943095,Monday,588.6485112860028,b,5,20
6.65,faceWord_exp,21,0.6915921249965322,31,001,female,60,180,0.6963178110017907,599.0297623610022,-1.2194148821621404,11,592.3454828670001,penguin,42,image_stim_p.png,594.0424474340034,593.0418006780019,1,336,pos,599.3599692819989,0.36138520399981644,Monday,598.6683771570024,b,5,20
