word_score_warriner,condition,img_trigger,duration_measured_img,pause_trigger,ID,gender,no,delay_frames_after,duration_measured_word,key_t,word_score_pc,word_trigger,onset_word,word,duration_frames,img,pause_trigger_t,offset_word,correct_resp,delay_frames_before,word_label,offset_img,rt,scan day,onset_img,response,session,age
7.16,faceWord_exp,21,0.7079738619977434,31,001,female,1,180,0.6993421250008396,7.9697310800002015,-1.962809513975644,11,1.017011279000144,bed,42,image_stim_p.png,2.717080246999103,1.7163534040009836,1,336,pos,8.117787957999099,0.5599169839988463,Monday,7.409814096001355,b,5,20
5.59,faceWord_exp,21,0.6944720870014862,41,001,female,2,180,0.6932093600007647,17.93893573799869,0.2374341841762725,13,11.124621311999363,number,42,image_stim_p.png,12.818798742999206,11.817830672000127,1,336,neu,18.136085430000094,0.4973223950000829,Monday,17.441613342998608,b,5,20
2.9,faceWord_exp,22,0.691470259000198,32,001,female,3,336,0.6954741190020286,25.389766330001294,3.659937177091274,12,21.140374706999864,curse,42,image_stim_n.png,22.836338443001296,21.835848826001893,1,180,neg,25.553785824999068,0.527450764002424,Monday,24.86231556599887,y,5,20
7.25,faceWord_exp,21,0.6910954580016551,31,001,female,4,336,0.693589387999964,35.40904189499997,-2.547338598571031,11,31.160797984000965,tulip,42,image_stim_p.png,32.855232485999295,31.85438737200093,1,180,pos,35.5720984010004,0.528038952001225,Monday,34.88100294299875,b,5,20
7.64,faceWord_exp,21,0.694709742001578,31,001,female,5,180,0.6944170669994492,48.027173512000445,-2.625984580876632,11,41.17824350700175,spring,42,image_stim_p.png,42.873491523001576,41.8726605740012,1,336,pos,48.19068018500184,0.5312030690001848,Monday,47.49597044300026,b,5,20
5.28,faceWord_exp,22,0.6918186580005568,42,001,female,6,180,0.694308734000515,58.04567484600193,-0.7502239645266248,13,51.19645592799861,ticket,42,image_stim_n.png,52.891747150999436,51.89076466199913,1,336,neu,58.20894695199968,0.5285465520028083,Monday,57.51712829399912,y,5,20
5.57,faceWord_exp,22,0.6920978000016476,42,001,female,7,336,0.6960437649977393,65.44665343499946,-1.1343736111597311,13,61.212941539000894,rum,42,image_stim_n.png,62.909953652000695,61.908985303998634,1,180,neu,65.62684676600111,0.511904469000001,Monday,64.93474896599946,y,5,20
6.41,faceWord_exp,21,0.6935790320021624,31,001,female,8,180,0.6948733819990593,78.09822138600066,-1.211925852261804,11,71.23229218699998,morning,42,image_stim_p.png,72.92815208100001,71.92716556899904,1,336,pos,78.24533933800194,0.5464610800008813,Monday,77.55176030599978,b,5,20
2.58,faceWord_exp,22,0.6918552969982557,32,001,female,9,180,0.6926032990013482,88.04996867700174,3.693241029119933,12,81.25286163399869,jealousy,42,image_stim_n.png,82.94607518200064,81.94546493300004,0,336,neg,88.26363131399921,0.4781926600007864,Monday,87.57177601700096,b,5,20
6.05,faceWord_exp,21,0.7067588200006867,31,001,female,10,180,0.6941524829999253,98.05217548400105,-1.4373817092238501,11,91.26965860899872,drum,42,image_stim_p.png,92.96463065100033,91.96381109199865,1,336,pos,98.2985173570014,0.46041694700033986,Monday,97.59175853700071,b,5,20
3.5,faceWord_exp,22,0.6947604329980095,32,001,female,11,180,0.6938987639987317,108.12015898499885,2.424733943851676,12,101.30473838100079,screech,42,image_stim_n.png,102.99950200400053,101.99863714499952,1,336,neg,108.3166347869992,0.4982846309976594,Monday,107.62187435400119,y,5,20
3.9,faceWord_exp,22,0.6947721879987512,32,001,female,12,336,0.6954800929997873,115.40322365099928,1.5300907112092572,12,111.32117398600167,ant,42,image_stim_n.png,113.01740542900006,112.01665407900146,1,180,neg,115.73440293800013,0.36359290099790087,Monday,115.03963075000138,y,5,20
7.18,faceWord_exp,21,0.6923471430018253,31,001,female,13,336,0.708970772997418,125.50635954600148,-1.295378487470534,11,121.34277728700181,television,42,image_stim_p.png,123.05259749800098,122.05174805999923,1,180,pos,125.76948085500044,0.42922583400286385,Monday,125.07713371199861,b,5,20
