onset_img,scan day,pause_trigger_t,key_t,rt,session,delay_frames_before,offset_img,gender,correct_resp,age,delay_frames_after,duration_measured_word,offset_word,img,condition,word_score_warriner,word_trigger,word,no,ID,duration_frames,response,word_score_pc,pause_trigger,img_trigger,duration_measured_img,word_label,onset_word
429.03447209400474,Wednesday,424.4037724459995,429.4900823600037,0.4556102659989847,2,336,429.73906682300003,female,0,20,180,0.6975887510052416,423.40235423700506,image_stim_p.png,faceWord_exp,5.19,13,highway,43,jules,42,k,0.650019808676411,41,21,0.7045947289952892,neu,422.7047654859998
436.4704878929988,Wednesday,434.4418842919986,436.9600469569996,0.48955906400078675,2,180,437.17592290200264,female,0,20,336,0.697032627002045,433.44078594000166,image_stim_p.png,faceWord_exp,6.36,11,day,44,jules,42,k,-1.2502658664257256,31,21,0.7054350090038497,pos,432.7437533129996
446.5117401509997,Wednesday,444.47999466900364,446.9664605420039,0.4547203910042299,2,180,447.2139244130012,female,0,20,336,0.6943727990001207,443.4790170740016,image_stim_p.png,faceWord_exp,6.4,11,piano,45,jules,42,k,-1.7947555393350414,31,21,0.7021842620015377,pos,442.7846442750015
459.1482171530006,Wednesday,454.51809823499934,459.7217539179983,0.5735367649976979,2,336,459.85332072500023,female,0,20,180,0.6971128820005106,453.51700824800355,image_stim_n.png,faceWord_exp,5.15,13,pan,46,jules,42,l,0.3296196251321362,42,22,0.7051035719996435,neu,452.81989536600304
469.1859171200049,Wednesday,464.5561475639988,469.6938564700031,0.5079393499981961,2,336,469.8914630490035,female,0,20,180,0.6969696109954384,463.55510796399903,image_stim_n.png,faceWord_exp,4.78,12,heavy,47,jules,42,l,1.3393636650983416,32,22,0.7055459289986175,neg,462.8581383530036
479.223663898003,Wednesday,474.59421994900185,479.748961958001,0.5252980599980219,2,336,479.9295643959995,female,0,20,180,0.6970120339974528,473.5932376790006,image_stim_n.png,faceWord_exp,5.29,13,camel,48,jules,42,l,0.0657349158769076,42,22,0.7059004979964811,neu,472.89622564500314
486.6612611840028,Wednesday,484.63244497000414,487.1695176560024,0.5082564719996299,2,180,487.3664081149982,female,0,20,336,0.6970896470011212,483.63134446000186,image_stim_p.png,faceWord_exp,6.48,11,carnival,49,jules,42,k,-2.4114282062334524,31,21,0.7051469309953973,pos,482.93425481300073
499.30058948200167,Wednesday,494.6704367210041,499.7906118079991,0.49002232599741546,2,336,500.00573660399823,female,0,20,180,0.6967463129985845,493.66940749900095,image_stim_n.png,faceWord_exp,5.43,13,asparagus,50,jules,42,l,-0.34443889393116306,42,22,0.7051471219965606,neu,492.97266118600237
506.7371516159983,Wednesday,504.7085821159999,507.21189225499984,0.4747406390015385,2,180,507.4421123830034,female,0,20,336,0.6973338589959894,503.70762795599876,image_stim_n.png,faceWord_exp,2.29,12,sick,51,jules,42,l,3.4738609063027237,32,22,0.7049607670051046,neg,503.01029409700277
519.3752938670004,Wednesday,514.7466365229993,519.9349931640027,0.5596992970022256,2,336,520.0818887370042,female,0,20,180,0.6969387520002783,513.7456942050048,image_stim_p.png,faceWord_exp,7.88,11,joke,52,jules,42,k,-1.8879163634684628,31,21,0.7065948700037552,pos,513.0487554530046
529.4154037519984,Wednesday,524.7845979480044,529.9388131590022,0.5234094070037827,2,336,530.1200405039999,female,0,20,180,0.6967513300041901,523.7836168990034,image_stim_n.png,faceWord_exp,5.65,13,theory,53,jules,42,l,0.1106807997481866,42,22,0.7046367520015338,neu,523.0868655689992
536.8555430800043,Wednesday,534.8228212030008,537.2099603009992,0.35441722099494655,2,180,537.556866551,female,0,20,336,0.6940424700005678,533.8216830710007,image_stim_n.png,faceWord_exp,2.35,12,terrorist,54,jules,42,l,4.537930167489568,32,22,0.7013234709957032,neg,533.1276406010002
546.8906912599996,Wednesday,544.8608605320042,547.380512583004,0.4898213230044348,2,180,547.5949829599995,female,0,20,336,0.6970113200004562,543.8599078199986,image_stim_n.png,faceWord_exp,3.52,12,problem,55,jules,42,l,4.02985566434138,32,22,0.7042916999998852,neg,543.1628964999982
559.5289907519982,Wednesday,554.898945050998,559.8697529230049,0.3407621710066451,2,336,560.2343323750029,female,0,20,180,0.6968187120000948,553.8979331360024,image_stim_p.png,faceWord_exp,8.53,11,vacation,56,jules,42,k,-3.1565376907491283,31,21,0.7053416230046423,pos,553.2011144240023
566.9660925530043,Wednesday,564.937048795,567.4727161460032,0.5066235929989489,2,180,567.6710706400045,female,0,20,336,0.6968311829987215,563.9361605480008,image_stim_n.png,faceWord_exp,5.27,13,verb,57,jules,42,l,0.17918122123944408,42,22,0.7049780870001996,neu,563.239329365002
579.6033433789999,Wednesday,574.9752751240012,580.063659088999,0.4603157099991222,2,336,580.3104903610001,female,0,20,180,0.6959316959982971,573.9741998320023,image_stim_n.png,faceWord_exp,5.67,13,attribute,58,jules,42,l,-0.32263149533554664,42,22,0.7071469820002676,neu,573.278268136004
587.0422357089992,Wednesday,585.0132546980021,587.4317629409998,0.38952723200054606,2,180,587.747368426004,female,0,20,336,0.6971166790026473,584.0122404060021,image_stim_n.png,faceWord_exp,4.8,12,hoe,59,jules,42,l,0.2623575316864496,32,22,0.7051327170047443,neg,583.3151237269994
597.0801358160024,Wednesday,595.0513356070005,597.6863636400012,0.6062278239987791,2,180,597.7855642869981,female,0,20,336,0.6968845570008853,594.0503788600035,image_stim_p.png,faceWord_exp,7.59,11,tree,60,jules,42,k,-1.3695211950901562,31,21,0.7054284709956846,pos,593.3534943030027
