correct_resp,session,age,word_score_warriner,onset_word,word_score_pc,delay_frames_before,offset_img,duration_measured_img,pause_trigger,key_t,rt,word_trigger,onset_img,duration_measured_word,img,word_label,ID,pause_trigger_t,img_trigger,duration_frames,word,offset_word,scan day,condition,no,response,delay_frames_after,gender
1,4,22,6.17,341.6918987199897,-1.5082836116280287,180,346.1040550799953,0.6909402150049573,31,342.70678525399126,-2.7063296109990915,11,345.41311486499035,0.6956138000095962,image_stim_p.png,pos,C,343.3877347499947,21,42,kitchen,342.3875125199993,Monday,faceWord_exp,35,b,336,female
1,4,22,4.0,351.70818507399235,2.7422742606943906,336,358.7203068759991,0.690638697007671,32,352.8402915530023,-5.189376625989098,12,358.0296681789914,0.6955675299977884,image_stim_n.png,neg,C,353.40432534700085,22,42,fallacy,352.40375260399014,Monday,faceWord_exp,36,y,180,female
1,4,22,6.35,361.72516475399607,-1.2316584124512135,336,368.7370791419962,0.6910799379984383,31,362.87379192099615,-5.172207283001626,11,368.0459992039978,0.6951522040035343,image_stim_p.png,pos,C,363.42076317500323,21,42,banjo,362.4203169579996,Monday,faceWord_exp,37,b,180,female
1,4,22,5.9,371.743380171989,-0.29144085929118746,336,378.80328208199353,0.7049619969911873,41,372.42264149199764,-5.6756785930047045,13,378.09832008500234,0.6938100430124905,image_stim_p.png,neu,C,373.4376843679929,21,42,hand,372.43719021500146,Monday,faceWord_exp,38,b,180,female
0,4,22,2.76,381.807631491989,3.803034067475641,180,386.22018161800224,0.6915720520046307,32,382.84007590699184,-2.6885336590057705,12,385.5286095659976,0.6952929890103405,image_stim_n.png,neg,C,383.50365048399544,22,42,flood,382.50292448099935,Monday,faceWord_exp,39,b,336,female
1,4,22,6.67,391.82496707799146,-2.8305869761860607,336,398.85304049598926,0.703630689997226,31,392.6569281779957,-5.4924816279963125,11,398.14940980599204,0.6948098620050587,image_stim_p.png,pos,C,393.5202478759893,21,42,gratitude,392.5197769399965,Monday,faceWord_exp,40,b,180,female
1,4,22,6.71,401.8575290680019,-1.301667818567906,336,408.8697788309946,0.6905995279958006,31,402.7562906129897,-5.422888690009131,11,408.1791793029988,0.6954380339884665,image_stim_p.png,pos,C,403.55287339899223,21,42,bicycle,402.55296710199036,Monday,faceWord_exp,41,b,180,female
0,4,22,5.84,411.8723145469994,-0.9031069202434168,336,418.90328661700187,0.701682527011144,42,413.0217882249999,-5.179815864990815,13,418.2016040899907,0.6971462270012125,image_stim_n.png,neu,C,413.57112552199396,22,42,boy,412.5694607740006,Monday,faceWord_exp,42,b,180,female
0,4,22,5.89,421.90660157598904,0.4398740830446768,336,428.9194191900024,0.6908925540046766,42,422.80630947399186,-5.422217162005836,13,428.2285266359977,0.6962711540109012,image_stim_n.png,neu,C,423.6033281659911,22,42,hall,422.60287272999994,Monday,faceWord_exp,43,b,180,female
1,4,22,5.68,431.9238397320005,-0.4880378396985329,336,438.9360729780019,0.6922321540041594,41,433.48904432498966,-4.75479649900808,13,438.24384082399774,0.6955458699958399,image_stim_p.png,neu,C,433.61984689898964,21,42,chestnut,432.6193856019963,Monday,faceWord_exp,44,b,180,female
1,4,22,3.52,441.942243063997,3.668156535681199,336,448.9691758909903,0.7040352049953071,32,443.47248496599786,-4.7926557199971285,12,448.265140685995,0.6939206189999823,image_stim_n.png,neg,C,443.63646013599646,22,42,battle,442.636163682997,Monday,faceWord_exp,45,y,180,female
1,4,22,7.0,451.9726065559953,-1.7294291477603156,336,458.98587494000094,0.6907728750084061,31,452.73946226699627,-5.555639797996264,11,458.29510206499253,0.6964758039976005,image_stim_p.png,pos,C,453.66984119800327,21,42,dog,452.6690823599929,Monday,faceWord_exp,46,b,180,female
1,4,22,5.95,461.98943518199667,0.1872293205875,180,466.4023329959891,0.6912824179889867,41,462.9884863979969,-2.7225641800032463,13,465.71105057800014,0.6962094719929155,image_stim_p.png,neu,C,463.6860561109934,21,42,elevator,462.6856446539896,Monday,faceWord_exp,47,b,336,female
0,4,22,5.91,472.0061844979937,-0.9453395472380092,180,476.4187307800021,0.6914685760129942,42,472.972892314996,-2.7543698889930965,13,475.7272622039891,0.6958263730048202,image_stim_n.png,neu,C,473.7025850130012,22,42,team,472.7020108709985,Monday,faceWord_exp,48,b,336,female
1,4,22,6.53,482.02335244900314,-1.7974288604529352,336,489.03602681600023,0.6916588970052544,31,482.8225293699943,-5.521838549000677,11,488.344367918995,0.6951916399993934,image_stim_p.png,pos,C,483.7191184779949,21,42,bonfire,482.71854408900253,Monday,faceWord_exp,49,b,180,female
1,4,22,7.23,492.0380129349942,-1.17416436554964,180,496.4514894430031,0.6904521810065489,31,492.98669849400176,-2.7743387679947773,11,495.76103726199653,0.6974189390020911,image_stim_p.png,pos,C,493.73574013299367,21,42,bay,492.7354318739963,Monday,faceWord_exp,50,b,336,female
1,4,22,3.4,502.05643035899266,3.4698173961771306,336,509.0685803939996,0.6912283350102371,32,503.3372192759998,-5.040132782989531,12,508.37735205898935,0.6952944270014996,image_stim_n.png,neg,C,503.7524786129943,22,42,animosity,502.75172478599416,Monday,faceWord_exp,51,y,180,female
1,4,22,3.17,512.074846079995,3.1835494020570807,180,516.4842259989964,0.6890015069948277,32,513.1208951049921,-2.674329387009493,12,515.7952244920016,0.6927008430066053,image_stim_n.png,neg,C,513.7679433099984,22,42,explosion,512.7675469230016,Monday,faceWord_exp,52,y,336,female
1,4,22,4.19,522.0888482059963,0.7532200949518182,180,526.501671666003,0.6913203350122785,32,522.8720123999956,-2.938338930995087,12,525.8103513309907,0.6959449090063572,image_stim_n.png,neg,C,523.78535215999,22,42,loan,522.7847931150027,Monday,faceWord_exp,53,y,336,female
1,4,22,3.78,532.1057055519923,2.8496222967354625,180,536.5179017939954,0.6913697779964423,32,532.871554997997,-2.954977018001955,12,535.826532015999,0.6956033059977926,image_stim_n.png,neg,C,533.8010838530026,22,42,empty,532.8013088579901,Monday,faceWord_exp,54,y,336,female
1,4,22,6.84,542.1225322379905,-2.93465986085152,336,549.1346053769958,0.6911266789975343,31,542.9547567120026,-5.488721985995653,11,548.4434786979982,0.6952739219996147,image_stim_p.png,pos,C,543.8174800609995,21,42,festival,542.8178061599901,Monday,faceWord_exp,55,b,180,female
1,4,22,4.16,552.138422213,-0.10198134801944247,180,556.5511496859981,0.6897505899978569,32,554.0528122029937,-1.8085868930065772,12,555.8613990960002,0.6961377819970949,image_stim_n.png,neg,C,553.8350523080007,22,42,saw,552.8345599949971,Monday,faceWord_exp,56,y,336,female
0,4,22,5.85,562.1552086869924,-2.547043884761341,180,566.5676357399934,0.6910865270037903,42,562.870556119,-3.005993093989673,13,565.8765492129896,0.695623154999339,image_stim_n.png,neu,C,563.8513068869943,22,42,circus,562.8508318419917,Monday,faceWord_exp,57,b,336,female
0,4,22,4.48,572.1720054509933,2.7437052692255306,336,579.184054761994,0.6908868939935928,32,574.6878659119975,-3.8053019560029497,12,578.4931678680005,0.6954293769958895,image_stim_n.png,neg,C,573.8681661989976,22,42,stampede,572.8674348279892,Monday,faceWord_exp,58,b,180,female
1,4,22,4.03,582.1962353379931,1.95458394600482,336,589.2172396179958,0.6895184619934298,32,583.753749475989,-4.7739716800133465,12,588.5277211560024,0.7044009929959429,image_stim_n.png,neg,C,583.9014395069971,22,42,snake,582.9006363309891,Monday,faceWord_exp,59,y,180,female
1,4,22,5.38,592.2225149019941,0.6669259665908855,336,599.2337281609944,0.6911375890049385,41,593.737314086,-4.805276485989452,13,598.5425905719894,0.6945925449981587,image_stim_p.png,neu,C,593.9184079769911,21,42,businessman,592.9171074469923,Monday,faceWord_exp,60,b,180,female
