scan day,pause_trigger_t,condition,word_score_pc,word_score_warriner,word_trigger,delay_frames_after,pause_trigger,offset_img,onset_word,delay_frames_before,response,onset_img,no,word,ID,word_label,duration_measured_img,correct_resp,session,rt,duration_measured_word,key_t,age,gender,img_trigger,offset_word,duration_frames,img
Monday,103.0459664000009,faceWord_exp,-1.313583728320736,7.15,11,180,31,108.37707629999932,101.35032040000078,336,b,107.67458700000134,11,girl,T1572,pos,0.7024892999979784,1,6,0.4871361999976216,0.6947794000006979,108.16172319999896,20,female,21,102.04509980000148,42,image_stim_p.png
Monday,113.07696050000231,faceWord_exp,1.346131993343653,4.42,12,180,32,118.40836750000017,111.38310479999927,336,y,117.70595709999907,12,protest,T1572,neg,0.7024104000010993,1,6,0.4536208000026818,0.6932809999998426,118.15957790000175,20,female,22,112.07638579999912,42,image_stim_n.png
Monday,123.10844310000175,faceWord_exp,-1.2017878999114775,6.92,11,336,31,125.84016800000245,121.41273880000153,180,b,125.13758690000031,13,sun,T1572,pos,0.7025811000021349,1,6,0.4703761000018858,0.6948573000008764,125.6079630000022,20,female,21,122.10759610000241,42,image_stim_p.png
Monday,133.1395338000002,faceWord_exp,-2.2453726125286497,6.4,11,336,31,135.87146930000017,131.44498960000055,180,b,135.168396699999,14,dinner,T1572,pos,0.7030726000011782,1,6,0.47108310000112397,0.6939536999998381,135.63947980000012,20,female,21,132.1389433000004,42,image_stim_p.png
Monday,143.17084650000106,faceWord_exp,0.1576901893660491,5.49,13,180,42,148.5023645000001,141.4760365000002,336,y,147.79945650000082,15,table,T1572,neu,0.7029079999992973,1,6,0.7041516999997839,0.6941651000015554,148.5036082000006,20,female,22,142.17020160000175,42,image_stim_n.png
Monday,153.20201640000232,faceWord_exp,1.421533554407035,3.89,12,336,32,155.9340579000018,151.5101519000018,180,y,155.23151890000008,16,judge,T1572,neg,0.7025390000017069,1,6,0.5203796000023431,0.6912298999995983,155.75189850000243,20,female,22,152.2013818000014,42,image_stim_n.png
Monday,163.23338839999997,faceWord_exp,-1.283661754694624,6.21,11,180,31,168.56475639999917,161.53947690000132,336,b,167.86218290000033,17,handshake,T1572,pos,0.7025734999988344,1,6,0.5871164000018325,0.6932787000005192,168.44929930000217,20,female,21,162.23275560000184,42,image_stim_p.png
Monday,173.26533050000216,faceWord_exp,-0.6912617476649511,5.84,13,180,41,178.59604160000163,171.57009680000192,336,b,177.8937646000013,18,soccer,T1572,neu,0.702277000000322,1,6,0.5367010000009032,0.6940288000005239,178.4304656000022,20,female,21,172.26412560000244,42,image_stim_p.png
Monday,183.2959492000009,faceWord_exp,0.597486551423763,5.9,13,180,41,188.62738679999893,181.60237380000035,336,b,187.92474349999975,19,medicine,T1572,neu,0.7026432999991812,1,6,0.6870063000023947,0.6929211999995459,188.61174980000214,20,female,21,182.2952949999999,42,image_stim_p.png
Monday,193.32734920000075,faceWord_exp,4.673386290788297,3.38,12,180,32,198.65860520000206,191.63161609999952,336,y,197.9556599000025,20,woe,T1572,neg,0.7029452999995556,1,6,0.5707747999986168,0.6949874000019918,198.52643470000112,20,female,22,192.3266035000015,42,image_stim_n.png
Monday,203.3584090000004,faceWord_exp,-2.539279812815429,7.63,11,336,31,206.0904460999991,201.66451660000166,180,b,205.38763259999905,21,chocolate,T1572,pos,0.7028135000000475,1,6,0.5372870999999577,0.6933558999990055,205.924919699999,20,female,21,202.35787250000067,42,image_stim_p.png
Monday,213.3898294999999,faceWord_exp,0.7240429444440241,4.55,12,180,32,218.72115470000062,211.69423069999903,336,y,218.02068700000018,22,law,T1572,neg,0.7004677000004449,1,6,0.5682827000018733,0.695039900001575,218.58896970000205,20,female,22,212.3892706000006,42,image_stim_n.png
Monday,223.42137139999977,faceWord_exp,0.6345811289687322,5.64,13,336,41,226.1529429000002,221.72602209999968,180,b,225.45044029999917,23,big,T1572,neu,0.7025026000010257,1,6,0.5870079000014812,0.6944875000008324,226.03744820000065,20,female,21,222.4205096000005,42,image_stim_p.png
Monday,233.4523604999995,faceWord_exp,-1.5755240884938977,6.81,11,180,31,238.78383980000217,231.75794680000035,336,b,238.08184429999892,24,cheese,T1572,pos,0.7019955000032496,1,6,0.5696205000022019,0.6937241999985417,238.65146480000112,20,female,21,232.4516709999989,42,image_stim_p.png
Monday,243.48363190000237,faceWord_exp,-1.613773182399739,6.38,11,180,31,248.81500389999928,241.78938109999945,336,b,248.11289849999957,25,hygiene,T1572,pos,0.7021053999997093,1,6,0.5532431999999972,0.6936144999999669,248.66614169999957,20,female,21,242.4829955999994,42,image_stim_p.png
Monday,253.51484390000041,faceWord_exp,0.3271241198863318,4.59,12,336,32,256.2467972000013,251.8202158000022,180,y,255.54448780000166,26,mayor,T1572,neg,0.702309399999649,1,6,0.5534903000007034,0.6941612999980862,256.09797810000236,20,female,22,252.51437710000027,42,image_stim_n.png
Monday,263.54608089999965,faceWord_exp,-0.3659926056186196,5.8,13,336,42,266.2782124000005,261.8521703000006,180,y,265.57550280000214,27,finger,T1572,neu,0.702709599998343,1,6,0.5703900999978941,0.6932936000011978,266.14589290000004,20,female,22,262.5454639000018,42,image_stim_n.png
Monday,273.5774629000007,faceWord_exp,-1.1812540207039297,6.32,11,336,31,276.309333600002,271.8818218000015,180,b,275.6070785000011,28,elm,T1572,pos,0.7022551000009116,1,6,0.6366839000002074,0.695038800000475,276.2437624000013,20,female,21,272.57686060000196,42,image_stim_p.png
Monday,283.60878690000027,faceWord_exp,-1.6320665929887423,6.68,11,336,31,286.340678200002,281.9146518000016,180,b,285.6382166000003,29,forest,T1572,pos,0.7024616000016977,1,6,0.5368775999995705,0.69342719999986,286.1750941999999,20,female,21,282.60807900000145,42,image_stim_p.png
Monday,293.6401853999996,faceWord_exp,3.587794463102913,1.94,12,336,32,296.3718661000021,291.945472899999,180,y,295.66934279999987,30,prison,T1572,neg,0.7025233000022126,1,6,0.503778099999181,0.6938817000009294,296.17312089999905,20,female,22,292.63935459999993,42,image_stim_n.png
Monday,303.6712140999989,faceWord_exp,3.7741942061665816,2.53,12,336,32,306.40323759999956,301.97583210000084,180,y,305.7011058999997,31,lost,T1572,neg,0.7021316999998817,1,6,0.5699655999997049,0.6947908000001917,306.2710714999994,20,female,22,302.67062290000104,42,image_stim_n.png
Monday,313.702705300002,faceWord_exp,-2.3709211732995845,6.37,11,180,31,319.0339490000006,312.0080372000011,336,b,318.33138210000106,32,parade,T1572,pos,0.7025668999995105,1,6,0.37073709999822313,0.6939079000003403,318.7021191999993,20,female,21,312.70194510000147,42,image_stim_p.png
Monday,323.73381060000247,faceWord_exp,-0.7656585604551551,5.89,13,180,42,329.06524759999957,322.039586400002,336,y,328.3630309,33,audience,T1572,neu,0.7022166999995534,1,6,0.5532792000012705,0.6939256999976351,328.9163101000013,20,female,22,322.73351209999964,42,image_stim_n.png
Monday,333.7652101999993,faceWord_exp,3.1728286127179004,3.14,12,336,32,336.4970080000021,332.0704689000013,180,y,335.7944520000019,34,rumor,T1572,neg,0.702556000000186,1,6,0.5703813999971317,0.6940280999988317,336.36483339999904,20,female,22,332.7644970000001,42,image_stim_n.png
Monday,343.7963813999995,faceWord_exp,4.494524106175375,2.07,12,180,32,349.12796140000137,342.10257439999987,336,y,348.42496350000147,35,funeral,T1572,neg,0.7029978999999003,1,6,0.3708487000003515,0.6931418000021949,348.7958122000018,20,female,22,342.79571620000206,42,image_stim_n.png
Monday,353.82764640000096,faceWord_exp,0.4070035035588155,5.21,13,336,42,356.55961039999966,352.133002999999,180,y,355.8568250999997,36,church,T1572,neu,0.7027852999999595,1,6,0.6038160999996762,0.6941185000032419,356.4606411999994,20,female,22,352.82712150000225,42,image_stim_n.png
Monday,363.85885469999994,faceWord_exp,-1.8284590275958619,6.72,11,180,31,369.19033599999966,362.16736460000175,336,b,368.4878255000003,37,river,T1572,pos,0.7025104999993346,1,6,0.5038047000016377,0.6908686999995552,368.99163020000196,20,female,21,362.8582333000013,42,image_stim_p.png
Monday,373.8902431000024,faceWord_exp,0.07641955756997082,5.1,13,180,42,379.2216131000023,372.1949654000018,336,y,378.51896359999955,38,role,T1572,neu,0.7026495000027353,1,6,0.5203908000003139,0.694632200000342,379.03935439999987,20,female,22,372.88959760000216,42,image_stim_n.png
Monday,383.92128740000044,faceWord_exp,1.5556418242275696,3.19,12,180,32,389.25302139999985,382.22611759999927,336,y,388.5499970000019,39,old,T1572,neg,0.7030243999979575,1,6,0.5540694999981497,0.6947833000012906,389.10406650000004,20,female,22,382.92090090000056,42,image_stim_n.png
Monday,393.9529442999992,faceWord_exp,4.2219398121868315,2.29,12,180,32,399.2843529999991,392.25815929999953,336,y,398.5819553000001,40,guilt,T1572,neg,0.7023976999989827,1,6,0.4867092999993474,0.6940011000006052,399.06866459999947,20,female,22,392.95216040000014,42,image_stim_n.png
Monday,403.9840546000014,faceWord_exp,-0.1293625696653618,5.95,13,336,42,406.71593890000076,402.2904548000006,180,y,406.0133867000004,41,escalator,T1572,neu,0.7025522000003548,1,6,0.9204704000003403,0.6929860999989614,406.93385710000075,20,female,22,402.98344089999955,42,image_stim_n.png
Monday,414.0152844000004,faceWord_exp,3.1738538072533196,3.08,12,180,32,419.3467997000007,412.3198728999996,336,y,418.64542340000116,42,sin,T1572,neg,0.7013762999995379,1,6,0.585860799998045,0.6948883000004571,419.2312841999992,20,female,22,413.01476120000007,42,image_stim_n.png
Monday,424.04669529999956,faceWord_exp,-2.035068499528653,6.67,11,336,31,426.77856880000036,422.35277730000234,180,b,426.0758702000021,43,dolphin,T1572,pos,0.7026985999982571,1,6,0.6038234999978158,0.6931933999985631,426.6796936999999,20,female,21,423.0459707000009,42,image_stim_p.png
Monday,434.07797220000066,faceWord_exp,-1.071197614358652,7.33,11,180,31,439.40941450000173,432.38415950000126,336,b,438.70703219999996,44,chipmunk,T1572,pos,0.7023823000017728,1,6,0.6034241000015754,0.6930826999996498,439.31045630000153,20,female,21,433.0772422000009,42,image_stim_p.png
Monday,444.1092427000003,faceWord_exp,-0.9476055713690849,5.81,13,180,41,449.44059729999935,442.4147000000012,336,b,448.73817450000206,45,satire,T1572,neu,0.7024227999972936,1,6,0.33695019999868236,0.6939414000007673,449.07512470000074,20,female,21,443.10864140000194,42,image_stim_p.png
Monday,454.14057160000084,faceWord_exp,-0.15774590184623308,5.65,13,336,41,456.87238490000163,452.4451856000014,180,b,456.17000689999986,46,comb,T1572,neu,0.7023780000017723,1,6,0.520195799999783,0.6946056999986467,456.69020269999965,20,female,21,453.13979130000007,42,image_stim_p.png
Monday,464.1718430000001,faceWord_exp,0.06851316647377265,5.24,13,336,42,466.9036913000018,462.4773931000018,180,y,466.2009474000006,47,analogy,T1572,neu,0.7027439000012237,1,6,0.5708159999994677,0.6936778999988746,466.77176340000005,20,female,22,463.17107100000067,42,image_stim_n.png
Monday,474.2030287000016,faceWord_exp,-0.441124933220443,5.05,13,336,41,476.9349495000024,472.5082404999994,180,b,476.2325548000008,48,bugle,T1572,neu,0.7023947000016051,1,6,0.5538429000007454,0.6942415000012261,476.78639770000154,20,female,21,473.2024820000006,42,image_stim_p.png
Monday,484.23429229999965,faceWord_exp,-3.0889019952949432,7.53,11,336,31,486.9662406999996,482.5404638,180,b,486.2624958000015,49,honeymoon,T1572,pos,0.703744899998128,1,6,0.5214277999984915,0.6931973999999173,486.7839236,20,female,21,483.2336611999999,42,image_stim_p.png
Monday,494.2660919000009,faceWord_exp,0.8985553834191027,4.32,12,336,32,496.99748770000224,492.570168000002,180,y,496.294785099999,50,crow,T1572,neg,0.7027026000032492,1,6,0.5537968000026012,0.6947639999998501,496.8485819000016,20,female,22,493.26493200000186,42,image_stim_n.png
Monday,504.29679469999974,faceWord_exp,-0.1985745460766808,5.33,13,336,41,507.0288571000019,502.60652330000084,180,b,506.3261754000014,51,quantity,T1572,neu,0.7026817000005394,1,6,0.6370327999975416,0.6895790999988094,506.9632081999989,20,female,21,503.29610239999965,42,image_stim_p.png
Monday,514.3281271000014,faceWord_exp,-1.1818642926883074,5.33,13,180,41,519.6595254999993,512.633984,336,b,518.9570698999996,52,prairie,T1572,neu,0.7024555999996664,1,6,0.4703284999995958,0.6934270000019751,519.4273983999992,20,female,21,513.327411000002,42,image_stim_p.png
Monday,524.3594565000021,faceWord_exp,-0.30581232848456497,5.78,13,180,42,529.6907761000002,522.6647960000009,336,y,528.987789499999,53,advice,T1572,neu,0.702986600001168,1,6,0.5208001999999397,0.6940037999993365,529.508589699999,20,female,22,523.3587998000003,42,image_stim_n.png
Monday,534.3906769000023,faceWord_exp,-0.9209473384247756,5.42,13,336,41,537.1226786000007,532.6965758000006,180,b,536.420218700001,54,scooter,T1572,neu,0.702459899999667,1,6,0.48693400000047404,0.693416400001297,536.9071527000015,20,female,21,533.3899922000019,42,image_stim_p.png
Monday,544.4220153999995,faceWord_exp,-2.2232275900644445,7.48,11,336,31,547.1538916999998,542.7265628000023,180,b,546.4512840999996,55,home,T1572,pos,0.7026076000001922,1,6,0.3703986000000441,0.6948102999995172,546.8216826999997,20,female,21,543.4213731000018,42,image_stim_p.png
Monday,554.4532534999998,faceWord_exp,-1.87678309604286,6.73,11,336,31,557.1851166000015,552.7579179000022,180,b,556.4824464000012,56,read,T1572,pos,0.7026702000002842,1,6,0.5538003000001481,0.6947003999994195,557.0362467000014,20,female,21,553.4526183000016,42,image_stim_p.png
Monday,564.4845907000017,faceWord_exp,2.6698720582687456,2.86,12,336,32,567.2165233000014,562.7890326000015,180,y,566.5127861000001,57,fee,T1572,neg,0.703737200001342,1,6,0.42149110000173096,0.6948359999987588,566.9342772000018,20,female,22,563.4838686000003,42,image_stim_n.png
Monday,574.5157580000014,faceWord_exp,0.38949539348709145,5.29,13,336,41,577.2477194000021,572.8210116000009,180,b,576.545229899999,58,era,T1572,neu,0.7024895000031393,1,6,0.470288000000437,0.6940724999985832,577.0155178999994,20,female,21,573.5150840999995,42,image_stim_p.png
Monday,584.5470127000008,faceWord_exp,1.7380634654586231,3.25,12,180,32,589.8785363999996,582.8535706000002,336,y,589.1757562999992,59,politician,T1572,neg,0.7027801000003819,1,6,0.5704547000023013,0.692822500001057,589.7462110000015,20,female,22,583.5463931000013,42,image_stim_n.png
Monday,594.5783279999996,faceWord_exp,-2.3202480308548075,7.18,11,180,31,599.9097597,592.8836220000012,336,b,599.207244600002,60,party,T1572,pos,0.7025150999979815,1,6,0.5203750999971817,0.694230900000548,599.7276196999992,20,female,21,593.5778529000017,42,image_stim_p.png
