duration_frames,condition,response,age,gender,no,img_trigger,pause_trigger_t,word_score_pc,delay_frames_after,offset_img,word_score_warriner,img,scan day,rt,duration_measured_img,pause_trigger,session,duration_measured_word,ID,word_label,correct_resp,word_trigger,delay_frames_before,key_t,offset_word,onset_word,word,onset_img
42,faceWord_exp,b,,female,19,21,183.1783264869955,0.3545861367636661,336,185.8950376119974,5.09,image_stim_p.png,Monday,0.8614731960042263,0.691892483002448,41,4,0.6952882850018796,001,neu,1,13,180,186.06461832499917,182.17741502400168,181.4821267389998,put,185.20314512899495
42,faceWord_exp,b,,female,20,21,193.19653284800006,-1.2094761189992442,180,198.5138147139951,6.73,image_stim_p.png,Monday,0.2778688179969322,0.69166036099341,31,4,0.6943899300022167,001,pos,1,11,336,198.1000231709986,192.19536527599848,191.50097534599627,parent,197.82215435300168
42,faceWord_exp,y,,female,21,22,203.21481077899807,0.7532200949518182,336,205.93151513699559,4.19,image_stim_n.png,Monday,0.3303374520037323,0.6947569199983263,32,4,0.6959074970000074,001,neg,1,12,180,205.567095669001,202.21359412099991,201.5176866239999,loan,205.23675821699726
42,faceWord_exp,y,,female,22,22,213.2329896739975,-0.3663992490442602,180,218.56693897999503,3.36,image_stim_n.png,Monday,0.3430915159988217,0.7065221069933614,32,4,0.6932933640055126,001,neg,1,12,336,218.2035083890005,212.2321171750009,211.53882381099538,expensive,217.86041687300167
42,faceWord_exp,y,,female,23,22,223.26792108999507,-0.7774272008663468,336,226.0014249809974,5.43,image_stim_n.png,Monday,0.589832211000612,0.7036577859980753,42,4,0.6939465690011275,001,neu,1,13,180,225.88759940599994,222.2670063379992,221.57305976899806,theme,225.29776719499932
42,faceWord_exp,y,,female,24,22,233.30257582700142,0.060511318752979076,180,238.62002934699558,4.83,image_stim_n.png,Monday,0.5123964939994039,0.6930181489951792,32,4,0.6946749460039428,001,neg,1,12,336,238.4394076919998,232.3018520629994,231.60717711699544,pig,237.9270111980004
42,faceWord_exp,b,,female,25,21,243.32102019000013,0.4398740830446768,336,246.0379677289966,5.89,image_stim_p.png,Monday,0.6446925530035514,0.6916247289991588,41,4,0.6950911469975836,001,neu,1,13,180,245.99103555300098,242.3200815809978,241.6249904340002,hall,245.34634299999743
42,faceWord_exp,y,,female,26,21,253.3392929190013,-2.30162279277581,180,258.6565552329994,7.05,image_stim_p.png,Monday,0.4116464850012562,0.6915490489991498,31,4,0.6944516100047622,001,pos,0,11,336,258.3766526690015,252.33835107900086,251.6438994689961,heroism,257.96500618400023
42,faceWord_exp,b,,female,27,21,263.357342037998,-1.301667818567906,336,266.0742171649981,6.71,image_stim_p.png,Monday,0.2940893999984837,0.6915989170011017,31,4,0.6947207269986393,001,pos,1,11,180,265.6767076479955,262.35661663099745,261.6618959039988,bicycle,265.382618247997
42,faceWord_exp,y,,female,28,22,273.3756814829976,4.5355840269859025,180,278.6929894459972,2.53,image_stim_n.png,Monday,0.28097340800013626,0.694663848997152,32,4,0.6945884000015212,001,neg,1,12,336,278.2792990050002,272.37483129299653,271.680242892995,torment,277.9983255970001
42,faceWord_exp,y,,female,29,22,283.3939583789979,4.2176174504439885,180,288.7112562370021,2.62,image_stim_n.png,Monday,0.3291158439969877,0.692219702003058,32,4,0.6954835010037641,001,neg,1,12,336,288.348152378996,282.3930456119997,281.69756211099593,insult,288.01903653499903
42,faceWord_exp,y,,female,30,22,293.412147033996,2.7422742606943906,336,296.12900143599836,4.0,image_stim_n.png,Monday,0.2964941589962109,0.6934530169965001,32,4,0.6951368540030671,001,neg,1,12,180,295.7320425779981,292.41116723699815,291.7160303829951,fallacy,295.43554841900186
42,faceWord_exp,y,,female,31,22,303.4302291540007,3.803034067475641,336,306.14727780700196,2.76,image_stim_n.png,Monday,0.5447746389982058,0.6912037820002297,32,4,0.6954694700034452,001,neg,1,12,180,306.00084866399993,302.4293737129992,301.7339042429958,flood,305.4560740250017
42,faceWord_exp,y,,female,32,22,313.4484019379961,-0.29144085929118746,336,316.16550473799725,5.9,image_stim_n.png,Monday,0.4791872939968016,0.6926676459988812,42,4,0.6954672320061945,001,neu,1,13,180,315.9520243859952,312.4477253770019,311.7522581449957,hand,315.4728370919984
42,faceWord_exp,b,,female,33,21,323.46640547300194,-2.93465986085152,180,328.78416299400124,6.84,image_stim_p.png,Monday,0.3618060900043929,0.6929490290058311,31,4,0.6952455490027205,001,pos,1,11,336,328.4530200549998,322.465802464998,321.77055691599526,festival,328.0912139649954
42,faceWord_exp,b,,female,34,22,333.48514147199603,-0.10198134801944247,336,336.20184658099606,4.16,image_stim_n.png,Monday,0.6807703830054379,0.6938710280010127,32,4,0.6955556749962852,001,neg,0,12,180,336.1887459360005,332.4842666569966,331.78871098200034,saw,335.50797555299505
42,faceWord_exp,y,,female,35,22,343.5033240010016,-0.05436507667908295,336,346.22020164399873,5.59,image_stim_n.png,Monday,0.5285653000028105,0.6917457590025151,42,4,0.694924584000546,001,neu,1,13,180,346.05702118499903,342.5024136599968,341.8074890759963,mouth,345.5284558849962
42,faceWord_exp,y,,female,36,22,353.5212527900003,-0.9031069202434168,336,356.23830992700096,5.84,image_stim_n.png,Monday,0.6142269550036872,0.6951287280026008,42,4,0.6966678980024881,001,neu,1,13,180,356.15740815400204,352.52050519800105,351.82383729999856,boy,355.54318119899835
42,faceWord_exp,y,,female,37,22,363.53980754000077,3.668156535681199,180,368.87384083800134,3.52,image_stim_n.png,Monday,0.5437751790013863,0.7069222000063746,32,4,0.6940084720044979,001,neg,1,12,336,368.71069381699635,362.53888534200087,361.84487686999637,battle,368.16691863799497
42,faceWord_exp,y,,female,38,22,373.5746806370007,-0.9453395472380092,336,376.29153674699774,5.91,image_stim_n.png,Monday,0.8615906269988045,0.6919192159984959,42,4,0.6949941799975932,001,neu,1,13,180,376.46120815799804,372.5736559549987,371.8786617750011,team,375.59961753099924
42,faceWord_exp,y,,female,39,22,383.5927032479958,3.4698173961771306,180,388.91016408400174,3.4,image_stim_n.png,Monday,0.6610180610005045,0.6921514740024577,32,4,0.6951780919989687,001,neg,1,12,336,388.8790306709998,382.59199826899567,381.8968201769967,animosity,388.2180126099993
42,faceWord_exp,y,,female,40,22,393.61114801399526,2.8314410724962364,336,396.32802325800003,3.57,image_stim_n.png,Monday,0.5627008439987549,0.6924934620037675,32,4,0.6949342259977129,001,neg,1,12,180,396.198230639995,392.61021696999524,391.9152827439975,denial,395.63552979599626
42,faceWord_exp,y,,female,41,22,403.6293632340021,-0.5273916336755435,180,408.9463436129954,5.83,image_stim_n.png,Monday,0.5800845280027715,0.6930342269988614,42,4,0.6943689990002895,001,neu,1,13,336,408.8333939139993,402.6284626150009,401.9340936160006,scientist,408.25330938599654
42,faceWord_exp,y,,female,42,21,413.64747295599955,0.4395766978022416,180,418.9647801379979,5.67,image_stim_p.png,Monday,0.6621340019992203,0.692812164001225,41,4,0.6958844640030293,001,neu,0,13,336,418.9341019759959,412.64665180500015,411.9507673409971,red,418.27196797399665
42,faceWord_exp,b,,female,43,21,423.66582161399856,-2.303583541830637,180,428.982793313,6.68,image_stim_p.png,Monday,0.6938347019968205,0.6912238750010147,31,4,0.6957992930038017,001,pos,1,11,336,428.9854041399958,422.66492484899936,421.96912555599556,wonder,428.291569437999
42,faceWord_exp,y,,female,44,22,433.6840653170002,-0.4066038871991289,180,439.01782756800094,5.79,image_stim_n.png,Monday,0.6936460840006475,0.7066987460057135,42,4,0.6932907109949156,001,neu,1,13,336,439.0047749059959,432.68310288399516,431.98981217300025,baseball,438.3111288219952
42,faceWord_exp,b,,female,45,21,443.71832726499997,0.12602488928311428,180,449.0359939819973,5.1,image_stim_p.png,Monday,0.677902167000866,0.6919594069986488,41,4,0.6946727149988874,001,neu,1,13,336,449.0219367419995,442.7180209329963,442.0233482179974,shoulder,448.34403457499866
42,faceWord_exp,b,,female,46,21,453.7371699569994,-2.411716547027706,336,456.45411736799724,7.3,image_stim_p.png,Monday,0.6288694999966538,0.6925855149966083,31,4,0.6948470940042171,001,pos,1,11,180,456.3904013529973,452.7362633369994,452.0414162429952,flower,455.76153185300063
42,faceWord_exp,b,,female,47,21,463.7554974750019,-2.8305869761860607,336,466.47233135999704,6.67,image_stim_p.png,Monday,0.47889359099644935,0.6921183419981389,31,4,0.6948120739980368,001,pos,1,11,180,466.25910660899535,462.75447582799825,462.0596637540002,gratitude,465.7802130179989
42,faceWord_exp,b,,female,48,21,473.7735981609949,-1.2316584124512135,336,476.490335909999,6.35,image_stim_p.png,Monday,0.6290629249997437,0.6932481190015096,31,4,0.6956726580028771,001,pos,1,11,180,476.4261507159972,472.7727046270011,472.0770319689982,banjo,475.79708779099747
42,faceWord_exp,b,,female,49,21,483.7917855689957,0.29188517290671034,180,489.10915071400086,5.89,image_stim_p.png,Monday,0.6455490519947489,0.6929765530003351,41,4,0.6949295589947724,001,neu,1,13,336,489.0617232129953,482.7909034409968,482.095973882002,guard,488.4161741610005
42,faceWord_exp,b,,female,50,21,493.8101201249956,-1.7294291477603156,336,496.52702016499825,7.0,image_stim_p.png,Monday,0.4790000310022151,0.6920400320013869,31,4,0.6954855090007186,001,pos,1,11,180,496.3139801639991,492.8091482699965,492.1136627609958,dog,495.83498013299686
42,faceWord_exp,y,,female,51,22,503.82802942799754,0.18094025084207666,180,509.16202627399616,5.3,image_stim_n.png,Monday,0.4762696190009592,0.706880468998861,42,4,0.6932321479980601,001,neu,1,13,336,508.93141542399826,502.8273612339981,502.13412908600003,journalist,508.4551458049973
42,faceWord_exp,b,,female,52,21,513.8632204890018,-1.5082836116280287,336,516.5800783079976,6.17,image_stim_p.png,Monday,0.6127301029991941,0.6924869020003825,31,4,0.6946958800035645,001,pos,1,11,180,516.5003215089964,512.8622752619995,512.1675793819959,kitchen,515.8875914059972
42,faceWord_exp,b,,female,53,21,523.8814401269992,-1.426145970237633,336,526.5983053079981,6.26,image_stim_p.png,Monday,0.4791384019990801,0.693006659996172,31,4,0.6950557489981293,001,pos,1,11,180,526.384437050001,522.880323393998,522.1852676449998,lust,525.9052986480019
42,faceWord_exp,b,,female,54,21,533.8993681389984,0.1872293205875,336,536.6165603609988,5.95,image_stim_p.png,Monday,0.6477068690001033,0.6950911500025541,41,4,0.694937773005222,001,neu,1,13,180,536.5691760799964,532.8987253140003,532.2037875409951,elevator,535.9214692109963
42,faceWord_exp,y,,female,55,22,543.9178487190002,0.6669259665908855,336,546.6347516039968,5.38,image_stim_n.png,Monday,0.5457919299951755,0.6922924089958542,42,4,0.6940042540009017,001,neu,1,13,180,546.4882511249962,542.9169774690017,542.2229732150008,businessman,545.942459195001
42,faceWord_exp,b,,female,56,22,553.9361250520014,3.1835494020570807,336,556.6530046350017,3.17,image_stim_n.png,Monday,0.5115289960012888,0.6920697920068051,32,4,0.6943549730058294,001,neg,0,12,180,556.4724638389962,552.9351421710016,552.2407871979958,explosion,555.9609348429949
42,faceWord_exp,y,,female,57,22,563.9540342269975,-0.6996261236875504,180,569.2881484289974,5.67,image_stim_n.png,Monday,-5.875821702000394,0.7056937779998407,42,4,0.6967091199985589,001,neu,1,13,336,562.7066329489971,562.9533642339957,562.2566551139971,bell,568.5824546509975
42,faceWord_exp,y,,female,58,22,573.9892121699959,1.95458394600482,180,579.3231396249976,4.03,image_stim_n.png,Monday,0.6434042239998234,0.7070738740003435,32,4,0.6940907509997487,001,neg,1,12,336,579.259469974997,572.9882693749969,572.2941786239971,snake,578.6160657509972
42,faceWord_exp,y,,female,59,22,584.024085676996,-2.547043884761341,180,589.3414410100013,5.85,image_stim_n.png,Monday,0.5452973770006793,0.6918630330037558,42,4,0.6948828199965646,001,neu,1,13,336,589.1948753539982,583.0232564589969,582.3283736390003,circus,588.6495779769975
42,faceWord_exp,b,,female,60,21,594.042039725995,-1.17416436554964,336,596.7591697550015,7.23,image_stim_p.png,Monday,0.5139549489977071,0.6949567150004441,31,4,0.6967200380022405,001,pos,1,11,180,596.5781679889988,593.0414021109973,592.344682072995,bay,596.064213040001
