session,img_trigger,duration_frames,word,pause_trigger_t,pause_trigger,word_label,delay_frames_before,onset_img,img,gender,rt,correct_resp,ID,condition,onset_word,key_t,duration_measured_word,response,duration_measured_img,age,offset_img,delay_frames_after,word_score_pc,offset_word,word_score_warriner,no,word_trigger,scan day
2,21,42,speech,2.7077765990106855,41,neu,336,7.3930445150181185,image_stim_p.png,female,0.4680710469838232,1,PK,faceWord_exp,1.0114900930202566,7.861115562001942,0.6953893219761085,b,0.6977861699997447,22,8.090830685017863,180,-0.18776275500974607,1.706879414996365,5.62,1,13,Monday
2,22,42,nose,12.79141216201242,42,neu,180,14.832582341012312,image_stim_n.png,female,0.662703738984419,1,PK,faceWord_exp,11.099412917013979,15.495286079996731,0.6915330860065296,y,0.6919813450076617,22,15.524563686019974,336,-0.049892793833906636,11.790946003020508,5.5,2,13,Monday
2,21,42,day,22.82577795200632,31,pos,180,24.85960887101828,image_stim_p.png,female,0.4359265730017796,1,PK,faceWord_exp,21.134068091021618,25.29553544402006,0.6909208729921374,b,0.6991007500037085,22,25.55870962102199,336,-1.2502658664257256,21.824988964013755,6.36,3,11,Monday
2,21,42,piano,32.8597443930048,31,pos,180,34.8943736400106,image_stim_p.png,female,0.6686228789913002,1,PK,faceWord_exp,31.166778964019613,35.5629965190019,0.6922714299871586,b,0.6986321239965037,22,35.5930057640071,336,-1.7947555393350414,31.859050394006772,6.4,4,11,Monday
2,22,42,terrorist,42.89393327300786,32,neg,336,47.5268173450022,image_stim_n.png,female,0.3372360799985472,1,PK,faceWord_exp,41.20270954401349,47.86405342500075,0.6903464699862525,y,0.7000572260003537,22,48.226874571002554,180,4.537930167489568,41.89305601399974,2.35,5,12,Monday
2,21,42,embrace,52.92751470400253,31,pos,180,54.965148199000396,image_stim_p.png,female,0.3490986920078285,1,PK,faceWord_exp,51.238582245016005,55.314246891008224,0.6883662969921716,b,0.6955539770133328,22,55.66070217601373,336,-2.461915733068042,51.926948542008176,7.0,6,11,Monday
2,22,42,problem,62.96183194499463,32,neg,336,67.5955108019989,image_stim_n.png,female,0.43674086799728684,1,PK,faceWord_exp,61.26856839100947,68.03225166999619,0.6923931550118141,y,0.6994478180131409,22,68.29495862001204,180,4.02985566434138,61.96096154602128,3.52,7,12,Monday
2,21,42,vacation,72.9960183390067,31,pos,336,77.62974192001275,image_stim_p.png,female,0.4200289559958037,1,PK,faceWord_exp,71.30529834801564,78.04977087600855,0.6898826659889892,b,0.6990133399958722,22,78.32875526000862,180,-3.1565376907491283,71.99518101400463,8.53,8,11,Monday
2,21,42,luck,83.03001412501908,31,pos,336,87.66247248701984,image_stim_p.png,female,0.6877853339829016,1,PK,faceWord_exp,81.33813619799912,88.35025782100274,0.6909536750172265,b,0.7005261479935143,22,88.36299863501335,180,-2.2291915044129413,82.02908987301635,6.73,9,11,Monday
2,22,42,store,93.06373661401449,42,neu,336,97.69939980399795,image_stim_n.png,female,0.6182655120210256,1,PK,faceWord_exp,91.37068135500886,98.31766531601897,0.6918618399940897,y,0.6975712139974348,22,98.39697101799538,180,-0.8400509032218062,92.06254319500295,5.94,10,13,Monday
2,22,42,heavy,103.09792891499819,32,neg,180,105.13146572801634,image_stim_n.png,female,0.586656789004337,1,PK,faceWord_exp,101.40394987000036,105.71812251702067,0.6932844310067594,y,0.6995543800003361,22,105.83102010801667,336,1.3393636650983416,102.09723430100712,4.78,11,12,Monday
2,21,42,fireworks,113.14778607999324,31,pos,336,117.78457392801647,image_stim_p.png,female,0.5019830289820675,1,PK,faceWord_exp,111.44641290401341,118.28655695699854,0.7013636449992191,b,0.6971295789990108,22,118.48170350701548,180,-1.926056195769395,112.14777654901263,6.8,12,11,Monday
2,22,42,highway,123.18285983000533,42,neu,180,125.2301369960187,image_stim_n.png,female,0.6063261469826102,1,PK,faceWord_exp,121.49063949901029,125.83646314300131,0.6913027020054869,y,0.7020904499804601,22,125.93222744599916,336,0.650019808676411,122.18194220101577,5.19,13,13,Monday
2,21,42,artist,133.23353477701312,31,pos,336,137.86954786701244,image_stim_p.png,female,0.30060361698269844,1,PK,faceWord_exp,131.54105951701058,138.17015148399514,0.6915739119867794,b,0.6967272339970805,22,138.56627510100952,180,-1.2978987804410356,132.23263342899736,6.76,14,11,Monday
2,21,42,camel,143.26738656300586,41,neu,336,147.9027015810134,image_stim_p.png,female,0.45141409200732596,1,PK,faceWord_exp,141.57411026701448,148.35411567302071,0.6923150809889194,b,0.6977365839993581,22,148.60043816501275,180,0.0657349158769076,142.2664253480034,5.29,15,13,Monday
2,21,42,mercy,153.30139791901456,31,pos,336,157.93468286001007,image_stim_p.png,female,0.320178453985136,1,PK,faceWord_exp,151.60756568200304,158.2548613139952,0.6931204980064649,b,0.6995959320047405,22,158.6342787920148,180,-1.0752281295040744,152.3006861800095,6.4,16,11,Monday
2,22,42,eggplant,163.33539376899716,42,neu,180,165.37192193602095,image_stim_n.png,female,0.5334116549929604,0,PK,faceWord_exp,161.64275410101982,165.9053335910139,0.6918566669919528,b,0.6963039909896906,22,166.06822592701064,336,-0.09980687036967174,162.33461076801177,5.55,17,13,Monday
2,22,42,perjury,173.368933922,32,neg,180,175.4110794820008,image_stim_n.png,female,0.4120768180000596,1,PK,faceWord_exp,171.6789651880099,175.82315630000085,0.6897511169954669,y,0.6913709329965059,22,176.1024504149973,336,3.222893544100452,172.36871630500536,2.95,18,12,Monday
2,22,42,sick,183.40345076701487,32,neg,180,185.43746905299486,image_stim_n.png,female,-2.296239766990766,1,PK,faceWord_exp,181.71288863799418,183.1412292860041,0.6894375380070414,y,0.6988061700249091,22,186.13627522301977,336,3.4738609063027237,182.40232617600122,2.29,19,12,Monday
2,21,42,spaghetti,193.437438346009,31,pos,180,195.47047927201493,image_stim_p.png,female,0.4705119550053496,1,PK,faceWord_exp,191.74513151901192,195.94099122702028,0.6916375969885848,b,0.6996423499949742,22,196.1701216220099,336,-1.7539828459428422,192.4367691160005,6.91,20,11,Monday
2,22,42,office,203.47151364400634,32,neg,336,208.10650584401446,image_stim_n.png,female,0.5683648829872254,1,PK,faceWord_exp,201.77865380002186,208.6748707270017,0.692062657995848,y,0.6981033299816772,22,208.80460917399614,180,0.6502198887451732,202.4707164580177,4.54,21,12,Monday
2,21,42,musical,213.50513317601872,31,pos,180,215.54260498500662,image_stim_p.png,female,0.4664689489873126,1,PK,faceWord_exp,211.8128162000212,216.00907393399393,0.6919243659940548,b,0.6957567849894986,22,216.23836176999612,336,-1.3503642789447028,212.50474056601524,7.68,22,11,Monday
2,21,42,knowledge,223.53961396001978,31,pos,180,225.57355696201557,image_stim_p.png,female,0.4027313959959429,1,PK,faceWord_exp,221.84675070401863,225.97628835801152,0.6920783459790982,b,0.6988210459821858,22,226.27237800799776,336,-1.6425048482978826,222.53882904999773,7.28,23,11,Monday
2,21,42,summer,233.57372496800963,31,pos,336,238.20186216701404,image_stim_p.png,female,0.3590705670067109,1,PK,faceWord_exp,231.88003034499707,238.56093273402075,0.6929646430071443,b,0.6881552269915119,22,238.89001739400555,180,-1.7608811602119443,232.5729949880042,7.5,24,11,Monday
2,21,42,apartment,243.59104332199786,41,neu,180,245.62460730900057,image_stim_p.png,female,0.7865885659994092,1,PK,faceWord_exp,241.89828228001716,246.41119587499998,0.6919579679961316,b,0.6995048200187739,22,246.32411212901934,336,-0.5485436049411244,242.5902402480133,5.72,25,13,Monday
2,21,42,barbecue,253.6414102980052,31,pos,336,258.2780211440113,image_stim_p.png,female,0.4672157159948256,1,PK,faceWord_exp,251.9367165500007,258.7452368600061,0.7047783250163775,b,0.6965594080102164,22,258.9745805520215,180,-2.5746228757417584,252.6414948750171,7.1,26,11,Monday
2,21,42,toaster,263.67570304701803,41,neu,180,265.70947917501326,image_stim_p.png,female,0.6865829539892729,1,PK,faceWord_exp,261.9822570680117,266.39606212900253,0.6926414539921097,b,0.6990954680077266,22,266.408574643021,336,-0.5451009915059291,262.6748985220038,5.8,27,13,Monday
2,21,42,monkey,273.70969042999786,41,neu,180,275.74316536900005,image_stim_p.png,female,0.5036284670059104,1,PK,faceWord_exp,272.0168279070058,276.24679383600596,0.6921436699922197,b,0.6995038659952115,22,276.44266923499526,336,-0.6680004122251881,272.708971576998,5.82,28,13,Monday
2,21,42,winter,283.7436792770168,41,neu,180,285.7866409610142,image_stim_p.png,female,0.3773006529954728,0,PK,faceWord_exp,282.050905067008,286.1639416140097,0.6920181720051914,y,0.6894084859814029,22,286.4760494469956,336,0.3495373155897487,282.7429232390132,5.5,29,13,Monday
2,21,42,tree,293.7778462760034,31,pos,180,295.8111693310202,image_stim_p.png,female,0.569636125001125,1,PK,faceWord_exp,292.0836937720014,296.38080545602133,0.693134232016746,b,0.6994768809818197,22,296.51064621200203,336,-1.3695211950901562,292.77682800401817,7.59,30,11,Monday
2,21,42,asparagus,303.8118111549993,41,neu,336,308.4452267209999,image_stim_p.png,female,0.6376412370009348,1,PK,faceWord_exp,302.11820422200253,309.08286795800086,0.6929065900039859,b,0.6996955670183524,22,309.1449222880183,180,-0.34443889393116306,302.8111108120065,5.43,31,13,Monday
2,22,42,angry,313.8459787820175,32,neg,180,315.87895579301403,image_stim_n.png,female,0.38716874600504525,1,PK,faceWord_exp,312.15246339701116,316.2661245390191,0.6927028780046385,y,0.6995710110059008,22,316.57852680401993,336,3.4296451702105397,312.8451662750158,2.53,32,12,Monday
2,21,42,carnival,323.8965368490026,31,pos,180,325.9299366430205,image_stim_p.png,female,0.4196586439793464,1,PK,faceWord_exp,322.19100807001814,326.34959528699983,0.7047334229864646,b,0.6996393339941278,22,326.6295759770146,336,-2.4114282062334524,322.8957414930046,6.48,33,11,Monday
2,21,42,power,333.9308743280126,41,neu,180,335.9642520600173,image_stim_p.png,female,0.4867098550021183,1,PK,faceWord_exp,332.2375472850108,336.45096191501943,0.692390868003713,b,0.6989817659778055,22,336.6632338259951,336,-0.02119054453060663,332.9299381530145,5.97,34,13,Monday
2,22,42,landslide,343.96473424200667,32,neg,180,346.00729503901675,image_stim_n.png,female,0.6775151129986625,1,PK,faceWord_exp,342.2717646350211,346.6848101520154,0.6919861679780297,y,0.6901447050040588,22,346.6974397440208,336,3.561717315569441,342.96375080299913,4.76,35,12,Monday
2,22,42,ricochet,353.9981861440174,32,neg,180,356.0344770360098,image_stim_n.png,female,0.5849415209959261,1,PK,faceWord_exp,352.30598743699375,356.6194185570057,0.6916698510176502,y,0.6968954449985176,22,356.7313724810083,336,1.0482300490198866,352.9976572880114,4.75,36,12,Monday
2,21,42,scissors,364.03252231600345,41,neu,180,366.06642933702096,image_stim_p.png,female,0.40297340997494757,1,PK,faceWord_exp,362.33917635600665,366.4694027469959,0.6926546219910961,b,0.6993433329917025,22,366.76577267001267,336,0.4272037094573085,363.03183097799774,5.03,37,13,Monday
2,22,42,clang,374.06698894899455,32,neg,180,376.09866869301186,image_stim_n.png,female,0.6885288209887221,1,PK,faceWord_exp,372.37334454400116,376.7871975140006,0.6924422979936935,y,0.7007818520069122,22,376.7994505450188,336,1.472290472628449,373.06578684199485,4.1,38,12,Monday
2,22,42,business,384.1007926070015,42,neu,180,386.13702964401455,image_stim_n.png,female,0.6005216139892582,1,PK,faceWord_exp,382.4083459280082,386.7375512580038,0.691474866005592,y,0.6963937130058184,22,386.83342335702037,336,-0.06058349899147484,383.0998207940138,5.48,39,13,Monday
2,22,42,stone,394.13478043000214,32,neg,180,396.1693931610207,image_stim_n.png,female,0.5858306089940015,1,PK,faceWord_exp,392.44473397600814,396.7552237700147,0.6891430990071967,y,0.6981331659771968,22,396.8675263269979,336,0.5494484707734639,393.13387707501533,4.81,40,12,Monday
2,22,42,tired,404.168737141008,32,neg,180,406.20131927600596,image_stim_n.png,female,0.4045792219985742,1,PK,faceWord_exp,402.47477611800423,406.60589849800454,0.6931315830152016,y,0.7001662330003455,22,406.9014855090063,336,2.351878020671037,403.16790770101943,4.29,41,12,Monday
2,21,42,restaurant,414.20280115501373,31,pos,180,416.23533642000984,image_stim_p.png,female,0.5874280449934304,1,PK,faceWord_exp,412.51085506301024,416.8227644650033,0.6911909909977112,b,0.6997964879847132,22,416.93513290799456,336,-2.0702836690965865,413.20204605400795,6.95,42,11,Monday
2,21,42,pan,424.23658230900764,41,neu,180,426.2699496379937,image_stim_p.png,female,0.5538723430072423,1,PK,faceWord_exp,422.5429166520189,426.82382198100095,0.6930752379994374,b,0.6996822470100597,22,426.96963188500376,336,0.3296196251321362,423.23599189001834,5.15,43,13,Monday
2,22,42,cough,434.2708436990215,32,neg,180,436.3059654509998,image_stim_n.png,female,0.551221677014837,1,PK,faceWord_exp,432.5774616599956,436.85718712801463,0.6924346260202583,y,0.6977096250047907,22,437.0036750760046,336,2.483224745184551,433.26989628601586,3.57,44,12,Monday
2,22,42,street,444.3047839300125,42,neu,336,448.93863774000783,image_stim_n.png,female,0.5196382240101229,1,PK,faceWord_exp,442.6114087210153,449.45827596401796,0.6925715499965008,y,0.6994642940117046,22,449.63810203401954,180,0.3228926581020319,443.3039802710118,5.07,45,13,Monday
2,22,42,attribute,454.3390358820034,42,neu,180,456.3714032980206,image_stim_n.png,female,0.5210172020015307,1,PK,faceWord_exp,452.64659780001966,456.8924205000221,0.6914652229752392,y,0.7003566479834262,22,457.071759946004,336,-0.32263149533554664,453.3380630229949,5.67,46,13,Monday
2,21,42,joke,464.3731074290117,31,pos,180,466.41859898599796,image_stim_p.png,female,0.39113318000454456,1,PK,faceWord_exp,462.68259243899956,466.8097321660025,0.6895398299966473,b,0.7038000820029993,22,467.12239906800096,336,-1.8879163634684628,463.3721322689962,7.88,47,11,Monday
2,22,42,jaw,474.42372079001507,32,neg,180,476.4562818300037,image_stim_n.png,female,0.4214699139993172,1,PK,faceWord_exp,472.7295277120138,476.87775174400304,0.6933872780064121,y,0.6998692380147986,22,477.1561510680185,336,0.16339675594021513,473.4229149900202,4.41,48,12,Monday
2,21,42,chicken,484.45741772602196,31,pos,336,489.1026316010102,image_stim_p.png,female,0.41006180498516187,1,PK,faceWord_exp,482.76472018202185,489.5126934059954,0.692017939989455,b,0.6880460050015245,22,489.79067760601174,180,-1.3205598447631597,483.4567381220113,6.17,49,11,Monday
2,22,42,axe,494.4917883510061,32,neg,336,499.1266525390092,image_stim_n.png,female,0.3682991089881398,1,PK,faceWord_exp,492.79864526801975,499.49495164799737,0.6919158939854242,y,0.698139740008628,22,499.82479227901786,180,0.7321109855355353,493.4905611620052,3.48,50,12,Monday
2,22,42,verb,504.52582253099536,42,neu,180,506.55857952299993,image_stim_n.png,female,0.6371974560024682,1,PK,faceWord_exp,502.8314453329949,507.1957769790024,0.6933673210151028,y,0.6998993510205764,22,507.2584788740205,336,0.17918122123944408,503.52481265401,5.27,51,13,Monday
2,21,42,whole,514.5596569190093,41,neu,336,519.1918389170023,image_stim_p.png,female,0.37168061899137683,1,PK,faceWord_exp,512.8662076140172,519.5635195359937,0.6926801019872073,b,0.700612390995957,22,519.8924513079983,180,0.10630403813009667,513.5588877160044,5.86,52,13,Monday
2,21,42,sailboat,524.5936798150069,31,pos,336,529.2265790720121,image_stim_p.png,female,0.5202927149948664,1,PK,faceWord_exp,522.90113130401,529.746871787007,0.6917660149920266,b,0.7000159900053404,22,529.9265950620174,180,-1.5621536719325724,523.5928973190021,6.81,53,11,Monday
2,22,42,hoe,534.6278723660216,32,neg,336,539.260983344022,image_stim_n.png,female,0.754011263983557,1,PK,faceWord_exp,532.936729130015,540.0149946080055,0.6898337900056504,y,0.6999431669828482,22,539.9609265110048,180,0.2623575316864496,533.6265629200207,4.8,54,12,Monday
2,21,42,optimism,544.6617293019954,31,pos,336,549.2951644129935,image_stim_p.png,female,0.5369987480225973,1,PK,faceWord_exp,542.9688554860186,549.8321631610161,0.6920374799810816,b,0.6997056990221608,22,549.9948701120156,180,-2.7563434535584275,543.6608929659997,7.21,55,11,Monday
2,22,42,excuse,554.6957081550208,32,neg,180,556.7276429409976,image_stim_n.png,female,0.48833634599577636,1,PK,faceWord_exp,553.0029941860121,557.2159792869934,0.6919757360010408,y,0.7010221609962173,22,557.4286651019938,336,2.373388118792564,553.6949699220131,4.52,56,12,Monday
2,22,42,plea,564.7300940309942,32,neg,180,566.7658404429967,image_stim_n.png,female,0.5508624950016383,1,PK,faceWord_exp,563.0360005700204,567.3167029379983,0.6929982649744488,y,0.6967841139994562,22,567.4626245569962,336,2.166481281776448,563.7289988349949,4.35,57,12,Monday
2,21,42,theory,574.7637399950181,41,neu,336,579.3983272089972,image_stim_p.png,female,0.5856645200110506,1,PK,faceWord_exp,573.0706805929949,579.9839917290083,0.6922723530151416,b,0.6983034900040366,22,580.0966306990013,180,0.1106807997481866,573.76295294601,5.65,58,13,Monday
2,22,42,van,584.7977368989959,32,neg,336,589.4312138750101,image_stim_n.png,female,0.6203516790119465,1,PK,faceWord_exp,583.103190149006,590.0515655540221,0.693850725016091,y,0.6995225219870917,22,590.1307363969972,180,-0.14866519221167074,583.7970408740221,4.43,59,12,Monday
2,22,42,lab,594.8318287699949,32,neg,180,596.8646834980173,image_stim_n.png,female,0.6043838229961693,1,PK,faceWord_exp,593.1378653150168,597.4690673210134,0.6931362439936493,y,0.7000464059819933,22,597.5647299039993,336,0.2032181950076048,593.8310015590105,4.57,60,12,Monday
