onset_img,scan day,key_t,duration_frames,pause_trigger_t,img_trigger,pause_trigger,word,rt,response,word_score_pc,word_score_warriner,duration_measured_word,correct_resp,ID,offset_word,delay_frames_before,no,condition,gender,word_trigger,duration_measured_img,age,offset_img,onset_word,session,delay_frames_after,img,word_label
105.17683259601472,Monday,105.8433474850026,42,103.14029648702126,22,32,gasp,0.6665148889878765,y,1.3014161644429498,4.5,0.6920894169888925,1,PK,102.1392725330079,180,11,faceWord_exp,female,12,0.6957718299818225,22,105.87260442599654,101.447183116019,1,336,image_stim_n.png,neg
117.8229206110118,Monday,118.31169192900416,42,113.1907286310161,21,31,fun,0.4887713179923594,b,-3.2613064969771037,8.37,0.704070962005062,1,PK,112.19021034002071,336,12,faceWord_exp,female,11,0.700821376987733,22,118.52374198799953,111.48613937801565,1,180,image_stim_p.png,pos
125.2657841280161,Monday,125.71158435399411,42,123.2245536360133,21,31,boat,0.4458002259780187,b,-1.0613549170130714,6.36,0.6931642410054337,1,PK,122.22403116201167,180,13,faceWord_exp,female,11,0.6917685710068326,22,125.95755269902293,121.53086692100624,1,336,image_stim_p.png,pos
135.29143792501418,Monday,135.6954799439991,42,133.258684911998,22,32,aggressive,0.4040420189849101,y,2.166851165767892,3.08,0.6896032399963588,1,PK,132.2578792970162,180,14,faceWord_exp,female,12,0.7004070229886565,22,135.99184494800284,131.56827605701983,1,336,image_stim_n.png,neg
147.926374408009,Monday,148.86308425001334,42,143.29275109100854,22,32,lonely,0.9367098420043476,y,4.010420717126172,2.67,0.6918782949796878,1,PK,142.29203571099788,336,15,faceWord_exp,female,12,0.6996121330012102,22,148.6259865410102,141.6001574160182,1,180,image_stim_n.png,neg
155.36059053300414,Monday,156.01371531799668,42,153.32691938601783,22,42,bridge,0.6531247849925421,y,0.1935892361901769,5.44,0.6921975809964351,1,PK,152.3260411710071,180,16,faceWord_exp,female,13,0.6986163129913621,22,156.0592068459955,151.63384359001066,1,336,image_stim_n.png,neu
168.00318772700848,Monday,168.46427168601076,42,163.3601651469944,22,32,alligator,0.4610839590022806,y,1.9014187675556817,4.23,0.6917393930198159,1,PK,162.36011202301597,336,17,faceWord_exp,female,12,0.6907120879914146,22,168.6938998149999,161.66837262999616,1,180,image_stim_n.png,neg
178.03060304699466,Monday,178.78176776200416,42,173.39490941399708,22,32,victim,0.7511647150095087,y,3.457530661450998,2.05,0.6925319390138611,1,PK,172.3939710970153,336,18,faceWord_exp,female,12,0.6972846270073205,22,178.72788767400198,171.70143915800145,1,180,image_stim_n.png,neg
185.4625434759946,Monday,186.19949274600367,42,183.4288793640153,21,31,moral,0.7369492700090632,b,-1.1443669013398097,6.85,0.6893782719853334,1,PK,182.42805454600602,180,19,faceWord_exp,female,11,0.6991035110258963,22,186.1616469870205,181.7386762740207,1,336,image_stim_p.png,pos
195.4966114910203,Monday,195.96663464800804,42,193.4628360250208,21,41,hamster,0.470023156987736,b,-1.1856791528275217,5.88,0.6923709319962654,1,PK,192.46216918801656,180,20,faceWord_exp,female,13,0.699254695995478,22,196.19586618701578,191.7697982560203,1,336,image_stim_p.png,neu
208.13735287301824,Monday,208.63414336700225,42,203.49679876700975,21,41,famous,0.4967904939840082,b,-0.8050043475134195,5.89,0.692416386998957,1,PK,202.49620076801511,336,21,faceWord_exp,female,13,0.6926292029966135,22,208.82998207601486,201.80378438101616,1,180,image_stim_p.png,neu
215.56508542899974,Monday,216.21848005300853,42,213.53087837900966,21,41,fiddle,0.6533946240087971,b,-1.0601571884744718,5.05,0.6924189169949386,1,PK,212.53022090901504,180,22,faceWord_exp,female,13,0.6988697210035753,22,216.2639551500033,211.8378019920201,1,336,image_stim_p.png,neu
228.1981803100207,Monday,228.56860350101488,42,223.5651257300051,22,32,envy,0.3704231909941882,y,3.3697994362845387,3.05,0.6930991070112213,1,PK,222.5643562170153,336,23,faceWord_exp,female,12,0.6996312369883526,22,228.89781154700904,221.87125711000408,1,180,image_stim_n.png,neg
235.63170252501732,Monday,236.50333361999947,42,233.59893007500796,21,41,tomato,0.8716310949821491,b,-1.3575770021145472,5.8,0.6923617419961374,1,PK,232.59818668401567,180,24,faceWord_exp,female,13,0.6998865240020677,22,236.33158904901939,231.90582494201954,1,336,image_stim_p.png,neu
248.26923172801617,Monday,248.61928967101267,42,243.6328340000182,21,31,happy,0.35005794299650006,b,-3.1501939707833047,8.47,0.6927532340050675,1,PK,242.6324803350144,336,25,faceWord_exp,female,11,0.6969145220064092,22,248.96614625002258,241.93972710100934,1,180,image_stim_p.png,pos
258.3016450779978,Monday,258.60462560900487,42,253.66721074900124,22,42,treaty,0.30298053100705147,b,-0.7213913907893977,5.42,0.6892312149866484,0,PK,252.6662217330013,336,26,faceWord_exp,female,13,0.6986721730208956,22,259.0003172510187,251.97699051801465,1,180,image_stim_n.png,neu
268.3348181300098,Monday,268.97120893301326,42,263.7010679280211,21,31,wealthy,0.6363908030034509,b,-1.8465637543339983,6.37,0.6920890100009274,1,PK,262.70039534699754,336,27,faceWord_exp,female,11,0.6991667879919987,22,269.0339849180018,262.0083063369966,1,180,image_stim_p.png,pos
278.3675103819987,Monday,279.00539258201024,42,273.7353425869951,21,41,field,0.6378822000115179,b,-0.9990759838186469,5.73,0.6925306179909967,1,PK,272.7342886860133,336,28,faceWord_exp,female,13,0.7007309350010473,22,279.0682413169998,272.0417580680223,1,180,image_stim_p.png,neu
288.40525369902025,Monday,288.97377780501847,42,283.76898355199955,21,31,woman,0.5685241059982218,b,-1.7483058493195842,7.09,0.6922871549904812,1,PK,282.768284677004,336,29,faceWord_exp,female,11,0.6970404189778492,22,289.1022941179981,282.0759975220135,1,180,image_stim_p.png,pos
298.4375132450077,Monday,298.906675922015,42,293.803260308021,22,32,bribe,0.46916267700726166,y,2.3815246085651838,3.32,0.6928873599972576,1,PK,292.8025131470058,336,30,faceWord_exp,female,12,0.6987469879968558,22,299.1362602330046,292.10962578700855,1,180,image_stim_n.png,neg
305.869944873004,Monday,306.3066922739963,42,303.8371314340038,22,32,hurricane,0.4367474009923171,y,3.648586845460279,3.16,0.6914787910063751,1,PK,302.83659321500454,180,31,faceWord_exp,female,12,0.7000609300157521,22,306.57000580301974,302.14511442399817,1,336,image_stim_n.png,neg
315.90345299700857,Monday,316.8596279259946,42,313.871450266015,21,31,new,0.9561749289860018,b,-1.2313279950095668,7.68,0.6933606390084606,1,PK,312.87044169200817,180,32,faceWord_exp,female,11,0.7006440649856813,22,316.60409706199425,312.1770810529997,1,336,image_stim_p.png,pos
328.54083006401197,Monday,329.15921658300795,42,323.9050681280205,21,31,plum,0.6183865189959761,b,-1.1648995537800455,6.15,0.6893133340054192,1,PK,322.90378707801574,336,33,faceWord_exp,female,11,0.6975716529996134,22,329.2384017170116,322.2144737440103,1,180,image_stim_p.png,pos
335.97292791400105,Monday,336.6923972800141,42,333.9394967110129,22,32,hospital,0.7194693660130724,y,2.561630339716405,3.52,0.6918624200043269,1,PK,332.93786117900163,180,34,faceWord_exp,female,12,0.6993702269974165,22,336.67229814099846,332.2459987589973,1,336,image_stim_n.png,neg
348.6061447930115,Monday,349.1277172010159,42,343.97327890401357,22,32,diplomat,0.521572408004431,y,0.13451130194660302,4.65,0.6923931280034594,1,PK,342.97262498000055,336,35,faceWord_exp,female,12,0.6999292999971658,22,349.30607409300865,342.2802318519971,1,180,image_stim_n.png,neg
356.050124343019,Monday,357.01070914801676,42,354.0072271520039,22,32,meeting,0.9605848049977794,y,0.7573178762670367,4.55,0.6919361689942889,1,PK,353.0064743490075,180,36,faceWord_exp,female,12,0.6901102459814865,22,356.74023458900047,352.3145381800132,1,336,image_stim_n.png,neg
368.67716414202005,Monday,369.3117754099949,42,364.0409246070194,21,41,embassy,0.634611267974833,b,-0.05916451699915906,5.3,0.6923349440039601,1,PK,363.0404537100112,336,37,faceWord_exp,female,13,0.6973217019985896,22,369.37448584401864,362.34811876600725,1,180,image_stim_p.png,neu
376.10882022001897,Monday,376.7455193460046,42,374.07536320900545,22,32,deceit,0.636699125985615,y,4.314775126713813,2.89,0.6933611560089048,1,PK,373.074570088007,180,38,faceWord_exp,female,12,0.6993908159784041,22,376.8082110359974,372.3812089319981,1,336,image_stim_n.png,neg
388.7415663030115,Monday,389.54685297000105,42,384.1094958879985,22,32,policeman,0.8052866669895593,y,0.397042668763988,4.21,0.691046166990418,1,PK,383.10855787000037,336,39,faceWord_exp,female,12,0.7007465529895853,22,389.4423128560011,382.41751170300995,1,180,image_stim_n.png,neg
396.1777581080096,Monday,396.91374407801777,42,394.1432336489961,22,32,mouse,0.735985970008187,y,1.5906822936049958,4.8,0.6892474129854236,1,PK,393.1425762959989,180,40,faceWord_exp,female,12,0.6985043750028126,22,396.8762624830124,392.45332888301346,1,336,image_stim_n.png,neg
406.2133315910178,Monday,406.93143951302045,42,404.1774855770054,21,41,tourist,0.7181079220026731,b,-0.31568469709749714,5.71,0.6913253350066952,1,PK,403.1762988590053,180,41,faceWord_exp,female,13,0.6970957779849414,22,406.9104273690027,402.48497352399863,1,336,image_stim_p.png,neu
416.2444413040066,Monday,416.81561567701283,42,414.21166085099685,21,31,lake,0.5711743730062153,b,-1.5151286486205269,7.13,0.692302234005183,1,PK,413.21063393200166,180,42,faceWord_exp,female,11,0.699763131007785,22,416.9442044350144,412.5183316979965,1,336,image_stim_p.png,pos
428.8782707680075,Monday,429.7993194250157,42,424.24575546299457,22,32,jury,0.9210486570082139,y,1.7036686386059527,4.23,0.6912688399897888,1,PK,423.2448720569955,336,43,faceWord_exp,female,12,0.7000790000020061,22,429.5783497680095,422.55360321700573,1,180,image_stim_n.png,neg
438.9131612229976,Monday,439.6002237270004,42,434.2789771660173,22,32,avalanche,0.6870625040028244,y,3.2148840110758776,4.0,0.6913086080166977,1,PK,433.2787985530158,336,44,faceWord_exp,female,12,0.6994397880043834,22,439.61260101100197,432.5874899449991,1,180,image_stim_n.png,neg
448.95015843299916,Monday,449.46769627401954,42,444.31372685701353,21,31,love,0.5175378410203848,b,-2.40140153221556,8.0,0.6932578950072639,1,PK,443.31285932302126,336,45,faceWord_exp,female,11,0.6959095220081508,22,449.6460679550073,442.619601428014,1,180,image_stim_p.png,pos
456.3806725089962,Monday,456.98455439700047,42,454.34757340099895,21,41,truck,0.6038818880042527,b,-0.5907285556577869,5.16,0.692754553980194,1,PK,453.34674576099496,180,46,faceWord_exp,female,13,0.6996262060129084,22,457.0802987150091,452.65399120701477,1,336,image_stim_p.png,neu
469.0138954790018,Monday,469.5681400820031,42,464.38150564199896,21,41,spatula,0.5542446030012798,b,-0.18281188470513854,5.14,0.6876338119909633,1,PK,463.3808102949988,336,47,faceWord_exp,female,13,0.7008945720153861,22,469.7147900510172,462.69317648300785,1,180,image_stim_p.png,neu
479.0491901200148,Monday,479.5698059440183,42,474.4149386710196,22,42,keyboard,0.5206158240034711,b,-0.08455950357770388,5.17,0.6919746029889211,0,PK,473.4149002500053,336,48,faceWord_exp,female,13,0.6993549239996355,22,479.74854504401446,472.7229256470164,1,180,image_stim_n.png,neu
486.484629234008,Monday,487.00392744800774,42,484.44958646100713,21,31,oak,0.5192982139997184,b,-1.0543324261381863,6.47,0.6934673470095731,1,PK,483.44898142301827,180,49,faceWord_exp,female,11,0.6978162660088856,22,487.1824455000169,482.7555140760087,1,336,image_stim_p.png,pos
496.51682516300934,Monday,497.1707396050042,42,494.48394572301186,22,32,tornado,0.653914441994857,y,3.6605330306018913,3.63,0.6926581609877758,1,PK,493.4830514290079,180,50,faceWord_exp,female,12,0.6991175140137784,22,497.2159426770231,492.7903932680201,1,336,image_stim_n.png,neg
509.1510505750193,Monday,509.77176288800547,42,504.5175709729956,21,41,corkscrew,0.6207123129861429,b,-0.3369766028281135,5.26,0.6913514129992109,1,PK,503.5168435740052,336,51,faceWord_exp,female,13,0.6999891749874223,22,509.85103975000675,502.82549216100597,1,180,image_stim_p.png,neu
519.1877202820033,Monday,519.7891686380026,42,514.5513017750054,21,41,rocket,0.6014483559993096,b,-0.17528733847197087,5.8,0.6923019000096247,1,PK,513.5509666760045,336,52,faceWord_exp,female,13,0.6969348260026891,22,519.884655108006,512.8586647759948,1,180,image_stim_p.png,neu
529.2186935420032,Monday,529.8397155429993,42,524.5857942580187,21,31,garden,0.6210220009961631,b,-2.3673221107876317,7.25,0.6922753819962963,1,PK,523.5849158370111,336,53,faceWord_exp,female,11,0.7000545090122614,22,529.9187480510154,522.8926404550148,1,180,image_stim_p.png,pos
539.253027349012,Monday,539.8402799890027,42,534.6196373130078,21,31,pineapple,0.5872526399907656,b,-1.6708771386143015,6.9,0.6887701490195468,1,PK,533.6190501240199,336,54,faceWord_exp,female,11,0.699240791000193,22,539.9522681400122,532.9302799750003,1,180,image_stim_p.png,pos
549.2863725670031,Monday,549.7075079610222,42,544.6538953999989,21,31,kiss,0.42113539401907474,b,-2.8785481086132907,7.78,0.693232148012612,1,PK,543.6530562330154,336,55,faceWord_exp,female,11,0.7003805070125964,22,549.9867530740157,542.9598240850028,1,180,image_stim_p.png,pos
556.7210601990228,Monday,557.3916161509987,42,554.6877739750198,22,42,noun,0.6705559519759845,y,0.11872473318936595,5.22,0.6934118329954799,1,PK,553.6870763140032,180,56,faceWord_exp,female,13,0.6996568029862829,22,557.420717002009,552.9936644810077,1,336,image_stim_n.png,neu
569.3563517790171,Monday,569.858481119998,42,564.7219167910225,22,32,commander,0.5021293409809005,y,0.98843671158419,4.73,0.6918837480188813,1,PK,563.7210599350219,336,57,faceWord_exp,female,12,0.6984992059879005,22,570.054850985005,563.029176187003,1,180,image_stim_n.png,neg
579.3911841520166,Monday,579.8599052019999,42,574.7557685580105,21,31,limousine,0.46872104998328723,b,-1.4783411251765788,6.14,0.6914379629888572,1,PK,573.7550496890035,336,58,faceWord_exp,female,11,0.6977602299884893,22,580.0889443820051,573.0636117260146,1,180,image_stim_p.png,pos
589.4223300809972,Monday,589.8437628730026,42,584.790011575009,21,31,lemonade,0.421432792005362,b,-2.146343780688921,7.05,0.6921332670026459,1,PK,583.7890461090137,336,59,faceWord_exp,female,11,0.7006557320128195,22,590.12298581301,583.0969128420111,1,180,image_stim_p.png,pos
599.4568393439986,Monday,600.0275012700004,42,594.8237426760024,21,31,sled,0.570661926001776,b,-1.9273821271493088,6.35,0.6924100600008387,1,PK,593.8226124010107,336,60,faceWord_exp,female,11,0.7001454010023735,22,600.156984745001,593.1302023410099,1,180,image_stim_p.png,pos
