duration_frames,response,gender,session,word_trigger,img_trigger,correct_resp,offset_img,pause_trigger_t,delay_frames_before,scan day,onset_img,duration_measured_word,condition,delay_frames_after,word_score_warriner,rt,duration_measured_img,onset_word,word_label,offset_word,no,word,pause_trigger,word_score_pc,age,ID,key_t,img
42,b,female,2,13,21,1,5.543887227002415,2.742976039000496,180,Monday,4.849588760000188,0.7183920379975461,faceWord_exp,336,5.72,-2.205172265996225,0.694298467002227,1.0237946230045054,neu,1.7421866610020516,1,apartment,41,-0.5485436049411244,22,coronatimes,2.6444164940039627,image_stim_p.png
42,y,female,2,12,22,1,18.18322575899947,12.84785629399994,336,Monday,17.486173756005883,0.6919641269996646,faceWord_exp,180,4.78,0.299817738996353,0.6970520029935869,11.154722707004112,neg,11.846686834003776,2,heavy,32,1.3393636650983416,22,coronatimes,17.785991495002236,image_stim_n.png
42,b,female,2,13,22,0,25.6199987910004,22.88591507000092,180,Monday,24.92047161800292,0.6926079140030197,faceWord_exp,336,5.43,-2.065199420998397,0.6995271729974775,21.192324791001738,neu,21.884932705004758,3,asparagus,42,-0.34443889393116306,22,coronatimes,22.855272197004524,image_stim_n.png
42,y,female,2,13,21,0,38.45947134400194,32.92306824800471,336,Monday,37.75811368200084,0.6938996379976743,faceWord_exp,180,5.19,-0.8632586719977553,0.7013576620011008,31.228939395005,neu,31.922839033002674,4,highway,41,0.650019808676411,22,coronatimes,36.894855010003084,image_stim_p.png
42,y,female,2,12,22,1,48.4973472940037,43.162103608003235,336,Monday,47.79407224700117,0.694711649994133,faceWord_exp,180,3.52,-0.49272740699962014,0.7032750470025348,41.466606648005836,neg,42.16131829799997,5,problem,32,4.02985566434138,22,coronatimes,47.30134484000155,image_stim_n.png
42,y,female,2,12,22,1,58.53553541600559,53.20022332400549,336,Monday,57.83220079400053,0.693558357997972,faceWord_exp,180,4.52,0.38982325400138507,0.7033346220050589,51.50489196900162,neg,52.19845032699959,6,excuse,32,2.373388118792564,22,coronatimes,58.22202404800191,image_stim_n.png
42,b,female,2,12,22,0,68.57382740799949,63.23828475000482,336,Monday,67.87078259600094,0.6947102089980035,faceWord_exp,180,4.54,0.3396450280051795,0.7030448119985522,61.542689802001405,neg,62.23740001099941,7,office,32,0.6502198887451732,22,coronatimes,68.21042762400612,image_stim_n.png
42,y,female,2,12,22,1,76.01059650700336,73.27639270600048,180,Monday,75.30742678900424,0.6952833350005676,faceWord_exp,336,2.53,0.3074903300002916,0.703169717999117,71.57977914100047,neg,72.27506247600104,8,angry,32,3.4296451702105397,22,coronatimes,75.61491711900453,image_stim_n.png
42,b,female,2,13,22,0,86.04773718600336,83.31457891900209,180,Monday,85.34809480500553,0.6924005789987859,faceWord_exp,336,5.97,-2.9459804569996777,0.6996423809978296,81.62105518300086,neu,82.31345576199965,9,power,42,-0.02119054453060663,22,coronatimes,82.40211434800585,image_stim_n.png
42,b,female,2,11,21,1,96.08655851700314,93.35233193699969,180,Monday,95.38412236200384,0.6939799840038177,faceWord_exp,336,6.73,-3.0781705850022263,0.7024361549993046,91.65680711300229,pos,92.3507870970061,10,luck,31,-2.2291915044129413,22,coronatimes,92.30595177700161,image_stim_p.png
42,y,female,2,13,22,1,108.72602203000133,103.39083634100098,336,Monday,108.0227309940019,0.6954701130016474,faceWord_exp,180,5.82,-5.711407030998089,0.7032910359994275,101.69413578999956,neu,102.38960590300121,11,monkey,42,-0.6680004122251881,22,coronatimes,102.31132396300382,image_stim_n.png
42,b,female,2,13,21,1,118.76426840800559,113.42888005900022,336,Monday,118.0605123320056,0.6951905859968974,faceWord_exp,180,5.62,-5.628842092999548,0.7037560759999906,111.73251159600477,neu,112.42770218200167,12,speech,41,-0.18776275500974607,22,coronatimes,112.43167023900605,image_stim_p.png
42,b,female,2,11,21,1,126.20114362700406,123.46697364799911,180,Monday,125.49735175400565,0.6950595620000968,faceWord_exp,336,7.0,-3.110607856004208,0.7037918729984085,121.77079860400409,pos,122.46585816600418,13,embrace,31,-2.461915733068042,22,coronatimes,122.38674389800144,image_stim_p.png
42,b,female,2,11,21,1,136.23929868000414,133.50512820300355,180,Monday,135.53549201100395,0.6952528979963972,faceWord_exp,336,6.36,-3.244953166002233,0.703806669000187,131.8085577400052,pos,132.5038106380016,14,day,31,-1.2502658664257256,22,coronatimes,132.29053884500172,image_stim_p.png
42,y,female,2,12,22,1,148.87844796500576,143.5432550290061,336,Monday,148.17799595900578,0.692573505002656,faceWord_exp,180,2.35,-2.3477268210044713,0.7004520059999777,141.84939147000114,neg,142.5419649750038,15,terrorist,32,4.537930167489568,22,coronatimes,145.8302691380013,image_stim_n.png
42,b,female,2,13,21,1,156.31516970200028,153.58126719300344,180,Monday,155.61160554600065,0.6955851899983827,faceWord_exp,336,5.29,0.33928369500063127,0.7035641559996293,151.8847573400053,neu,152.5803425300037,16,camel,41,0.0657349158769076,22,coronatimes,155.95088924100128,image_stim_p.png
42,y,female,2,12,22,1,168.95419185500214,163.6192339670015,336,Monday,168.25116287800483,0.6956392409992986,faceWord_exp,180,4.29,-3.928602141000738,0.7030289769973024,161.92262221500278,neg,162.61826145600207,17,tired,32,2.351878020671037,22,coronatimes,164.3225607370041,image_stim_n.png
42,b,female,2,12,22,0,178.99269157000526,173.6572858330037,336,Monday,178.28910077299952,0.6952184039982967,faceWord_exp,180,4.81,-3.04521275699517,0.7035907970057451,171.96100089500396,neg,172.65621929900226,18,stone,32,0.5494484707734639,22,coronatimes,175.24388801600435,image_stim_n.png
42,y,female,2,12,22,1,189.03073362700525,183.69543968200014,336,Monday,188.32720254000014,0.6937983940006234,faceWord_exp,180,2.95,-1.960949364998669,0.7035310870051035,182.00050473400188,neg,182.6943031280025,19,perjury,32,3.222893544100452,22,coronatimes,186.36625317500148,image_stim_n.png
42,b,female,2,11,21,1,199.0688447460052,193.73358083200583,336,Monday,198.36546805400576,0.6950270779998391,faceWord_exp,180,6.95,-0.5443109840052784,0.7033766919994378,192.03773839700443,pos,192.73276547500427,20,restaurant,31,-2.0702836690965865,22,coronatimes,197.82115707000048,image_stim_p.png
42,b,female,2,11,21,1,206.50591825000447,203.77186553900538,180,Monday,205.80231683400052,0.6947488020014134,faceWord_exp,336,6.4,0.30580014800216304,0.7036014160039485,202.07511125900055,pos,202.76986006100196,21,mercy,31,-1.0752281295040744,22,coronatimes,206.10811698200268,image_stim_p.png
42,b,female,2,11,21,1,216.5437704750002,213.80972596599895,180,Monday,215.84361774800345,0.6925283589953324,faceWord_exp,336,6.4,0.2699266359995818,0.7001527269967482,212.11614718100464,pos,212.80867553999997,22,piano,31,-1.7947555393350414,22,coronatimes,216.11354438400303,image_stim_p.png
42,b,female,2,12,22,0,229.1831270160037,223.8479112999994,336,Monday,228.48139595000248,0.6960958970012143,faceWord_exp,180,4.41,0.2880274350027321,0.7017310660012299,222.15094196500286,neg,222.84703786200407,23,jaw,32,0.16339675594021513,22,coronatimes,228.7694233850052,image_stim_n.png
42,b,female,2,12,22,0,239.22113636100403,233.88607349600352,336,Monday,238.51767339600337,0.6966342330051702,faceWord_exp,180,4.1,0.28900511500251014,0.7034629650006536,232.18846695699904,neg,232.8851011900042,24,clang,32,1.472290472628449,22,coronatimes,238.80667851100588,image_stim_n.png
42,b,female,2,11,21,1,246.65825932900043,243.92383542300377,180,Monday,245.9546115070043,0.6976530340034515,faceWord_exp,336,8.53,-2.5950953270003083,0.7036478219961282,242.225429817001,pos,242.92308285100444,25,vacation,31,-3.1565376907491283,22,coronatimes,243.359516180004,image_stim_p.png
42,b,female,2,13,22,0,259.29732775100274,253.96216050700605,336,Monday,258.5944568539999,0.6942442600047798,faceWord_exp,180,5.8,-5.8631377019992215,0.7028708970028674,252.26589425400016,neu,252.96013851400494,26,toaster,42,-0.5451009915059291,22,coronatimes,252.73131915200065,image_stim_n.png
