duration_frames,response,gender,session,word_trigger,img_trigger,correct_resp,offset_img,pause_trigger_t,delay_frames_before,scan day,onset_img,duration_measured_word,condition,delay_frames_after,word_score_warriner,rt,duration_measured_img,onset_word,word_label,offset_word,no,word,pause_trigger,word_score_pc,age,ID,key_t,img
42,b,female,2,12,22,0,269.335538172003,264.0002568100026,336,Monday,268.6318683100035,0.6959209810011089,faceWord_exp,180,4.57,-1.277601000998402,0.703669861999515,262.30342687699886,neg,262.99934785799996,27,lab,32,0.2032181950076048,22,coronatimes,267.3542673090051,image_stim_n.png
42,b,female,2,13,21,1,279.3738335970047,274.0383427400011,336,Monday,278.6699265000061,0.6948558930016588,faceWord_exp,180,5.48,-5.479234562000784,0.7039070969985914,272.3425182909996,neu,273.03737418400124,28,business,41,-0.06058349899147484,22,coronatimes,273.19069193800533,image_stim_p.png
42,y,female,2,11,21,0,289.41183615400223,284.07648490500287,336,Monday,288.70883348200005,0.6953262000024552,faceWord_exp,180,7.5,0.3224875790037913,0.7030026720021851,282.3799673829999,pos,283.07529358300235,29,summer,31,-1.7608811602119443,22,coronatimes,289.03132106100384,image_stim_p.png
42,b,female,2,12,22,0,299.4496539620013,294.1142721710057,336,Monday,298.75119760000234,0.6924881640006788,faceWord_exp,180,3.57,-5.651439196997671,0.6984563619989785,292.42088160400453,neg,293.1133697680052,30,cough,32,2.483224745184551,22,coronatimes,293.09975840300467,image_stim_n.png
42,b,female,2,12,22,0,309.48788689399953,304.1523829020007,336,Monday,308.7849445150059,0.6954341250020661,faceWord_exp,180,3.48,0.32215500199527014,0.7029423789936118,302.4561891350022,neg,303.15162326000427,31,axe,32,0.7321109855355353,22,coronatimes,309.1070995170012,image_stim_n.png
42,b,female,2,11,21,1,316.92476581400115,314.1903507380048,180,Monday,316.2214419190059,0.6948767680005403,faceWord_exp,336,6.76,0.43925525099621154,0.7033238949952647,312.49454736600455,pos,313.1894241340051,32,artist,31,-1.2978987804410356,22,coronatimes,316.6606971700021,image_stim_p.png
42,b,female,2,12,22,0,326.96283710699936,324.2288549580044,180,Monday,326.25923311099905,0.6948367530058022,faceWord_exp,336,4.76,-3.011467663993244,0.7036039960003109,322.5327979499998,neg,323.2276347030056,33,landslide,32,3.561717315569441,22,coronatimes,323.2477654470058,image_stim_n.png
42,b,female,2,12,22,0,339.6021218560054,334.267031192001,336,Monday,338.898183643003,0.6956140900001628,faceWord_exp,180,4.8,-5.728992388998449,0.7039382130024023,332.5701404650026,neg,333.2657545550028,34,hoe,32,0.2623575316864496,22,coronatimes,333.16919125400455,image_stim_n.png
42,b,female,2,13,22,0,347.0389705280031,344.3048624450021,180,Monday,346.3362224110024,0.6952558600023622,faceWord_exp,336,5.94,-0.7452989570010686,0.7027481170007377,342.6083599400008,neu,343.3036158000032,35,store,42,-0.8400509032218062,22,coronatimes,345.5909234540013,image_stim_n.png
42,b,female,2,12,22,0,359.67846925300546,354.34213057200395,336,Monday,358.973606683001,0.6941268280061195,faceWord_exp,180,4.75,-5.528108161997807,0.7048625700044795,352.6468849849989,neg,353.341011813005,36,ricochet,32,1.0482300490198866,22,coronatimes,353.4454985210032,image_stim_n.png
42,b,female,2,11,21,1,369.7164471970027,364.3811098840015,336,Monday,369.01671881900256,0.6923571480001556,faceWord_exp,180,6.91,-2.0320260290027363,0.6997283780001453,362.68770038000366,pos,363.3800575280038,37,spaghetti,31,-1.7539828459428422,22,coronatimes,366.9846927899998,image_stim_p.png
42,b,female,2,11,21,1,377.15327511299984,374.41934420799953,180,Monday,376.4500460220006,0.6951426380037447,faceWord_exp,336,7.1,0.6226152300005197,0.7032290909992298,372.7229646010019,pos,373.4181072390056,38,barbecue,31,-2.5746228757417584,22,coronatimes,377.0726612520011,image_stim_p.png
42,b,female,2,13,21,1,387.22468472600303,384.4574822200011,180,Monday,386.5208805440052,0.6952887200022815,faceWord_exp,336,5.86,-0.12660551000590203,0.7038041819978389,382.76081800300017,neu,383.45610672300245,39,whole,41,0.10630403813009667,22,coronatimes,386.3942750339993,image_stim_p.png
42,b,female,2,11,21,1,399.86402608600474,394.5286876140017,336,Monday,399.1591992329995,0.6952823280007578,faceWord_exp,180,6.17,-4.2443835550002404,0.7048268530052155,392.8325996640051,pos,393.52788199200586,40,chicken,31,-1.3205598447631597,22,coronatimes,394.9148156779993,image_stim_p.png
42,b,female,2,13,22,0,407.3011170030004,404.5667834920023,180,Monday,406.5972244950026,0.6951579649976338,faceWord_exp,336,5.67,0.3735444900012226,0.7038925079978071,402.870809691005,neu,403.5659676560026,41,attribute,42,-0.32263149533554664,22,coronatimes,406.9707689850038,image_stim_n.png
42,b,female,2,11,21,1,417.3391613080021,414.60508512000524,180,Monday,416.63556178,0.6971332820030511,faceWord_exp,336,6.48,-3.261633157999313,0.703599528002087,412.9069706049995,pos,413.60410388700257,42,carnival,31,-2.4114282062334524,22,coronatimes,413.3739286220007,image_stim_p.png
42,b,female,2,11,21,1,427.3770982710048,424.6431146200048,180,Monday,426.67345940100495,0.6950012179950136,faceWord_exp,336,6.81,-0.5611655230022734,0.7036388699998497,422.94691231300385,pos,423.64191353099886,43,sailboat,31,-1.5621536719325724,22,coronatimes,426.1122938780027,image_stim_p.png
42,b,female,2,11,21,1,440.01647161500296,434.6813021170019,336,Monday,439.3161956160038,0.6921749739994993,faceWord_exp,180,7.28,-5.517649726003583,0.7002759989991318,432.9876862460005,pos,433.67986122,44,knowledge,31,-1.6425048482978826,22,coronatimes,433.79854589000024,image_stim_p.png
42,b,female,2,13,21,1,450.0544567600009,444.71915729100147,336,Monday,449.35110586900555,0.6952342889999272,faceWord_exp,180,5.65,-5.414843959006248,0.7033508909953525,443.02287404500385,neu,443.7181083340038,45,theory,41,0.1106807997481866,22,coronatimes,443.9362619099993,image_stim_p.png
42,b,female,2,12,22,0,457.4913304040019,454.7572643480016,180,Monday,456.7877614110039,0.696126569993794,faceWord_exp,336,4.35,-3.1281790619977983,0.7035689929980435,453.06024651800544,neg,453.75637308799924,46,plea,32,2.166481281776448,22,coronatimes,453.6595823490061,image_stim_n.png
42,b,female,2,11,21,1,467.5295621230034,464.7954596550044,180,Monday,466.8258114240016,0.6950322299962863,faceWord_exp,336,7.21,-3.0113001630015788,0.7037506990018301,463.0993199030054,pos,463.79435213300167,47,optimism,31,-2.7563434535584275,22,coronatimes,463.814511261,image_stim_p.png
42,b,female,2,11,21,1,480.168735887004,474.8334667750023,336,Monday,479.46565225400263,0.6957396260040696,faceWord_exp,180,7.59,-5.946830269997008,0.7030836330013699,473.1366583220006,pos,473.83239794800465,48,tree,31,-1.3695211950901562,22,coronatimes,473.5188219840056,image_stim_p.png
42,b,female,2,13,21,1,490.2069447710019,484.8717527510016,336,Monday,489.50293877399963,0.6960072459987714,faceWord_exp,180,5.55,-5.378846069994324,0.7040059970022412,483.174477655004,neu,483.8704849010028,49,eggplant,41,-0.09980687036967174,22,coronatimes,484.1240927040053,image_stim_p.png
42,b,female,2,13,22,0,500.2450923569995,494.9095911309996,336,Monday,499.5409845050017,0.6959443509986158,faceWord_exp,180,5.15,-4.011702629002684,0.7041078519978328,493.2127737260016,neu,493.90871807700023,50,pan,42,0.3296196251321362,22,coronatimes,495.529281875999,image_stim_n.png
42,b,female,2,11,21,1,507.6818003830049,504.947781147006,180,Monday,506.9812496779996,0.69269028200506,faceWord_exp,336,7.68,-2.7647525669963215,0.7005507050052984,503.2540300719993,pos,503.94672035400436,51,musical,31,-1.3503642789447028,22,coronatimes,504.21649711100326,image_stim_p.png
42,b,female,2,11,21,1,520.321200025006,514.9859349860053,336,Monday,519.6176177320012,0.6949700100012706,faceWord_exp,180,6.8,-5.929136840000865,0.7035822930047289,513.2898341940017,pos,513.984804204003,52,fireworks,31,-1.926056195769395,22,coronatimes,513.6884808920004,image_stim_p.png
42,b,female,2,13,21,1,530.3594396590051,525.0225193980004,336,Monday,529.6556060920047,0.6949160579970339,faceWord_exp,180,5.03,-5.64654493299895,0.7038335670004017,523.3266739480023,neu,524.0215900059993,53,scissors,41,0.4272037094573085,22,coronatimes,524.0090611590058,image_stim_p.png
42,b,female,2,11,21,1,537.7961265609993,535.0622332700004,180,Monday,537.0926359709993,0.6957551860032254,faceWord_exp,336,7.88,0.3222813720058184,0.7034905900000012,533.3652402049993,pos,534.0609953910025,54,joke,31,-1.8879163634684628,22,coronatimes,537.4149173430051,image_stim_p.png
42,y,female,2,13,21,0,550.4520527380009,545.116811164,336,Monday,549.7488051340042,0.6957654799989541,faceWord_exp,180,5.5,-5.896449550004036,0.703247603996715,543.4034276900056,neu,544.0991931700046,55,nose,41,-0.049892793833906636,22,coronatimes,543.8523555840002,image_stim_p.png
42,y,female,2,13,22,1,560.490242576001,555.1550649199999,336,Monday,559.7865306270032,0.6950605879974319,faceWord_exp,180,5.07,-5.761388273000193,0.7037119489978068,553.4587981770019,neu,554.1538587649993,56,street,42,0.3228926581020319,22,coronatimes,554.025142354003,image_stim_n.png
42,b,female,2,13,22,0,570.5282993709989,565.1929247970038,336,Monday,569.8246975870061,0.6942199309996795,faceWord_exp,180,5.5,-5.528618179007026,0.7036017839927808,563.4976831960012,neu,564.1919031270008,57,winter,42,0.3495373155897487,22,coronatimes,564.2960794079991,image_stim_n.png
42,b,female,2,12,22,0,580.565445981003,575.2311806470025,336,Monday,579.8661367419991,0.6931926039978862,faceWord_exp,180,2.29,-5.132402774994262,0.6993092390039237,573.5368049590033,neg,574.2299975630012,58,sick,32,3.4738609063027237,22,coronatimes,574.7337339670048,image_stim_n.png
42,b,female,2,13,21,1,588.0032920459998,585.2691078330026,180,Monday,587.2997607159996,0.696703563000483,faceWord_exp,336,5.27,1.1913774060012656,0.7035313300002599,583.5716211559993,neu,584.2683247189998,59,verb,41,0.17918122123944408,22,coronatimes,588.4911381220008,image_stim_p.png
42,b,female,2,12,22,0,598.0413089210051,595.3074532180035,180,Monday,597.337758270005,0.6957037130050594,faceWord_exp,336,4.43,0.4753825189982308,0.7035506510001142,593.6104549890006,neg,594.3061587020056,60,van,32,-0.14866519221167074,22,coronatimes,597.8131407890032,image_stim_n.png
