word_score_warriner,age,onset_img,no,pause_trigger_t,duration_measured_img,onset_word,correct_resp,session,img,condition,word,key_t,duration_frames,gender,offset_word,img_trigger,word_score_pc,rt,word_trigger,delay_frames_before,response,offset_img,duration_measured_word,pause_trigger,ID,delay_frames_after,word_label,scan day
3.95,22,7.4002423999481834,1,2.7092225999804214,0.6900933000142686,1.0198602000018582,1,3,image_stim_n.png,faceWord_exp,dusty,2.1755409999750555,42,female,1.7077007999760099,22,1.8802224749820768,-5.224701399973128,12,336,y,8.090335699962452,0.6878405999741517,32,3,180,neg,Monday
5.75,22,14.862122799968347,2,12.791708599950653,0.6772920999792404,11.092538099968806,0,3,image_stim_n.png,faceWord_exp,year,11.975589899986517,42,female,11.790068199974485,22,0.5062695562835388,-2.8865328999818303,13,180,b,15.539414899947587,0.6975301000056788,42,3,336,neu,Monday
4.32,22,27.5367054999806,3,22.83944169996539,0.6843905000132509,21.14255889999913,1,3,image_stim_n.png,faceWord_exp,cold,22.73891839996213,42,female,21.838659500004724,22,1.7592404876513306,-4.797787100018468,12,336,y,28.22109599999385,0.6961006000055932,32,3,180,neg,Monday
8.21,22,37.56719529995462,4,32.92146479996154,0.6865537000121549,31.226818999974057,1,3,image_stim_p.png,faceWord_exp,joy,33.87286889995448,42,female,31.92169799999101,21,-3.230607919269787,-3.6943264000001363,11,336,b,38.253748999966774,0.6948790000169538,31,3,180,pos,Monday
3.28,22,44.98724879999645,5,42.95450059999712,0.6805877999868244,41.26977009995608,1,3,image_stim_n.png,faceWord_exp,trial,42.48812090000138,42,female,41.952617799979635,22,2.3068979902815,-2.4991278999950737,12,180,y,45.667836599983275,0.682847700023558,32,3,336,neg,Monday
5.68,22,55.032125199970324,6,52.96897479996551,0.6854712999775074,51.28448390000267,1,3,image_stim_p.png,faceWord_exp,cafeteria,52.30165679997299,42,female,51.966990699991584,21,-0.4971407339658378,-2.730468399997335,13,180,b,55.71759649994783,0.6825067999889143,41,3,336,neu,Monday
4.68,22,67.67560649994994,7,63.01898809999693,0.6904701000312343,61.325394399988,0,3,image_stim_n.png,faceWord_exp,foot,63.11897319997661,42,female,62.0169281999697,22,0.41231466195915456,-4.556633299973328,12,336,b,68.36607659998117,0.6915337999816984,32,3,180,neg,Monday
6.71,22,75.08646379999118,8,73.0663844999508,0.6785056999651715,71.38817489997018,1,3,image_stim_p.png,faceWord_exp,advantage,72.28182289999677,42,female,72.06547699996736,21,-1.2474567486001964,-2.8046408999944106,11,180,b,75.76496949995635,0.6773020999971777,31,3,336,pos,Monday
7.0,22,85.13013969996246,9,83.06513339997036,0.6834630999946967,81.3754563999828,1,3,image_stim_p.png,faceWord_exp,coffee,82.3509981999523,42,female,82.06349049997516,21,-1.8894778219780863,-2.779141500010155,11,180,b,85.81360279995715,0.6880340999923646,31,3,336,pos,Monday
4.85,22,97.78020819998346,10,93.11377129994798,0.6823580000200309,91.42192719999002,0,3,image_stim_n.png,faceWord_exp,voter,92.76487459999043,42,female,92.11262859997805,22,-0.3331872788781821,-5.015333599993028,12,336,b,98.4625662000035,0.6907013999880292,32,3,180,neg,Monday
3.0,22,105.19919679994928,11,103.16329339996446,0.6807633000425994,101.47840839996934,1,3,image_stim_n.png,faceWord_exp,tax,102.46297619998222,42,female,102.16141379997134,22,3.4211910580769755,-2.736220599967055,12,180,y,105.87996009999188,0.6830054000020027,32,3,336,neg,Monday
7.25,22,117.84085290000075,12,113.175640499976,0.6840638999710791,111.49467159999767,1,3,image_stim_p.png,faceWord_exp,family,112.36281289998442,42,female,112.17561499995645,21,-1.6019047514101912,-5.478040000016335,11,336,b,118.52491679997183,0.6809433999587782,31,3,180,pos,Monday
7.11,22,125.25976129999617,13,123.22524709999561,0.6822547999909148,121.54160749999573,1,3,image_stim_p.png,faceWord_exp,couple,122.52476179995574,42,female,122.22551949997433,21,-1.9002611819546853,-2.7349995000404306,11,180,b,125.94201609998709,0.6839119999785908,31,3,336,pos,Monday
5.48,22,137.9013545999769,14,133.24241199996322,0.6892213000101037,131.55340099998284,0,3,image_stim_n.png,faceWord_exp,glass,132.67353529995307,42,female,132.24079909996362,22,0.2046331385026182,-5.227819300023839,13,336,b,138.59057589998702,0.6873980999807827,42,3,180,neu,Monday
5.61,22,145.3267371999682,15,143.29118729999755,0.6789746999857016,141.60580449999543,1,3,image_stim_n.png,faceWord_exp,witness,143.8248031999683,42,female,142.28971039998578,22,0.5990623206044929,-1.501933999999892,13,180,y,146.0057118999539,0.68390589999035,42,3,336,neu,Monday
3.4,22,157.96463020000374,16,153.30716979998397,0.6887691000010818,151.61244689999148,0,3,image_stim_n.png,faceWord_exp,delirium,153.14242229994852,42,female,152.30528109997977,22,3.4172209593162717,-4.8222079000552185,12,336,b,158.65339930000482,0.6928341999882832,32,3,180,neg,Monday
3.47,22,165.391307999962,17,163.35530890000518,0.6777325000148267,161.65663849998964,1,3,image_stim_n.png,faceWord_exp,cyclone,163.17257039999822,42,female,162.35406479996163,22,3.583082910341294,-2.218737599963788,12,180,y,166.06904049997684,0.697426299971994,32,3,336,neg,Monday
6.63,22,175.38794789998792,18,173.36885039997287,0.6803966999868862,171.67148179997457,1,3,image_stim_p.png,faceWord_exp,car,172.63647639995907,42,female,172.3687871999573,21,-1.4106928476010352,-2.751471500028856,11,180,b,176.0683445999748,0.6973053999827243,31,3,336,pos,Monday
5.65,22,185.38399760000175,19,183.3686068999814,0.6835791999474168,181.66986969998106,0,3,image_stim_n.png,faceWord_exp,pencil,182.58589889999712,42,female,182.3679338999791,22,0.13339963708933658,-2.79809870000463,13,180,b,186.06757679994917,0.6980641999980435,42,3,336,neu,Monday
5.7,22,198.0097392000025,20,193.36723979999078,0.6886964999721386,191.6716565999668,1,3,image_stim_p.png,faceWord_exp,jungle,192.68510459997924,42,female,192.36750189994927,21,0.07332602516344529,-5.324634600023273,13,336,b,198.69843569997465,0.6958452999824658,41,3,180,neu,Monday
5.72,22,205.4310121999588,21,203.3995499999728,0.6835756000364199,201.70474249997642,0,3,image_stim_n.png,faceWord_exp,plane,203.11648949998198,42,female,202.39849449996836,22,0.20373950943912453,-2.3145226999768056,13,180,b,206.1145877999952,0.6937519999919459,42,3,336,neu,Monday
5.58,22,218.060377399961,22,213.41535829997156,0.6858699000440538,211.73038739996264,1,3,image_stim_p.png,faceWord_exp,tuba,212.93192819994874,42,female,212.41258689999813,21,-0.945340141786388,-5.1284492000122555,13,336,b,218.74624730000505,0.6821995000354946,41,3,180,neu,Monday
5.4,22,225.48049529996933,23,223.44667999999365,0.6803171000210568,221.75330629997188,1,3,image_stim_p.png,faceWord_exp,harp,222.72960799996508,42,female,222.44572419999167,21,-1.7878104403788575,-2.7508873000042513,13,180,b,226.1608123999904,0.692417900019791,41,3,336,neu,Monday
6.84,22,238.08897019998403,24,233.4607819999801,0.6870431000133976,231.76302819995908,1,3,image_stim_p.png,faceWord_exp,computer,232.777190599998,42,female,232.45998809998855,21,-1.728066945394655,-5.311779599986039,11,336,b,238.77601329999743,0.6969599000294693,31,3,180,pos,Monday
5.95,22,248.11089129996253,25,243.47785809997004,0.6819042999995872,241.78369119996205,1,3,image_stim_p.png,faceWord_exp,egg,242.6432807999663,42,female,242.4766920999973,21,-0.6884171372613734,-5.467610499996226,13,336,b,248.79279559996212,0.6930009000352584,41,3,180,neu,Monday
5.71,22,255.55170529999305,26,253.49512259999756,0.6901281999889761,251.7939518999774,0,3,image_stim_n.png,faceWord_exp,sum,253.32745240000077,42,female,252.49240859999554,22,0.1511721542964875,-2.2242528999922797,13,180,b,256.241833499982,0.6984567000181414,42,3,336,neu,Monday
5.24,22,268.17756629997166,27,263.5419862999697,0.6791392000159249,261.8512908999692,1,3,image_stim_p.png,faceWord_exp,toe,263.1430756999762,42,female,262.5405138999922,21,0.6016604903777263,-5.034490599995479,13,336,b,268.8567054999876,0.6892230000230484,41,3,180,neu,Monday
3.45,22,278.1745980999549,28,273.5559904999682,0.6801852000062354,271.86012229998596,1,3,image_stim_n.png,faceWord_exp,grievance,272.8396762999473,42,female,272.55530859995633,22,3.6017940902369654,-5.334921800007578,12,336,y,278.8547832999611,0.6951862999703735,32,3,180,neg,Monday
4.7,22,285.5863982999581,29,283.5544678999577,0.684512400010135,281.857489899965,0,3,image_stim_n.png,faceWord_exp,radish,282.98828499997035,42,female,282.5542859999696,22,0.33736940436804663,-2.5981132999877445,12,180,b,286.2709106999682,0.6967961000045761,32,3,336,neg,Monday
7.15,22,298.21943029999966,30,293.57120859995484,0.6823205999680795,291.8821580999647,1,3,image_stim_p.png,faceWord_exp,symphony,292.6528776999912,42,female,292.5707357999636,21,-1.9498998207384868,-5.5665526000084355,11,336,b,298.90175089996774,0.6885776999988593,31,3,180,pos,Monday
6.75,22,308.23615589999827,31,303.60235329996794,0.6817446000059135,301.90556189999916,1,3,image_stim_p.png,faceWord_exp,agreement,302.93528389994754,42,female,302.6009505999973,21,-1.2126784285084091,-5.300872000050731,11,336,b,308.9179005000042,0.6953886999981478,31,3,180,pos,Monday
5.55,22,318.26591179997195,32,313.61666419997346,0.6844721999950707,311.92810629995074,0,3,image_stim_p.png,faceWord_exp,faucet,314.2075885999948,42,female,312.6171315999818,21,-0.123291752025302,-4.058323199977167,13,336,y,318.950383999967,0.6890253000310622,41,3,180,neu,Monday
4.57,22,328.289326899976,33,323.6492293999763,0.6764039000263438,321.9593574999599,0,3,image_stim_n.png,faceWord_exp,reporter,323.45116189995315,42,female,322.6489861999871,22,0.7962654471128737,-4.838165000022855,12,336,b,328.96573080000235,0.6896287000272423,32,3,180,neg,Monday
6.75,22,335.68949459999567,34,333.66427189996466,0.6926837000064552,331.97566299996106,1,3,image_stim_p.png,faceWord_exp,bird,332.9175006999867,42,female,332.6648213999579,21,-1.0841943171680315,-2.7719939000089653,11,180,b,336.3821783000021,0.6891583999968134,31,3,336,pos,Monday
4.6,22,348.3456609999994,35,343.6812923999969,0.6840473999618553,341.9869922999642,0,3,image_stim_n.png,faceWord_exp,cabbage,343.19716899999185,42,female,342.6796732999501,22,0.041184453360586966,-5.148492000007536,12,336,b,349.02970839996124,0.692680999985896,32,3,180,neg,Monday
7.18,22,358.3657999999705,36,353.7278809999698,0.6792738999938592,352.0397879999946,1,3,image_stim_p.png,faceWord_exp,island,353.42800459999125,42,female,352.7286309999763,21,-1.7760144816699572,-4.937795399979223,11,336,b,359.04507389996434,0.6888429999817163,31,3,180,pos,Monday
6.29,22,365.78037019999465,37,363.74331049999455,0.6802714999648742,362.05516289995285,1,3,image_stim_p.png,faceWord_exp,flute,363.26434799999697,42,female,362.74299409997184,21,-1.6804307003665144,-2.5160221999976784,11,180,b,366.4606416999595,0.6878312000189908,31,3,336,pos,Monday
3.23,22,375.7958360000048,38,373.7606109000044,0.6810691999853589,372.06632459996035,1,3,image_stim_n.png,faceWord_exp,snub,373.29235669999616,42,female,372.7596683999873,22,3.9847946241932393,-2.503479300008621,12,180,y,376.47690519999014,0.6933438000269234,32,3,336,neg,Monday
