onset_word,duration_frames,duration_measured_img,offset_img,rt,pause_trigger,pause_trigger_t,word_label,word_score_pc,word_trigger,delay_frames_after,response,age,delay_frames_before,word_score_warriner,duration_measured_word,img_trigger,no,correct_resp,gender,img,ID,key_t,scan day,session,onset_img,condition,word,offset_word
684.3902237000002,42,1.059586900024442,691.0190225999977,1.130325800011633,41,686.8722279999929,neu,-0.09980687036967174,13,336,b,22,180,5.55,1.0462333999748807,21,51,1,male,image_stim_p.png,B12,691.0897614999849,Monday,2,689.9594356999733,faceWord_exp,eggplant,685.4364570999751
699.1993922999827,42,1.0015991000109352,709.4184757999901,1.5517498000117484,32,701.6520564999955,neg,0.2623575316864496,12,180,y,22,336,4.8,1.002658200013684,22,52,1,male,image_stim_n.png,B12,709.9686264999909,Monday,2,708.4168766999792,faceWord_exp,hoe,700.2020504999964
713.7242197000014,42,0.98048870000639,720.2496669999964,1.102365099999588,32,716.3028526999988,neg,0.2032181950076048,12,336,y,22,180,4.57,1.0109841999947093,22,53,1,male,image_stim_n.png,B12,720.3715433999896,Monday,2,719.26917829999,faceWord_exp,lab,714.7352038999961
728.4460415999929,42,0.9683241000166163,738.747541699995,,32,730.9187632999965,neg,4.02985566434138,12,180,,22,336,3.52,1.0015194999868982,22,54,,male,image_stim_n.png,B12,,Monday,2,737.7792175999784,faceWord_exp,problem,729.4475610999798
743.1059958999977,42,0.9436136000149418,748.1311181999918,1.0154268000042066,42,745.0157011999981,neu,-0.6680004122251881,13,336,y,22,180,5.82,0.8424816000042483,22,55,1,male,image_stim_n.png,B12,748.202931399981,Monday,2,747.1875045999768,faceWord_exp,monkey,743.9484775000019
756.2044916999876,42,1.034733900014544,766.5164033999899,1.0357904999982566,42,758.6514389999793,neu,0.0657349158769076,13,180,y,22,336,5.29,1.0143042000127025,22,56,1,male,image_stim_n.png,B12,766.5174599999737,Monday,2,765.4816694999754,faceWord_exp,camel,757.2187959000003
770.8612650999858,42,0.9849451000045519,780.9670701999858,1.2841180000104941,41,773.350692499982,neu,0.3495373155897487,13,180,b,22,336,5.5,1.0051323999941815,21,57,1,male,image_stim_p.png,B12,781.2662430999917,Monday,2,779.9821250999812,faceWord_exp,winter,771.8663974999799
785.3586178999976,42,1.032921499980148,795.7303668999812,0.9996803999820258,31,787.8996366999927,pos,-1.2502658664257256,11,180,b,22,336,6.36,1.0222922999819275,21,58,1,male,image_stim_p.png,B12,795.697125799983,Monday,2,794.697445400001,faceWord_exp,day,786.3809101999796
799.9263919999939,42,0.8342479999992065,807.4306789999828,1.9845684000174515,32,801.6980111999728,neg,2.166481281776448,12,180,y,22,336,4.35,0.737894599995343,22,59,1,male,image_stim_n.png,B12,808.580999400001,Monday,2,806.5964309999836,faceWord_exp,plea,800.6642865999893
811.7767553000012,42,0.9612106000131462,822.099294899992,1.511823800014099,31,814.249965199997,pos,-1.8879163634684628,11,180,b,22,336,7.88,0.9901601999881677,21,60,1,male,image_stim_p.png,B12,822.6499080999929,Monday,2,821.1380842999788,faceWord_exp,joke,812.7669154999894
