key_t,word_trigger,gender,no,duration_measured_img,response,duration_frames,ID,session,offset_word,onset_img,img_trigger,correct_resp,age,word_score_pc,duration_measured_word,condition,onset_word,pause_trigger,word_label,offset_img,pause_trigger_t,scan day,delay_frames_before,img,word_score_warriner,word,rt,delay_frames_after
1.792470799991861,11,female,1,0.6831216000718996,b,42,6,6,1.689566700020805,4.773530500009656,21,1,22,-2.035068499528653,0.6826428000349551,faceWord_exp,1.0069238999858499,31,pos,5.4566521000815555,2.6910030000144616,Monday,180,image_stim_p.png,6.67,dolphin,-2.981059700017795,336
11.921452700044028,12,female,2,0.6790774000110105,y,42,6,6,11.754183200071566,17.442267299978994,22,1,22,3.7741942061665816,0.6829787000315264,faceWord_exp,11.07120450004004,32,neg,18.121344699990004,12.754766799975187,Monday,336,image_stim_n.png,2.53,lost,-5.520814599934965,180
22.356395000009798,13,female,3,0.6823037000140175,b,42,6,6,21.820663699996658,27.470704399980605,22,0,22,-0.1293625696653618,0.6804248000262305,faceWord_exp,21.140238899970427,42,neu,28.153008099994622,22.821371000027284,Monday,336,image_stim_n.png,5.95,escalator,-5.114309399970807,180
32.239950800081715,12,female,4,0.6842210999457166,y,42,6,6,31.851688500028104,37.46919670002535,22,1,22,1.4290259416609457,0.681216900004074,faceWord_exp,31.17047160002403,32,neg,38.153417799971066,32.853127900045365,Monday,336,image_stim_n.png,3.94,lawyer,-5.229245899943635,180
42.23472339997534,13,female,5,0.6841892000520602,b,42,6,6,41.85128459997941,47.467729400028475,21,1,22,-0.8574934623041074,0.6977936999173835,faceWord_exp,41.153490900062025,41,neu,48.151918600080535,42.85181480005849,Monday,336,image_stim_p.png,5.26,accordion,-5.2330060000531375,180
52.10175769997295,13,female,6,0.6810485000023618,b,42,6,6,51.85020310000982,57.48499410005752,22,0,22,0.06851316647377265,0.6818476000335068,faceWord_exp,51.168355499976315,42,neu,58.16604260005988,52.84981549996883,Monday,336,image_stim_n.png,5.24,analogy,-5.38323640008457,180
61.867742600035854,11,female,7,0.6781849000835791,b,42,6,6,61.86600250005722,64.8873207999859,21,1,22,-1.6320665929887423,0.6841191999847069,faceWord_exp,61.18188330007251,31,pos,65.56550570006948,62.865716699976474,Monday,180,image_stim_p.png,6.68,forest,-3.019578199950047,336
72.06435350002721,12,female,8,0.6893658000044525,y,42,6,6,71.86423319997266,77.52432610001415,22,1,22,3.1738538072533196,0.6941000999649987,faceWord_exp,71.17013310000766,32,neg,78.2136919000186,72.86479630006943,Monday,336,image_stim_n.png,3.08,sin,-5.459972599986941,180
81.94789369998034,13,female,9,0.6818478000350296,b,42,6,6,81.91296400001738,84.94729889999144,22,0,22,0.4070035035588155,0.6830155999632552,faceWord_exp,81.22994840005413,42,neu,85.62914670002647,82.91392299998552,Monday,180,image_stim_n.png,5.21,church,-2.999405200011097,336
92.41331750003155,13,female,10,0.6773952000075951,b,42,6,6,91.92874650005251,97.58211800002027,22,0,22,0.597486551423763,0.6870616000378504,faceWord_exp,91.24168490001466,42,neu,98.25951320002787,92.9291808999842,Monday,336,image_stim_n.png,5.9,medicine,-5.16880049998872,180
102.3784289000323,12,female,11,0.6813039999688044,b,42,6,6,101.95889320003334,104.99428490002174,22,0,22,1.421533554407035,0.6808147999690846,faceWord_exp,101.27807840006426,32,neg,105.67558889999054,102.95924420002848,Monday,180,image_stim_n.png,3.89,judge,-2.615855999989435,336
112.02802249998786,11,female,12,0.6910481000086293,b,42,6,6,111.97591140004806,115.00092360004783,21,1,22,-1.4048581699918157,0.6976636999752373,faceWord_exp,111.27824770007282,31,pos,115.69197170005646,112.97667320002802,Monday,180,image_stim_p.png,7.11,blueberry,-2.972901100059971,336
122.0438192000147,11,female,13,0.6762698999373242,b,42,6,6,121.98943109996617,125.04627340007573,21,1,22,-1.8284590275958619,0.6795444999588653,faceWord_exp,121.3098866000073,31,pos,125.72254330001306,122.99329420004506,Monday,180,image_stim_p.png,6.72,river,-3.002454200061038,336
132.53904820000753,13,female,14,0.6890369000611827,b,42,6,6,132.02348790003452,137.66729050001595,21,1,22,-1.1818642926883074,0.6875440999865532,faceWord_exp,131.33594380004797,41,neu,138.35632740007713,133.0224479000317,Monday,336,image_stim_p.png,5.33,prairie,-5.128242300008424,180
142.10794510005508,12,female,15,0.68329369998537,y,42,6,6,142.05548650003038,147.68632830004208,22,1,22,3.587794463102913,0.6876271000364795,faceWord_exp,141.3678593999939,32,neg,148.36962200002745,143.05600970005617,Monday,336,image_stim_n.png,1.94,prison,-5.578383199987002,180
152.43875850003678,13,female,16,0.6795435999520123,b,42,6,6,152.07005800004117,155.08978050004225,21,1,22,-0.6912617476649511,0.697043800028041,faceWord_exp,151.37301420001313,41,neu,155.76932409999426,153.07038809999358,Monday,180,image_stim_p.png,5.84,soccer,-2.6510220000054687,336
162.03661810001358,11,female,17,0.6778919999487698,b,42,6,6,162.06884740001988,167.70715240004938,21,1,22,-2.2232275900644445,0.6975350000429899,faceWord_exp,161.3713123999769,31,pos,168.38504439999815,163.06868240004405,Monday,336,image_stim_p.png,7.48,home,-5.670534300035797,180
172.0180991999805,11,female,18,0.6813545000040904,b,42,6,6,172.0832395000616,175.11960440000985,21,1,22,-1.313583728320736,0.6896493000676855,faceWord_exp,171.39359019999392,31,pos,175.80095890001394,173.08534550003242,Monday,180,image_stim_p.png,7.15,girl,-3.101505200029351,336
182.1682065000059,11,female,19,0.6805507999379188,b,42,6,6,182.09990060003474,187.73606230004225,21,1,22,-1.0219663684796234,0.6971421999623999,faceWord_exp,181.40275840007234,31,pos,188.41661309998017,183.10189509997144,Monday,336,image_stim_p.png,6.61,camera,-5.567855800036341,180
192.30039260000922,13,female,20,0.680600699968636,b,42,6,6,192.1152296999935,197.7338741000276,22,0,22,-0.15774590184623308,0.693307299981825,faceWord_exp,191.42192240001168,42,neu,198.41447479999624,193.1161844000453,Monday,336,image_stim_n.png,5.65,comb,-5.433481500018388,180
202.26656320004258,12,female,21,0.6817916000727564,y,42,6,6,202.11374399997294,207.74753529997543,22,1,22,0.7240429444440241,0.6910173000069335,faceWord_exp,201.422726699966,32,neg,208.42932690004818,203.11454830004368,Monday,336,image_stim_n.png,4.55,law,-5.480972099932842,180
212.32865809998475,12,female,22,0.6890694999601692,b,42,6,6,212.12943029997405,217.7562726000324,22,0,22,1.5036737146000605,0.6876527999993414,faceWord_exp,211.4417774999747,32,neg,218.44534209999256,213.13070850004442,Monday,336,image_stim_n.png,3.68,bee,-5.427614500047639,180
222.1636594000738,11,female,23,0.6810783999972045,b,42,6,6,222.14518550003413,225.1799922999926,21,1,22,-3.0889019952949432,0.6865908000618219,faceWord_exp,221.4585946999723,31,pos,225.8610706999898,223.1459143999964,Monday,180,image_stim_p.png,7.53,honeymoon,-3.0163328999187797,336
232.62604870006908,12,female,24,0.6857273000059649,y,42,6,6,232.17652059998363,237.8072569000069,22,1,22,3.1728286127179004,0.7055368999717757,faceWord_exp,231.47098370001186,32,neg,238.49298420001287,233.1781110999873,Monday,336,image_stim_n.png,3.14,rumor,-5.181208199937828,180
242.6088612000458,13,female,25,0.6862547999480739,b,42,6,6,242.19236600003205,247.82154490007088,22,0,22,0.6345811289687322,0.6913291000528261,faceWord_exp,241.50103689997923,42,neu,248.50779970001895,243.19310689996928,Monday,336,image_stim_n.png,5.64,big,-5.212683700025082,180
252.4766572000226,13,female,26,0.6929863999830559,b,42,6,6,252.20760620001238,257.8648877000669,22,0,22,-0.9209473384247756,0.6981586000183597,faceWord_exp,251.50944759999402,42,neu,258.55787410004996,253.20876150007825,Monday,336,image_stim_n.png,5.42,scooter,-5.388230500044301,180
262.2426962000318,11,female,27,0.681570400018245,b,42,6,6,262.25644090003334,265.28994509996846,21,1,22,-1.2017878999114775,0.6915155999595299,faceWord_exp,261.5649253000738,31,pos,265.9715154999867,263.2569567000028,Monday,180,image_stim_p.png,6.92,sun,-3.047248899936676,336
272.30712250003126,11,female,28,0.6806095999199897,b,42,6,6,272.2716930999886,277.9070068000583,21,1,22,-2.2453726125286497,0.689411300001666,faceWord_exp,271.58228179998696,31,pos,278.5876163999783,273.27241279999726,Monday,336,image_stim_p.png,6.4,dinner,-5.599884300027043,180
