word_score_warriner,key_t,delay_frames_before,pause_trigger_t,onset_img,rt,word_score_pc,word_label,ID,random_timepoint,correct_resp,session,scan day,duration_frames,no,offset_word,offset_img,condition,duration_measured_word,onset_word,duration_measured_img,word,delay_frames_after,img,gender,age,response
7.63,256.5569308619888,123,254.88886163200368,255.99175684299553,0.5651740189932752,-2.539279812815429,pos,1,270.38372229601373,1,6,Monday,48,45,253.88832786298008,256.7882857169898,faceWord_exp,0.7953053789969999,253.09302248398308,0.796528873994248,chocolate,138,image_stim_p.png,male,22,right
3.68,261.7061320959765,70,260.8886693289969,261.1086002959928,0.5975317999836989,1.5036737146000605,neg,1,275.5005653400149,1,6,Monday,48,46,259.88853434298653,261.90526686699013,faceWord_exp,0.7910763119871262,259.0974580309994,0.7966665709973313,bee,153,image_stim_n.png,male,22,left
2.53,269.20776407199446,180,266.25501727999654,268.3575326309947,0.850231440999778,3.7741942061665816,neg,1,282.74949789000675,1,6,Monday,48,47,265.25459982600296,269.1547882309824,faceWord_exp,0.795678978000069,264.4589208480029,0.7972555999876931,lost,116,image_stim_n.png,male,22,left
2.79,273.5391053009953,60,266.25501727999654,272.9410374709987,0.5980678299965803,3.2726955917764444,neg,1,287.33300289700856,1,6,Monday,48,48,271.88828600599663,273.7375463799981,faceWord_exp,0.7955674760160036,271.09271852998063,0.7965089089993853,gunshot,157,image_stim_n.png,male,22,left
2.29,278.28926267600036,36,266.25501727999654,277.80796214099973,0.48130053500062786,4.2219398121868315,neg,1,292.1999272480025,1,6,Monday,48,49,277.1569378899876,278.60491616200306,faceWord_exp,0.7980497489916161,276.358888140996,0.7969540210033301,guilt,145,image_stim_n.png,male,22,left
3.38,284.2562120789953,114,282.8218496129848,283.7730841009761,0.4831279780191835,4.673386290788297,neg,1,298.16504944401095,1,6,Monday,48,50,281.82314657699317,284.5709324889758,faceWord_exp,0.7970234579988755,281.0261231189943,0.7978483879996929,woe,144,image_stim_n.png,male,22,left
4.59,289.8733208630001,94,288.7716453469766,289.39130320298136,0.4820176600187551,0.3271241198863318,neg,1,303.78326865599956,1,6,Monday,48,51,287.77119224797934,290.18784690697794,faceWord_exp,0.7959878190013114,286.97520442897803,0.7965437039965764,mayor,138,image_stim_n.png,male,22,left
5.1,295.83955731100286,127,294.2881857639877,295.4569785289932,0.38257878200965934,0.07641955756997082,neu,1,309.8489440070116,1,6,Monday,48,52,293.2879890719778,296.25434793997556,faceWord_exp,0.7964756680012215,292.49151340397657,0.7973694109823555,role,115,image_stim_n.png,male,22,left
5.9,301.65647806599736,125,299.9717772199947,301.1146247109864,0.5418533550109714,0.597486551423763,neu,1,315.5065902819915,0,6,Monday,48,53,298.9711754519958,301.90436246598256,faceWord_exp,0.7960579660139047,298.1751174859819,0.7897377549961675,medicine,173,image_stim_p.png,male,22,left
5.42,308.50634160099435,145,306.5878114659863,308.05741464698804,0.44892695400631055,-0.9209473384247756,neu,1,322.4493801880162,1,6,Monday,48,54,305.58756609697593,308.85419178698794,faceWord_exp,0.7895602859789506,304.798005810997,0.7967771399999037,scooter,164,image_stim_n.png,male,22,left
6.72,316.0727445700031,172,313.3879634519981,315.3058407299977,0.7669038400053978,-1.8284590275958619,pos,1,329.6978057970118,1,6,Monday,48,55,312.38776369800325,316.1041612449917,faceWord_exp,0.7959010190097615,311.5918626789935,0.7983205149939749,river,113,image_stim_p.png,male,22,right
3.08,321.4892251309939,127,319.7882592160022,320.9563028169796,0.5329223140142858,3.1738538072533196,neg,1,335.3482679640001,1,6,Monday,48,56,318.78717868900276,321.7541569369787,faceWord_exp,0.7966815590043552,317.9904971299984,0.7978541199991014,sin,67,image_stim_n.png,male,22,left
7.33,328.5884847039997,253,324.6714580039843,327.9408949959907,0.6475897080090363,-1.071197614358652,pos,1,342.3328603919945,1,6,Monday,48,57,323.6708090049797,328.7375820209854,faceWord_exp,0.7952785049856175,322.87553049999406,0.7966870249947533,chipmunk,92,image_stim_p.png,male,22,right
6.68,335.1063038909924,201,332.0712272109813,334.4902485559869,0.6160553350055125,-1.6320665929887423,pos,1,348.8822135569935,1,6,Monday,48,58,331.0709425449895,335.2873533689999,faceWord_exp,0.7935347169986926,330.2774078279908,0.797104813012993,forest,98,image_stim_p.png,male,22,right
6.37,340.08811173797585,111,338.7204220239946,339.6237521049916,0.4643596329842694,-2.3709211732995845,pos,1,354.01571752500604,1,6,Monday,48,59,337.7203686040011,340.4204940579948,faceWord_exp,0.7939666600141209,336.926401943987,0.7967419530032203,parade,163,image_stim_p.png,male,22,right
3.89,346.888527764997,139,344.93768429599004,346.3100018109835,0.5785259540134575,1.421533554407035,neg,1,360.7019667440036,1,6,Monday,48,60,343.93654958097613,347.10392681800295,faceWord_exp,0.7941809139738325,343.1423686670023,0.7939250070194248,judge,165,image_stim_n.png,male,22,left
