onset_word,word,ID,img_trigger,duration_measured_word,session,delay_frames_after,offset_img,scan day,correct_resp,gender,word_score_pc,pause_trigger_t,word_trigger,duration_measured_img,pause_trigger,duration_frames,no,key_t,onset_img,age,word_label,word_score_warriner,delay_frames_before,offset_word,img,rt,condition,response
161.96881089999806,majority,12345,22,0.6945004000008339,4,120,164.40988300000026,Monday,1,female,0.19555716741692625,159.18079209999996,12,0.6786403000005521,32,42,37,164.24613420000242,163.7312426999997,22,neg,4.95,60,162.6633112999989,image_stim_n.png,0.5148915000027046,faceWord_exp,y
166.42422169999918,court,12345,22,0.684649900002114,4,60,169.8728418000028,Monday,1,female,2.0765857872261098,168.10851879999973,12,0.6920557000048575,32,42,38,169.5413533000028,169.18078609999793,22,neg,3.52,120,167.1088716000013,image_stim_n.png,0.36056720000487985,faceWord_exp,y
170.88899230000243,flood,12345,22,0.6813497999974061,4,120,173.32100470000296,Monday,1,female,3.803034067475641,168.10851879999973,12,0.6882820000028005,32,42,39,173.1922728999998,172.63272270000016,22,neg,2.76,60,171.57034209999983,image_stim_n.png,0.5595501999996486,faceWord_exp,y
175.34313100000145,gratitude,12345,21,0.6903721999988193,4,60,178.8142771999992,Monday,1,female,-2.8305869761860607,177.03404430000228,11,0.6886003999970853,31,42,40,178.51606899999751,178.1256768000021,22,pos,6.67,120,176.03350320000027,image_stim_p.png,0.39039219999540364,faceWord_exp,b
179.8248917000019,kitchen,12345,21,0.6876248999978998,4,120,182.29558169999655,Monday,1,female,-1.5082836116280287,177.03404430000228,11,0.6931233999930555,31,42,41,182.16572550000274,181.6024583000035,22,pos,6.17,60,180.5125165999998,image_stim_p.png,0.5632671999992453,faceWord_exp,b
184.325310799999,scientist,12345,21,0.6842860000033397,4,120,186.77393580000353,Monday,1,female,-0.5273916336755435,177.03404430000228,13,0.6915096000011545,41,42,42,186.40908889999992,186.08242620000237,22,neu,5.83,60,185.00959680000233,image_stim_p.png,0.3266626999975415,faceWord_exp,b
188.79661650000344,trust,12345,21,0.6934215999935986,4,60,192.2197101999991,Monday,1,female,-2.1205664047688315,190.49065919999703,11,0.6816305999964243,31,42,43,192.0042261999988,191.53807960000267,22,pos,7.24,120,189.49003809999704,image_stim_p.png,0.4661465999961365,faceWord_exp,b
193.22791229999712,battle,12345,22,0.6909574000019347,4,60,196.6674273000026,Monday,1,female,3.668156535681199,194.92397370000253,12,0.6914823000042816,32,42,44,196.53612189999694,195.97594499999832,22,neg,3.52,120,193.91886969999905,image_stim_n.png,0.5601768999986234,faceWord_exp,y
197.6873850999982,choir,12345,21,0.6948849000036716,4,120,200.1466412000009,Monday,1,female,-1.883093263099396,194.92397370000253,11,0.6837328999972669,31,42,45,199.94926880000276,199.46290830000362,22,pos,6.15,60,198.38227000000188,image_stim_p.png,0.48636049999913666,faceWord_exp,b
202.15351570000348,empty,12345,22,0.6924682999961078,4,60,205.6101301000017,Monday,1,female,2.8496222967354625,203.84670789999655,12,0.6925248000043212,32,42,46,205.44215560000157,204.91760529999738,22,neg,3.78,120,202.8459839999996,image_stim_n.png,0.5245503000041936,faceWord_exp,y
206.62773000000016,parent,12345,21,0.6793223999993643,4,60,210.07302309999795,Monday,1,female,-1.2094761189992442,208.3077642999997,11,0.6903269999966142,31,42,47,209.82367859999795,209.38269610000134,22,pos,6.73,120,207.30705239999952,image_stim_p.png,0.44098249999660766,faceWord_exp,b
211.0859163999994,banjo,12345,21,0.6842631000035908,4,60,214.53510400000232,Monday,1,female,-1.2316584124512135,212.76889059999667,11,0.6891187000001082,31,42,48,214.1352448999969,213.8459853000022,22,pos,6.35,120,211.770179500003,image_stim_p.png,0.2892595999946934,faceWord_exp,b
215.55368740000267,theme,12345,22,0.6957777999996324,4,60,219.01544039999862,Monday,1,female,-0.7774272008663468,217.24826069999835,13,0.6888093999950797,42,42,49,218.8338644999967,218.32663100000354,22,neu,5.43,120,216.2494652000023,image_stim_n.png,0.5072334999931627,faceWord_exp,y
220.0395817000026,harmonica,12345,21,0.69108569999662,4,120,222.4936216999995,Monday,1,female,-1.3206920491180312,217.24826069999835,11,0.6910811999987345,31,42,50,222.31410380000307,221.80254050000076,22,pos,6.32,60,220.73066739999922,image_stim_p.png,0.5115633000023081,faceWord_exp,b
224.5001032,team,12345,21,0.692464599997038,4,60,227.92526329999964,Monday,1,female,-0.9453395472380092,226.1922459999987,13,0.6862001999979839,41,42,51,227.69165110000176,227.23906310000166,22,neu,5.91,120,225.19256779999705,image_stim_p.png,0.45258800000010524,faceWord_exp,b
228.9316822000037,chestnut,12345,22,0.690000599999621,4,120,231.37184720000369,Monday,1,female,-0.4880378396985329,226.1922459999987,13,0.6826314000063576,42,42,52,231.27658569999767,230.68921579999733,22,neu,5.68,60,229.62168280000333,image_stim_n.png,0.5873699000003398,faceWord_exp,y
233.39020219999657,accident,12345,22,0.6943079000047874,4,60,236.8333477999986,Monday,0,female,3.9974740190684885,235.08602260000043,12,0.6780183000009856,32,42,53,236.48483790000319,236.1553294999976,22,neg,2.55,120,234.08451010000135,image_stim_n.png,0.32950840000557946,faceWord_exp,b
237.84742440000264,hall,12345,22,0.6842157999999472,4,120,240.31344099999842,Monday,1,female,0.4398740830446768,235.08602260000043,13,0.6903412999963621,42,42,54,240.04975900000136,239.62309970000206,22,neu,5.89,60,238.53164020000258,image_stim_n.png,0.42665929999930086,faceWord_exp,y
242.32826529999875,worker,12345,22,0.6839690999986487,4,120,244.7421875,Monday,,female,0.0196438746392397,235.08602260000043,13,0.684949599999527,42,42,55,,244.05723790000047,22,neu,5.95,60,243.0122343999974,image_stim_n.png,,faceWord_exp,
246.75115489999735,red,12345,22,0.6903152000013506,4,120,249.17442969999684,Monday,1,female,0.4395766978022416,235.08602260000043,13,0.6852433999956702,42,42,56,249.02363180000248,248.48918630000117,22,neu,5.67,60,247.4414700999987,image_stim_n.png,0.5344455000013113,faceWord_exp,y
251.1881222000011,festival,12345,21,0.6985225999960676,4,60,254.65072240000154,Monday,1,female,-2.93465986085152,252.88738770000055,11,0.6801856000020052,31,42,57,254.285713199999,253.97053679999954,22,pos,6.84,120,251.88664479999716,image_stim_p.png,0.3151763999994728,faceWord_exp,b
255.65967190000083,insult,12345,22,0.6906755000018165,4,120,258.0822377000004,Monday,1,female,4.2176174504439885,252.88738770000055,12,0.6831937000024482,32,42,58,257.9192908999976,257.39904399999796,22,neg,2.62,60,256.35034740000265,image_stim_n.png,0.5202468999996199,faceWord_exp,y
260.10545550000097,journalist,12345,22,0.6911146999991615,4,120,262.54450380000344,Monday,1,female,0.18094025084207666,252.88738770000055,13,0.6794386000037775,42,42,59,262.36285840000346,261.86506519999966,22,neu,5.3,60,260.79657020000013,image_stim_n.png,0.4977932000037981,faceWord_exp,y
264.5519789000027,mouth,12345,22,0.691197000000102,4,60,268.0088032999993,Monday,1,female,-0.05436507667908295,266.2435922000004,13,0.6935771999997087,42,42,60,267.8098785999973,267.31522609999956,22,neu,5.59,120,265.2431759000028,image_stim_n.png,0.4946524999977555,faceWord_exp,y
