rt,onset_word,word,no,delay_frames_after,pause_trigger,img_trigger,duration_measured_word,gender,word_score_warriner,offset_img,response,ID,onset_img,duration_measured_img,delay_frames_before,scan day,key_t,duration_frames,condition,word_label,word_score_pc,correct_resp,pause_trigger_t,age,word_trigger,session,img,offset_word
0.3712130270432681,262.02893077000044,pie,27,180,31,21,0.6937457019812427,female,6.45,269.0564876360004,b,ELAS,268.3552632519859,0.7012243840144947,336,Monday,268.72647627902916,42,faceWord_exp,pos,-2.2727319315779937,1,263.7228374219849,22,11,1,image_stim_p.png,262.7226764719817
0.721519187965896,272.06363146501826,lonely,28,180,32,22,0.6928852529963478,female,2.67,279.09064141398994,y,ELAS,278.38879501703195,0.7018463969579898,336,Monday,279.11031420499785,42,faceWord_exp,neg,4.010420717126172,1,273.75747361202957,22,12,1,image_stim_n.png,272.7565167180146
0.5718824600335211,282.1013041770202,aggressive,29,180,32,22,0.6892403339734301,female,3.08,289.1244454020052,y,ELAS,288.4229206269956,0.7015247750096023,336,Monday,288.99480308702914,42,faceWord_exp,neg,2.166851165767892,1,283.7912857059855,22,12,1,image_stim_n.png,282.79054451099364
0.7871056399890222,292.1340240780264,plum,30,180,31,21,0.690527246973943,female,6.15,299.1585842000204,y,ELAS,298.45870719698723,0.6998770030331798,336,Monday,299.24581283697626,42,faceWord_exp,pos,-1.1648995537800455,0,293.82529720198363,22,11,1,image_stim_p.png,292.82455132500036
0.6050493239890784,302.16603666503215,wealthy,31,336,31,21,0.6925074169994332,female,6.37,306.59228496602736,b,ELAS,305.8910337850102,0.7012511810171418,180,Monday,306.4960831089993,42,faceWord_exp,pos,-1.8465637543339983,1,303.8593834490166,22,11,1,image_stim_p.png,302.8585440820316
0.5892705100122839,312.2002314410056,limousine,32,336,31,21,0.6923617140273564,female,6.14,316.62622607999947,b,ELAS,315.92458813101985,0.7016379489796236,180,Monday,316.51385864103213,42,faceWord_exp,pos,-1.4783411251765788,1,313.89344843599247,22,11,1,image_stim_p.png,312.89259315503296
0.5217263299855404,322.23354877799284,happy,33,336,31,21,0.6930953889968805,female,8.47,326.6596427410259,b,ELAS,325.9590303840232,0.700612357002683,180,Monday,326.48075671400875,42,faceWord_exp,pos,-3.1501939707833047,1,323.927335823013,22,11,1,image_stim_p.png,322.9266441669897
0.6226097869803198,332.2683645649813,lemonade,34,180,31,21,0.6922699120477773,female,7.05,339.29441835702164,b,ELAS,338.59306608099723,0.7013522760244086,336,Monday,339.21567586797755,42,faceWord_exp,pos,-2.146343780688921,1,333.96161873900564,22,11,1,image_stim_p.png,332.9606344770291
0.5890473130275495,342.30117121100193,boat,35,336,31,21,0.6935121780261397,female,6.36,346.72771735000424,b,ELAS,346.0265789279947,0.7011384220095351,180,Monday,346.61562624102226,42,faceWord_exp,pos,-1.0613549170130714,1,343.9953577159904,22,11,1,image_stim_p.png,342.99468338902807
0.973474583006464,352.33509035699535,beer,36,180,42,22,0.693632876034826,female,5.67,359.36255960998824,y,ELAS,358.6596355949878,0.7029240150004625,336,Monday,359.63311017799424,42,faceWord_exp,neu,-0.9222259722889368,1,354.02966880600434,22,13,1,image_stim_n.png,353.0287232330302
0.4372601950308308,362.37250065401895,victim,37,336,32,22,0.6902027920004912,female,2.05,366.7965416989755,b,ELAS,366.0963193359785,0.7002223629970104,180,Monday,366.5335795310093,42,faceWord_exp,neg,3.457530661450998,0,364.0636358979973,22,12,1,image_stim_n.png,363.06270344601944
0.5552355829859152,372.4046351609868,commander,38,180,32,22,0.692071967991069,female,4.73,379.4301062169834,y,ELAS,378.72891197999706,0.7011942369863391,336,Monday,379.284147562983,42,faceWord_exp,neg,0.98843671158419,1,374.09766159998253,22,12,1,image_stim_n.png,373.09670712897787
0.6388385820318945,382.436364091991,new,39,180,31,21,0.6944245219929144,female,7.68,389.4646512850304,b,ELAS,388.76293317897944,0.7017181060509756,336,Monday,389.40177176101133,42,faceWord_exp,pos,-1.2313279950095668,1,384.1315738349804,22,11,1,image_stim_p.png,383.1307886139839
0.6221137079992332,392.472002250026,famous,40,180,42,22,0.6929000989766791,female,5.89,399.4988857950084,y,ELAS,398.7969987569959,0.7018870380125009,336,Monday,399.4191124649951,42,faceWord_exp,neu,-0.8050043475134195,1,394.1656086780131,22,13,1,image_stim_n.png,393.16490234900266
0.522045467980206,402.50500136998016,man,41,180,42,22,0.6938999500125647,female,5.42,409.532653701026,y,ELAS,408.8307795430301,0.7018741579959169,336,Monday,409.3528250110103,42,faceWord_exp,neu,-0.277657621999038,1,404.1995764420135,22,13,1,image_stim_n.png,403.19890131999273
0.5550150200142525,412.5402638139785,field,42,180,42,22,0.6926117060356773,female,5.73,419.5667339270003,y,ELAS,418.86532641900703,0.7014075079932809,336,Monday,419.4203414390213,42,faceWord_exp,neu,-0.9990759838186469,1,414.2337085719919,22,13,1,image_stim_n.png,413.2328755200142
0.5713209630339406,422.57327141601127,fun,43,336,31,21,0.6938140129786916,female,8.37,427.00053763302276,b,ELAS,426.29933770297794,0.7011999300448224,180,Monday,426.8706586660119,42,faceWord_exp,pos,-3.2613064969771037,1,424.267670257017,22,11,1,image_stim_p.png,423.26708542898996
0.6229760069982149,432.6073339470313,gasp,44,180,32,22,0.6936432129587047,female,4.5,439.63473382999655,y,ELAS,438.93222941301065,0.7025044169859029,336,Monday,439.55520542000886,42,faceWord_exp,neg,1.3014161644429498,1,434.3016875400208,22,12,1,image_stim_n.png,433.30097715999
0.6537142370361835,442.6455719830119,hamster,45,180,41,21,0.6892978959949687,female,5.88,449.66892211302184,b,ELAS,448.96896743698744,0.6999546760343947,336,Monday,449.6226816740236,42,faceWord_exp,neu,-1.1856791528275217,1,444.3359856660245,22,13,1,image_stim_p.png,443.3348698790069
0.5559956899960525,452.6765274319914,spatula,46,336,41,21,0.6925747130298987,female,5.14,457.10260743502295,b,ELAS,456.4011909129913,0.70141652203165,180,Monday,456.95718660298735,42,faceWord_exp,neu,-0.18281188470513854,1,454.3697291900171,22,13,1,image_stim_p.png,453.3691021450213
0.5387580459937453,462.70954974601045,sled,47,336,31,21,0.6934464839869179,female,6.35,467.13659096497577,b,ELAS,466.4350827159942,0.7015082489815541,180,Monday,466.97384076198796,42,faceWord_exp,pos,-1.9273821271493088,1,464.40374049998354,22,11,1,image_stim_p.png,463.40299622999737
0.6048438050202094,472.7444136670092,bribe,48,180,32,22,0.6927054219995625,female,3.32,479.7708749430021,y,ELAS,479.06961350201163,0.7012614409904927,336,Monday,479.67445730703184,42,faceWord_exp,neg,2.3815246085651838,1,474.4378272650065,22,12,1,image_stim_n.png,473.4371190890088
,482.7789467240218,sandpaper,49,180,32,22,0.692167948000133,female,4.95,489.80479170999024,,ELAS,489.1033910170081,0.7014006929821335,336,Monday,,42,faceWord_exp,neg,0.5814463879932942,,484.47185127798,22,12,1,image_stim_n.png,483.47111467202194
0.5885520409792662,492.81217999901855,moral,50,336,31,21,0.6929277789895423,female,6.85,497.2390004739864,b,ELAS,496.53751804702915,0.7014824269572273,180,Monday,497.1260700880084,42,faceWord_exp,pos,-1.1443669013398097,1,494.50585625501117,22,11,1,image_stim_p.png,493.5051077780081
0.5547107110032812,502.84623628802365,beach,51,180,31,21,0.6928424809593707,female,7.21,509.87288599601015,b,ELAS,509.17174044798594,0.7011455480242148,336,Monday,509.7264511589892,42,faceWord_exp,pos,-2.8031613090757777,1,504.540214201028,22,11,1,image_stim_p.png,503.539078768983
1.302817028015852,512.8831328310189,tomato,52,180,42,22,0.6900073189754039,female,5.8,519.9071099529974,y,ELAS,519.2083296389901,0.6987803140073083,336,Monday,520.511146667006,42,faceWord_exp,neu,-1.3575770021145472,1,514.5739130310249,22,13,1,image_stim_n.png,513.5731401499943
0.6721700330381282,522.9146687790053,embassy,53,336,42,22,0.6925254139932804,female,5.3,527.3407648780267,y,ELAS,526.6392117679934,0.7015531100332737,180,Monday,527.3113818010315,42,faceWord_exp,neu,-0.05916451699915906,1,524.6081381480326,22,13,1,image_stim_n.png,523.6071941929986
0.5385647810180672,532.9495773509843,zoo,54,180,31,21,0.6916816920274869,female,7.0,539.9752792749787,b,ELAS,539.2739234979963,0.7013557769823819,336,Monday,539.8124882790144,42,faceWord_exp,pos,-2.1296901000704778,1,534.6422445179778,22,11,1,image_stim_p.png,533.6412590430118
0.5564544969820417,542.9817743279855,lake,55,180,31,21,0.6934148860163987,female,7.13,550.0091615720303,b,ELAS,549.3074099950027,0.7017515770276077,336,Monday,549.8638644919847,42,faceWord_exp,pos,-1.5151286486205269,1,544.6760015179752,22,11,1,image_stim_p.png,543.6751892140019
0.5392817069659941,553.0170834939927,corkscrew,56,336,42,22,0.6921768779866397,female,5.26,557.4428858970059,b,ELAS,556.7408004500321,0.7020854469737969,180,Monday,557.2800821569981,42,faceWord_exp,neu,-0.3369766028281135,0,554.7102662780089,22,13,1,image_stim_n.png,553.7092603719793
0.43853713700082153,563.0505854039802,rocket,57,336,42,22,0.69269609201001,female,5.8,567.4770784549764,y,ELAS,566.7754156540032,0.7016628009732813,180,Monday,567.213952791004,42,faceWord_exp,neu,-0.17528733847197087,1,564.7443073620088,22,13,1,image_stim_n.png,563.7432814959902
0.6555875390185975,573.0844391830033,tornado,58,336,32,22,0.6928557960200123,female,3.63,577.5108679690165,y,ELAS,576.8092292739893,0.7016386950272135,180,Monday,577.4648168130079,42,faceWord_exp,neg,3.6605330306018913,1,574.778439325979,22,12,1,image_stim_n.png,573.7772949790233
0.5197809959645383,583.1254510720028,keyboard,59,180,41,21,0.7024916260270402,female,5.17,590.1620816049981,b,ELAS,589.4627245070296,0.6993570979684591,336,Monday,589.9825055029942,42,faceWord_exp,neu,-0.08455950357770388,1,584.8287559680175,22,13,1,image_stim_p.png,583.8279426980298
0.8047798059997149,593.1690883300034,deceit,60,180,32,22,0.6932147240149789,female,2.89,600.1961042599869,y,ELAS,599.4942891090177,0.7018151509691961,336,Monday,600.2990689150174,42,faceWord_exp,neg,4.314775126713813,1,594.8627811230253,22,12,1,image_stim_n.png,593.8623030540184
