age,no,offset_word,scan day,delay_frames_before,word,word_score_pc,onset_word,img_trigger,delay_frames_after,condition,duration_measured_word,word_label,gender,response,onset_img,rt,word_trigger,correct_resp,pause_trigger,duration_frames,session,pause_trigger_t,key_t,word_score_warriner,img,duration_measured_img,offset_img,ID
22,1,1.7164392629638314,Monday,336,desk,0.16108323717668446,1.0167806249810383,21,180,faceWord_exp,0.6996586379827932,neu,female,b,7.41810920892749,0.8686986700631678,13,1,41,42,5,2.7171721579506993,8.286807878990658,5.56,image_stim_p.png,0.6982494120020419,8.116358620929532,5
22,2,11.816503165988252,Monday,336,cab,0.1828236131989572,11.124509705929086,22,180,faceWord_exp,0.691993460059166,neg,female,y,17.44912686489988,0.9038824980380014,12,1,32,42,5,12.817034891922958,18.353009362937883,4.81,image_stim_n.png,0.7001990360440686,18.14932590094395,5
22,3,21.8497846549144,Monday,336,intellect,-2.249771083793789,21.158405567985028,21,180,faceWord_exp,0.6913790869293734,pos,female,b,27.478066825889982,0.6089691030792892,11,1,31,42,5,22.85128388297744,28.08703592896927,6.62,image_stim_p.png,0.7047169050201774,28.18278373091016,5
22,4,31.883847568999045,Monday,336,mob,2.490397821352158,31.192014067899436,22,180,faceWord_exp,0.6918335010996088,neg,female,y,37.518314718967304,0.7685878339689225,12,1,32,42,5,32.88343085895758,38.286902552936226,3.7,image_stim_n.png,0.697723540943116,38.21603825991042,5
22,5,41.915996886906214,Monday,180,engineer,-0.41434578466507305,41.2235373579897,21,336,faceWord_exp,0.6924595289165154,neu,female,b,44.947607299895026,1.3898228220641613,13,1,41,42,5,42.91673302697018,46.33743012195919,5.79,image_stim_p.png,0.7016038300935179,45.649211129988544,5
22,6,51.94932443590369,Monday,180,arm,-0.2527650722021685,51.25477639993187,22,336,faceWord_exp,0.6945480359718204,neu,female,y,54.97904736199416,0.7911405299091712,13,1,42,42,5,52.94999900297262,55.77018789190333,5.44,image_stim_n.png,0.7026504559908062,55.68169781798497,5
22,7,61.9825049348874,Monday,336,morning,-1.211925852261804,61.2890023579821,21,180,faceWord_exp,0.6935025769053027,pos,female,b,67.61229116190225,0.8398179950891063,11,1,31,42,5,62.98301398195326,68.45210915699136,6.41,image_stim_p.png,0.7032851260155439,68.31557628791779,5
22,8,72.01567133993376,Monday,180,election,0.5712560851538326,71.32224848191254,22,336,faceWord_exp,0.693422858021222,neg,female,y,75.04530401399825,0.8407365469029173,12,1,32,42,5,73.01622216799296,75.88604056090117,4.5,image_stim_n.png,0.7034818219253793,75.74878583592363,5
22,9,82.04870682489127,Monday,336,dictation,0.7498341013103271,81.35566025192384,22,180,faceWord_exp,0.6930465729674324,neg,female,y,87.67705389193725,0.9080522650619969,12,1,32,42,5,83.0494357199641,88.58510615699925,4.26,image_stim_n.png,0.7048992440104485,88.3819531359477,5
22,10,92.08207294694148,Monday,336,dead,4.0294120701769724,91.38992346299347,22,180,faceWord_exp,0.6921494839480147,neg,female,y,97.71429397794418,0.8544824089622125,12,1,32,42,5,93.08270509599242,98.56877638690639,2.02,image_stim_n.png,0.7008399099577218,98.4151338879019,5
22,11,102.15056956990156,Monday,336,screech,2.424733943851676,101.4226165699074,22,180,faceWord_exp,0.7279529999941587,neg,female,y,108.36178517795634,0.7901929599465802,12,1,32,42,5,103.41634091793094,109.15197813790292,3.5,image_stim_n.png,0.7031898830318823,109.06497506098822,5
22,12,112.76513418392278,Monday,336,apricot,-1.2450836009557775,112.07229925994761,21,180,faceWord_exp,0.6928349239751697,neu,female,b,118.39497242192738,0.9395017180358991,13,1,41,42,5,113.76573824894149,119.33447413996328,5.95,image_stim_p.png,0.7032184860436246,119.098190907971,5
22,13,122.79836892196909,Monday,336,peaceful,-2.641671297166366,122.10624140698928,21,180,faceWord_exp,0.6921275149798021,pos,female,b,129.38083276699763,0.8050528019666672,11,1,31,42,5,123.79999906697776,130.1858855689643,8.0,image_stim_p.png,0.7172323479317129,130.09806511492934,5
22,14,133.79914551589172,Monday,336,editor,0.14106522732466809,133.10544155491516,21,180,faceWord_exp,0.6937039609765634,neu,female,b,139.42888732790016,0.6233716260176152,13,1,41,42,5,134.79880755592603,140.05225895391777,5.43,image_stim_p.png,0.7023337680147961,140.13122109591495,5
22,15,143.83134932490066,Monday,180,ant,1.5300907112092572,143.13706843194086,22,336,faceWord_exp,0.6942808929597959,neg,female,y,146.8617892069742,0.8906953589757904,12,1,32,42,5,144.83188923390117,147.75248456595,3.9,image_stim_n.png,0.7027052670018747,147.56449447397608,5
22,16,153.86457296495792,Monday,336,applause,-2.3591802685249372,153.17475630994886,21,180,faceWord_exp,0.6898166550090536,pos,female,b,159.4975510078948,0.7714136900613084,11,1,31,42,5,154.86511054995935,160.2689646979561,7.12,image_stim_p.png,0.7007535860175267,160.19830459391233,5
22,17,163.89769399398938,Monday,336,riot,3.227422121163128,163.203675052966,22,180,faceWord_exp,0.694018941023387,neg,female,y,169.52854537498206,1.007018358912319,12,1,32,42,5,164.89859977795277,170.53556373389438,3.15,image_stim_n.png,0.7024923649150878,170.23103773989715,5
22,18,173.9322078319965,Monday,336,hairbrush,-0.4963231956276321,173.23773417493794,22,180,faceWord_exp,0.6944736570585519,neu,female,y,179.55547545291483,0.9640802569920197,13,1,42,42,5,174.93154123891145,180.51955570990685,5.95,image_stim_n.png,0.6920779150677845,180.24755336798262,5
22,19,183.94743228389416,Monday,336,mushroom,0.08756588783899029,183.2512911359081,22,180,faceWord_exp,0.6961411479860544,neu,female,y,189.59417541197035,-1.8767392600420862,13,1,42,42,5,184.9477543788962,187.71743615192827,5.61,image_stim_n.png,0.7030594609677792,190.29723487293813,5
22,20,193.99740101897623,Monday,336,penguin,-1.2194148821621404,193.30373080796562,21,180,faceWord_exp,0.6936702110106125,pos,female,b,199.62850164191332,0.6730859989766032,11,1,31,42,5,194.99876315589063,200.30158764088992,6.65,image_stim_p.png,0.7017586450092494,200.33026028692257,5
22,21,204.03151632193476,Monday,180,bed,-1.962809513975644,203.33626354089938,21,336,faceWord_exp,0.6952527810353786,pos,female,b,207.0599538659444,0.6252351650036871,11,1,31,42,5,205.03110045893118,207.6851890309481,7.16,image_stim_p.png,0.7036759359762073,207.76362980192062,5
22,22,214.06371890194714,Monday,336,bus,0.5156614996478043,213.37037589296233,22,180,faceWord_exp,0.6933430089848116,neu,female,b,219.69605838891584,0.8056519040837884,13,0,42,42,5,215.0641983259702,220.50171029299963,5.12,image_stim_n.png,0.7007580520585179,220.39681644097436,5
22,23,224.09685697290115,Monday,336,tangerine,-1.178487968131687,223.40364801790565,21,180,faceWord_exp,0.6932089549954981,pos,female,b,229.72604386194143,0.6582465550163761,11,1,31,42,5,225.09749991097488,230.3842904169578,6.81,image_stim_p.png,0.7046367259463295,230.43068058788776,5
22,24,234.13017125695478,Monday,180,wit,-1.2397352233188434,233.43979726999532,21,336,faceWord_exp,0.6903739869594574,pos,female,b,237.16282222990412,0.737306497991085,11,1,31,42,5,235.1307091159979,237.9001287278952,7.25,image_stim_p.png,0.7004880950553343,237.86331032495946,5
22,25,244.16333354497328,Monday,336,company,0.4587040848007746,243.4706133978907,21,180,faceWord_exp,0.6927201470825821,neu,female,b,249.79079150699545,0.6759520259220153,13,1,41,42,5,245.16390805493575,250.46674353291746,5.64,image_stim_p.png,0.6883520719129592,250.4791435789084,5
22,26,254.1794380719075,Monday,180,newspaper,0.3309936143559913,253.4845183979487,21,336,faceWord_exp,0.6949196739587933,neu,female,b,257.2070895009674,0.8252660679863766,13,1,41,42,5,255.18044189899229,258.0323555689538,5.11,image_stim_p.png,0.6893166869413108,257.8964061879087,5
22,27,264.19647282292135,Monday,180,grief,4.735833249102137,263.50245862291194,22,336,faceWord_exp,0.6940142000094056,neg,female,y,267.22613301489037,1.124452431104146,12,1,32,42,5,265.19665187899955,268.3505854459945,2.33,image_stim_n.png,0.704566857079044,267.9306998719694,5
22,28,274.2296447379049,Monday,336,whine,3.0668244091236065,273.53571976092644,22,180,faceWord_exp,0.693924976978451,neg,female,y,279.8591709409375,1.5416191390249878,12,1,32,42,5,275.2300221918849,281.40079007996246,2.82,image_stim_n.png,0.7034765389980748,280.56264747993555,5
22,29,284.26280306698754,Monday,336,awe,-2.1428059827362134,283.5685018718941,21,180,faceWord_exp,0.6943011950934306,pos,female,b,289.89248930395115,1.1087667329702526,11,1,31,42,5,285.2633432568982,291.0012560369214,6.85,image_stim_p.png,0.7035072629805654,290.5959965669317,5
22,30,294.98213579598814,Monday,336,drum,-1.4373817092238501,293.91932415391784,21,180,faceWord_exp,1.0628116420703009,pos,female,b,300.85888612899,0.9092420099768788,11,1,31,42,5,296.21511998493224,301.76812813896686,6.05,image_stim_p.png,0.7034910219954327,301.5623771509854,5
22,31,305.262516969,Monday,336,curse,3.659937177091274,304.5718395479489,22,180,faceWord_exp,0.6906774210510775,neg,female,y,310.89495249290485,1.039505341090262,12,1,32,42,5,306.2631024529692,311.9344578339951,2.9,image_stim_n.png,0.7004948779940605,311.5954473708989,5
22,32,315.29569529392757,Monday,336,water,-1.2320142343270626,314.6019708799431,21,180,faceWord_exp,0.6937244139844552,pos,female,b,320.9254169119522,0.8430063619744033,11,1,31,42,5,316.2962662309874,321.7684232739266,7.0,image_stim_p.png,0.7867034350056201,321.7121203469578,5
22,33,326.16229519899935,Monday,180,dread,4.006417686109669,325.4683557288954,22,336,faceWord_exp,0.6939394701039419,neg,female,y,329.19290010398254,1.2403704059543088,12,1,32,42,5,327.16274357191287,330.43327050993685,3.0,image_stim_n.png,0.7024311139248312,329.89533121790737,5
22,34,337.1787783529144,Monday,336,theater,-1.8816288507581482,336.48612938891165,21,180,faceWord_exp,0.6926489640027285,pos,female,b,342.8082847968908,0.7765072270995006,11,1,31,42,5,338.1793163109105,343.5847920239903,6.14,image_stim_p.png,0.7035525020910427,343.51183729898185,5
22,35,347.21196660993155,Monday,336,rum,-1.1343736111597311,346.51759184291586,21,180,faceWord_exp,0.6943747670156881,neu,female,b,352.8414687619079,1.15822692704387,13,1,41,42,5,348.2125502319541,353.99969568895176,5.57,image_stim_p.png,0.7035322029842064,353.5450009648921,5
22,36,357.2451606099494,Monday,180,carrot,-0.32385553549685003,356.55130195396487,21,336,faceWord_exp,0.6938586559845135,neu,female,b,360.2737460399512,0.9774950660066679,13,1,41,42,5,358.2459506649757,361.2512411059579,5.79,image_stim_p.png,0.7046995180426165,360.97844555799384,5
22,37,367.2783480739454,Monday,336,tea,-1.410303556989907,366.5840186419664,21,180,faceWord_exp,0.6943294319789857,pos,female,b,372.90791076491587,0.7082752550486475,11,1,31,42,5,368.2789323349716,373.6161860199645,6.56,image_stim_p.png,0.7042909540468827,373.61220171896275,5
22,38,377.31155965989456,Monday,336,clue,0.07992973296861662,376.6181194789242,22,180,faceWord_exp,0.6934401809703559,neu,female,y,383.77812697691843,1.0755074420012534,13,1,42,42,5,378.3121087779291,384.8536344189197,5.38,image_stim_n.png,1.0696833899710327,384.84781036688946,5
22,39,389.04474229889456,Monday,180,television,-1.295378487470534,388.33934296295047,21,336,faceWord_exp,0.7053993359440938,pos,female,b,392.1292157609714,0.8033049569930881,11,1,31,42,5,390.0453776558861,392.9325207179645,7.18,image_stim_p.png,0.6995598329231143,392.82877559389453,5
22,40,399.127943550935,Monday,336,army,1.399169263323496,398.43472549295984,22,180,faceWord_exp,0.693218057975173,neg,female,y,404.75766488490626,0.8241846540477127,12,1,32,42,5,400.129609493888,405.581849538954,4.65,image_stim_n.png,0.7034992250846699,405.46116410999093,5
22,41,409.16110184497666,Monday,180,umbrella,0.002541127499528235,408.4685857379809,21,336,faceWord_exp,0.6925161069957539,neu,female,b,412.190675646998,0.8258318259613588,13,1,41,42,5,410.16170571092516,413.01650747295935,5.84,image_stim_p.png,0.7044737249379978,412.895149371936,5
22,42,419.19432400888763,Monday,180,cherry,-1.7441234463665167,418.5014903799165,21,336,faceWord_exp,0.6928336289711297,pos,female,b,422.22407314099837,0.7913998939329758,11,1,31,42,5,420.19491653190926,423.01547303493135,7.05,image_stim_p.png,0.7033355279127136,422.9274086689111,5
22,43,429.2273782968987,Monday,336,hierarchy,1.0236166268558873,428.5339102639118,22,180,faceWord_exp,0.693468032986857,neg,female,y,434.85709776799195,0.8577611820073798,12,1,32,42,5,430.22807726089377,435.7148589499993,4.95,image_stim_n.png,0.7034825009759516,435.5605802689679,5
22,44,439.26057337992825,Monday,180,banker,0.8708146708303101,438.56629531492945,22,336,faceWord_exp,0.6942780649987981,neg,female,y,442.29020196094643,0.9750623930012807,12,1,32,42,5,440.26123319088947,443.2652643539477,4.89,image_stim_n.png,0.7036185549804941,442.9938205159269,5
22,45,449.29388716688845,Monday,336,ticket,-0.7502239645266248,448.60012778197415,21,180,faceWord_exp,0.6937593849143013,neu,female,b,454.92263225396164,0.6263298729900271,13,1,41,42,5,450.29447802889626,455.54896212695166,5.28,image_stim_p.png,0.7044005650095642,455.6270328189712,5
22,46,459.32707679492887,Monday,336,mandolin,-1.4097678477610591,458.63690195896197,22,180,faceWord_exp,0.6901748359669,neu,female,y,464.95940264791716,0.8887749980203807,13,1,42,42,5,460.32765267195646,465.84817764593754,5.7,image_stim_n.png,0.7018005800200626,465.6612032279372,5
22,47,469.3602865788853,Monday,180,book,-1.1429809241505904,468.6642300708918,21,336,faceWord_exp,0.6960565079934895,pos,female,b,472.3898944929242,0.9246696430491284,11,1,31,42,5,470.36092298291624,473.31456413597334,7.05,image_stim_p.png,0.7044974970631301,473.09439198998734,5
22,48,479.39351165597327,Monday,180,corn,-1.235914274808286,478.6991394968936,21,336,faceWord_exp,0.6943721590796486,neu,female,b,482.4229229759658,0.6743991440162063,13,1,41,42,5,480.39408544893377,483.097322119982,5.95,image_stim_p.png,0.7035662929993123,483.1264892689651,5
22,49,489.426780262962,Monday,336,cash,-1.6872526925643307,488.7326176649658,21,180,faceWord_exp,0.6941625979961827,pos,female,b,495.0564054779243,0.642764794989489,11,1,31,42,5,490.4274392139632,495.69917027291376,7.51,image_stim_p.png,0.7047469599638134,495.7611524378881,5
22,50,499.4604621928884,Monday,336,ambulance,2.2468136409924253,498.7673215329414,22,180,faceWord_exp,0.6931406599469483,neg,female,y,505.10678539192304,0.9598993039689958,12,1,32,42,5,500.4780691259075,506.06668469589204,3.71,image_stim_n.png,0.7028628550469875,505.80964824697,5
22,51,509.50977577094454,Monday,336,dangerous,3.17672342877373,508.81656545598526,22,180,faceWord_exp,0.6932103149592876,neg,female,y,515.8424948919564,0.7228950510034338,12,1,32,42,5,510.5114123959793,516.5653899429599,2.33,image_stim_n.png,1.0028759930282831,516.8453708849847,5
22,52,520.9429787279805,Monday,180,vice,2.1399531488678094,520.2320938589983,22,336,faceWord_exp,0.710884868982248,neg,female,y,524.0725405999692,0.7419723729835823,12,1,32,42,5,521.9945272369077,524.8145129729528,3.81,image_stim_n.png,0.7036023309919983,524.7761429309612,5
22,53,531.0926954009337,Monday,336,jealousy,3.693241029119933,530.3880547519075,22,180,faceWord_exp,0.7046406490262598,neg,female,y,536.7250718849245,0.6546021529939026,12,1,32,42,5,532.0935718009714,537.3796740379184,2.58,image_stim_n.png,0.7008360789623111,537.4259079638869,5
22,54,541.1259266919224,Monday,180,spring,-2.625984580876632,540.4322996858973,21,336,faceWord_exp,0.6936270060250536,pos,female,b,544.1577914169757,0.7403157079825178,11,1,31,42,5,542.1276858939091,544.8981071249582,7.64,image_stim_p.png,0.7013153699226677,544.8591067868983,5
22,55,551.1593026849441,Monday,180,number,0.2374341841762725,550.4663814259693,21,336,faceWord_exp,0.6929212589748204,neu,female,b,554.188779619988,0.6914696109015495,13,1,41,42,5,552.1607469379669,554.8802492308896,5.59,image_stim_p.png,0.7029473349684849,554.8917269549565,5
22,56,561.1924305569846,Monday,336,tulip,-2.547338598571031,560.4985287439777,21,180,faceWord_exp,0.6939018130069599,pos,female,b,566.8219159489963,0.6584778829710558,11,1,31,42,5,562.1941067819716,567.4803938319674,7.25,image_stim_p.png,0.7034550319658592,567.5253709809622,5
22,57,571.2265570689924,Monday,180,mosquito,2.9843905620469613,570.5335510749137,22,336,faceWord_exp,0.6930059940787032,neg,female,y,574.2548007998848,0.9415627350099385,12,1,32,42,5,572.2264007219346,575.1963635348948,3.12,image_stim_n.png,0.703907125047408,574.9587079249322,5
22,58,581.2588634409476,Monday,336,friendly,-2.9544920916265727,580.5653798979474,21,180,faceWord_exp,0.693483543000184,pos,female,b,586.8883336499566,1.0758027699775994,11,1,31,42,5,582.2593646789901,587.9641364199342,7.84,image_stim_p.png,0.7035580140072852,587.5918916639639,5
22,59,591.29201960098,Monday,336,dime,-0.8220066925000616,590.5990179699147,22,180,faceWord_exp,0.6930016310652718,neu,female,y,597.7744485649746,0.7049429599428549,13,1,42,42,5,592.2925871309126,598.4793915249174,5.58,image_stim_n.png,1.052157202968374,598.826605767943,5
22,60,602.7918847969268,Monday,180,stapler,0.19443075193465506,602.1022357769543,22,336,faceWord_exp,0.6896490199724212,neu,female,y,605.8242753118975,1.2551271740812808,13,1,42,42,5,603.7926570329582,607.0794024859788,5.25,image_stim_n.png,0.7352668180828914,606.5595421299804,5
