onset_img,img,word_trigger,word,correct_resp,word_score_pc,img_trigger,age,offset_word,word_label,scan day,duration_frames,onset_word,pause_trigger_t,ID,word_score_warriner,delay_frames_after,duration_measured_img,duration_measured_word,delay_frames_before,key_t,condition,gender,session,offset_img,pause_trigger,no,rt,response
10.00368769999477,image_stim_p.png,13,witness,1,0.5990623206044929,21,22,1.9505611000058707,neu,Monday,24,1.4302299999981187,3.4000398000061978,B12,5.61,180,0.5783698000013828,0.520331100007752,336,12.147882999997819,faceWord_exp,male,3,10.582057499996154,41,1,2.144195300003048,b
19.574967799999285,image_stim_p.png,11,car,1,-1.4106928476010352,21,22,15.216207999998005,pos,Monday,24,14.718990099994699,16.55239040000015,B12,6.63,336,0.5406128000176977,0.49721790000330657,180,20.497820200020215,faceWord_exp,male,3,20.115580600016983,31,2,0.922852400020929,b
33.36492089999956,image_stim_n.png,12,malice,1,3.6887696102955196,22,22,28.89803790001315,neg,Monday,24,28.311995500000194,30.382600900018588,B12,2.81,336,0.49818980001145974,0.5860424000129569,180,34.14978279999923,faceWord_exp,male,3,33.86311070001102,32,3,0.7848618999996688,y
51.06273850001162,image_stim_n.png,12,volcano,1,2.1987551193617842,22,22,42.747927999997046,neg,Monday,24,42.134555500000715,44.21601100001135,B12,4.59,180,0.5702393999963533,0.6133724999963306,336,52.58266489999369,faceWord_exp,male,3,51.63297790000797,32,4,1.5199263999820687,y
62.77080399999977,image_stim_p.png,13,plane,1,0.20373950943912453,21,22,56.68219640001189,neu,Monday,24,56.11985410001944,57.89686150001944,B12,5.72,180,0.5431852000183426,0.5623422999924514,336,64.01681890001055,faceWord_exp,male,3,63.31398920001811,41,5,1.2460149000107776,b
72.78257670000312,image_stim_p.png,11,flute,1,-1.6804307003665144,21,22,68.33030120001058,pos,Monday,24,67.7493286000099,69.81477580001228,B12,6.29,336,0.5161944999999832,0.5809726000006776,180,75.2113018000091,faceWord_exp,male,3,73.2987712000031,31,6,2.428725100005977,b
86.07254059999832,image_stim_p.png,13,pencil,1,0.13339963708933658,21,22,82.11310950000188,neu,Monday,24,81.5623484000098,83.6309872000129,B12,5.65,336,0.5546461000049021,0.5507610999920871,180,88.76758830001927,faceWord_exp,male,3,86.62718670000322,41,7,2.6950477000209503,b
103.85415440000361,image_stim_n.png,12,criminal,,3.6129749181587063,22,22,95.36414429999422,neg,Monday,24,94.82493240002077,96.86286530000507,B12,2.11,180,0.5915012999903411,0.5392118999734521,336,,faceWord_exp,male,3,104.44565569999395,32,8,,
113.83879170002183,image_stim_n.png,12,belch,1,1.9197700017151131,22,22,109.47654770000372,neg,Monday,24,108.89514700000291,110.8959376999992,B12,4.18,336,0.5396062999789137,0.5814007000008132,180,115.681920300005,faceWord_exp,male,3,114.37839800000074,32,9,1.8431285999831744,y
131.50595630001044,image_stim_p.png,11,fountain,1,-2.0727743906520253,21,22,123.27849300001981,pos,Monday,24,122.69279150001239,124.72767260001274,B12,6.26,180,0.6385201000084635,0.585701500007417,336,133.22881090000737,faceWord_exp,male,3,132.1444764000189,31,10,1.7228545999969356,b
142.5169005000207,image_stim_p.png,11,bird,1,-1.0841943171680315,21,22,136.67757790000178,pos,Monday,24,136.255788200011,137.7112379000173,B12,6.75,180,0.4929480999999214,0.421789699990768,336,144.17542100002174,faceWord_exp,male,3,143.00984860002063,31,11,1.658520500001032,b
150.00618260001647,image_stim_n.png,12,cabbage,0,0.041184453360586966,22,22,146.71010940000997,neg,Monday,24,146.27546830000938,147.82841800001916,B12,4.6,336,0.42090460000326857,0.4346411000005901,180,151.71217070001876,faceWord_exp,male,3,150.42708720001974,32,12,1.705988100002287,b
162.12439810001524,image_stim_p.png,13,egg,1,-0.6884171372613734,21,22,157.54359380001551,neu,Monday,24,156.9276960999996,159.12901430000784,B12,5.95,336,0.5668393999803811,0.6158977000159211,180,163.8599186000065,faceWord_exp,male,3,162.69123749999562,41,13,1.735520499991253,b
176.02173320000293,image_stim_p.png,11,symphony,1,-1.9498998207384868,21,22,171.54562390001956,pos,Monday,24,170.91016230001696,172.97708270000294,B12,7.15,336,0.4702058999973815,0.6354616000025999,180,177.3441448000085,faceWord_exp,male,3,176.4919391000003,31,14,1.3224116000055801,b
185.80631400001585,image_stim_n.png,12,tobacco,1,2.411295736651624,22,22,182.69261620001635,neg,Monday,24,182.27905620000092,183.70968870000797,B12,3.37,336,0.4668002999969758,0.4135600000154227,180,187.54094639999676,faceWord_exp,male,3,186.27311430001282,32,15,1.7346323999809101,y
196.19276830001036,image_stim_p.png,13,faucet,1,-0.123291752025302,21,22,192.74193899999955,neu,Monday,24,192.32081040000776,193.87538559999666,B12,5.55,336,0.4489494999870658,0.4211285999917891,180,197.7800539000018,faceWord_exp,male,3,196.64171779999742,41,16,1.5872855999914464,b
209.94050580001203,image_stim_n.png,13,jam,1,-1.343270424679961,22,22,205.4432551000209,neu,Monday,24,204.90929999999935,206.90594409999903,B12,5.81,336,0.6010682999913115,0.5339551000215579,180,211.2781432000047,faceWord_exp,male,3,210.54157410000334,42,17,1.3376373999926727,y
223.60065239999676,image_stim_n.png,12,delirium,1,3.4172209593162717,22,22,217.7568927000102,neg,Monday,24,217.3196830000088,218.77507210001932,B12,3.4,180,0.4739613000128884,0.4372097000014037,336,225.77497520000907,faceWord_exp,male,3,224.07461370000965,32,18,2.1743228000123054,y
233.4535179999948,image_stim_n.png,13,pen,1,-0.23071750329615884,22,22,229.05765520001296,neu,Monday,24,228.45334100001492,230.49179930001264,B12,5.63,336,0.48704380000708625,0.6043141999980435,180,236.74537290001172,faceWord_exp,male,3,233.9405618000019,42,19,3.291854900016915,y
251.32167229999322,image_stim_n.png,12,cold,1,1.7592404876513306,22,22,242.80722859999514,neg,Monday,24,242.20818400001735,244.25919680000516,B12,4.32,180,0.5200284000020474,0.5990445999777876,336,252.82555030001095,faceWord_exp,male,3,251.84170069999527,32,20,1.5038780000177212,y
265.06523800001014,image_stim_n.png,12,shame,1,4.2618443246155895,22,22,256.90406830000575,neg,Monday,24,256.3394877999963,258.24296299999696,B12,2.62,180,0.5076904000015929,0.5645805000094697,336,266.4918075000169,faceWord_exp,male,3,265.57292840001173,32,21,1.4265695000067353,y
