offset_img,word_trigger,duration_frames,offset_word,duration_measured_word,img_trigger,img,scan day,pause_trigger_t,word_score_warriner,word_score_pc,onset_word,gender,response,age,condition,pause_trigger,key_t,session,word_label,onset_img,word,delay_frames_after,no,rt,duration_measured_img,correct_resp,ID,delay_frames_before
506.84537619998446,13,42,503.11384070001077,0.694507300038822,21,image_stim_p.png,Monday,504.11420939996606,5.91,-0.9453395472380092,502.41933339997195,male,b,22,faceWord_exp,41,506.67969869996887,4,neu,506.1432000999921,team,336,51,0.5364985999767669,0.7021760999923572,1,AHJ,180
516.8728533000103,12,42,513.1416031999979,0.6946854999987409,22,image_stim_n.png,Monday,514.1419083999936,4.83,0.060511318752979076,512.4469176999992,male,y,22,faceWord_exp,32,516.4742042999715,4,neg,516.1709446000168,pig,336,52,0.3032596999546513,0.7019086999935098,1,AHJ,180
526.9008354999823,11,42,523.1693385000108,0.6926390000153333,21,image_stim_p.png,Monday,524.1699797000038,6.32,-1.3206920491180312,522.4766994999954,male,b,22,faceWord_exp,31,526.6522908000043,4,pos,526.1987213999964,harmonica,336,53,0.4535694000078365,0.7021140999859199,1,AHJ,180
539.5271519999951,11,42,533.1970948000089,0.6937673999927938,21,image_stim_p.png,Monday,534.1973434999818,7.27,-2.066768843681998,532.5033274000161,male,b,22,faceWord_exp,31,539.2615325999795,4,pos,538.8236749999924,honey,180,54,0.43785759998718277,0.7034770000027493,1,AHJ,336
549.5545781999826,12,42,543.2250472999876,0.6937154000042938,22,image_stim_n.png,Monday,544.2252892999677,3.52,3.668156535681199,542.5313318999833,male,y,22,faceWord_exp,32,549.1727441999828,4,neg,548.8529051999794,battle,180,55,0.31983900000341237,0.7016730000032112,1,AHJ,336
556.9837907999754,11,42,553.252490599989,0.6937696000095457,21,image_stim_p.png,Monday,554.2529545999714,6.15,-1.883093263099396,552.5587209999794,male,b,22,faceWord_exp,31,556.6351065000053,4,pos,556.282105899998,choir,336,56,0.35300060000736266,0.7016848999774083,1,AHJ,180
567.0115652999957,12,42,563.2804805000196,0.6932324000517838,22,image_stim_n.png,Monday,564.2805328000104,4.95,0.19555716741692625,562.5872480999678,male,b,22,faceWord_exp,32,566.6961137999897,4,neg,566.3084161999868,majority,336,57,0.38769760000286624,0.7031491000088863,0,AHJ,180
579.6378439000109,13,42,573.3080402999767,0.6944903999683447,22,image_stim_n.png,Monday,574.3084216999705,5.43,0.37753019343780747,572.6135499000084,male,y,22,faceWord_exp,42,579.4728210999747,4,neu,578.9343648999929,door,180,58,0.5384561999817379,0.7034790000179783,1,AHJ,336
589.6656347999815,12,42,583.3357878999668,0.6936724999686703,22,image_stim_n.png,Monday,584.3361258999794,4.03,1.95458394600482,582.6421153999981,male,y,22,faceWord_exp,32,589.300157599966,4,neg,588.9628762999782,snake,180,59,0.33728129998780787,0.7027585000032559,1,AHJ,336
599.6933724000119,11,42,593.363509399991,0.6933760999818332,21,image_stim_p.png,Monday,594.3638570000185,7.3,-2.411716547027706,592.6701333000092,male,b,22,faceWord_exp,31,599.3283819999779,4,pos,598.9903685000027,flower,180,60,0.33801349997520447,0.7030039000092074,1,AHJ,336
