offset_img,response,session,no,word,gender,correct_resp,img,word_score_warriner,condition,duration_frames,duration_measured_word,offset_word,age,word_label,ID,delay_frames_before,onset_word,rt,duration_measured_img,onset_img,scan day,delay_frames_after,key_t,word_score_pc
81.564525261987,b,2,14,eggplant,female,1,image_stim_p.png,5.55,faceWord_exp,42,0.6937662430573255,78.88126171799377,22,neu,JV,118,78.18749547493644,0.5091212110128254,0.6890109170926735,80.87551434489433,Tuesday,146,81.38463555590715,-0.09980687036967174
88.14777035289444,j,2,15,plea,female,,image_stim_n.png,4.35,faceWord_exp,42,0.6944691650569439,84.69779796199873,22,neg,JV,163,84.00332879694179,0.5916636899346486,0.7048755119321868,87.44289484096225,Tuesday,154,88.0345585308969,2.166481281776448
93.79775217198767,b,2,16,day,female,1,image_stim_p.png,6.36,faceWord_exp,42,0.6948245149105787,91.41452400991693,22,pos,JV,100,90.71969949500635,0.47529826406389475,0.688724740059115,93.10902743192855,Tuesday,201,93.58432569599245,-1.2502658664257256
102.08100821590051,b,2,17,asparagus,female,1,image_stim_p.png,5.43,faceWord_exp,42,0.6937869100365788,97.8478064519586,22,neu,JV,210,97.15401954192203,0.4920637368923053,0.7052119988948107,101.3757962170057,Tuesday,144,101.867859953898,-0.34443889393116306
107.06417162099387,j,2,18,ricochet,female,,image_stim_n.png,4.75,faceWord_exp,42,0.6911422179546207,105.180875979946,22,neg,JV,69,104.48973376199137,0.5015581049956381,0.6981123480945826,106.36605927289929,Tuesday,217,106.86761737789493,1.0482300490198866
114.36407510295976,b,2,19,street,female,1,image_stim_p.png,5.07,faceWord_exp,42,0.6936071999371052,111.38077948894352,22,neu,JV,135,110.68717228900641,0.3913722300203517,0.7053033129777759,113.65877178998198,Tuesday,209,114.05014402000234,0.3228926581020319
121.46407412993722,j,2,20,terrorist,female,,image_stim_n.png,2.35,faceWord_exp,42,0.6936413469957188,118.54735333495773,22,neg,JV,131,117.85371198796201,0.4917009030468762,0.7050306550227106,120.7590434749145,Tuesday,178,121.25074437796138,4.537930167489568
128.26486972393468,j,2,21,van,female,,image_stim_n.png,4.43,faceWord_exp,42,0.6948209349066019,125.13060907891486,22,neg,JV,144,124.43578814400826,0.34131977101787925,0.7055277680046856,127.55934195593,Tuesday,170,127.90066172694787,-0.14866519221167074
135.4138011529576,j,2,22,toaster,female,,image_stim_n.png,5.8,faceWord_exp,42,0.6951474300585687,131.79842485499103,22,neu,JV,173,131.10327742493246,0.47493742499500513,0.7047737579559907,134.7090273950016,Tuesday,174,135.18396481999662,-0.5451009915059291
143.19706696190406,j,2,23,clang,female,,image_stim_n.png,4.1,faceWord_exp,42,0.6927831909852102,139.01373648189474,22,neg,JV,208,138.32095329090953,0.4593671379843727,0.6893445269670337,142.50772243493702,Tuesday,104,142.9670895729214,1.472290472628449
148.0815069139935,b,2,24,restaurant,female,1,image_stim_p.png,6.95,faceWord_exp,42,0.693522582994774,145.63032774091698,22,pos,JV,104,144.9368051579222,0.5254453240195289,0.6899022160796449,147.39160469791386,Tuesday,186,147.9170500219334,-2.0702836690965865
155.94698290200904,b,2,25,axe,female,0,image_stim_n.png,3.48,faceWord_exp,42,0.6903353169327602,151.88030248694122,22,neg,JV,200,151.18996717000846,0.5888840100960806,0.7021873911144212,155.24479551089462,Tuesday,133,155.8336795209907,0.7321109855355353
161.5301768539939,j,2,26,hoe,female,,image_stim_n.png,4.8,faceWord_exp,42,0.6944987460738048,158.86351685097907,22,neg,JV,117,158.16901810490526,0.49312958505470306,0.6897462630877271,160.84043059090618,Tuesday,105,161.33356017596088,0.2623575316864496
167.91337391291745,j,2,27,landslide,female,,image_stim_n.png,4.76,faceWord_exp,42,0.6938756299205124,163.98008237592876,22,neg,JV,192,163.28620674600825,0.5077419399749488,0.7042131669586524,167.2091607459588,Tuesday,151,167.71690268593375,3.561717315569441
174.59660702897236,b,2,28,musical,female,1,image_stim_p.png,7.68,faceWord_exp,42,0.693876311997883,171.1299848969793,22,pos,JV,164,170.4361085849814,0.40923923102673143,0.7056889720261097,173.89091805694625,Tuesday,109,174.30015728797298,-1.3503642789447028
179.71326751995366,j,2,29,heavy,female,,image_stim_n.png,4.78,faceWord_exp,42,0.6942079290747643,177.11324306798633,22,neg,JV,113,176.41903513891157,0.44227214995771646,0.6891464899526909,179.02412103000097,Tuesday,88,179.4663931799587,1.3393636650983416
184.81306206295267,b,2,30,vacation,female,1,image_stim_p.png,8.53,faceWord_exp,42,0.693616827018559,181.879837415996,22,pos,JV,133,181.18622058897745,0.30886678700335324,0.6888816070277244,184.12418045592494,Tuesday,137,184.4330472429283,-3.1565376907491283
191.1130594589049,j,2,31,excuse,female,,image_stim_n.png,4.52,faceWord_exp,42,0.6917713150614873,187.7964371739654,22,neg,JV,155,187.1046658589039,0.489195370930247,0.7025087379151955,190.4105507209897,Tuesday,95,190.89974609191995,2.373388118792564
196.36289033398498,b,2,32,apartment,female,1,image_stim_p.png,5.72,faceWord_exp,42,0.6933904329780489,193.39624087198172,22,neu,JV,135,192.70285043900367,0.42674676701426506,0.6900627070572227,195.67282762692776,Tuesday,123,196.09957439394202,-0.5485436049411244
202.57953451690264,b,2,33,winter,female,1,image_stim_p.png,5.5,faceWord_exp,42,0.6932512250496075,199.11365154094528,22,neu,JV,164,198.42040031589568,0.3748310930095613,0.7047570259310305,201.8747774909716,Tuesday,160,202.24960858398117,0.3495373155897487
210.12946376693435,b,2,34,embrace,female,1,image_stim_p.png,7.0,faceWord_exp,42,0.6937171589815989,205.9461638709763,22,pos,JV,207,205.2524467119947,0.5082923140143976,0.7048636779654771,209.42460008896887,Tuesday,168,209.93289240298327,-2.461915733068042
216.76368401793297,b,2,35,monkey,female,1,image_stim_p.png,5.82,faceWord_exp,42,0.6947574950754642,213.63038629898801,22,neu,JV,144,212.93562880391255,0.575444262009114,0.7063085630070418,216.05737545492593,Tuesday,147,216.63281971693505,-0.6680004122251881
223.379254765925,j,2,36,tired,female,,image_stim_n.png,4.29,faceWord_exp,42,0.6941641360754147,219.9126604970079,22,neg,JV,164,219.21849636093248,0.5419234200380743,0.7051084419945255,222.67414632393047,Tuesday,164,223.21606974396855,2.351878020671037
231.4471109979786,j,2,37,cough,female,,image_stim_n.png,3.57,faceWord_exp,42,0.6939765280112624,226.8125479959417,22,neg,JV,234,226.11857146793045,0.4914538630982861,0.7058907750761136,230.74122022290248,Tuesday,159,231.23267408600077,2.483224745184551
238.29654123296496,b,2,38,chicken,female,1,image_stim_p.png,6.17,faceWord_exp,42,0.6913540930254385,234.79578901594505,22,pos,JV,166,234.1044349229196,0.536029836977832,0.7001282810233533,237.5964129519416,Tuesday,79,238.13244278891943,-1.3205598447631597
244.24576092290226,b,2,39,sailboat,female,1,image_stim_p.png,6.81,faceWord_exp,42,0.6936030910583213,240.3124027659651,22,pos,JV,192,239.61879967490677,0.5081550689646974,0.704723592964001,243.54103732993826,Tuesday,147,244.04919239890296,-1.5621536719325724
251.51221951190382,b,2,40,optimism,female,1,image_stim_p.png,7.21,faceWord_exp,42,0.6937660969560966,247.39561252191197,22,pos,JV,203,246.70184642495587,0.32508282305207103,0.7047965750098228,250.807422936894,Tuesday,176,251.13250575994607,-2.7563434535584275
258.9954164989758,b,2,41,camel,female,0,image_stim_n.png,5.29,faceWord_exp,42,0.6930024740286171,255.14556568092667,22,neu,JV,187,254.45256320689805,0.3422248720889911,0.7052956700790673,258.29012082889676,Tuesday,178,258.63234570098575,0.0657349158769076
266.3619319360005,b,2,42,theory,female,1,image_stim_p.png,5.65,faceWord_exp,42,0.6937645319849253,262.6619953039335,22,neu,JV,178,261.9682307719486,0.48844731401186436,0.7023296690313146,265.65960226696916,Tuesday,118,266.148049580981,0.1106807997481866
272.195315637975,j,2,43,store,female,,image_stim_n.png,5.94,faceWord_exp,42,0.6934618760133162,269.0286571419565,22,neu,JV,146,268.3351952659432,0.6089488620636985,0.7055847140727565,271.48973092390224,Tuesday,175,272.09867978596594,-0.8400509032218062
278.8118465979351,j,2,44,office,female,,image_stim_n.png,4.54,faceWord_exp,42,0.6919876950560138,275.81191504595336,22,neg,JV,136,275.11992735089734,0.4752076109871268,0.7048984490102157,278.10694814892486,Tuesday,142,278.582155759912,0.6502198887451732
284.14511037094053,b,2,45,mercy,female,1,image_stim_p.png,6.4,faceWord_exp,42,0.6915670769521967,281.87846539891325,22,pos,JV,92,281.18689832196105,0.7722216889960691,0.7017215340165421,283.443388836924,Tuesday,183,284.21561052592006,-1.0752281295040744
290.511936517898,j,2,46,attribute,female,,image_stim_n.png,5.67,faceWord_exp,42,0.6931077790213749,287.8950545199914,22,neu,JV,113,287.20194674097,0.4753684520255774,0.7051714989356697,289.8067650189623,Tuesday,187,290.2821334709879,-0.32263149533554664
297.01164035196416,b,2,47,barbecue,female,1,image_stim_p.png,7.1,faceWord_exp,42,0.6935293979477137,294.32832807593513,22,pos,JV,117,293.6347986779874,0.48692201205994934,0.7008356830338016,296.31080466893036,Tuesday,175,296.7977266809903,-2.5746228757417584
303.16154272598214,j,2,48,verb,female,,image_stim_n.png,5.27,faceWord_exp,42,0.6942550670355558,300.62824994698167,22,neu,JV,108,299.9339948799461,0.49078727897722274,0.7040616610320285,302.4574810649501,Tuesday,93,302.94826834392734,0.17918122123944408
308.69481890893076,j,2,49,lab,female,,image_stim_n.png,4.57,faceWord_exp,42,0.6945601690094918,305.41159735794645,22,neg,JV,154,304.71703718893696,0.5425462370039895,0.6882971710292622,308.0065217379015,Tuesday,107,308.5490679749055,0.2032181950076048
314.2947308119619,j,2,50,stone,female,,image_stim_n.png,4.81,faceWord_exp,42,0.6940185959683731,311.1780728859594,22,neg,JV,144,310.48405428999104,0.5425678950268775,0.688944977009669,313.60578583495226,Tuesday,106,314.14835372997914,0.5494484707734639
320.3612826979952,j,2,51,power,female,,image_stim_n.png,5.97,faceWord_exp,42,0.6942089169751853,316.7613722239621,22,neu,JV,172,316.0671633069869,0.49189146899152547,0.7051712269894779,319.6561114710057,Tuesday,156,320.14800293999724,-0.02119054453060663
326.8613031388959,b,2,52,joke,female,1,image_stim_p.png,7.88,faceWord_exp,42,0.6916692809900269,323.6611963949399,22,pos,JV,148,322.9695271139499,0.5208429739577696,0.7008767719380558,326.16042636695784,Tuesday,161,326.6812693409156,-1.8879163634684628
332.92780094698537,b,2,53,luck,female,1,image_stim_p.png,6.73,faceWord_exp,42,0.6943266489543021,330.24451802589465,22,pos,JV,118,329.55019137694035,0.37582512793596834,0.6888426350196823,332.2389583119657,Tuesday,174,332.61478343990166,-2.2291915044129413
339.4277281019604,j,2,54,speech,female,,image_stim_n.png,5.62,faceWord_exp,42,0.6955042470945045,336.5277306319913,22,neu,JV,131,335.8322263848968,0.47563461295794696,0.6887246490223333,338.73900345293805,Tuesday,114,339.214638065896,-0.18776275500974607
345.4116672789678,b,2,55,artist,female,1,image_stim_p.png,6.76,faceWord_exp,42,0.6947588179027662,342.0286979759112,22,pos,JV,159,341.33393915800843,0.4767040250590071,0.7062668140279129,344.7054004649399,Tuesday,56,345.1821044899989,-1.2978987804410356
350.11086539993994,b,2,56,knowledge,female,1,image_stim_p.png,7.28,faceWord_exp,42,0.6935879479860887,347.0442682709545,22,pos,JV,141,346.3506803229684,0.4917789730243385,0.6882429349934682,349.42262246494647,Tuesday,161,349.9144014379708,-1.6425048482978826
356.44432385696564,b,2,57,fireworks,female,1,image_stim_p.png,6.8,faceWord_exp,42,0.6936284509720281,353.4941915809177,22,pos,JV,133,352.80056312994566,0.5085673630237579,0.7053125760285184,355.7390112809371,Tuesday,142,356.2475786439609,-1.926056195769395
362.59402806696016,j,2,58,nose,female,,image_stim_n.png,5.5,faceWord_exp,42,0.6943947119871154,359.51083074498456,22,neu,JV,141,358.81643603299744,0.5552339369896799,0.7017217000247911,361.8923063669354,Tuesday,157,362.44754030392505,-0.049892793833906636
370.7773149119457,b,2,59,spaghetti,female,1,image_stim_p.png,6.91,faceWord_exp,42,0.6906127140391618,365.91069177899044,22,pos,JV,248,365.2200790649513,0.37157708895392716,0.701325571979396,370.0759893399663,Tuesday,186,370.44756642892025,-1.7539828459428422
378.19385664490983,j,2,60,jaw,female,,image_stim_n.png,4.41,faceWord_exp,42,0.6944689499214292,374.57723563793115,22,neg,JV,174,373.8827666880097,0.5263227910036221,0.68940249690786,377.50445414800197,Tuesday,163,378.0307769390056,0.16339675594021513
