word_trigger,duration_frames,onset_img,duration_measured_word,condition,gender,rt,no,response,duration_measured_img,word_score_pc,delay_frames_before,key_t,delay_frames_after,offset_img,offset_word,pause_trigger_t,pause_trigger,img_trigger,img,word_score_warriner,ID,age,scan day,word,onset_word,word_label,correct_resp,session
13,42,248.24900293597602,0.6933360509865452,faceWord_exp,female,0.32125206201453693,25,b,0.7005085710261483,-0.9031069202434168,336,248.57025499799056,180,248.94951150700217,242.61586160198203,243.61666442698333,41,21,image_stim_p.png,5.84,PK,22,Monday,boy,241.9225255509955,neu,1,4
13,42,255.68338642298477,0.6919848469842691,faceWord_exp,female,0.35352570400573313,26,b,0.7001904990174808,-0.29144085929118746,180,256.0369121269905,336,256.38357692200225,252.64988628198626,253.65069593599765,41,21,image_stim_p.png,5.9,PK,22,Monday,hand,251.957901435002,neu,1,4
13,42,265.71173105199705,0.6957321810186841,faceWord_exp,female,0.39109802298480645,27,b,0.6882796699937899,-0.4880378396985329,180,266.10282907498186,336,266.40001072199084,262.6831940120028,263.68358640698716,41,21,image_stim_p.png,5.68,PK,22,Monday,chestnut,261.9874618309841,neu,1,4
11,42,275.7338328999758,0.6964567090035416,faceWord_exp,female,0.4218996700074058,28,b,0.7010415350086987,-1.5215329943370883,180,276.15573256998323,336,276.4348744349845,272.70076158698066,273.7020750529773,31,21,image_stim_p.png,6.52,PK,22,Monday,bread,272.0043048779771,pos,1,4
12,42,288.37124271597713,0.6945170139952097,faceWord_exp,female,0.5682639170263428,29,y,0.6978119460109156,1.95458394600482,336,288.9395066330035,180,289.06905466198805,282.7352268109971,283.7359175879974,32,22,image_stim_n.png,4.03,PK,22,Monday,snake,282.0407097970019,neg,1,4
12,42,295.8020051359781,0.6924781289999373,faceWord_exp,female,0.43762000001152046,30,y,0.700888968014624,2.7422742606943906,180,296.2396251359896,336,296.50289410399273,292.769610569987,293.76997321099043,32,22,image_stim_n.png,4.0,PK,22,Monday,fallacy,292.07713244098704,neg,1,4
11,42,308.43671045199153,0.6928802570037078,faceWord_exp,female,0.40480327999102883,31,b,0.7000870709889568,-1.17416436554964,336,308.84151373198256,180,309.1367975229805,302.8027752939961,303.804209703987,31,21,image_stim_p.png,7.23,PK,22,Monday,bay,302.1098950369924,pos,1,4
12,42,315.8708179059904,0.6925328529905528,faceWord_exp,female,0.2874677049985621,32,y,0.6999021339870524,2.6978270877422883,180,316.15828561098897,336,316.57072003997746,312.8373469399812,313.83801811898593,32,22,image_stim_n.png,3.02,PK,22,Monday,scream,312.14481408699066,neg,1,4
13,42,325.92126592298155,0.7046285179967526,faceWord_exp,female,0.4211777420132421,33,y,0.7003586320206523,0.18094025084207666,180,326.3424436649948,336,326.6216245550022,322.88792469198233,323.8889636799868,42,22,image_stim_n.png,5.3,PK,22,Monday,journalist,322.1832961739856,neu,1,4
11,42,335.9552771860035,0.692291079001734,faceWord_exp,female,0.4044558969908394,34,b,0.7004186999984086,-1.5082836116280287,180,336.35973308299435,336,336.6556958860019,332.92201174399815,333.92268701599096,31,21,image_stim_p.png,6.17,PK,22,Monday,kitchen,332.2297206649964,pos,1,4
11,42,345.9907382389938,0.6924253469915129,faceWord_exp,female,0.4191458660061471,35,b,0.6989755459944718,-1.6859102219357711,180,346.40988410499995,336,346.68971378498827,342.9561057749961,343.95688658297877,31,21,image_stim_p.png,6.42,PK,22,Monday,truce,342.2636804280046,pos,1,4
11,42,358.6249370459991,0.6917889650212601,faceWord_exp,female,0.5693759069836233,36,b,0.6989815089909825,-1.3206920491180312,336,359.1943129529827,180,359.3239185549901,352.99006425999687,353.9907439319941,31,21,image_stim_p.png,6.32,PK,22,Monday,harmonica,352.2982752949756,pos,1,4
12,42,366.057718867989,0.6925457470060792,faceWord_exp,female,0.437862849998055,37,y,0.7002146180020645,2.8314410724962364,180,366.4955817179871,336,366.7579334859911,363.0242067340005,364.0249225659936,32,22,image_stim_n.png,3.57,PK,22,Monday,denial,362.3316609869944,neg,1,4
11,42,378.69267197098816,0.6926627329958137,faceWord_exp,female,0.3369080859993119,38,b,0.6992982260126155,-1.2094761189992442,336,379.02958005698747,180,379.3919701970008,373.05823888399755,374.05895934600267,31,21,image_stim_p.png,6.73,PK,22,Monday,parent,372.36557615100173,pos,1,4
13,42,388.72528108299593,0.6933135309955105,faceWord_exp,female,0.571612429979723,39,y,0.7006070519855712,0.3545861367636661,336,389.29689351297566,180,389.4258881349815,383.09223254499375,384.0931490449875,42,22,image_stim_n.png,5.09,PK,22,Monday,put,382.39891901399824,neu,1,4
12,42,398.7606519399851,0.6894320750143379,faceWord_exp,female,0.33695731800980866,40,y,0.6995748490153346,3.803034067475641,336,399.0976092579949,180,399.46022678900044,393.12626950399135,394.12719354897854,32,22,image_stim_n.png,2.76,PK,22,Monday,flood,392.436837428977,neg,1,4
13,42,408.7940864559787,0.6932355460012332,faceWord_exp,female,0.5377603550150525,41,y,0.7001525560044684,0.4398740830446768,336,409.33184681099374,180,409.49423901198315,403.1602279630024,404.1609000529861,42,22,image_stim_n.png,5.89,PK,22,Monday,hall,402.46699241700117,neu,1,4
11,42,418.8275443459861,0.6922753849939909,faceWord_exp,female,0.33784559901687317,42,b,0.7004684369894676,-1.7974288604529352,336,419.16538994500297,180,419.52801278297557,413.1942985949863,414.1952029289969,31,21,image_stim_p.png,6.53,PK,22,Monday,bonfire,412.50202320999233,pos,1,4
12,42,426.2615716790024,0.6922279639984481,faceWord_exp,female,0.5710197719745338,43,y,0.7002194759843405,3.9974740190684885,180,426.8325914509769,336,426.9617911549867,423.22830856998917,424.2290139469842,32,22,image_stim_n.png,2.55,PK,22,Monday,accident,422.5360806059907,neg,1,4
12,42,436.2959823529818,0.6924954740097746,faceWord_exp,female,0.4872798990109004,44,y,0.7001443330082111,2.8496222967354625,180,436.7832622519927,336,436.99612668599,433.2622451669886,434.2629680399841,32,22,image_stim_n.png,3.78,PK,22,Monday,empty,432.5697496929788,neg,1,4
12,42,448.92933095499757,0.6956477000203449,faceWord_exp,female,0.3548306979937479,45,y,0.7008196429815143,3.668156535681199,336,449.2841616529913,180,449.6301505979791,443.2961145970039,444.297213636979,32,22,image_stim_n.png,3.52,PK,22,Monday,battle,442.60046689698356,neg,1,4
12,42,458.9638732750027,0.6921246400161181,faceWord_exp,female,0.32076104197767563,46,y,0.7002203299780376,2.0765857872261098,336,459.2846343169804,180,459.66409360498074,453.3303820150031,454.3311180220044,32,22,image_stim_n.png,3.52,PK,22,Monday,court,452.638257374987,neg,1,4
12,42,466.3974734999938,0.6899482920125592,faceWord_exp,female,0.40471495798556134,47,y,0.7007784449961036,4.2176174504439885,180,466.80218845797936,336,467.0982519449899,463.3643670419988,464.3652643499954,32,22,image_stim_n.png,2.62,PK,22,Monday,insult,462.6744187499862,neg,1,4
11,42,479.03148583098664,0.6937043530051596,faceWord_exp,female,0.33793304199934937,48,b,0.7006621609907597,-1.7294291477603156,336,479.369418872986,180,479.7321479919774,473.3984384229989,474.3992986859812,31,21,image_stim_p.png,7.0,PK,22,Monday,dog,472.7047340699937,pos,1,4
13,42,486.4658365729847,0.6934890449920204,faceWord_exp,female,0.3875998959993012,49,b,0.7003263820079155,0.37753019343780747,180,486.853436468984,336,487.1661629549926,483.4324658869882,484.4331438249792,42,22,image_stim_n.png,5.43,PK,22,Monday,door,482.7389768419962,neu,0,4
13,42,499.0998852069897,0.6926447169971652,faceWord_exp,female,0.5545024889870547,50,b,0.700453194003785,0.29188517290671034,336,499.65438769597677,180,499.8003384009935,493.46650622499874,494.4671430809831,41,21,image_stim_p.png,5.89,PK,22,Monday,guard,492.7738615080016,neu,1,4
11,42,509.1338335959881,0.6922607549931854,faceWord_exp,female,0.45441157001187094,51,b,0.7003901510033756,-2.411716547027706,336,509.588245166,180,509.8342237469915,503.50041959798546,504.501259451994,31,21,image_stim_p.png,7.3,PK,22,Monday,flower,502.80815884299227,pos,1,4
13,42,516.5678575319762,0.6926732080173679,faceWord_exp,female,-2.513074082991807,52,b,0.6998697950039059,-0.05436507667908295,180,514.0547834489844,336,517.2677273269801,513.534526206,514.5354845479887,42,22,image_stim_n.png,5.59,PK,22,Monday,mouth,512.8418529979826,neu,0,4
12,42,529.2022627669794,0.692087307019392,faceWord_exp,female,0.5546181530226022,53,y,0.7000919280108064,2.7437052692255306,336,529.756880920002,180,529.9023546949902,523.5684622690023,524.5694883639808,32,22,image_stim_n.png,4.48,PK,22,Monday,stampede,522.876374961983,neg,1,4
12,42,536.6354353259958,0.689222774002701,faceWord_exp,female,0.5549794129910879,54,y,0.7009499130072072,-0.3663992490442602,180,537.1904147389869,336,537.336385239003,533.6024931579886,534.6035225469968,32,22,image_stim_n.png,3.36,PK,22,Monday,expensive,532.913270383986,neg,1,4
12,42,549.2721032569825,0.6925997979997192,faceWord_exp,female,0.5689876599935815,55,y,0.6982051040104125,4.5355840269859025,336,549.8410909169761,180,549.9703083609929,543.6365294449788,544.6375260119967,32,22,image_stim_n.png,2.53,PK,22,Monday,torment,542.9439296469791,neg,1,4
12,42,559.3037672499777,0.6922937619965523,faceWord_exp,female,0.6046798330207821,56,y,0.7009530850045849,0.19555716741692625,336,559.9084470829985,180,560.0047203349823,553.6706554289849,554.6714930890012,32,22,image_stim_n.png,4.95,PK,22,Monday,majority,552.9783616669883,neg,1,4
13,42,566.7376440639782,0.6927002599986736,faceWord_exp,female,0.5213606510078534,57,b,0.7007748050091323,0.0196438746392397,180,567.2590047149861,336,567.4384188689874,563.7047321279824,564.705356188002,41,21,image_stim_p.png,5.95,PK,22,Monday,worker,563.0120318679838,neu,1,4
11,42,576.7717028399929,0.6917852059996221,faceWord_exp,female,0.45434635298443027,58,b,0.7005731140088756,-2.8305869761860607,180,577.2260491929774,336,577.4722759540018,573.738678862981,574.7396927849913,31,21,image_stim_p.png,6.67,PK,22,Monday,gratitude,573.0468936569814,pos,1,4
11,42,589.4061412389856,0.6930190309940372,faceWord_exp,female,0.3543325549981091,59,b,0.7004361400031485,-1.426145970237633,336,589.7604737939837,180,590.1065773789887,583.7726398649975,584.7734333550034,31,21,image_stim_p.png,6.26,PK,22,Monday,lust,583.0796208340034,pos,1,4
13,42,596.8399019759963,0.6931642359995749,faceWord_exp,female,0.5537594780034851,60,y,0.7006428529857658,-0.9453395472380092,180,597.3936614539998,336,597.5405448289821,593.8067061219772,594.8074408480024,42,22,image_stim_n.png,5.91,PK,22,Monday,team,593.1135418859776,neu,1,4
