word_score_warriner,img,onset_word,duration_measured_word,duration_frames,delay_frames_before,scan day,condition,offset_img,offset_word,rt,age,gender,word_score_pc,onset_img,correct_resp,word,duration_measured_img,no,ID,delay_frames_after,session,word_label,response,key_t
2.58,image_stim_n.png,76.89674450003076,0.460772099904716,28,148,Monday,faceWord_exp,80.29076629993506,77.35751659993548,0.4991765000158921,22,male,3.693241029119933,79.82511340000201,,jealousy,0.4656528999330476,14,1,148,5,neg,n,80.3242899000179
7.25,image_stim_p.png,82.75869139994029,0.4639232000336051,28,148,Monday,faceWord_exp,86.15563669998664,83.2226145999739,0.46376660000532866,22,male,-1.2397352233188434,85.69291240000166,,wit,0.4627242999849841,15,1,148,5,pos,p,86.15667900000699
6.85,image_stim_p.png,88.62403159996029,0.4642967999679968,28,148,Monday,faceWord_exp,92.02097559999675,89.08832839992829,0.464096000068821,22,male,-2.1428059827362134,91.55765879992396,,awe,0.4633168000727892,16,1,148,5,pos,p,92.02175479999278
3.7,image_stim_n.png,94.48927899997216,0.46456670004408807,28,148,Monday,faceWord_exp,97.88608929992188,94.95384570001625,0.43207239999901503,22,male,2.490397821352158,97.42156419996172,,mob,0.4645250999601558,17,1,148,5,neg,n,97.85363659996074
4.95,image_stim_n.png,100.35573149996344,0.4632701000664383,28,148,Monday,faceWord_exp,103.75167839997448,100.81900160002988,0.34913859993685037,22,male,1.0236166268558873,103.28631430002861,,hierarchy,0.465364099945873,18,1,148,5,neg,p,103.63545289996546
5.61,image_stim_p.png,106.22022649995051,0.4641568000661209,28,148,Monday,faceWord_exp,109.6171716999961,106.68438330001663,0.44707700004801154,22,male,0.08756588783899029,109.15413389995228,,mushroom,0.46303780004382133,19,1,148,5,neu,n,109.6012109000003
7.51,image_stim_p.png,112.08587950002402,0.46325229993090034,28,148,Monday,faceWord_exp,115.48192299995571,112.54913179995492,0.46543179999571294,22,male,-1.6872526925643307,115.01848349999636,,cash,0.46343949995934963,20,1,148,5,pos,p,115.48391529999208
7.18,image_stim_p.png,117.9554141999688,0.4593836000422016,28,148,Monday,faceWord_exp,121.34699869994074,118.414797800011,0.43045270000584424,22,male,-1.295378487470534,120.88411099999212,,television,0.4628876999486238,21,1,148,5,pos,p,121.31456369999796
7.64,image_stim_p.png,123.81680669996422,0.46320530003868043,28,148,Monday,faceWord_exp,127.21256200002972,124.2800120000029,0.44786409998778254,22,male,-2.625984580876632,126.74940049997531,,spring,0.4631615000544116,22,1,148,5,pos,p,127.19726459996309
6.41,image_stim_p.png,129.68266869999934,0.4626588999526575,28,148,Monday,faceWord_exp,133.07808559993282,130.145327599952,0.38085179997142404,22,male,-1.211925852261804,132.61454219999723,,morning,0.46354339993558824,23,1,148,5,pos,p,132.99539399996866
2.33,image_stim_n.png,135.54733830003534,0.4634103999705985,28,148,Monday,faceWord_exp,138.9433202999644,136.01074870000593,0.43205820000730455,22,male,4.735833249102137,138.4786882000044,,grief,0.4646320999599993,24,1,148,5,neg,n,138.9107464000117
5.11,image_stim_n.png,141.41180649993476,0.464303300017491,28,148,Monday,faceWord_exp,144.80868649994954,141.87610979995225,0.29832219996023923,22,male,0.3309936143559913,144.34414980001748,,newspaper,0.4645366999320686,25,1,148,5,neu,p,144.64247199997772
3.0,image_stim_n.png,147.27723230002448,0.46424549992661923,28,148,Monday,faceWord_exp,150.67394859995693,147.7414777999511,0.41504320001695305,22,male,4.006417686109669,150.20977199997287,,dread,0.46417659998405725,26,1,148,5,neg,n,150.62481519998983
6.14,image_stim_p.png,153.14312779996544,0.4635601000627503,28,148,Monday,faceWord_exp,156.5394475000212,153.6066879000282,0.4140114999609068,22,male,-1.8816288507581482,156.0757539999904,,theater,0.4636935000307858,27,1,148,5,pos,p,156.48976549995132
5.56,image_stim_n.png,159.00735109997913,0.4645228999434039,28,148,Monday,faceWord_exp,162.40449190000072,159.47187399992254,0.3656363000627607,22,male,0.16108323717668446,161.93957559997216,,desk,0.46491630002856255,28,1,148,5,neu,n,162.30521190003492
3.12,image_stim_n.png,164.87722909997683,0.46006009995471686,28,148,Monday,faceWord_exp,168.27040999999736,165.33728919993155,0.3664938999572769,22,male,2.9843905620469613,167.80457809998188,,mosquito,0.46583190001547337,29,1,148,5,neg,n,168.17107199993916
5.79,image_stim_p.png,170.739129900001,0.46339319995604455,28,148,Monday,faceWord_exp,174.13491989998147,171.20252309995703,0.3302032999927178,22,male,-0.41434578466507305,173.67195270000957,,engineer,0.4629671999718994,30,1,148,5,neu,p,174.0021560000023
6.65,image_stim_p.png,176.6033173999749,0.46488380001392215,28,148,Monday,faceWord_exp,180.00027169997338,177.06820119998883,0.46390440000686795,22,male,-1.2194148821621404,179.5372221999569,,penguin,0.4630495000164956,31,1,148,5,pos,p,180.00112659996375
5.79,image_stim_p.png,182.46893149998505,0.463997200015001,28,148,Monday,faceWord_exp,185.86551149992738,182.93292870000005,0.49857920000795275,22,male,-0.32385553549685003,185.40166079998016,,carrot,0.4638506999472156,32,1,148,5,neu,p,185.90023999998812
7.16,image_stim_p.png,188.33635220001452,0.4620081000030041,28,148,Monday,faceWord_exp,191.73078540002462,188.79836030001752,0.44833609997294843,22,male,-1.962809513975644,191.266555899987,,bed,0.464229500037618,33,1,148,5,pos,p,191.71489199995995
5.95,image_stim_p.png,194.19954780000262,0.4640339999459684,28,148,Monday,faceWord_exp,197.59686459996738,194.6635817999486,0.48122229997534305,22,male,-0.4963231956276321,197.13206600002013,,hairbrush,0.46479859994724393,34,1,148,5,neu,p,197.61328829999547
6.05,image_stim_p.png,200.06442900002003,0.4648482999764383,28,148,Monday,faceWord_exp,203.46142539998982,200.52927729999647,0.36451350001152605,22,male,-1.4373817092238501,202.99736749997828,,drum,0.46405790001153946,35,1,148,5,pos,p,203.3618809999898
7.05,image_stim_p.png,205.92991379997693,0.4638676999602467,28,148,Monday,faceWord_exp,209.3265835000202,206.39378149993718,0.48105359997134656,22,male,-1.7441234463665167,208.86267800000496,,cherry,0.4639055000152439,36,1,148,5,pos,p,209.3437315999763
7.84,image_stim_p.png,211.7951259999536,0.46409490006044507,28,148,Monday,faceWord_exp,215.19170079997275,212.25922090001404,0.364365000044927,22,male,-2.9544920916265727,214.72786889993586,,friendly,0.4638319000368938,37,1,148,5,pos,p,215.09223389998078
2.33,image_stim_n.png,217.66073100001086,0.46384039998520166,28,148,Monday,faceWord_exp,221.05743039993104,218.12457139999606,0.4322597000282258,22,male,3.17672342877373,220.59230379993096,,dangerous,0.465126600000076,38,1,148,5,neg,n,221.02456349995919
4.65,image_stim_n.png,223.52556769992225,0.46451530000194907,28,148,Monday,faceWord_exp,226.92252989998087,223.9900829999242,0.4320972999557853,22,male,1.399169263323496,226.4575553999748,,army,0.4649745000060648,39,1,148,5,neg,n,226.8896526999306
3.71,image_stim_n.png,229.3922617000062,0.4625854999758303,28,148,Monday,faceWord_exp,232.78803489997517,229.85484719998203,0.44746649998705834,22,male,2.2468136409924253,232.32437779998872,,ambulance,0.4636570999864489,40,1,148,5,neg,n,232.77184429997578
2.9,image_stim_n.png,235.25732289999723,0.463632500031963,28,148,Monday,faceWord_exp,238.6533484000247,235.7209554000292,0.38174520002212375,22,male,3.659937177091274,238.1890143000055,,curse,0.46433410001918674,41,1,148,5,neg,n,238.57075950002763
5.12,image_stim_n.png,241.12074319995008,0.464909499976784,28,148,Monday,faceWord_exp,244.51867469993886,241.58565269992687,0.3661767999874428,22,male,0.5156614996478043,244.0532587999478,,bus,0.4654158999910578,42,1,148,5,neu,n,244.41943559993524
8.0,image_stim_p.png,246.98692209995352,0.463950700010173,28,148,Monday,faceWord_exp,250.38348800002132,247.4508727999637,0.48111559997778386,22,male,-2.641671297166366,249.9200656999601,,peaceful,0.463422300061211,43,1,148,5,pos,p,250.4011812999379
5.25,image_stim_p.png,252.8518897999311,0.4643724000779912,28,148,Monday,faceWord_exp,256.2492554000346,253.31626220000908,0.4309130000183359,22,male,0.19443075193465506,255.78543990000617,,stapler,0.4638155000284314,44,1,148,5,neu,n,256.2163529000245
5.7,image_stim_n.png,258.71814389992505,0.46370520000346005,28,148,Monday,faceWord_exp,262.11394369998015,259.1818490999285,0.5166244000429288,22,male,-1.4097678477610591,261.6489936999278,,mandolin,0.46495000005234033,45,1,148,5,neu,n,262.16561809997074
3.5,image_stim_n.png,264.58230589993764,0.4644129000371322,28,148,Monday,faceWord_exp,267.9796398000326,265.04671879997477,0.44881199998781085,22,male,2.424733943851676,267.51452269998845,,screech,0.46511710004415363,46,1,148,5,neg,n,267.96333469997626
4.89,image_stim_n.png,270.44748869992327,0.46453210001345724,28,148,Monday,faceWord_exp,273.84452579997014,270.9120207999367,0.3818558999337256,22,male,0.8708146708303101,273.3801531000063,,banker,0.4643726999638602,47,1,148,5,neg,n,273.76200899994
6.56,image_stim_p.png,276.31261499994434,0.464579000021331,28,148,Monday,faceWord_exp,279.70964140002616,276.7771939999657,0.4640207999618724,22,male,-1.410303556989907,279.2464873000281,,tea,0.46315409999806434,48,1,148,5,pos,p,279.71050809998997
5.38,image_stim_n.png,282.17820670001674,0.46406909998040646,28,148,Monday,faceWord_exp,285.57485199999064,282.64227579999715,0.3485095000360161,22,male,0.07992973296861662,285.11100539995823,,clue,0.4638466000324115,49,1,148,5,neu,n,285.45951489999425
4.81,image_stim_n.png,288.04365040000994,0.463874000008218,28,148,Monday,faceWord_exp,291.44021030003205,288.50752440001816,0.39876340003684163,22,male,0.1828236131989572,290.9753339999588,,cab,0.4648763000732288,50,1,148,5,neg,n,291.37409739999566
7.12,image_stim_p.png,293.9092566999607,0.4639393000397831,28,148,Monday,faceWord_exp,297.3059852999868,294.37319600000046,0.396997099975124,22,male,-2.3591802685249372,296.8429804999614,,applause,0.4630048000253737,51,1,148,5,pos,p,297.23997759993654
6.81,image_stim_p.png,299.77419959998224,0.4643421999644488,28,148,Monday,faceWord_exp,303.17100430000573,300.2385417999467,0.5472532999701798,22,male,-1.178487968131687,302.7078133999603,,tangerine,0.46319090004544705,52,1,148,5,pos,p,303.25506669993047
5.95,image_stim_p.png,305.64077439997345,0.4630798000143841,28,148,Monday,faceWord_exp,309.03639899997506,306.10385419998784,0.36482839996460825,22,male,-1.235914274808286,308.57229779998306,,corn,0.46410119999200106,53,1,148,5,neu,n,308.93712619994767
7.0,image_stim_p.png,311.5051768999547,0.46407980006188154,28,148,Monday,faceWord_exp,314.9013714999892,311.96925670001656,0.36458749999292195,22,male,-1.2320142343270626,314.4379061999498,,water,0.46346530003938824,54,1,148,5,pos,p,314.8024936999427
3.81,image_stim_n.png,317.37249049998354,0.4619578999700025,28,148,Monday,faceWord_exp,320.76711279992014,317.83444839995354,0.41446930007077754,22,male,2.1399531488678094,320.30284569994546,,vice,0.46426709997467697,55,1,148,5,neg,n,320.71731500001624
6.62,image_stim_p.png,323.23548119992483,0.46409200003836304,28,148,Monday,faceWord_exp,326.6319646999473,323.6995731999632,0.34824779990594834,22,male,-2.249771083793789,326.1682083000196,,intellect,0.4637563999276608,56,1,148,5,pos,p,326.51645609992556
3.9,image_stim_n.png,329.1002179000061,0.4650532000232488,28,148,Monday,faceWord_exp,332.4982206999557,329.56527110002935,0.3492192999692634,22,male,1.5300907112092572,332.03262840001844,,ant,0.4655922999372706,57,1,148,5,neg,n,332.3818476999877
5.59,image_stim_n.png,334.9656560999574,0.4643596999812871,28,148,Monday,faceWord_exp,338.3630645999219,335.4300157999387,0.46642850001808256,22,male,0.2374341841762725,337.89776520000305,,number,0.4652993999188766,58,1,148,5,neu,n,338.36419370002113
2.02,image_stim_n.png,340.8311826999998,0.46439109998755157,28,148,Monday,faceWord_exp,344.22839439997915,341.2955737999873,0.3659915999742225,22,male,4.0294120701769724,343.7628427000018,,dead,0.4655516999773681,59,1,148,5,neg,n,344.128834299976
5.95,image_stim_p.png,346.697074500029,0.4635087999049574,28,148,Monday,faceWord_exp,350.0932138999924,347.16058329993393,0.4637081000255421,22,male,-1.2450836009557775,349.63028879999183,,apricot,0.4629251000005752,60,1,148,5,neu,p,350.0939969000174
