word_score_pc,session,rt,pause_trigger_t,word,word_trigger,pause_trigger,ID,duration_measured_img,gender,word_label,correct_resp,duration_measured_word,delay_frames_before,condition,age,onset_img,key_t,duration_frames,onset_word,response,img,scan day,img_trigger,word_score_warriner,offset_word,no,offset_img,delay_frames_after
-1.5082836116280287,4,0.599286900000152,2.7315152999981365,kitchen,11,31,T1572,0.6982169000002614,female,pos,1,0.7027037999978347,336,faceWord_exp,20,7.364615599999524,7.963902499999676,42,1.0279861999988498,b,image_stim_p.png,Monday,21,6.17,1.7306899999966845,1,8.062832499999786,180
0.1872293205875,4,0.5001100000008591,12.762625399998797,elevator,13,42,T1572,0.6988951999992423,female,neu,1,0.6893572000008135,336,faceWord_exp,20,17.395044599998073,17.895154599998932,42,11.072580799998832,y,image_stim_n.png,Monday,22,5.95,11.761937999999645,2,18.093939799997315,180
0.3545861367636661,4,0.6872171000031813,22.79379969999718,put,13,42,T1572,0.7027554000014788,female,neu,1,0.6919076000012865,180,faceWord_exp,20,24.82298659999651,25.510203699999693,42,21.101239099996747,y,image_stim_n.png,Monday,22,5.09,21.793146699998033,3,25.52574199999799,336
0.7532200949518182,4,0.43714619999809656,32.82515929999863,loan,12,32,T1572,0.7026296999974875,female,neg,1,0.6942201999991084,336,faceWord_exp,20,37.45388979999916,37.89103599999726,42,31.130204699999013,y,image_stim_n.png,Monday,22,4.19,31.82442489999812,4,38.15651949999665,180
0.37753019343780747,4,0.6037098999986483,42.856452199997875,door,13,42,T1572,0.7026960000002873,female,neu,1,0.6941172999977425,336,faceWord_exp,20,47.48506859999907,48.088778499997716,42,41.16166829999929,y,image_stim_n.png,Monday,22,5.43,41.855785599997034,5,48.187764599999355,180
-2.1205664047688315,4,0.6203495000008843,52.8876915999972,trust,11,31,T1572,0.7023793000007572,female,pos,1,0.6917054999976244,336,faceWord_exp,20,57.5166352999986,58.13698479999948,42,51.195245499999146,b,image_stim_p.png,Monday,21,7.24,51.88695099999677,6,58.219014599999355,180
0.42679466080263373,4,0.5537698999978602,62.91897069999686,zone,12,32,T1572,0.7025718999975652,female,neg,1,0.6918243000000075,180,faceWord_exp,20,64.94821489999958,65.50198479999744,42,61.22652229999949,y,image_stim_n.png,Monday,22,4.75,61.918346599999495,7,65.65078679999715,336
2.0765857872261098,4,0.6201345000008587,72.95026339999822,court,12,32,T1572,0.7024352000007639,female,neg,1,0.693757100001676,336,faceWord_exp,20,77.57923409999785,78.1993685999987,42,71.25577929999781,y,image_stim_n.png,Monday,22,3.52,71.94953639999949,8,78.28166929999861,180
0.12602488928311428,4,0.5035869999992428,82.98158069999772,shoulder,13,41,T1572,0.7026422999988426,female,neu,1,0.692888599998696,180,faceWord_exp,20,85.01090679999834,85.51449379999758,42,81.28790329999902,b,image_stim_p.png,Monday,21,5.1,81.98079189999771,9,85.71354909999718,336
-1.5215329943370883,4,0.5202304999984335,93.01284579999992,bread,11,31,T1572,0.7024001999998291,female,pos,1,0.6920360999974946,336,faceWord_exp,20,97.64177719999861,98.16200769999705,42,91.3200739999993,b,image_stim_p.png,Monday,21,6.52,92.01211009999679,10,98.34417739999844,180
0.6669259665908855,4,0.553727099999378,103.04413569999815,businessman,13,42,T1572,0.7027324000009685,female,neu,1,0.6897250000001804,180,faceWord_exp,20,105.07336889999715,105.62709599999653,42,101.35378509999646,y,image_stim_n.png,Monday,22,5.38,102.04351009999664,11,105.77610129999812,336
0.29188517290671034,4,0.5704235000011977,113.07537499999671,guard,13,41,T1572,0.7025611000026402,female,neu,1,0.6917747000006784,180,faceWord_exp,20,115.10473739999725,115.67516089999845,42,111.38289359999908,b,image_stim_p.png,Monday,21,5.89,112.07466829999976,12,115.80729849999989,336
-2.066768843681998,4,0.45359710000047926,123.10655539999789,honey,11,31,T1572,0.702406799999153,female,pos,1,0.6918072000007669,180,faceWord_exp,20,125.13606969999819,125.58966679999867,42,121.41412299999865,b,image_stim_p.png,Monday,21,7.27,122.10593019999942,13,125.83847649999734,336
-0.9031069202434168,4,0.5538018999977794,133.13785519999874,boy,13,42,T1572,0.7028700999981083,female,neu,1,0.6948608000020613,336,faceWord_exp,20,137.76655329999994,138.32035519999772,42,131.44241689999762,y,image_stim_n.png,Monday,22,5.84,132.1372776999997,14,138.46942339999805,180
2.7437052692255306,4,0.5706535999997868,143.16925139999876,stampede,12,32,T1572,0.7028328000014881,female,neg,1,0.6931207999987237,336,faceWord_exp,20,147.7977671999979,148.3684207999977,42,141.4753067999991,y,image_stim_n.png,Monday,22,4.48,142.1684275999978,15,148.5005999999994,180
-0.10198134801944247,4,0.5042560000001686,153.20054209999944,saw,12,32,T1572,0.7031518000003416,female,neg,1,0.6925658000000112,180,faceWord_exp,20,155.22934779999923,155.7336037999994,42,151.50728589999926,y,image_stim_n.png,Monday,22,4.16,152.19985169999927,16,155.93249959999957,336
-1.3206920491180312,4,0.5702273000024434,163.23161499999696,harmonica,11,31,T1572,0.7025035000006028,female,pos,1,0.6927087999974901,180,faceWord_exp,20,165.26114079999752,165.83136809999996,42,161.53862329999902,b,image_stim_p.png,Monday,21,6.32,162.2313320999965,17,165.96364429999812,336
3.9974740190684885,4,0.37016379999840865,173.262978499999,accident,12,32,T1572,0.702315999998973,female,neg,1,0.69291240000166,336,faceWord_exp,20,177.89214739999807,178.26231119999647,42,171.56943539999702,y,image_stim_n.png,Monday,22,2.55,172.26234779999868,18,178.59446339999704,180
-0.3663992490442602,4,0.48733420000280603,183.29428039999766,expensive,12,32,T1572,0.7025709000008646,female,neg,1,0.6911715000023833,336,faceWord_exp,20,187.92307909999727,188.41041330000007,42,181.6024985999975,y,image_stim_n.png,Monday,22,3.36,182.29367009999987,19,188.62564999999813,180
