word_trigger,no,duration_measured_word,word,word_label,duration_frames,delay_frames_before,pause_trigger_t,age,session,gender,word_score_warriner,offset_word,condition,ID,rt,onset_img,word_score_pc,delay_frames_after,img,offset_img,img_trigger,key_t,onset_word,correct_resp,pause_trigger,response,duration_measured_img,scan day
13,11,0.6945010700001149,cabinet,neu,42,180,103.72627232400191,22,3,female,5.1,102.72397435899984,faceWord_exp,01,0.6834127469992382,105.77085955900111,0.05858023181365075,336,image_stim_p.png,106.46741529200153,21,106.45427230600035,102.02947328899972,1,41,b,0.6965557330004231,Monday
11,12,0.693979264000518,symphony,pos,42,180,113.78682029099946,22,3,female,7.15,112.78416749100143,faceWord_exp,01,0.6193497179992846,115.83028592499977,-1.9498998207384868,336,image_stim_p.png,116.52760873499938,21,116.44963564299906,112.09018822700091,1,31,b,0.6973228099996049,Monday
13,13,0.6941680039999483,spiritual,neu,42,180,123.84760101500069,22,3,female,5.82,122.84420617400247,faceWord_exp,01,0.5797633260008297,125.9107655379994,-1.5026706526379858,336,image_stim_n.png,126.60427290799998,22,126.49052886400023,122.15003817000252,1,42,y,0.6935073700005887,Monday
11,14,0.6936555259999295,butterfly,pos,42,336,133.92464584100162,22,3,female,7.23,132.92112062100205,faceWord_exp,01,0.499309118000383,138.57500885300033,-2.484088237918995,180,image_stim_p.png,139.27144040799976,21,139.0743179710007,132.22746509500212,1,31,b,0.6964315549994353,Monday
11,15,0.6915307070012204,advantage,pos,42,336,143.98476806799954,22,3,female,6.71,142.98148163800215,faceWord_exp,01,0.48334337099731783,148.63505052800247,-1.2474567486001964,180,image_stim_p.png,149.33167471200068,21,149.11839389899978,142.28995093100093,1,31,b,0.6966241839982104,Monday
12,16,0.6916748210023798,debate,neg,42,336,154.04493256299975,22,3,female,4.95,153.04169975600234,faceWord_exp,01,0.4779647479990672,158.70016552000016,1.239138220826116,180,image_stim_n.png,159.3920006920016,22,159.17813026799922,152.35002493499996,1,32,y,0.6918351720014471,Monday
12,17,0.6945704739991925,voter,neg,42,180,164.10539559700192,22,3,female,4.85,163.1018667169992,faceWord_exp,01,0.7010081010012073,166.14851808599997,-0.3331872788781821,336,image_stim_n.png,166.84487957999954,22,166.84952618700117,162.40729624300002,1,32,y,0.696361493999575,Monday
11,18,0.6941158439985884,goldfish,pos,42,180,174.165433811002,22,3,female,6.62,173.16187192399957,faceWord_exp,01,0.6505357589994674,176.2084956940016,-1.0930411682114536,336,image_stim_p.png,176.90534874500008,21,176.85903145300108,172.46775608000098,1,31,b,0.6968530509984703,Monday
12,19,0.6953902829991421,foot,neg,42,336,184.22550611100087,22,3,female,4.68,183.22234742300134,faceWord_exp,01,0.5806203239990282,188.87895295199996,0.41231466195915456,180,image_stim_n.png,189.57167795600253,22,189.459573275999,182.5269571400022,1,32,y,0.6927250040025683,Monday
12,20,0.6943443190029939,trial,neg,42,336,194.285705839,22,3,female,3.28,193.28241335500206,faceWord_exp,01,0.6988707720011007,198.93785797300006,2.3068979902815,180,image_stim_n.png,199.63203545700162,22,199.63672874500116,192.58806903599907,1,32,y,0.6941774840015569,Monday
12,21,0.6936821870003769,grievance,neg,42,180,204.34598144900156,22,3,female,3.45,203.34257367900136,faceWord_exp,01,0.6827760150008544,206.38949513899934,3.6017940902369654,336,image_stim_n.png,207.08582620200104,22,207.0722711540002,202.64889149200098,1,32,y,0.6963310630017077,Monday
11,22,0.6945489800018549,park,pos,42,180,214.40627756100002,22,3,female,7.0,213.40297598300094,faceWord_exp,01,0.7718560030007211,216.4620448630012,-1.9950971558262764,336,image_stim_p.png,217.16254891800054,21,217.23390086600193,212.7084270029991,1,31,b,0.7005040549993282,Monday
12,23,0.6911264720001782,delirium,neg,42,336,224.483212567,22,3,female,3.4,223.4798894350024,faceWord_exp,01,1.420079204999638,229.1485879819993,3.4172209593162717,180,image_stim_n.png,229.84698620999916,22,230.56866718699894,222.78876296300223,1,32,y,0.69839822799986,Monday
11,24,0.6947371950009256,hope,pos,42,336,234.5601095480015,22,3,female,7.48,233.55637430700153,faceWord_exp,01,0.467213106003328,239.21071178499915,-2.2287379941341,180,image_stim_p.png,239.90671569199912,21,239.67792489100248,232.8616371120006,1,31,b,0.6960039069999766,Monday
13,25,0.6949984929997299,year,neu,42,180,244.62005888100248,22,3,female,5.75,243.61667535400193,faceWord_exp,01,0.4652401879975514,246.66469416200198,0.5062695562835388,336,image_stim_n.png,247.36017248799908,22,247.12993434999953,242.9216768610022,1,42,y,0.6954783259971009,Monday
11,26,0.695295833000273,rose,pos,42,336,254.68039311100074,22,3,female,7.11,253.6771309450014,faceWord_exp,01,0.4750745849996747,259.3390831350007,-2.098490136277324,180,image_stim_p.png,260.04408444300134,21,259.81415772000037,252.98183511200114,1,31,b,0.7050013080006465,Monday
12,27,0.6937817770012771,volcano,neg,42,336,264.7564025230022,22,3,female,4.59,263.7534684450002,faceWord_exp,01,0.46885842100164155,269.42231043799984,2.1987551193617842,180,image_stim_n.png,270.1204456640007,22,269.8911688590015,263.0596866679989,1,32,y,0.6981352260008862,Monday
12,28,0.69413218200134,malice,neg,42,180,274.8342633070024,22,3,female,2.81,273.83092145000046,faceWord_exp,01,0.6804891579995456,276.88087578900013,3.6887696102955196,336,image_stim_n.png,277.57408542600024,22,277.5613649469997,273.1367892679991,1,32,y,0.6932096370001091,Monday
11,29,0.6937261249986477,raspberry,pos,42,180,284.89435962800053,22,3,female,7.3,283.89121084,faceWord_exp,01,0.6202931330008141,286.95093932300006,-1.4443598905895143,336,image_stim_p.png,287.65112271399994,21,287.57123245600087,283.19748471500134,1,31,b,0.7001833909998822,Monday
12,30,0.6919871519967273,tax,neg,42,180,294.97133294000014,22,3,female,3.0,293.9679487729991,faceWord_exp,01,0.6026724939983978,297.0295624220016,3.4211910580769755,336,image_stim_n.png,297.72808999500194,22,297.632234916,293.27596162100235,1,32,y,0.6985275730003195,Monday
12,31,0.6944058779990883,shame,neg,42,180,305.048270350002,22,3,female,2.62,304.0450536870012,faceWord_exp,01,0.6501648829980695,307.0915500980009,4.2618443246155895,336,image_stim_n.png,307.788001809,22,307.74171498099895,303.3506478090021,1,32,y,0.6964517109990993,Monday
13,32,0.6952697719971184,jam,neu,42,180,315.1083977240014,22,3,female,5.81,314.1050327689991,faceWord_exp,01,0.6174981769981969,317.1524804610017,-1.343270424679961,336,image_stim_p.png,317.8482297510018,21,317.7699786379999,313.40976299700196,1,41,b,0.6957492900000943,Monday
13,33,0.6954769830008445,pen,neu,42,336,325.1686516350019,22,3,female,5.63,324.16522529800204,faceWord_exp,01,0.45188131900067674,329.8186297200009,-0.23071750329615884,180,image_stim_n.png,330.5155401619995,22,330.2705110390016,323.4697483150012,1,42,y,0.6969104419986252,Monday
13,34,0.6953729479973845,gum,neu,42,336,335.2290238470014,22,3,female,5.89,334.2255630079999,faceWord_exp,01,0.8843595990001631,339.879482018001,-1.0048841857254538,180,image_stim_n.png,340.5757826299996,22,340.76384161700116,333.5301900600025,1,42,y,0.6963006119985948,Monday
13,35,0.6950267699976393,tuba,neu,42,180,345.2890194749998,22,3,female,5.58,344.2856832639991,faceWord_exp,01,0.6328381519997492,347.33330040299916,-0.945340141786388,336,image_stim_n.png,348.02908987200135,22,347.9661385549989,343.59065649400145,1,42,y,0.6957894690021931,Monday
11,36,0.6952699809990008,bird,pos,42,336,355.34923406899907,22,3,female,6.75,354.34580416600147,faceWord_exp,01,1.241086173999065,360.01022232000105,-1.0841943171680315,180,image_stim_p.png,360.7131421359991,21,361.2513084940001,353.65053418500247,1,31,b,0.7029198159980297,Monday
12,37,0.6953330559990718,cold,neg,42,336,365.42627419999917,22,3,female,4.32,364.4228193050003,faceWord_exp,01,0.7407912749986281,370.0854107430023,1.7592404876513306,180,image_stim_n.png,370.789851714002,22,370.8262020180009,363.72748624900123,1,32,y,0.7044409709997126,Monday
13,38,0.6920678289970965,egg,neu,42,180,375.5030820790016,22,3,female,5.95,374.4998847169991,faceWord_exp,01,0.6096081490031793,377.553766134999,-0.6884171372613734,336,image_stim_n.png,378.2587864720008,22,378.1633742840022,373.807816888002,1,42,y,0.7050203370017698,Monday
13,39,0.6943444639982772,pencil,neu,42,180,385.57997431900003,22,3,female,5.65,384.5767051340008,faceWord_exp,01,0.5824888349998218,387.62470902800123,0.13339963708933658,336,image_stim_p.png,388.3199980140016,21,388.20719786300106,383.8823606700025,1,41,b,0.6952889860003779,Monday
12,40,0.6942684149980778,criminal,neg,42,336,395.64018148000105,22,3,female,2.11,394.6369654709997,faceWord_exp,01,0.6409820740009309,400.3001403849994,3.6129749181587063,180,image_stim_n.png,401.0039018380012,22,400.9411224590003,393.94269705600163,1,32,y,0.703761453001789,Monday
12,41,0.6938987850007834,tobacco,neg,42,180,405.7336505509993,22,3,female,3.37,404.730323795,faceWord_exp,01,1.034099194999726,407.77848407000056,2.411295736651624,336,image_stim_n.png,408.4741188040025,22,408.8125832650003,404.0364250099992,0,32,b,0.695634734001942,Monday
12,42,0.6940124050015584,reporter,neg,42,336,415.7940095490012,22,3,female,4.57,414.7907973120018,faceWord_exp,01,0.5987313799996627,420.4452361040021,0.7962654471128737,180,image_stim_n.png,421.1409760960014,22,421.04396748400177,414.09678490700026,1,32,y,0.6957399919992895,Monday
13,43,0.6937875200019334,cafeteria,neu,42,336,425.8542749469998,22,3,female,5.68,424.8507765780014,faceWord_exp,01,0.984054948999983,430.50526088300103,-0.4971407339658378,180,image_stim_n.png,431.20073163800043,22,431.489315832001,424.15698905799945,1,42,y,0.6954707549994055,Monday
13,44,0.6948441579988867,glass,neu,42,336,435.91428467900187,22,3,female,5.48,434.91128511699935,faceWord_exp,01,0.5839610809998703,440.5649747230018,0.2046331385026182,180,image_stim_n.png,441.26138678700227,22,441.14893580400167,434.21644095900047,1,42,y,0.6964120640004694,Monday
12,45,0.6918818279991683,snub,neg,42,180,445.97427842899924,22,3,female,3.23,444.9714338570011,faceWord_exp,01,0.5793710700017982,448.02238460399894,3.9847946241932393,336,image_stim_n.png,448.71464166900114,22,448.60175567400074,444.27955202900193,1,32,y,0.6922570650021953,Monday
12,46,0.6940768379972724,cabbage,neg,42,180,456.0347720860009,22,3,female,4.6,455.0314279519989,faceWord_exp,01,0.5010136040000361,458.0793036670002,0.041184453360586966,336,image_stim_n.png,458.77457540600153,22,458.58031727100024,454.33735111400165,1,32,y,0.6952717390013277,Monday
11,47,0.6941304009997111,family,pos,42,180,466.0950199700019,22,3,female,7.25,465.0915407809989,faceWord_exp,01,0.3737098839992541,468.14802728200084,-1.6019047514101912,336,image_stim_p.png,468.85173646100156,21,468.5217371660001,464.3974103799992,1,31,b,0.7037091790007253,Monday
13,48,0.6953730150016781,toe,neu,42,180,476.1720275510015,22,3,female,5.24,475.16850095300106,faceWord_exp,01,0.8012115599995013,478.2151680040006,0.6016604903777263,336,image_stim_n.png,478.9109865210012,22,479.0163795640001,474.4731279379994,1,42,y,0.695818517000589,Monday
13,49,0.6948307979982928,patent,neu,42,336,486.23216731900175,22,3,female,5.34,485.22888402199897,faceWord_exp,01,0.5168045520003943,490.88306494100107,-0.1793860699809707,180,image_stim_n.png,491.57898030900105,22,491.39986949300146,484.5340532240007,0,42,b,0.6959153679999872,Monday
13,50,0.694584513999871,plane,neu,42,180,496.2924957159994,22,3,female,5.72,495.2890963760001,faceWord_exp,01,0.6497668090014486,498.33580246199926,0.20373950943912453,336,image_stim_p.png,499.0321701190005,21,498.9855692710007,494.5945118620002,1,41,b,0.6963676570012467,Monday
12,51,0.6947525229988969,dusty,neg,42,336,506.3525347850009,22,3,female,3.95,505.34918591300084,faceWord_exp,01,0.40237225300006685,511.0006719410012,1.8802224749820768,180,image_stim_n.png,511.6994317770004,22,511.40304419400127,504.65443339000194,1,32,y,0.6987598359992262,Monday
13,52,0.6914238689969352,jungle,neu,42,180,516.4126777950005,22,3,female,5.7,515.4094912229993,faceWord_exp,01,0.6457307980017504,518.4611733370002,0.07332602516344529,336,image_stim_n.png,519.1525222050004,22,519.106904135002,514.7180673540024,1,42,y,0.6913488680002047,Monday
11,53,0.6939298659999622,fountain,pos,42,180,526.4728997470011,22,3,female,6.26,525.4695826370007,faceWord_exp,01,0.5325200570005109,528.5168335300004,-2.0727743906520253,336,image_stim_p.png,529.2128360009992,21,529.049353587001,524.7756527710008,1,31,b,0.696002470998792,Monday
11,54,0.6946440230021835,flute,pos,42,180,536.5330996209996,22,3,female,6.29,535.5297176810018,faceWord_exp,01,0.38389776999974856,538.5765560850014,-1.6804307003665144,336,image_stim_p.png,539.2731920680017,21,538.9604538550011,534.8350736579996,1,31,b,0.6966359830003057,Monday
13,55,0.6948908790000132,reality,neu,42,336,546.5933245790002,22,3,female,5.73,545.5901612980015,faceWord_exp,01,0.6483909150010732,551.2462176549998,0.30770997164376424,180,image_stim_n.png,551.9403887080007,22,551.8946085700009,544.8952704190015,1,42,y,0.6941710530009004,Monday
11,56,0.6940635399987514,computer,pos,42,336,556.6536534190018,22,3,female,6.84,555.6503625139994,faceWord_exp,01,0.666772917000344,561.3044941480002,-1.728066945394655,180,image_stim_p.png,562.0005452400001,21,561.9712670650006,554.9562989740007,1,31,b,0.6960510919998342,Monday
13,57,0.6929690139986633,witness,neu,42,180,566.7138090139997,22,3,female,5.61,565.7103153040007,faceWord_exp,01,1.4021430000029795,568.7577808829992,0.5990623206044929,336,image_stim_n.png,569.4536808420016,22,570.1599238830022,565.017346290002,1,42,y,0.6958999590024177,Monday
11,58,0.6939813810022315,agreement,pos,42,336,576.7906919060006,22,3,female,6.75,575.7873877980019,faceWord_exp,01,0.700691204998293,581.4415818070011,-1.2126784285084091,180,image_stim_p.png,582.1374541250007,21,582.1422730119994,575.0934064169996,1,31,b,0.6958723179996014,Monday
11,59,0.700471332998859,car,pos,42,180,586.8675751100018,22,3,female,6.63,585.8642575470003,faceWord_exp,01,0.7459444849991996,588.9158388370015,-1.4106928476010352,336,image_stim_p.png,589.607501808001,21,589.6617833220007,585.1637862140014,1,31,b,0.6916629709994595,Monday
12,60,0.6938541279996571,cyclone,neg,42,336,596.9277999250007,22,3,female,3.47,595.9240986639998,faceWord_exp,01,0.9347895509999944,601.5779897350003,3.583082910341294,180,image_stim_n.png,602.2746937660013,22,602.5127792860003,595.2302445360001,1,32,y,0.6967040310009907,Monday
