gender,pause_trigger_t,delay_frames_before,duration_frames,img,no,offset_word,condition,rt,img_trigger,response,onset_img,ID,word_score_warriner,delay_frames_after,word,session,duration_measured_img,correct_resp,offset_img,onset_word,scan day,key_t,duration_measured_word,pause_trigger,age,word_score_pc,word_label,word_trigger
female,193.91173409996554,180,42,image_stim_n.png,20,192.90968229994178,faceWord_exp,0.6103354999795556,22,y,195.95252169994637,Dolly,2.53,336,lost,6,0.6928857000311837,1,196.64540739997756,192.214552899939,Monday,196.56285719992593,0.6951294000027701,32,23,3.7741942061665816,neg,12
female,203.9519831999205,336,42,image_stim_n.png,21,202.9500455999514,faceWord_exp,0.6199851999990642,22,y,208.60220059996936,Dolly,2.86,180,fee,6,0.6855491999303922,1,209.28774979989976,202.25474050000776,Monday,209.22218579996843,0.6953050999436527,32,23,2.6698720582687456,neg,12
female,213.99218449997716,180,42,image_stim_n.png,22,212.98996679997072,faceWord_exp,0.6043473000172526,22,y,216.0211425999878,Dolly,4.75,336,rake,6,0.6873148999875411,1,216.70845749997534,212.3013718998991,Monday,216.62548990000505,0.6885949000716209,32,23,0.5993691927879942,neg,12
female,224.01519979990553,180,42,image_stim_n.png,23,223.01347369991709,faceWord_exp,0.47285000002011657,22,y,226.04377599991858,Dolly,3.94,336,lawyer,6,0.6897924999939278,1,226.7335684999125,222.31740659999195,Monday,226.5166259999387,0.6960670999251306,32,23,1.4290259416609457,neg,12
female,234.03825049998704,180,42,image_stim_n.png,24,233.03743939998094,faceWord_exp,0.5370722999796271,22,y,236.10445009998512,Dolly,4.42,336,protest,6,0.6858903999673203,1,236.79034049995244,232.34118839993607,Monday,236.64152239996474,0.6962510000448674,32,23,1.346131993343653,neg,12
female,244.09489499998745,180,42,image_stim_p.png,25,243.0934755000053,faceWord_exp,0.5952762000961229,21,b,246.1193304999033,Dolly,6.38,336,hygiene,6,0.6941032001050189,1,246.81343370000832,242.40114619990345,Monday,246.71460669999942,0.6923293001018465,31,23,-1.613773182399739,pos,11
female,254.11837649997324,336,42,image_stim_n.png,26,253.11746159999166,faceWord_exp,0.5523728999542072,22,y,258.7537890999811,Dolly,5.9,180,medicine,6,0.6851842999458313,1,259.4389733999269,252.42261449992657,Monday,259.3061619999353,0.6948471000650898,42,23,0.597486551423763,neu,13
female,264.1425518000033,180,42,image_stim_p.png,27,263.1423928999575,faceWord_exp,0.35563600005116314,21,b,266.1720959999366,Dolly,7.0,336,pumpkin,6,0.688399099977687,1,266.86049509991426,262.443885799963,Monday,266.52773199998774,0.6985070999944583,31,23,-1.1380831950062478,pos,11
female,274.1655131999869,180,42,image_stim_n.png,28,273.1651959998999,faceWord_exp,0.35894379997625947,22,y,276.1916641999269,Dolly,3.14,336,rumor,6,0.6924588000401855,1,276.8841229999671,272.47016849997453,Monday,276.55060799990315,0.6950274999253452,32,23,3.1728286127179004,neg,12
female,284.18972699996084,180,42,image_stim_n.png,29,283.1873762999894,faceWord_exp,0.619861299986951,22,y,286.22198449994903,Dolly,3.25,336,politician,6,0.6857183000538498,1,286.9077028000029,282.49607549991924,Monday,286.841845799936,0.6913008000701666,32,23,1.7380634654586231,neg,12
female,294.21305449993815,336,42,image_stim_p.png,30,293.2117486000061,faceWord_exp,0.5673004999989644,21,b,298.8504154999973,Dolly,5.33,180,prairie,6,0.6829703999683261,1,299.53338589996565,292.519621299929,Monday,299.4177159999963,0.692127300077118,41,23,-1.1818642926883074,neu,13
female,304.2373864999972,336,42,image_stim_p.png,31,303.23445759993047,faceWord_exp,0.52191839995794,21,b,308.86948949994985,Dolly,5.65,180,comb,6,0.6868512999499217,1,309.5563407998998,302.54069729999173,Monday,309.3914078999078,0.6937602999387309,41,23,-0.15774590184623308,neu,13
female,314.2592993999133,180,42,image_stim_p.png,32,313.25885529990774,faceWord_exp,0.6180092999711633,21,b,316.29425369994715,Dolly,5.26,336,accordion,6,0.6840915000066161,1,316.97834519995376,312.56631349993404,Monday,316.9122629999183,0.6925417999736965,41,23,-0.8574934623041074,neu,13
female,324.2836781999795,336,42,image_stim_n.png,33,323.2823353999993,faceWord_exp,0.45175609993748367,22,y,328.9371635999996,Dolly,1.94,180,prison,6,0.6826381999999285,1,329.61980179999955,322.5886331999209,Monday,329.3889196999371,0.6937022000784054,32,23,3.587794463102913,neg,12
female,334.323538800003,336,42,image_stim_p.png,34,333.32253459992353,faceWord_exp,0.4654699000529945,21,b,338.9622618999565,Dolly,7.33,180,chipmunk,6,0.6979146000230685,1,339.66017649997957,332.62917390000075,Monday,339.4277318000095,0.6933606999227777,31,23,-1.071197614358652,pos,11
female,344.3639240999473,180,42,image_stim_p.png,35,343.362948999973,faceWord_exp,0.6118415000382811,21,b,346.38779899990186,Dolly,5.21,336,church,6,0.6948285000398755,1,347.08262749994174,342.66708629997447,Monday,346.99964049994014,0.6958626999985427,41,23,0.4070035035588155,neu,13
female,354.38745649997145,336,42,image_stim_n.png,36,353.38619929994456,faceWord_exp,0.35361879994161427,22,y,359.02212300000247,Dolly,3.19,180,old,6,0.685555599979125,1,359.7076785999816,352.69082369992975,Monday,359.3757417999441,0.6953756000148132,32,23,1.5556418242275696,neg,12
female,364.41183419991285,180,42,image_stim_n.png,37,363.4109601000091,faceWord_exp,0.38597820000723004,22,b,366.44416879990604,Dolly,5.05,336,bugle,6,0.6850240000057966,0,367.12919279991183,362.7165158999851,Monday,366.83014699991327,0.6944442000240088,42,23,-0.441124933220443,neu,13
female,374.43479460000526,336,42,image_stim_n.png,38,373.43332989991177,faceWord_exp,0.6181848000269383,22,y,379.07063759991433,Dolly,3.89,180,judge,6,0.6838692000601441,1,379.7545067999745,372.7463345999131,Monday,379.6888223999413,0.6869952999986708,32,23,1.421533554407035,neg,12
female,384.45914359996095,336,42,image_stim_p.png,39,383.4571729999734,faceWord_exp,0.6222810000181198,21,b,389.12414909992367,Dolly,7.11,180,blueberry,6,0.6873933000024408,1,389.8115423999261,382.76304170000367,Monday,389.7464300999418,0.6941312999697402,31,23,-1.4048581699918157,pos,11
female,394.5150905000046,180,42,image_stim_p.png,40,393.5146047999151,faceWord_exp,0.48402099998202175,21,b,396.550063499948,Dolly,6.72,336,river,6,0.682770499959588,1,397.2328339999076,392.817308699945,Monday,397.03408449993003,0.6972960999701172,31,23,-1.8284590275958619,pos,11
female,404.53885669994634,336,42,image_stim_p.png,41,403.5381151000038,faceWord_exp,0.4004600999178365,21,b,409.1756655999925,Dolly,6.32,180,elm,6,0.6829496999271214,1,409.8586152999196,402.8443956999108,Monday,409.57612569991034,0.6937194000929594,31,23,-1.1812540207039297,pos,11
female,414.56254539999645,180,42,image_stim_p.png,42,413.56120719993487,faceWord_exp,0.38876860006712377,21,b,416.5922237999039,Dolly,6.92,336,sun,6,0.687480500084348,1,417.2797042999882,412.8655147999525,Monday,416.980992399971,0.695692399982363,31,23,-1.2017878999114775,pos,11
female,424.5850117999362,180,42,image_stim_p.png,43,423.5845555999549,faceWord_exp,0.6647821000078693,21,b,426.6226082999492,Dolly,7.15,336,girl,6,0.6974081000080332,1,427.32001639995724,422.89288249996025,Monday,427.2873903999571,0.6916730999946594,31,23,-1.313583728320736,pos,11
female,434.626061799936,180,42,image_stim_n.png,44,433.62448209989816,faceWord_exp,0.5725152000086382,22,y,436.6599699999206,Dolly,5.8,336,finger,6,0.6832904000766575,1,437.34326039999723,432.93109169998206,Monday,437.2324851999292,0.6933903999160975,42,23,-0.3659926056186196,neu,13
female,444.6501400999259,336,42,image_stim_p.png,45,443.64823429996613,faceWord_exp,0.46146919997408986,21,b,449.29185629996937,Dolly,6.37,180,parade,6,0.6941686000209302,1,449.9860248999903,442.95809249999,Monday,449.75332549994346,0.6901417999761179,31,23,-2.3709211732995845,pos,11
female,454.6897581999656,180,42,image_stim_p.png,46,453.6885889999103,faceWord_exp,0.6167529000667855,21,b,456.7241834999295,Dolly,6.67,336,dolphin,6,0.6832820000126958,1,457.4074654999422,452.998302299995,Monday,457.3409363999963,0.6902866999153048,31,23,-2.035068499528653,pos,11
female,464.71341540000867,180,42,image_stim_n.png,47,463.71188219997566,faceWord_exp,0.38950199994724244,22,y,466.75878489995375,Dolly,4.32,336,crow,6,0.68899319996126,1,467.447778099915,463.0172595999902,Monday,467.148286899901,0.6946225999854505,32,23,0.8985553834191027,neg,12
female,474.7534826999763,180,42,image_stim_n.png,48,473.7524410999613,faceWord_exp,0.5480901999399066,22,y,476.7901477999985,Dolly,5.89,336,chair,6,0.6983029999537393,1,477.48845079995226,473.05980319995433,Monday,477.3382379999384,0.6926379000069574,42,23,-0.4928774877246448,neu,13
female,484.7937741999049,180,42,image_stim_p.png,49,483.79247829993255,faceWord_exp,0.6033686000155285,21,b,486.82642059994396,Dolly,6.61,336,camera,6,0.6855618000263348,1,487.5119823999703,483.10084049997386,Monday,487.4297891999595,0.6916377999586985,31,23,-1.0219663684796234,pos,11
female,494.81763639999554,336,42,image_stim_p.png,50,493.81620119989384,faceWord_exp,0.6081365999998525,21,b,499.44662489998154,Dolly,5.64,180,big,6,0.6905216999584809,1,500.13714659994,493.12163720000535,Monday,500.0547614999814,0.6945639998884872,41,23,0.6345811289687322,neu,13
female,504.8577709000092,336,42,image_stim_n.png,51,503.8563393999357,faceWord_exp,0.5935827000066638,22,y,509.5011727999663,Dolly,3.38,180,woe,6,0.6926544000161812,1,510.1938271999825,503.1464982999023,Monday,510.09475549997296,0.7098411000333726,32,23,4.673386290788297,neg,12
female,514.897702199989,336,42,image_stim_p.png,52,513.8966620999854,faceWord_exp,0.4552611999679357,21,b,519.5293017999502,Dolly,7.53,180,honeymoon,6,0.688336499966681,1,520.2176382999169,513.2026951999869,Monday,519.9845629999181,0.693966899998486,31,23,-3.0889019952949432,pos,11
female,524.9203228999395,180,42,image_stim_n.png,53,523.9192662999267,faceWord_exp,0.5785753999371082,22,y,526.9437178999651,Dolly,4.11,336,folly,6,0.6944918000372127,1,527.6382097000023,523.2220815999899,Monday,527.5222932999022,0.6971846999367699,32,23,2.52891321026023,neg,12
female,534.9446873998968,336,42,image_stim_n.png,54,533.9438424999826,faceWord_exp,0.5988114000065252,22,y,539.6008287000004,Dolly,5.49,180,table,6,0.6973923000041395,1,540.2982210000046,533.2497493999545,Monday,540.199640100007,0.6940931000281125,42,23,0.1576901893660491,neu,13
female,545.002336799982,180,42,image_stim_p.png,55,544.0002145000035,faceWord_exp,0.34348639997188,21,b,547.0434270999394,Dolly,6.21,336,handshake,6,0.692517300019972,1,547.7359443999594,543.3081544999732,Monday,547.3869134999113,0.6920600000303239,31,23,-1.283661754694624,pos,11
female,555.0419308999553,336,42,image_stim_n.png,56,554.0402271999046,faceWord_exp,0.5626816999865696,22,y,559.6834602999734,Dolly,5.95,180,escalator,6,0.6950905999401584,1,560.3785508999135,553.3450148999691,Monday,560.24614199996,0.6952122999355197,42,23,-0.1293625696653618,neu,13
female,565.0829790999414,336,42,image_stim_n.png,57,564.0809915999416,faceWord_exp,0.551451800041832,22,y,569.7185302999569,Dolly,2.79,180,gunshot,6,0.6819508000044152,1,570.4004810999613,563.3869508999633,Monday,570.2699820999987,0.694040699978359,32,23,3.2726955917764444,neg,12
female,575.1055891999276,336,42,image_stim_p.png,58,574.1042769999476,faceWord_exp,0.6033334999810904,21,b,579.7405927999644,Dolly,5.1,180,role,6,0.684976699994877,1,580.4255694999592,573.4085963999387,Monday,580.3439262999455,0.6956806000089273,41,23,0.07641955756997082,neu,13
female,585.1293159999186,336,42,image_stim_n.png,59,584.1281885999488,faceWord_exp,0.45680459996219724,22,y,589.7593327999348,Dolly,4.55,180,law,6,0.6896665999665856,1,590.4489993999014,583.4314514999278,Monday,590.216137399897,0.6967371000209823,32,23,0.7240429444440241,neg,12
female,595.1536949999863,336,42,image_stim_n.png,60,594.1519630999537,faceWord_exp,0.5869129000930116,22,y,599.7863435999025,Dolly,4.59,180,mayor,6,0.6855405000969768,1,600.4718840999994,593.4594373999862,Monday,600.3732564999955,0.6925256999675184,32,23,0.3271241198863318,neg,12
