correct_resp,condition,duration_measured_img,session,img,img_trigger,duration_measured_word,delay_frames_before,onset_img,pause_trigger_t,rt,key_t,duration_frames,age,word,word_score_warriner,delay_frames_after,gender,word_score_pc,word_label,onset_word,response,offset_word,offset_img,ID,word_trigger,scan day,pause_trigger,no
1,faceWord_exp,0.6972504510013096,2,image_stim_n.png,22,0.6937976730005175,336,305.3465742119988,300.6480961570014,0.8846586500003468,306.23123286199916,42,22,heavy,4.78,180,female,1.3393636650983416,neg,298.49860677700053,y,299.19240445000105,306.0438246630001,01,12,Monday,32,28
1,faceWord_exp,0.8521479750015715,2,image_stim_p.png,21,0.6999628590019711,180,313.79975485999967,310.92571244699866,2.1244664680016285,315.9242213280013,42,22,highway,5.19,336,female,0.650019808676411,neu,309.07075241599887,b,309.77071527500084,314.65190283500124,01,13,Monday,41,29
1,faceWord_exp,0.9519891849995474,2,image_stim_p.png,21,0.6916323279983771,180,326.3499119529988,323.30979472800027,0.739286471001833,327.08919842400064,42,22,spaghetti,6.91,336,female,-1.7539828459428422,pos,321.1446348710015,b,321.83626719899985,327.30190113799836,01,11,Monday,31,30
1,faceWord_exp,0.6961658540021745,2,image_stim_n.png,22,0.6945062680024421,336,340.44137138899896,335.2225944519996,1.3854066679996322,341.8267780569986,42,22,whole,5.86,180,female,0.10630403813009667,neu,333.5246591799987,y,334.21916544800115,341.13753724300113,01,13,Monday,42,31
1,faceWord_exp,0.6968454130001192,2,image_stim_p.png,21,0.6951759019975725,180,348.2783850269989,346.2352409080013,1.45214978399963,349.7305348109985,42,22,tree,7.59,336,female,-1.3695211950901562,pos,344.53688375300044,b,345.232059654998,348.975230439999,01,11,Monday,31,32
1,faceWord_exp,0.6971128490004048,2,image_stim_p.png,21,0.6942121960018994,180,358.33835068999906,356.2954495640006,0.6514265400001022,358.98977722999916,42,22,sailboat,6.81,336,female,-1.5621536719325724,pos,354.5979534379985,b,355.2921656340004,359.03546353899947,01,11,Monday,31,33
1,faceWord_exp,0.6967568619984377,2,image_stim_p.png,21,0.6955411369999638,336,371.47339197100155,366.823554863,0.6849113489988667,372.1583033200004,42,22,day,6.36,180,female,-1.2502658664257256,pos,365.1248605990004,b,365.82040173600035,372.170148833,01,11,Monday,31,34
1,faceWord_exp,0.9426731629973801,2,image_stim_p.png,21,0.693527183997503,180,379.33328537800116,376.8839723819983,1.0145277960000385,380.3478131740012,42,22,asparagus,5.43,336,female,-0.34443889393116306,neu,375.1869359250013,b,375.8804631089988,380.27595854099854,01,13,Monday,41,35
1,faceWord_exp,1.0150313129997812,2,image_stim_n.png,22,1.2118122169995331,336,396.190197543001,390.9046647639989,0.5674602099970798,396.75765775299806,42,22,cough,3.57,180,female,2.483224745184551,neg,388.2228113630008,y,389.43462358000033,397.20522885600076,01,12,Monday,32,36
1,faceWord_exp,0.8612990450019424,2,image_stim_n.png,22,0.6917792669992195,180,405.0668401549992,403.0203430190013,1.7843085439999413,406.85114869899917,42,22,angry,2.53,336,female,3.4296451702105397,neg,401.3252026320006,y,402.0169818989998,405.92813920000117,01,12,Monday,32,37
1,faceWord_exp,0.696781678001571,2,image_stim_p.png,21,0.6952805490000173,180,417.7473272979987,415.2697076500008,0.7842900800023926,418.5316173780011,42,22,luck,6.73,336,female,-2.2291915044129413,pos,413.5711756970013,b,414.2664562460013,418.4441089760003,01,11,Monday,31,38
1,faceWord_exp,0.6965482349987724,2,image_stim_p.png,21,0.6946766610017221,336,430.4147379210008,425.76438912699814,0.6663557479987503,431.08109366899953,42,22,mercy,6.4,180,female,-1.0752281295040744,pos,424.06645601299897,b,424.7611326740007,431.11128615599955,01,11,Monday,31,39
1,faceWord_exp,0.6978447239998786,2,image_stim_n.png,22,0.6944951969999238,336,440.47356316199875,435.8252661430015,0.9360841029993026,441.40964726499806,42,22,theory,5.65,180,female,0.1106807997481866,neu,434.12677976399937,y,434.8212749609993,441.17140788599863,01,13,Monday,42,40
1,faceWord_exp,0.6970530399994459,2,image_stim_n.png,22,0.6956748429984145,336,450.53460313699907,445.88503531699826,1.5365675749999355,452.071170711999,42,22,lab,4.57,180,female,0.2032181950076048,neg,444.1856118430005,y,444.88128668599893,451.2316561769985,01,12,Monday,32,41
1,faceWord_exp,0.7049186080002983,2,image_stim_p.png,21,0.6944609889978892,180,457.99674170900107,455.9449909920004,0.5591205659984553,458.5558622749995,42,22,monkey,5.82,336,female,-0.6680004122251881,neu,454.24718851500074,b,454.94164950399863,458.70166031700137,01,13,Monday,41,42
1,faceWord_exp,0.696677494001051,2,image_stim_p.png,21,0.6925544590012578,180,468.06518753699856,466.02186473500115,1.5866873770028178,469.6518749140014,42,22,artist,6.76,336,female,-1.2978987804410356,pos,464.3258054079997,b,465.018359867001,468.7618650309996,01,11,Monday,31,43
1,faceWord_exp,0.692369290998613,2,image_stim_p.png,21,1.0790407120002783,180,479.9670362729994,477.9204943420009,0.7627818809996825,480.7298181539991,42,22,knowledge,7.28,336,female,-1.6425048482978826,pos,475.83977987099934,b,476.9188205829996,480.659405563998,01,11,Monday,31,44
1,faceWord_exp,0.7044394739968993,2,image_stim_n.png,22,0.6955754670016177,180,490.0328856570013,487.9807189029998,0.52463465099936,490.5575203080007,42,22,axe,3.48,336,female,0.7321109855355353,neg,486.2817122669985,y,486.97728773400013,490.7373251309982,01,12,Monday,32,45
1,faceWord_exp,0.6959578040004999,2,image_stim_n.png,22,0.6954382510011783,336,502.70836526199855,498.05740817400147,0.7167854260005697,503.4251506879991,42,22,pan,5.15,180,female,0.3296196251321362,neu,496.3586607299985,y,497.0540989809997,503.40432306599905,01,13,Monday,42,46
1,faceWord_exp,0.7019474529988656,2,image_stim_p.png,21,0.6935366280013113,336,512.7787245079999,508.11772272099915,1.2557757360009418,514.0345002440008,42,22,restaurant,6.95,180,female,-2.0702836690965865,pos,506.42027361099827,b,507.1138102389996,513.4806719609987,01,11,Monday,31,47
1,faceWord_exp,0.692536086000473,2,image_stim_p.png,21,1.0470521919996827,336,524.5530588990005,519.5659979390002,0.5629232530009176,525.1159821520014,42,22,piano,6.4,180,female,-1.7947555393350414,pos,517.0974735480013,b,518.144525740001,525.2455949850009,01,11,Monday,31,48
1,faceWord_exp,0.7019955640025728,2,image_stim_n.png,22,0.9973780209984398,336,536.5754743699981,531.3473090939988,1.9085830360018008,538.4840574059999,42,22,jaw,4.41,180,female,0.16339675594021513,neg,528.9613978140005,y,529.958775834999,537.2774699340007,01,12,Monday,32,49
1,faceWord_exp,0.6969707149983151,2,image_stim_n.png,22,0.6963287209982809,336,546.6414114930012,541.9924748609992,0.7522350679973897,547.3936465609986,42,22,van,4.43,180,female,-0.14866519221167074,neg,540.2917212749999,y,540.9880499959982,547.3383822079995,01,12,Monday,32,50
1,faceWord_exp,0.7039786969980923,2,image_stim_p.png,21,0.6938512019987684,336,557.1458236920007,552.4861361299991,0.7417039440006192,557.8875276360013,42,22,fireworks,6.8,180,female,-1.926056195769395,pos,550.789026896,b,551.4828780979988,557.8498023889988,01,11,Monday,31,51
1,faceWord_exp,0.6927103490015725,2,image_stim_n.png,22,0.6912231939968478,336,567.2173900109992,562.5629762649987,1.7675463920022594,568.9849364030015,42,22,street,5.07,180,female,0.3228926581020319,neu,560.8685139990012,y,561.559737192998,567.9101003600008,01,13,Monday,42,52
1,faceWord_exp,0.696774441999878,2,image_stim_n.png,22,1.128756007001357,180,576.471239868999,574.0948395410014,0.7855051149999781,577.2567449839989,42,22,apartment,5.72,336,female,-0.5485436049411244,neu,571.5119566079993,y,572.6407126150007,577.1680143109988,01,13,Monday,42,53
1,faceWord_exp,0.7007295620023797,2,image_stim_n.png,22,1.1325962279988744,180,589.2012513109985,586.2270410050005,1.2065479440025229,590.407799255001,42,22,perjury,2.95,336,female,3.222893544100452,neg,583.5751910760009,y,584.7077873039998,589.9019808730009,01,12,Monday,32,54
0,faceWord_exp,1.0359500680024212,2,image_stim_n.png,22,0.7282667819999915,180,602.6381085639987,599.6299092150002,0.7877480480019585,603.4258566120006,42,22,landslide,4.76,336,female,3.561717315569441,neg,597.4134259310013,b,598.1416927130012,603.6740586320011,01,12,Monday,32,55
1,faceWord_exp,0.6967802139988635,2,image_stim_p.png,21,0.6937628280029458,336,616.8457923589995,612.1958373769994,1.302032642000995,618.1478250010005,42,22,attribute,5.67,180,female,-0.32263149533554664,neu,610.4984516849981,b,611.1922145130011,617.5425725729983,01,13,Monday,41,56
1,faceWord_exp,1.0186585480005306,2,image_stim_n.png,22,1.0137621339999896,180,626.368176486998,623.4264783139988,1.2895483390020672,627.657724826,42,22,verb,5.27,336,female,0.17918122123944408,neu,620.8755570940011,y,621.8893192280011,627.3868350349985,01,13,Monday,42,57
,faceWord_exp,0.6947967249980138,2,image_stim_p.png,21,0.6929988869997032,336,642.1149811920004,637.4460966570005,,,42,22,nose,5.5,180,female,-0.049892793833906636,neu,635.749948834,,636.4429477209997,642.8097779169984,01,13,Monday,41,58
1,faceWord_exp,0.6928703720004705,2,image_stim_n.png,22,0.7003101150003204,336,652.193963073998,647.5397850289992,1.0981523860027664,653.2921154600008,42,22,sick,2.29,180,female,3.4738609063027237,neg,645.836520820998,y,646.5368309359983,652.8868334459985,01,12,Monday,32,59
1,faceWord_exp,0.6962710879997758,2,image_stim_n.png,22,0.6939702870004112,336,662.2504110189984,657.600233541998,2.1715333989995997,664.421944417998,42,22,business,5.48,180,female,-0.06058349899147484,neu,655.9028284310007,y,656.5967987180011,662.9466821069982,01,13,Monday,42,60
