duration_measured_word,delay_frames_after,word_score_pc,condition,scan day,word_trigger,word_score_warriner,offset_img,onset_img,word,pause_trigger,ID,onset_word,session,gender,duration_measured_img,key_t,delay_frames_before,img,correct_resp,rt,pause_trigger_t,offset_word,word_label,img_trigger,response,duration_frames,no,age
0.695462531002704,180,-1.6708771386143015,faceWord_exp,Tuesday,11,6.9,419.6849757719974,418.97758497599716,pineapple,31,jules,412.65198670699465,1,female,0.7073907960002543,419.4381311049947,336,image_stim_p.png,0,0.460546128997521,414.34962353800074,413.34744923799735,pos,21,k,42,42,20
0.6966575749975163,336,0.397042668763988,faceWord_exp,Tuesday,12,4.21,427.1218146309984,426.4161683439961,policeman,32,jules,422.6900532660002,1,female,0.7056462870023097,426.9415670369999,180,image_stim_n.png,0,0.5253986930038081,424.38773484899866,423.3867108409977,neg,22,l,42,43,20
0.6972020100001828,336,0.11872473318936595,faceWord_exp,Tuesday,13,5.22,437.1599706979978,436.4549680959972,noun,42,jules,432.7277597700013,1,female,0.7050026020006044,436.84524867699656,180,image_stim_n.png,0,0.3902805809993879,434.4258276729961,433.42496178000147,neu,22,l,42,44,20
0.6950071480023325,180,-2.1296901000704778,faceWord_exp,Tuesday,11,7.0,449.7993335919964,449.0932211679974,zoo,31,jules,442.76689768199867,1,female,0.7061124239990022,449.76904120700056,336,image_stim_p.png,0,0.6758200390031561,444.4628378799971,443.461904830001,pos,21,k,42,45,20
0.6945767409997643,180,3.2148840110758776,faceWord_exp,Tuesday,12,4.0,459.8373733029948,459.1339674369956,avalanche,32,jules,452.80636205699557,1,female,0.7034058659992297,459.52241247699567,336,image_stim_n.png,0,0.38844504000007873,454.5020139920016,453.50093879799533,neg,22,l,42,46,20
0.69647351000458,180,-1.3575770021145472,faceWord_exp,Tuesday,13,5.8,469.8754818919988,469.1700680389986,tomato,42,jules,462.84252350499446,1,female,0.7054138530002092,469.51015553199977,336,image_stim_n.png,1,0.34008749300119234,464.540169975,463.53899701499904,neu,22,k,42,47,20
0.69701399999758,180,-0.277657621999038,faceWord_exp,Tuesday,13,5.42,479.91358872099954,479.20806322000135,man,41,jules,472.88026450199686,1,female,0.705525500998192,,336,image_stim_p.png,,,474.57822587600094,473.57727850199444,neu,21,,42,48,20
0.6983624300046358,336,-1.1648995537800455,faceWord_exp,Tuesday,11,6.15,487.3336921309965,486.64269925499684,plum,31,jules,482.91689880899503,1,female,0.6909928759996546,487.2205709839982,180,image_stim_p.png,0,0.5778717290013446,484.6162556290001,483.61526123899966,pos,21,k,42,49,20
0.6983038170001237,180,0.1935892361901769,faceWord_exp,Tuesday,13,5.44,499.95632001399645,499.2653121539988,bridge,41,jules,492.93835127299826,1,female,0.6910078599976259,499.7093174749971,336,image_stim_p.png,0,0.44400532099825796,494.63774801799445,493.6366550899984,neu,21,k,42,50,20
0.697069139998348,180,-2.3673221107876317,faceWord_exp,Tuesday,11,7.25,509.99423707599635,509.2888051639966,garden,31,jules,502.9611075139983,1,female,0.7054319119997672,509.7464076010001,336,image_stim_p.png,0,0.45760243700351566,504.6591582569963,503.65817665399663,pos,21,k,42,51,20
0.696429456002079,180,2.561630339716405,faceWord_exp,Tuesday,12,3.52,520.032499271998,519.3268764879977,hospital,32,jules,512.9997167049951,1,female,0.7056227840002975,519.8190181929967,336,image_stim_n.png,0,0.49214170499908505,514.6972723829967,513.6961461609972,neg,22,l,42,52,20
0.6968848800024716,336,-1.1856791528275217,faceWord_exp,Tuesday,13,5.88,527.4695676269985,526.7638057219956,hamster,41,jules,523.0374269899985,1,female,0.7057619050028734,527.4225789439952,180,image_stim_p.png,0,0.6587732219995814,524.7352540219945,523.734311870001,neu,21,k,42,53,20
0.6959996529985801,180,-1.0613549170130714,faceWord_exp,Tuesday,11,6.36,540.1086920980015,539.4031844130004,boat,31,jules,533.0753092969971,1,female,0.7055076850010664,539.9777800209995,336,image_stim_p.png,0,0.574595607999072,534.7733972860005,533.7713089499957,pos,21,k,42,54,20
0.7042851880032686,336,1.5906822936049958,faceWord_exp,Tuesday,12,4.8,547.5622175600001,546.8591634859986,mouse,32,jules,543.1224762329948,1,female,0.7030540740015567,547.4809194219997,180,image_stim_n.png,0,0.6217559360011364,544.8281481629965,543.8267614209981,neg,22,l,42,55,20
0.6966257770036464,180,1.9014187675556817,faceWord_exp,Tuesday,12,4.23,560.2015527219992,559.4959293089996,alligator,32,jules,553.1686196649971,1,female,0.7056234129995573,559.9715221410006,336,image_stim_n.png,0,0.47559283200098434,554.866253068998,553.8652454420007,neg,22,l,42,56,20
0.697458122005628,336,-0.8455595735963974,faceWord_exp,Tuesday,13,5.81,567.6384274160009,566.9332953379999,whale,41,jules,563.205995708995,1,female,0.7051320780010428,567.6084761349994,180,image_stim_p.png,0,0.6751807969994843,564.9042346009956,563.9034538310007,neu,21,k,42,57,20
0.6965724199981196,336,-1.1443669013398097,faceWord_exp,Tuesday,11,6.85,577.6764792620015,576.9699846840012,moral,31,jules,573.2444992039964,1,female,0.7064945780002745,577.5122229599947,180,image_stim_p.png,0,0.5422382759934408,574.9425505149993,573.9410716239945,pos,21,k,42,58,20
0.6962889219939825,336,0.7573178762670367,faceWord_exp,Tuesday,12,4.55,587.7312158959976,587.0257309549997,meeting,32,jules,583.2998666380008,1,female,0.7054849409978488,587.5661794439948,180,image_stim_n.png,0,0.5404484889950254,584.9971987019962,583.9961555599948,neg,22,l,42,59,20
0.6980404440037091,180,-1.2313279950095668,faceWord_exp,Tuesday,11,7.68,600.3701553079954,599.66505263,new,31,jules,593.336175036995,1,female,0.7051026779954555,600.3071052550004,336,image_stim_p.png,0,0.6420526250003604,595.0352291609961,594.0342154809987,pos,21,k,42,60,20
