pause_trigger_t,word_score_warriner,session,offset_img,img_trigger,duration_frames,age,rt,word_score_pc,pause_trigger,gender,delay_frames_before,delay_frames_after,correct_resp,no,condition,offset_word,duration_measured_word,ID,duration_measured_img,key_t,img,onset_img,word_trigger,word,scan day,word_label,onset_word,response
343.8250857509993,5.57,5,349.1411123190046,21,42,22,-4.8398788170015905,-1.1343736111597311,41,female,336,180,1,35,faceWord_exp,342.824587731011,0.6961822810117155,C,0.6915510359976906,343.6096824660053,image_stim_p.png,348.4495612830069,13,rum,Monday,neu,342.12840544999926,b
353.8413778820104,7.64,5,356.55751325200254,21,42,22,-2.6066704919940094,-2.625984580876632,31,female,180,336,1,36,faceWord_exp,352.8408276550035,0.6951258820045041,C,0.690350965000107,353.2604917950084,image_stim_p.png,355.86716228700243,11,spring,Monday,pos,352.145701772999,b
363.85746800599736,5.44,5,369.174226809002,21,42,22,-5.355674981008633,-0.2527650722021685,41,female,336,180,1,37,faceWord_exp,362.85731496800145,0.6956194200029131,C,0.6911586039932445,363.1273932240001,image_stim_p.png,368.48306820500875,13,arm,Monday,neu,362.16169554799853,b
373.87422162700386,5.25,5,379.2070453750057,22,42,22,-5.62569293800334,0.19443075193465506,42,female,336,180,0,38,faceWord_exp,372.8735150720022,0.692874109998229,C,0.7045797320024576,372.8767727049999,image_stim_n.png,378.50246564300323,13,stapler,Monday,neu,372.18064096200396,b
383.9077165350027,3.81,5,389.22288213401043,22,42,22,-5.206183911010157,2.1399531488678094,32,female,336,180,0,39,faceWord_exp,382.9071172749973,0.6957049299962819,C,0.6896935580007266,383.32700466499955,image_stim_n.png,388.5331885760097,12,vice,Monday,neg,382.211412345001,b
393.92404330799764,7.0,5,399.2395342439995,21,42,22,-5.639816006994806,-1.2320142343270626,31,female,336,180,1,40,faceWord_exp,392.92357524699764,0.6954998079891084,C,0.69001262600068,392.90970561100403,image_stim_p.png,398.54952161799883,11,water,Monday,pos,392.22807543900853,b
403.9407857909973,2.33,5,406.6570286070055,22,42,22,-2.8217391859943746,4.735833249102137,32,female,180,336,1,41,faceWord_exp,402.9399758439977,0.695032887000707,C,0.6917443450074643,403.14354507600365,image_stim_n.png,405.965284261998,12,grief,Monday,neg,402.24494295699697,y
413.9574639030034,3.7,5,419.27352060099656,22,42,22,-5.440410615003202,2.490397821352158,32,female,336,180,1,42,faceWord_exp,412.9571234220057,0.6965807560045505,C,0.6899629419931443,413.1431470440002,image_stim_n.png,418.5835576590034,12,mob,Monday,neg,412.26054266600113,y
423.9731654920033,3.15,5,426.6895915470086,22,42,22,-2.673721026003477,3.227422121163128,32,female,180,336,1,43,faceWord_exp,422.97322772300686,0.6960357950010803,C,0.6905165100033628,423.32535401100176,image_stim_n.png,425.99907503700524,12,riot,Monday,neg,422.2771919280058,y
433.98952057900897,3.5,5,439.306526913002,22,42,22,-5.288750006002374,2.424733943851676,32,female,336,180,1,44,faceWord_exp,432.989968392998,0.6956337809970137,C,0.691926893996424,433.3258500130032,image_stim_n.png,438.6146000190056,12,screech,Monday,neg,432.29433461200097,y
444.00677459599683,6.85,5,446.72293025100953,21,42,22,-1.9232746119960211,-2.1428059827362134,31,female,180,336,0,45,faceWord_exp,443.00633129500784,0.6958736540109385,C,0.6903975900058867,444.1092580490076,image_stim_p.png,446.03253266100364,11,awe,Monday,pos,442.3104576409969,y
454.02328256001056,5.95,5,456.7558214210003,22,42,22,-2.7921711649978533,-1.2450836009557775,42,female,180,336,0,46,faceWord_exp,453.02271541999653,0.6926971289940411,C,0.7042465809936402,453.2594036750088,image_stim_n.png,456.05157484000665,13,apricot,Monday,neu,452.3300182910025,b
464.0567972429999,5.7,5,466.77216400401085,22,42,22,-2.6231382459955057,-1.4097678477610591,42,female,180,336,0,47,faceWord_exp,463.05633705500804,0.6955077370075742,C,0.6903167850105092,463.45870897300483,image_stim_n.png,466.08184721900034,13,mandolin,Monday,neu,462.36082931800047,b
474.0729509170051,7.05,5,479.3892471279978,21,42,22,-4.839667085005203,-1.1429809241505904,31,female,336,180,1,48,faceWord_exp,473.07255820299906,0.6957359079970047,C,0.6906809949869057,473.8588990480057,image_stim_p.png,478.6985661330109,11,book,Monday,pos,472.37682229500206,b
484.0895698630047,2.9,5,486.8058764330053,22,42,22,-2.639310317012132,3.659937177091274,32,female,180,336,1,49,faceWord_exp,483.08906852299697,0.6956972899934044,C,0.6909758139954647,483.4755903019977,image_stim_n.png,486.11490061900986,12,curse,Monday,neg,482.39337123300356,y
494.10605441800726,3.71,5,499.4224672850105,22,42,22,-5.3070946620136965,2.2468136409924253,32,female,336,180,1,50,faceWord_exp,493.10573231001035,0.6953122930135578,C,0.690511325999978,493.4248612969968,image_stim_n.png,498.7319559590105,12,ambulance,Monday,neg,492.4104200169968,y
504.12277736399847,7.16,5,509.43879051900876,21,42,22,-5.439591977992677,-1.962809513975644,31,female,336,180,1,51,faceWord_exp,503.1224584770098,0.6965212140057702,C,0.6901937030052068,503.3090048380109,image_stim_p.png,508.74859681600356,11,bed,Monday,pos,502.425937263004,b
514.1392444110097,5.28,5,519.4550571730069,21,42,22,-4.855877504989621,-0.7502239645266248,41,female,336,180,1,52,faceWord_exp,513.1385818450071,0.6961587280093227,C,0.6904751560068689,513.9087045120104,image_stim_p.png,518.7645820170001,13,ticket,Monday,neu,512.4424231169978,b
524.1558969629987,8.0,5,529.488611822002,21,42,22,-5.39147766600945,-2.641671297166366,31,female,336,180,1,53,faceWord_exp,523.1550836950046,0.6927672650053864,C,0.7050301659910474,523.3921039900015,image_stim_p.png,528.7835816560109,11,peaceful,Monday,pos,522.4623164299992,b
534.1892081690021,5.38,5,536.9051149300067,22,42,22,-1.8396468280116096,0.07992973296861662,42,female,180,336,0,54,faceWord_exp,533.1883505260048,0.6963297920010518,C,0.6902478249976411,534.3752202769974,image_stim_n.png,536.214867105009,13,clue,Monday,neu,532.4920207340037,b
544.2055385040003,5.59,5,549.5216847249976,22,42,22,-5.2903866519918665,0.2374341841762725,42,female,336,180,0,55,faceWord_exp,543.2040388870082,0.6945854009973118,C,0.6905370669992408,543.5407610060065,image_stim_n.png,548.8311476579984,13,number,Monday,neu,542.5094534860109,b
554.2220099910046,7.25,5,559.5374142509972,21,42,22,-5.522703858994646,-2.547338598571031,31,female,336,180,1,56,faceWord_exp,553.2215738460072,0.6956684670003597,C,0.689575705997413,553.3251346860052,image_stim_p.png,558.8478385449998,11,tulip,Monday,pos,552.5259053790069,b
564.238468060008,6.62,5,569.5548368059972,21,42,22,-5.606760987997404,-2.249771083793789,31,female,336,180,1,57,faceWord_exp,563.2379540149996,0.695367925989558,C,0.6896837120002601,563.2583921059995,image_stim_p.png,568.8651530939969,11,intellect,Monday,pos,562.54258608901,b
574.2552383930015,2.82,5,579.5713662049966,22,42,22,-5.090613583990489,3.0668244091236065,32,female,336,180,1,58,faceWord_exp,573.254892787998,0.6966109049972147,C,0.6907371179986512,573.7900155030075,image_stim_n.png,578.8806290869979,12,whine,Monday,neg,572.5582818830007,y
584.2717590690008,4.95,5,586.9878900839976,22,42,22,-1.1391850390064064,1.0236166268558873,32,female,180,336,0,59,faceWord_exp,583.2710461770039,0.6952445820061257,C,0.6907848549890332,585.1579201900022,image_stim_n.png,586.2971052290086,12,hierarchy,Monday,neg,582.5758015949978,b
594.288030117008,6.56,5,597.0211264009995,21,42,22,-2.975516033009626,-1.410303556989907,31,female,180,336,1,60,faceWord_exp,593.2870207390079,0.693186725009582,C,0.7050462429906474,593.3405641249992,image_stim_p.png,596.3160801580088,11,tea,Monday,pos,592.5938340139983,b
