duration_measured_word,ID,word,word_label,img_trigger,no,onset_word,word_trigger,pause_trigger_t,duration_measured_img,word_score_warriner,delay_frames_before,offset_img,img,duration_frames,gender,condition,word_score_pc,offset_word,key_t,age,correct_resp,session,response,onset_img,scan day,delay_frames_after,pause_trigger,rt
0.7047450089958147,jules,girl,pos,21,1,1.0097520030030864,11,2.715044360003958,0.702043165001669,7.15,336,8.101027028002136,image_stim_p.png,42,female,faceWord_exp,-1.313583728320736,1.7144970119989011,7.919690399001411,20,0,6,k,7.398983863000467,Wednesday,180,31,0.5207065360009437
0.6947921339960885,jules,dolphin,pos,21,2,11.108953321003355,11,12.804561187003856,0.7021598380015348,6.67,336,18.140059365003253,image_stim_p.png,42,female,faceWord_exp,-2.035068499528653,11.803745454999444,17.90845448699838,20,0,6,k,17.43789952700172,Wednesday,180,31,0.47055495999666164
0.695107563995407,jules,camera,pos,21,3,21.14666043800389,11,22.842789562004327,0.7043017119940487,6.61,180,25.576868085998285,image_stim_p.png,42,female,faceWord_exp,-1.0219663684796234,21.8417680019993,25.39438657199935,20,0,6,k,24.872566374004236,Wednesday,336,31,0.5218201979951118
0.6957430019974709,jules,bugle,neu,22,4,31.184120716003235,13,32.880880750999495,0.7048968699964462,5.05,336,38.216242413000145,image_stim_n.png,42,female,faceWord_exp,-0.441124933220443,31.879863718000706,38.10202981399925,20,0,6,l,37.5113455430037,Wednesday,180,42,0.5906842709955527
0.6984897340007592,jules,comb,neu,22,5,41.219458706000296,13,42.918946384001174,0.7051818899999489,5.65,336,48.25428161200398,image_stim_n.png,42,female,faceWord_exp,-0.15774590184623308,41.917948440001055,48.08946208099951,20,0,6,l,47.54909972200403,Wednesday,180,42,0.5403623589954805
0.6939408499965793,jules,blueberry,pos,21,6,51.26204101100302,11,52.957087686001614,0.7023606459988514,7.11,180,55.691105935999076,image_stim_p.png,42,female,faceWord_exp,-1.4048581699918157,51.9559818609996,55.559265982003126,20,0,6,k,54.988745290000224,Wednesday,336,31,0.5705206920029013
0.6962229250057135,jules,law,neg,22,7,61.29790420499921,12,62.99517525800184,0.7049351800014847,4.55,180,65.72921042000235,image_stim_n.png,42,female,faceWord_exp,0.7240429444440241,61.99412713000493,65.53140339699894,20,0,6,l,65.02427524000086,Wednesday,336,32,0.5071281569980783
0.6946276199960266,jules,quantity,neu,21,8,71.3375700500037,13,73.03325072400185,0.7050813630048651,5.33,180,75.76730435700301,image_stim_p.png,42,female,faceWord_exp,-0.1985745460766808,72.03219766999973,75.60374905799836,20,0,6,k,75.06222299399815,Wednesday,336,41,0.5415260640002089
0.6970529750033165,jules,read,pos,21,9,81.37324835600157,11,83.07148791600048,0.7053445969941095,6.73,336,88.4066605179978,image_stim_p.png,42,female,faceWord_exp,-1.87678309604286,82.07030133100488,88.29429436300416,20,0,6,k,87.7013159210037,Wednesday,180,31,0.592978442000458
0.6966740580028272,jules,lost,neg,22,10,91.41178876699996,12,93.10948631200154,0.7050143200031016,2.53,336,98.44475627900101,image_stim_n.png,42,female,faceWord_exp,3.7741942061665816,92.10846282500279,98.2971130779988,20,0,6,l,97.73974195899791,Wednesday,180,32,0.5573711190008908
