gender,onset_img,delay_frames_after,offset_img,correct_resp,delay_frames_before,pause_trigger_t,age,offset_word,word_label,rt,random_timepoint,img,word_score_warriner,scan day,duration_measured_word,word_score_pc,key_t,condition,duration_frames,duration_measured_img,session,no,word,response,ID,onset_word
male,147.89520669999183,35,148.68928015598794,1,124,146.77286575798644,22,145.7724548249971,neu,0.44697888699010946,264.3341031120217,image_stim_p.png,5.95,Monday,0.796196047012927,-0.6884171372613734,148.34218558698194,faceWord_exp,48,0.7940734559961129,3,27,egg,right,1,144.97625877798419
male,153.37158809998073,155,154.17233282799134,1,195,151.0730387569929,22,150.07241464199615,pos,0.5527690520102624,269.8104863570188,image_stim_p.png,7.0,Monday,0.7951637759979349,-1.9950971558262764,153.924357151991,faceWord_exp,48,0.8007447280106135,3,28,park,right,1,149.2772508659982
male,160.77645393298008,118,161.57233348899172,1,190,158.5560505320027,22,157.5555603329849,neg,0.431379622023087,277.21535235701595,image_stim_n.png,3.0,Monday,0.7958806559909135,3.4211910580769755,161.20783355500316,faceWord_exp,48,0.7958795560116414,3,29,tax,left,1,156.75967967699398
male,166.61974896700121,147,167.42109566598083,0,134,165.33829737399356,22,164.3387825799873,neu,0.8039343889977317,283.05864731100155,image_stim_p.png,5.65,Monday,0.7952814339951146,0.13339963708933658,167.42368335599895,faceWord_exp,48,0.8013466989796143,3,30,pencil,left,1,163.5435011459922
male,173.8372117499821,38,174.63857826200547,1,187,171.67249830800574,22,170.67223618898424,pos,0.5868655380036216,290.2761099199997,image_stim_p.png,7.3,Monday,0.7934468149906024,-1.4443598905895143,174.4240772879857,faceWord_exp,48,0.8013665120233782,3,31,raspberry,right,1,169.87878937399364
male,177.14048253398505,74,177.93900386898895,1,61,177.07276342698606,22,176.07199211997795,neg,0.5990134040184785,293.579380856012,image_stim_n.png,4.18,Monday,0.7897281059995294,1.9197700017151131,177.73949593800353,faceWord_exp,48,0.7985213350038975,3,32,belch,left,1,175.28226401397842
male,181.69098776200553,86,182.4887769399793,1,100,180.97240755299572,22,179.9719542810053,pos,0.5324765219993424,298.1298861830146,image_stim_p.png,7.25,Monday,0.7948437810118776,-1.6019047514101912,182.22346428400488,faceWord_exp,48,0.7977891779737547,3,33,family,right,1,179.17711049999343
male,184.89836287099752,155,185.68816205998883,0,7,180.97240755299572,22,184.72183213298558,neu,0.7913204589858651,301.33726087299874,image_stim_n.png,5.58,Monday,0.7958958399831317,-0.945340141786388,185.68968332998338,faceWord_exp,48,0.7897991889913101,3,34,tuba,right,1,183.92593629300245
male,190.80651316299918,219,191.60526504798327,1,101,190.071972781996,22,189.07207402397762,pos,0.5667444269929547,307.2454116640147,image_stim_p.png,6.63,Monday,0.7963048869860359,-1.4106928476010352,191.37325758999214,faceWord_exp,48,0.7987518849840853,3,35,car,right,1,188.27576913699158
male,197.819932118,111,198.62167987198336,1,103,197.05520488799084,22,196.05507433399907,pos,1.1696339339832775,314.2588302750082,image_stim_p.png,6.84,Monday,0.795615130016813,-1.728066945394655,198.98956605198327,faceWord_exp,48,0.8017477539833635,3,36,computer,right,1,195.25945920398226
male,202.75943684298545,160,203.55511543000466,1,86,202.27213272100198,22,201.2716863520036,neu,0.43036715500056744,319.19833515101345,image_stim_n.png,5.71,Monday,0.7963093920261599,0.1511721542964875,203.18980399798602,faceWord_exp,48,0.7956785870192107,3,37,sum,left,1,200.47537695997744
male,208.30177476498648,132,209.1045946420054,1,74,208.02224479799042,22,207.0216260140005,pos,0.5885545670171268,324.74067306600045,image_stim_p.png,6.29,Monday,0.7957866240176372,-1.6804307003665144,208.8903293320036,faceWord_exp,48,0.8028198770189192,3,38,flute,right,1,206.22583938998287
male,213.8577628119965,89,214.65479712098022,1,102,213.10510682497988,22,212.10482165098074,neu,0.5828718339907937,330.296660809021,image_stim_p.png,5.72,Monday,0.790503287978936,0.20373950943912453,214.4406346459873,faceWord_exp,48,0.7970343089837115,3,39,plane,right,1,211.3143183630018
male,217.60680495700217,165,218.40475767399766,,37,213.10510682497988,22,216.9380836119817,neu,,334.0457032030099,image_stim_p.png,5.55,Monday,0.795325977000175,-0.123291752025302,,faceWord_exp,48,0.7979527169954963,3,40,faucet,,1,216.14275763498154
male,222.00308994800434,167,222.80440231898683,1,-47,213.10510682497988,22,221.95470559000387,pos,1.0038662769948132,338.44198831700487,image_stim_p.png,7.15,Monday,0.7953713720198721,-1.9498998207384868,223.00695622499916,faceWord_exp,48,0.8013123709824868,3,41,symphony,right,1,221.159334217984
male,226.58694575098343,90,227.38795639999444,1,9,213.10510682497988,22,226.3879603050009,pos,0.836462585022673,343.0258441210026,image_stim_p.png,7.23,Monday,0.7972629660216626,-2.484088237918995,227.4234083360061,faceWord_exp,48,0.8010106490110047,3,42,butterfly,right,1,225.59069733897923
male,231.52334856797825,92,232.32124625900178,1,107,230.68851891800296,22,229.68798721799976,neg,0.4332494940026663,347.9622469940223,image_stim_n.png,2.11,Monday,0.7956174760183785,3.6129749181587063,231.9565980619809,faceWord_exp,48,0.797897691023536,3,43,criminal,left,1,228.89236974198138
male,236.64007951397798,116,237.43751444100053,1,116,235.65515360000427,22,234.6541101569892,neg,0.6001657030137721,353.07897789700655,image_stim_n.png,4.85,Monday,0.7951598239887971,-0.3331872788781821,237.24024521699175,faceWord_exp,48,0.7974349270225503,3,44,voter,left,1,233.8589503330004
male,241.9758106659865,171,242.77124118598294,1,105,241.17157467498328,22,240.17096982398652,neg,0.597441099002026,358.41470855101943,image_stim_n.png,4.7,Monday,0.7956959919829387,0.33736940436804663,242.57325176498853,faceWord_exp,48,0.7954305199964438,3,45,radish,left,1,239.3752738320036
male,248.79090885800542,158,249.5876667650009,1,139,247.42148787897895,22,246.42090621899115,neg,0.4309661189909093,365.22980748701957,image_stim_n.png,4.57,Monday,0.7889345430012327,0.7962654471128737,249.22187497699633,faceWord_exp,48,0.7967579069954809,3,46,reporter,left,1,245.63197167598992
male,254.64006382899242,59,255.437598606979,1,94,254.0215444289788,22,253.02101447299356,neg,0.4321413869911339,371.0789621449949,image_stim_n.png,4.68,Monday,0.795835563010769,0.41231466195915456,255.07220521598356,faceWord_exp,48,0.7975347779865842,3,47,foot,left,1,252.2251789099828
