duration_measured_word,onset_word,ID,img_trigger,delay_frames_after,rt,correct_resp,offset_img,gender,pause_trigger,key_t,word,onset_img,duration_measured_img,age,word_score_pc,condition,pause_trigger_t,img,scan day,session,duration_frames,response,offset_word,word_label,word_trigger,delay_frames_before,word_score_warriner,no
0.6988733959151432,1.0097243430791423,5,21,180,0.9067271800013259,1,8.12498108507134,female,31,8.329818008001894,parent,7.423090828000568,0.7018902570707723,22,-1.2094761189992442,faceWord_exp,2.7091107020387426,image_stim_p.png,Monday,4,42,b,1.7085977389942855,pos,11,336,6.73,1
0.8594269779277965,12.015515612089075,5,21,180,0.5720485980855301,1,19.241602535010315,female,31,19.111551462090574,honey,18.539502864005044,0.7020996710052714,22,-2.066768843681998,faceWord_exp,13.908913800027221,image_stim_p.png,Monday,4,42,b,12.874942590016872,pos,11,336,7.27,2
0.695363586070016,22.246090469998308,5,22,336,1.101647302042693,1,27.39140246505849,female,32,27.677429010043852,pig,26.57578170800116,0.8156207570573315,22,0.060511318752979076,faceWord_exp,24.025470998021774,image_stim_n.png,Monday,4,42,y,22.941454056068324,neg,12,180,4.83,3
0.6933420390123501,33.14878839801531,5,21,336,0.6058911189902574,1,37.574540025088936,female,41,37.47868718998507,door,36.87279607099481,0.7017439540941268,22,0.37753019343780747,faceWord_exp,34.841656181029975,image_stim_p.png,Monday,4,42,b,33.84213043702766,neu,13,180,5.43,4
0.6928152439650148,43.181640440016054,5,21,336,0.8405028360430151,1,47.608051968039945,female,31,47.74563482007943,wonder,46.905131984036416,0.702919984003529,22,-2.303583541830637,faceWord_exp,44.875224275980145,image_stim_p.png,Monday,4,42,b,43.87445568398107,pos,11,180,6.68,5
0.7916247630491853,53.21812526101712,5,22,336,0.8054620290640742,1,58.574362457031384,female,42,58.676019930047914,journalist,57.87055790098384,0.7038045560475439,22,0.18094025084207666,faceWord_exp,55.51132032205351,image_stim_n.png,Monday,4,42,y,54.00975002406631,neu,13,180,5.3,6
0.6924797779647633,65.24864675104618,5,22,180,0.8408524710685015,1,72.27513921598438,female,42,72.41132506506983,elevator,71.57047259400133,0.7046666219830513,22,0.1872293205875,faceWord_exp,66.9416010560235,image_stim_n.png,Monday,4,42,y,65.94112652901094,neu,13,336,5.95,7
0.6917493749642745,75.28218385006767,5,21,336,0.9783639550441876,1,79.69064199901186,female,31,79.97727492207196,bonfire,78.99891096702777,0.6917310319840908,22,-1.7974288604529352,faceWord_exp,76.97425404808018,image_stim_p.png,Monday,4,42,b,75.97393322503194,pos,11,180,6.53,8
0.9794867419404909,85.64668373204768,5,22,336,0.8258284340845421,1,90.5907389150234,female,32,90.72659766708966,court,89.90076923300512,0.6899696820182726,22,2.0765857872261098,faceWord_exp,87.80735462100711,image_stim_n.png,Monday,4,42,y,86.62617047398817,neg,12,180,3.52,9
0.6950005108956248,96.196644994081,5,22,336,0.6578980620251969,1,100.62403984600678,female,32,100.5783736690646,flood,99.9204756070394,0.703564238967374,22,3.803034067475641,faceWord_exp,97.89120921003632,image_stim_n.png,Monday,4,42,y,96.89164550497662,neg,12,180,2.76,10
0.6915386629989371,106.23145741899498,5,22,336,0.6744543730746955,1,110.65712621202692,female,32,110.62797917507123,animosity,109.95352480199654,0.7036014100303873,22,3.4698173961771306,faceWord_exp,107.92442135198507,image_stim_n.png,Monday,4,42,y,106.92299608199392,neg,12,180,3.4,11
0.6939824799774215,116.26308687007986,5,21,336,0.6905622970080003,1,120.68953239708208,female,31,120.67741487501189,banjo,119.98685257800389,0.7026798190781847,22,-1.2316584124512135,faceWord_exp,117.9576148079941,image_stim_p.png,Monday,4,42,b,116.95706935005728,pos,11,180,6.35,12
0.6944038959918544,126.29668987507466,5,22,336,1.074981056037359,1,130.72377795202192,female,42,131.0939235680271,boy,130.01894251198974,0.7048354400321841,22,-0.9031069202434168,faceWord_exp,127.99080857797526,image_stim_n.png,Monday,4,42,y,126.99109377106652,neu,13,180,5.84,13
0.6935943859862164,136.32985817501321,5,22,180,0.8085659629432485,1,143.35649067908525,female,32,143.46158340701368,majority,142.65301744407043,0.7034732350148261,22,0.19555716741692625,faceWord_exp,138.02398638403974,image_stim_n.png,Monday,4,42,y,137.02345256099943,neg,12,336,4.95,14
0.6926110470667481,146.3641018680064,5,22,180,1.3734575050184503,1,153.3897027730709,female,32,154.0606503870804,fallacy,152.68719288206194,0.7025098910089582,22,2.7422742606943906,faceWord_exp,148.0572134850081,image_stim_n.png,Monday,4,42,y,147.05671291507315,neg,12,336,4.0,15
0.6907510031014681,156.4002170279855,5,21,336,0.8405387579696253,1,161.54038246907294,female,41,161.64608076005243,worker,160.8055420020828,0.7348404669901356,22,0.0196438746392397,faceWord_exp,158.09040330303833,image_stim_p.png,Monday,4,42,b,157.09096803108696,neu,13,180,5.95,16
0.693834092002362,168.26225587702356,5,21,180,0.9078786710742861,1,175.28941692598164,female,31,175.49417560407892,bay,174.58629693300463,0.7031199929770082,22,-1.17416436554964,faceWord_exp,169.95698275603354,image_stim_p.png,Monday,4,42,b,168.95608996902592,pos,11,336,7.23,17
0.692517060902901,178.29697906807996,5,22,180,0.9912287760525942,1,185.3226131410338,female,32,185.61031764606014,stampede,184.61908887000754,0.7035242710262537,22,2.7437052692255306,faceWord_exp,179.9900935080368,image_stim_n.png,Monday,4,42,y,178.98949612898286,neg,12,336,4.48,18
0.7611390000674874,189.37829348398373,5,21,180,0.8554411249933764,1,197.35595157404896,female,31,197.3272159100743,dog,196.47177478508092,0.8841767889680341,22,-1.7294291477603156,faceWord_exp,191.1397230210714,image_stim_p.png,Monday,4,42,b,190.1394324840512,pos,11,336,7.0,19
0.6941702279727906,200.41278407000937,5,22,180,0.891269252053462,1,207.43897460901644,female,42,207.62686947803013,scientist,206.73560022597667,0.7033743830397725,22,-0.5273916336755435,faceWord_exp,202.10657175199594,image_stim_n.png,Monday,4,42,y,201.10695429798216,neu,13,336,5.83,20
0.6938675700221211,210.4449224449927,5,22,336,0.8737129180226475,1,214.87219647306483,female,42,215.04206010804046,hall,214.1683471900178,0.7038492830470204,22,0.4398740830446768,faceWord_exp,212.13968380598817,image_stim_n.png,Monday,4,42,y,211.13879001501482,neu,13,180,5.89,21
0.6924355830997229,221.296348363976,5,22,180,0.8919860130408779,1,228.32205343001988,female,32,228.50958667404484,expensive,227.61760066100396,0.7044527690159157,22,-0.3663992490442602,faceWord_exp,222.98955177108292,image_stim_n.png,Monday,4,42,y,221.98878394707572,neg,12,336,3.36,22
0.9063075570156798,232.1156278370181,5,21,180,0.839417090988718,1,239.42188488098327,female,41,239.56077450606972,hand,238.721357415081,0.7005274659022689,22,-0.29144085929118746,faceWord_exp,234.09030573500786,image_stim_p.png,Monday,4,42,b,233.0219353940338,neu,13,336,5.9,23
0.6939210960408673,242.444833201007,5,21,336,0.9900043479865417,1,246.87181061902083,female,41,247.1586281870259,guard,246.16862383903936,0.703186779981479,22,0.29188517290671034,faceWord_exp,244.14048746600747,image_stim_p.png,Monday,4,42,b,243.13875429704785,neu,13,180,5.89,24
0.6935816470067948,252.4781504800776,5,21,336,0.6746287570567802,1,256.90521629108116,female,31,256.87553331104573,bicycle,256.20090455398895,0.7043117370922118,22,-1.301667818567906,faceWord_exp,254.17312845599372,image_stim_p.png,Monday,4,42,b,253.1717321270844,pos,11,180,6.71,25
0.693885316955857,262.51221884507686,5,21,336,0.9898861650144681,1,266.9381811940111,female,31,267.22444820101373,choir,266.23456203599926,0.7036191580118611,22,-1.883093263099396,faceWord_exp,264.2057210310595,image_stim_p.png,Monday,4,42,b,263.2061041620327,pos,11,180,6.15,26
0.9606566310394555,273.296097405022,5,22,336,0.8070569219999015,1,278.3380014890572,female,42,278.4413033160381,theme,277.6342463940382,0.7037550950190052,22,-0.7774272008663468,faceWord_exp,275.53881242102943,image_stim_n.png,Monday,4,42,y,274.25675403606147,neu,13,180,5.43,27
0.6938355230959132,283.94417238398455,5,21,180,0.8420586669817567,1,290.9711618400179,female,31,291.109301347984,truce,290.26724268100224,0.7039191590156406,22,-1.6859102219357711,faceWord_exp,285.6386493600439,image_stim_p.png,Monday,4,42,b,284.63800790708046,pos,11,336,6.42,28
0.6928467119578272,293.9784604300512,5,22,180,0.9402300999499857,1,301.004446181003,female,42,301.2421520979842,circus,300.30192199803423,0.702524182968773,22,-2.547043884761341,faceWord_exp,295.67238024808466,image_stim_n.png,Monday,4,42,y,294.671307142009,neu,13,336,5.85,29
0.6922217410756275,304.0132492450066,5,22,180,0.6877699679462239,1,311.6875846410403,female,32,311.6092133449856,saw,310.9214433770394,0.7661412640009075,22,-0.10198134801944247,faceWord_exp,305.7051286830101,image_stim_n.png,Monday,4,42,y,304.7054709860822,neg,12,336,4.16,30
0.6932679319288582,314.6945024600718,5,21,336,0.5591869920026511,1,319.1208150549792,female,41,318.9761723030824,team,318.41698531107977,0.703829743899405,22,-0.9453395472380092,faceWord_exp,316.3882700500544,image_stim_p.png,Monday,4,42,b,315.3877703920007,neu,13,180,5.91,31
