img,scan day,onset_word,delay_frames_before,correct_resp,word_score_pc,condition,duration_frames,duration_measured_word,gender,no,offset_word,word_score_warriner,key_t,ID,word,delay_frames_after,duration_measured_img,response,session,age,onset_img,word_label,rt,offset_img
image_stim_n.png,Tuesday,309.3490160208894,131,0,3.668156535681199,faceWord_exp,42,0.6947028110735118,female,51,310.0437188319629,3.52,312.7624756299192,JV,battle,141,0.7049759340006858,b,4,22,312.2545181469759,neg,0.5079574829433113,312.9594940809766
image_stim_p.png,Tuesday,315.31779945490416,67,1,0.29188517290671034,faceWord_exp,42,0.6916313570691273,female,52,316.0094308119733,5.89,317.6626412499463,JV,guard,36,0.7026935539906844,b,4,22,317.1567193319788,neu,0.5059219179674983,317.8594128859695
image_stim_p.png,Tuesday,318.5316101029748,142,1,-0.6996261236875504,faceWord_exp,42,0.6945087029598653,female,53,319.2261188059347,5.67,322.07950657699257,JV,bell,168,0.6890610649716109,b,4,22,321.6202021759236,neu,0.4593044010689482,322.30926324089523
image_stim_p.png,Tuesday,325.1149761539418,177,1,-1.2316584124512135,faceWord_exp,42,0.6942167880479246,female,54,325.80919294198975,6.35,329.27928131399676,JV,banjo,147,0.6910845009842888,b,4,22,328.78483981394675,pos,0.49444150005001575,329.47592431493104
image_stim_p.png,Tuesday,331.9309829509584,164,1,-0.9031069202434168,faceWord_exp,42,0.6949387330096215,female,55,332.62592168396804,5.84,335.8636719509959,JV,boy,87,0.704877684940584,b,4,22,335.38763130398,neu,0.47604064701590687,336.0925089889206
image_stim_p.png,Tuesday,337.5486772679724,68,,-1.426145970237633,faceWord_exp,42,0.6937197019578889,female,56,338.24239696993027,6.26,339.81319999089465,JV,lust,188,0.6890594540163875,j,4,22,339.4042854739819,pos,0.40891451691277325,340.09334492799826
image_stim_n.png,Tuesday,343.2321591179352,178,,-0.3663992490442602,faceWord_exp,42,0.6935753619764,female,57,343.9257344799116,3.36,347.2791602188954,JV,expensive,143,0.7049603080376983,j,4,22,346.92063269391656,neg,0.35852752497885376,347.62559300195426
image_stim_n.png,Tuesday,350.01516133290716,256,,4.5355840269859025,faceWord_exp,42,0.6937049280386418,female,58,350.7088662609458,2.53,355.3457819959149,JV,torment,123,0.7050770369824022,j,4,22,355.00379570992664,neg,0.34198628598824143,355.70887274690904
image_stim_p.png,Tuesday,357.7678214899497,147,1,-1.7974288604529352,faceWord_exp,42,0.6910227979533374,female,59,358.45884428790305,6.53,361.3622125799302,JV,bonfire,168,0.6998762489529327,b,4,22,360.9422630339395,pos,0.4199495459906757,361.64213928289246
image_stim_n.png,Tuesday,364.448741561966,162,,3.4698173961771306,faceWord_exp,42,0.6933662599185482,female,60,365.14210782188457,3.4,368.34543072094675,JV,animosity,120,0.705196488997899,j,4,22,367.8700967329787,neg,0.4753339879680425,368.5752932219766
