ID,offset_img,condition,response,key_t,onset_img,img_trigger,duration_frames,word,word_trigger,delay_frames_after,delay_frames_before,rt,correct_resp,word_score_pc,no,gender,img,duration_measured_word,onset_word,pause_trigger_t,word_label,word_score_warriner,session,duration_measured_img,pause_trigger,age,scan day,offset_word
orm,136.29321628599428,faceWord_exp,y,136.12796996708494,135.60243905708194,22,42,expensive,12,336,180,0.525530910002999,1,-0.3663992490442602,14,male,image_stim_n.png,0.6928099469514564,131.88366681407206,133.57708156504668,neg,3.36,4,0.6907772289123386,32,22,Wednesday,132.5764767610235
orm,146.3097405700246,faceWord_exp,y,146.41211864398792,145.62046124308836,22,42,scream,12,336,180,0.7916574008995667,1,2.6978270877422883,15,male,image_stim_n.png,0.6939559869933873,141.89931608107872,143.59354163799435,neg,3.02,4,0.6892793269362301,32,22,Wednesday,142.5932720680721
orm,156.32529877009802,faceWord_exp,y,156.21239839005284,155.6350982959848,22,42,team,13,336,180,0.5773000940680504,1,-0.9453395472380092,16,male,image_stim_n.png,0.6961880939779803,151.91361487703398,153.610072268988,neu,5.91,4,0.6902004741132259,42,22,Wednesday,152.60980297101196
orm,166.3427543391008,faceWord_exp,y,166.29548712598626,165.6521324160276,21,42,bread,11,336,180,0.6433547099586576,0,-1.5215329943370883,17,male,image_stim_p.png,0.6960951690562069,161.93039173202123,163.62660557799973,pos,6.52,4,0.6906219230731949,31,22,Wednesday,162.62648690107744
orm,178.9587964169914,faceWord_exp,y,178.6112969390815,178.2681978790788,22,42,flood,12,180,336,0.3430990600027144,1,3.803034067475641,18,male,image_stim_n.png,0.694158326019533,171.9486974600004,173.64310549001675,neg,2.76,4,0.6905985379125923,32,22,Wednesday,172.64285578601994
orm,188.97582011902705,faceWord_exp,b,188.7615810930729,188.28437570808455,21,42,guard,13,180,336,0.47720538498833776,1,0.29188517290671034,19,male,image_stim_p.png,0.6958372299559414,181.96231816709042,183.65953724703286,neu,5.89,4,0.6914444109424949,41,22,Wednesday,182.65815539704636
orm,196.39216417702846,faceWord_exp,y,196.06190712505486,195.7015987080522,22,42,explosion,12,336,180,0.36030841700267047,1,3.1835494020570807,20,male,image_stim_n.png,0.6965492300223559,191.97938670299482,193.67616841604467,neg,3.17,4,0.6905654689762741,32,22,Wednesday,192.67593593301717
orm,206.40825551107991,faceWord_exp,y,206.4112773759989,205.7182840789901,22,42,saw,12,336,180,0.6929932970087975,1,-0.10198134801944247,21,male,image_stim_n.png,0.6961147000547498,201.9962714239955,203.69273536209948,neg,4.16,4,0.6899714320898056,32,22,Wednesday,202.69238612405024
orm,219.0420511070406,faceWord_exp,b,218.71182428800967,218.33724063099362,21,42,bay,11,180,336,0.37458365701604635,1,-1.17416436554964,22,male,image_stim_p.png,0.6922592839691788,212.0166626070859,213.7095988590736,pos,7.23,4,0.7048104760469869,31,22,Wednesday,212.70892189105507
orm,229.05835230299272,faceWord_exp,b,229.0934759270167,228.36812523799017,21,42,baseball,13,180,336,0.7253506890265271,1,-0.4066038871991289,23,male,image_stim_p.png,0.695310564013198,222.04649680899456,223.74260167998727,neu,5.79,4,0.6902270650025457,41,22,Wednesday,222.74180737300776
orm,239.07509586506058,faceWord_exp,b,238.87731478107162,238.38447448506486,22,42,denial,12,180,336,0.4928402960067615,0,2.8314410724962364,24,male,image_stim_n.png,0.6957234620349482,232.06278837902937,233.75887122109998,neg,3.57,4,0.6906213799957186,32,22,Wednesday,232.75851184106432
orm,249.47493313299492,faceWord_exp,b,249.3264159890823,248.78472443507053,21,42,door,13,180,336,0.541691554011777,1,0.37753019343780747,25,male,image_stim_p.png,0.7139565909747034,242.0791823080508,244.14287805208005,neu,5.43,4,0.6902086979243904,41,22,Wednesday,242.7931388990255
orm,259.4914772179909,faceWord_exp,b,259.0938201410463,258.80130180099513,21,42,trust,11,180,336,0.29251834005117416,1,-2.1205664047688315,26,male,image_stim_p.png,0.695954920956865,252.47918172809295,254.17549734609202,pos,7.24,4,0.6901754169957712,31,22,Wednesday,253.17513664904982
orm,266.9078673979966,faceWord_exp,y,266.7606916039949,266.2175060050795,22,42,red,13,336,180,0.5431855989154428,1,0.4395766978022416,27,male,image_stim_n.png,0.6960749940481037,262.4952860129997,264.19201668701135,neu,5.67,4,0.6903613929171115,42,22,Wednesday,263.1913610070478
orm,276.9247320800787,faceWord_exp,y,276.82645700802095,276.23399551108014,22,42,hand,13,336,180,0.592461496940814,1,-0.29144085929118746,28,male,image_stim_n.png,0.6962401469936594,272.5119711670559,274.2084566380363,neu,5.9,4,0.6907365689985454,42,22,Wednesday,273.20821131404955
orm,289.53994745307136,faceWord_exp,b,289.19313890708145,288.8467028849991,21,42,bonfire,11,180,336,0.3464360220823437,1,-1.7974288604529352,29,male,image_stim_p.png,0.6955061729531735,282.52920993207954,284.223610371002,pos,6.53,4,0.6932445680722594,31,22,Wednesday,283.2247161050327
orm,299.5743371710414,faceWord_exp,b,299.56091150501743,298.86909841699526,21,42,lust,11,180,336,0.6918130880221725,1,-1.426145970237633,30,male,image_stim_p.png,0.6937745050527155,292.5474608220393,294.2415014820872,pos,6.26,4,0.7052387540461496,31,22,Wednesday,293.241235327092
orm,309.6075633080909,faceWord_exp,y,309.3263112429995,308.9160489169881,22,42,boy,13,180,336,0.4102623260114342,1,-0.9031069202434168,31,male,image_stim_n.png,0.6960547870257869,302.5781788280001,304.2748841480352,neu,5.84,4,0.6915143911028281,42,22,Wednesday,303.2742336150259
orm,317.024181600078,faceWord_exp,b,316.742769450997,316.33363996306434,21,42,parent,11,336,180,0.4091294879326597,1,-1.2094761189992442,32,male,image_stim_p.png,0.6957178029697388,312.6119322790764,314.307949597016,pos,6.73,4,0.6905416370136663,31,22,Wednesday,313.30765008204617
orm,329.64050764706917,faceWord_exp,y,329.4759895290481,328.9491920830915,22,42,hall,13,180,336,0.5267974459566176,1,0.4398740830446768,33,male,image_stim_n.png,0.6962748520309106,322.6279461310478,324.3246541550616,neu,5.89,4,0.691315563977696,42,22,Wednesday,323.3242209830787
orm,339.65718712308444,faceWord_exp,b,339.5095932770055,338.96602244104724,21,42,festival,11,180,336,0.543570835958235,1,-2.93465986085152,34,male,image_stim_p.png,0.696125796996057,332.64457461901475,334.3409703100333,pos,6.84,4,0.691164682037197,31,22,Wednesday,333.3407004160108
orm,347.07286374503747,faceWord_exp,b,346.90964902203996,346.38328598602675,21,42,put,13,336,180,0.5263630360132083,1,0.3545861367636661,35,male,image_stim_p.png,0.6962703589815646,342.6611138120061,344.3578150070971,neu,5.09,4,0.6895777590107173,41,22,Wednesday,343.35738417098764
orm,359.6901673510438,faceWord_exp,b,359.3419770949986,358.99945677502546,21,42,flower,11,180,336,0.3425203199731186,1,-2.411716547027706,36,male,image_stim_p.png,0.6958068669773638,352.67802843800746,354.37417790608015,pos,7.3,4,0.6907105760183185,31,22,Wednesday,353.3738353049848
orm,369.7236522400053,faceWord_exp,y,369.4748232970014,369.0173521230463,22,42,majority,12,180,336,0.4574711739551276,1,0.19555716741692625,37,male,image_stim_n.png,0.6914857740048319,362.69879950000905,364.39067083701957,neg,4.95,4,0.706300116959028,32,22,Wednesday,363.3902852740139
orm,379.73988379898947,faceWord_exp,b,379.92557327705435,379.04910112009384,21,42,circus,13,180,336,0.8764721569605172,1,-2.547043884761341,38,male,image_stim_p.png,0.6957988319918513,372.72768378804903,374.4234153610887,neu,5.85,4,0.6907826788956299,41,22,Wednesday,373.4234826200409
orm,387.15666741505265,faceWord_exp,y,386.9592086870689,386.4651078620227,22,42,shoulder,13,336,180,0.49410082504618913,1,0.12602488928311428,39,male,image_stim_n.png,0.695427585975267,382.74450480006635,384.44054141209926,neu,5.1,4,0.691559553029947,42,22,Wednesday,383.4399323860416
orm,397.17301558703184,faceWord_exp,b,397.0920985779958,396.48176183504984,21,42,bell,13,336,180,0.6103367429459468,1,-0.6996261236875504,40,male,image_stim_p.png,0.6959580580005422,392.7603369950084,394.4570789290592,neu,5.67,4,0.6912537519820035,41,22,Wednesday,393.45629505300894
orm,409.7895435980754,faceWord_exp,b,409.6085226510186,409.0985561860725,21,42,truce,11,180,336,0.5099664649460465,1,-1.6859102219357711,41,male,image_stim_p.png,0.6959024170646444,402.7772249620175,404.4734500920167,pos,6.42,4,0.690987412002869,31,22,Wednesday,403.47312737908214
orm,419.806015385082,faceWord_exp,y,419.62589562800713,419.1152465970954,22,42,animosity,12,180,336,0.5106490309117362,1,3.4698173961771306,42,male,image_stim_n.png,0.6963729010894895,412.79327290900983,414.49018784903456,neg,3.4,4,0.6907687879865989,32,22,Wednesday,413.4896458100993
orm,429.8226677289931,faceWord_exp,y,429.69211201299913,429.131680186023,22,42,journalist,13,180,336,0.5604318269761279,1,0.18094025084207666,43,male,image_stim_n.png,0.695441831019707,422.8107335900422,424.5064418410184,neu,5.3,4,0.690987542970106,42,22,Wednesday,423.5061754210619
orm,437.23907924909145,faceWord_exp,b,436.87528006802313,436.5498693740228,21,42,gratitude,11,336,180,0.3254106940003112,1,-2.8305869761860607,44,male,image_stim_p.png,0.6933897830313072,432.8290241060313,434.52320667309687,pos,6.67,4,0.6892098750686273,31,22,Wednesday,433.5224138890626
orm,449.85586332401726,faceWord_exp,y,449.6903090500273,449.1645981820766,22,42,pig,12,180,336,0.5257108679506928,1,0.060511318752979076,45,male,image_stim_n.png,0.6962505750125274,442.84301107004285,444.53962872107513,neg,4.83,4,0.6912651419406757,32,22,Wednesday,443.5392616450554
orm,459.87216562998947,faceWord_exp,b,459.6571785850683,459.1818743770709,21,42,banjo,11,180,336,0.4753042079973966,1,-1.2316584124512135,46,male,image_stim_p.png,0.696082461043261,452.8597012209939,454.55577066505793,pos,6.35,4,0.6902912529185414,31,22,Wednesday,453.55578368203714
orm,467.28869684704114,faceWord_exp,y,467.0738865470048,466.59762411599513,22,42,insult,12,336,180,0.4762624310096726,1,4.2176174504439885,47,male,image_stim_n.png,0.6957076670369133,462.87664031400345,464.5725267640082,neg,2.62,4,0.6910727310460061,32,22,Wednesday,463.57234798104037
orm,479.90517996205017,faceWord_exp,b,479.77417341503315,479.2145991040161,21,42,harmonica,11,180,336,0.5595743110170588,1,-1.3206920491180312,48,male,image_stim_p.png,0.695296598947607,472.8934514410794,474.58908819709904,pos,6.32,4,0.6905808580340818,31,22,Wednesday,473.588748040027
orm,487.32171480404213,faceWord_exp,b,487.12423931306694,486.6310046160361,21,42,bicycle,11,336,180,0.4932346970308572,1,-1.301667818567906,49,male,image_stim_p.png,0.6956158330431208,482.9097593090264,484.60579835402314,pos,6.71,4,0.6907101880060509,31,22,Wednesday,483.60537514206953
orm,497.33830799208954,faceWord_exp,y,497.1903400870506,496.64788691408467,22,42,chestnut,13,336,180,0.5424531729659066,1,-0.4880378396985329,50,male,image_stim_n.png,0.6954554100520909,492.9264608400408,494.6219091000967,neu,5.68,4,0.6904210780048743,42,22,Wednesday,493.6219162500929
orm,507.35482253402006,faceWord_exp,b,507.1905360800447,506.6656778700417,22,42,court,12,336,180,0.5248582100030035,0,2.0765857872261098,51,male,image_stim_n.png,0.6938505370635539,502.9445129369851,504.6389171660412,neg,3.52,4,0.689144663978368,32,22,Wednesday,503.6383634740487
orm,517.8713422210421,faceWord_exp,y,517.7906896680361,517.1806949400343,22,42,loan,12,336,180,0.6099947280017659,1,0.7532200949518182,52,male,image_stim_n.png,0.6960753659950569,513.4587611129973,515.1552835460752,neg,4.19,4,0.6906472810078412,32,22,Wednesday,514.1548364789924
orm,527.8878866040614,faceWord_exp,b,527.6227979940595,527.197420073091,21,42,elevator,13,336,180,0.42537792096845806,1,0.1872293205875,53,male,image_stim_p.png,0.6955378639977425,523.4758580800844,525.1718990050722,neu,5.95,4,0.6904665309702978,41,22,Wednesday,524.1713959440822
orm,537.904346257099,faceWord_exp,y,537.7559824429918,537.2134192370577,22,42,theme,13,336,180,0.5425632059341297,1,-0.7774272008663468,54,male,image_stim_n.png,0.6956752260448411,533.4922043180559,535.1884594260482,neu,5.43,4,0.690927020041272,42,22,Wednesday,534.1878795441007
orm,550.5210026100976,faceWord_exp,y,550.389487936045,549.8300530480919,22,42,empty,12,180,336,0.5594348879531026,1,2.8496222967354625,55,male,image_stim_n.png,0.6957615249557421,543.508584208088,545.2049742160598,neg,3.78,4,0.6909495620056987,32,22,Wednesday,544.2043457330437
orm,560.5374455120182,faceWord_exp,y,560.4067229130305,559.8471819970291,22,42,torment,12,180,336,0.5595409160014242,1,4.5355840269859025,56,male,image_stim_n.png,0.6955881969770417,553.5254924020264,555.2213105830597,neg,2.53,4,0.6902635149890557,32,22,Wednesday,554.2210805990035
orm,567.9539994740626,faceWord_exp,b,567.9402979770675,567.2611553980969,21,42,honey,11,336,180,0.6791425789706409,1,-2.066768843681998,57,male,image_stim_p.png,0.6958028110675514,563.5419057590188,565.2379835970933,pos,7.27,4,0.6928440759656951,31,22,Wednesday,564.2377085700864
orm,577.9696198640158,faceWord_exp,y,577.8573700420093,577.2811485920101,22,42,fallacy,12,336,180,0.5762214499991387,1,2.7422742606943906,58,male,image_stim_n.png,0.6930217620683834,573.5609911340289,575.2543023610488,neg,4.0,4,0.6884712720056996,32,22,Wednesday,574.2540128960973
orm,587.9873388510896,faceWord_exp,b,587.8400902200956,587.2962242510403,21,42,choir,11,336,180,0.5438659690553322,1,-1.883093263099396,59,male,image_stim_p.png,0.6960087670013309,583.5746546010487,585.2708995250287,pos,6.15,4,0.6911146000493318,31,22,Wednesday,584.27066336805
orm,600.6035560060991,faceWord_exp,b,600.3724895149935,599.912983834045,21,42,mouth,13,180,336,0.45950568094849586,1,-0.05436507667908295,60,male,image_stim_p.png,0.6960851380135864,593.5910599050112,595.2876570230583,neu,5.59,4,0.6905721720540896,41,22,Wednesday,594.2871450430248
